VARIABLE,TYPE,LABEL,GROUP
C01001I_001E,int,Estimate!!Total,C01001I
C01001I_002E,int,Estimate!!Total!!Male,C01001I
C01001I_003E,int,Estimate!!Total!!Male!!Under 18 years,C01001I
C01001I_004E,int,Estimate!!Total!!Male!!18 to 64 years,C01001I
C01001I_005E,int,Estimate!!Total!!Male!!65 years and over,C01001I
C01001I_006E,int,Estimate!!Total!!Female,C01001I
C01001I_007E,int,Estimate!!Total!!Female!!Under 18 years,C01001I
C01001I_008E,int,Estimate!!Total!!Female!!18 to 64 years,C01001I
C01001I_009E,int,Estimate!!Total!!Female!!65 years and over,C01001I
C01001I_001M,int,Margin of Error!!Total,C01001I
C01001I_002M,int,Margin of Error!!Total!!Male,C01001I
C01001I_003M,int,Margin of Error!!Total!!Male!!Under 18 years,C01001I
C01001I_004M,int,Margin of Error!!Total!!Male!!18 to 64 years,C01001I
C01001I_005M,int,Margin of Error!!Total!!Male!!65 years and over,C01001I
C01001I_006M,int,Margin of Error!!Total!!Female,C01001I
C01001I_007M,int,Margin of Error!!Total!!Female!!Under 18 years,C01001I
C01001I_008M,int,Margin of Error!!Total!!Female!!18 to 64 years,C01001I
C01001I_009M,int,Margin of Error!!Total!!Female!!65 years and over,C01001I
C01001I_001EA,string,Annotation of Estimate!!Total,C01001I
C01001I_001MA,string,Annotation of Margin of Error!!Total,C01001I
C01001I_002EA,string,Annotation of Estimate!!Total!!Male,C01001I
C01001I_002MA,string,Annotation of Margin of Error!!Total!!Male,C01001I
C01001I_003EA,string,Annotation of Estimate!!Total!!Male!!Under 18 years,C01001I
C01001I_003MA,string,Annotation of Margin of Error!!Total!!Male!!Under 18 years,C01001I
C01001I_004EA,string,Annotation of Estimate!!Total!!Male!!18 to 64 years,C01001I
C01001I_004MA,string,Annotation of Margin of Error!!Total!!Male!!18 to 64 years,C01001I
C01001I_005EA,string,Annotation of Estimate!!Total!!Male!!65 years and over,C01001I
C01001I_005MA,string,Annotation of Margin of Error!!Total!!Male!!65 years and over,C01001I
C01001I_006EA,string,Annotation of Estimate!!Total!!Female,C01001I
C01001I_006MA,string,Annotation of Margin of Error!!Total!!Female,C01001I
C01001I_007EA,string,Annotation of Estimate!!Total!!Female!!Under 18 years,C01001I
C01001I_007MA,string,Annotation of Margin of Error!!Total!!Female!!Under 18 years,C01001I
C01001I_008EA,string,Annotation of Estimate!!Total!!Female!!18 to 64 years,C01001I
C01001I_008MA,string,Annotation of Margin of Error!!Total!!Female!!18 to 64 years,C01001I
C01001I_009EA,string,Annotation of Estimate!!Total!!Female!!65 years and over,C01001I
C01001I_009MA,string,Annotation of Margin of Error!!Total!!Female!!65 years and over,C01001I
