VARIABLE,TYPE,LABEL,GROUP
B07404FPR_001E,int,Estimate!!Total living in area 1 year ago,B07404FPR
B07404FPR_002E,int,Estimate!!Total living in area 1 year ago!!Same house,B07404FPR
B07404FPR_003E,int,Estimate!!Total living in area 1 year ago!!Moved within same municipio,B07404FPR
B07404FPR_004E,int,Estimate!!Total living in area 1 year ago!!Moved to different municipio,B07404FPR
B07404FPR_005E,int,Estimate!!Total living in area 1 year ago!!Moved to the United States,B07404FPR
B07404FPR_001M,int,Margin of Error!!Total living in area 1 year ago,B07404FPR
B07404FPR_002M,int,Margin of Error!!Total living in area 1 year ago!!Same house,B07404FPR
B07404FPR_003M,int,Margin of Error!!Total living in area 1 year ago!!Moved within same municipio,B07404FPR
B07404FPR_004M,int,Margin of Error!!Total living in area 1 year ago!!Moved to different municipio,B07404FPR
B07404FPR_005M,int,Margin of Error!!Total living in area 1 year ago!!Moved to the United States,B07404FPR
B07404FPR_001EA,string,Annotation of Estimate!!Total living in area 1 year ago,B07404FPR
B07404FPR_001MA,string,Annotation of Margin of Error!!Total living in area 1 year ago,B07404FPR
B07404FPR_002EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Same house,B07404FPR
B07404FPR_002MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Same house,B07404FPR
B07404FPR_003EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved within same municipio,B07404FPR
B07404FPR_003MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved within same municipio,B07404FPR
B07404FPR_004EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to different municipio,B07404FPR
B07404FPR_004MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to different municipio,B07404FPR
B07404FPR_005EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to the United States,B07404FPR
B07404FPR_005MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to the United States,B07404FPR
