VARIABLE,TYPE,LABEL,GROUP
B05010_001E,int,Estimate!!Total,B05010
B05010_002E,int,Estimate!!Total!!Under 1.00,B05010
B05010_003E,int,Estimate!!Total!!Under 1.00!!Living with two parents,B05010
B05010_004E,int,Estimate!!Total!!Under 1.00!!Living with two parents!!Both parents native,B05010
B05010_005E,int,Estimate!!Total!!Under 1.00!!Living with two parents!!Both parents foreign born,B05010
B05010_006E,int,Estimate!!Total!!Under 1.00!!Living with two parents!!One native and one foreign-born parent,B05010
B05010_007E,int,Estimate!!Total!!Under 1.00!!Living with one parent,B05010
B05010_008E,int,Estimate!!Total!!Under 1.00!!Living with one parent!!Native parent,B05010
B05010_009E,int,Estimate!!Total!!Under 1.00!!Living with one parent!!Foreign-born parent,B05010
B05010_010E,int,Estimate!!Total!!1.00 to 1.99,B05010
B05010_011E,int,Estimate!!Total!!1.00 to 1.99!!Living with two parents,B05010
B05010_012E,int,Estimate!!Total!!1.00 to 1.99!!Living with two parents!!Both parents native,B05010
B05010_013E,int,Estimate!!Total!!1.00 to 1.99!!Living with two parents!!Both parents foreign born,B05010
B05010_014E,int,Estimate!!Total!!1.00 to 1.99!!Living with two parents!!One native and one foreign-born parent,B05010
B05010_015E,int,Estimate!!Total!!1.00 to 1.99!!Living with one parent,B05010
B05010_016E,int,Estimate!!Total!!1.00 to 1.99!!Living with one parent!!Native parent,B05010
B05010_017E,int,Estimate!!Total!!1.00 to 1.99!!Living with one parent!!Foreign-born parent,B05010
B05010_018E,int,Estimate!!Total!!2.00 and over,B05010
B05010_019E,int,Estimate!!Total!!2.00 and over!!Living with two parents,B05010
B05010_020E,int,Estimate!!Total!!2.00 and over!!Living with two parents!!Both parents native,B05010
B05010_021E,int,Estimate!!Total!!2.00 and over!!Living with two parents!!Both parents foreign born,B05010
B05010_022E,int,Estimate!!Total!!2.00 and over!!Living with two parents!!One native and one foreign-born parent,B05010
B05010_023E,int,Estimate!!Total!!2.00 and over!!Living with one parent,B05010
B05010_024E,int,Estimate!!Total!!2.00 and over!!Living with one parent!!Native parent,B05010
B05010_025E,int,Estimate!!Total!!2.00 and over!!Living with one parent!!Foreign-born parent,B05010
B05010_001M,int,Margin of Error!!Total,B05010
B05010_002M,int,Margin of Error!!Total!!Under 1.00,B05010
B05010_003M,int,Margin of Error!!Total!!Under 1.00!!Living with two parents,B05010
B05010_004M,int,Margin of Error!!Total!!Under 1.00!!Living with two parents!!Both parents native,B05010
B05010_005M,int,Margin of Error!!Total!!Under 1.00!!Living with two parents!!Both parents foreign born,B05010
B05010_006M,int,Margin of Error!!Total!!Under 1.00!!Living with two parents!!One native and one foreign-born parent,B05010
B05010_007M,int,Margin of Error!!Total!!Under 1.00!!Living with one parent,B05010
B05010_008M,int,Margin of Error!!Total!!Under 1.00!!Living with one parent!!Native parent,B05010
B05010_009M,int,Margin of Error!!Total!!Under 1.00!!Living with one parent!!Foreign-born parent,B05010
B05010_010M,int,Margin of Error!!Total!!1.00 to 1.99,B05010
B05010_011M,int,Margin of Error!!Total!!1.00 to 1.99!!Living with two parents,B05010
B05010_012M,int,Margin of Error!!Total!!1.00 to 1.99!!Living with two parents!!Both parents native,B05010
B05010_013M,int,Margin of Error!!Total!!1.00 to 1.99!!Living with two parents!!Both parents foreign born,B05010
B05010_014M,int,Margin of Error!!Total!!1.00 to 1.99!!Living with two parents!!One native and one foreign-born parent,B05010
B05010_015M,int,Margin of Error!!Total!!1.00 to 1.99!!Living with one parent,B05010
B05010_016M,int,Margin of Error!!Total!!1.00 to 1.99!!Living with one parent!!Native parent,B05010
B05010_017M,int,Margin of Error!!Total!!1.00 to 1.99!!Living with one parent!!Foreign-born parent,B05010
B05010_018M,int,Margin of Error!!Total!!2.00 and over,B05010
B05010_019M,int,Margin of Error!!Total!!2.00 and over!!Living with two parents,B05010
B05010_020M,int,Margin of Error!!Total!!2.00 and over!!Living with two parents!!Both parents native,B05010
B05010_021M,int,Margin of Error!!Total!!2.00 and over!!Living with two parents!!Both parents foreign born,B05010
B05010_022M,int,Margin of Error!!Total!!2.00 and over!!Living with two parents!!One native and one foreign-born parent,B05010
B05010_023M,int,Margin of Error!!Total!!2.00 and over!!Living with one parent,B05010
B05010_024M,int,Margin of Error!!Total!!2.00 and over!!Living with one parent!!Native parent,B05010
B05010_025M,int,Margin of Error!!Total!!2.00 and over!!Living with one parent!!Foreign-born parent,B05010
B05010_001EA,string,Annotation of Estimate!!Total,B05010
B05010_001MA,string,Annotation of Margin of Error!!Total,B05010
B05010_002EA,string,Annotation of Estimate!!Total!!Under 1.00,B05010
B05010_002MA,string,Annotation of Margin of Error!!Total!!Under 1.00,B05010
B05010_003EA,string,Annotation of Estimate!!Total!!Under 1.00!!Living with two parents,B05010
B05010_003MA,string,Annotation of Margin of Error!!Total!!Under 1.00!!Living with two parents,B05010
B05010_004EA,string,Annotation of Estimate!!Total!!Under 1.00!!Living with two parents!!Both parents native,B05010
B05010_004MA,string,Annotation of Margin of Error!!Total!!Under 1.00!!Living with two parents!!Both parents native,B05010
B05010_005EA,string,Annotation of Estimate!!Total!!Under 1.00!!Living with two parents!!Both parents foreign born,B05010
B05010_005MA,string,Annotation of Margin of Error!!Total!!Under 1.00!!Living with two parents!!Both parents foreign born,B05010
B05010_006EA,string,Annotation of Estimate!!Total!!Under 1.00!!Living with two parents!!One native and one foreign-born parent,B05010
B05010_006MA,string,Annotation of Margin of Error!!Total!!Under 1.00!!Living with two parents!!One native and one foreign-born parent,B05010
B05010_007EA,string,Annotation of Estimate!!Total!!Under 1.00!!Living with one parent,B05010
B05010_007MA,string,Annotation of Margin of Error!!Total!!Under 1.00!!Living with one parent,B05010
B05010_008EA,string,Annotation of Estimate!!Total!!Under 1.00!!Living with one parent!!Native parent,B05010
B05010_008MA,string,Annotation of Margin of Error!!Total!!Under 1.00!!Living with one parent!!Native parent,B05010
B05010_009EA,string,Annotation of Estimate!!Total!!Under 1.00!!Living with one parent!!Foreign-born parent,B05010
B05010_009MA,string,Annotation of Margin of Error!!Total!!Under 1.00!!Living with one parent!!Foreign-born parent,B05010
B05010_010EA,string,Annotation of Estimate!!Total!!1.00 to 1.99,B05010
B05010_010MA,string,Annotation of Margin of Error!!Total!!1.00 to 1.99,B05010
B05010_011EA,string,Annotation of Estimate!!Total!!1.00 to 1.99!!Living with two parents,B05010
B05010_011MA,string,Annotation of Margin of Error!!Total!!1.00 to 1.99!!Living with two parents,B05010
B05010_012EA,string,Annotation of Estimate!!Total!!1.00 to 1.99!!Living with two parents!!Both parents native,B05010
B05010_012MA,string,Annotation of Margin of Error!!Total!!1.00 to 1.99!!Living with two parents!!Both parents native,B05010
