VARIABLE,TYPE,LABEL,GROUP
B07404DPR_001E,int,Estimate!!Total living in area 1 year ago,B07404DPR
B07404DPR_002E,int,Estimate!!Total living in area 1 year ago!!Same house,B07404DPR
B07404DPR_003E,int,Estimate!!Total living in area 1 year ago!!Moved within same municipio,B07404DPR
B07404DPR_004E,int,Estimate!!Total living in area 1 year ago!!Moved to different municipio,B07404DPR
B07404DPR_005E,int,Estimate!!Total living in area 1 year ago!!Moved to the United States,B07404DPR
B07404DPR_001M,int,Margin of Error!!Total living in area 1 year ago,B07404DPR
B07404DPR_002M,int,Margin of Error!!Total living in area 1 year ago!!Same house,B07404DPR
B07404DPR_003M,int,Margin of Error!!Total living in area 1 year ago!!Moved within same municipio,B07404DPR
B07404DPR_004M,int,Margin of Error!!Total living in area 1 year ago!!Moved to different municipio,B07404DPR
B07404DPR_005M,int,Margin of Error!!Total living in area 1 year ago!!Moved to the United States,B07404DPR
B07404DPR_001EA,string,Annotation of Estimate!!Total living in area 1 year ago,B07404DPR
B07404DPR_001MA,string,Annotation of Margin of Error!!Total living in area 1 year ago,B07404DPR
B07404DPR_002EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Same house,B07404DPR
B07404DPR_002MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Same house,B07404DPR
B07404DPR_003EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved within same municipio,B07404DPR
B07404DPR_003MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved within same municipio,B07404DPR
B07404DPR_004EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to different municipio,B07404DPR
B07404DPR_004MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to different municipio,B07404DPR
B07404DPR_005EA,string,Annotation of Estimate!!Total living in area 1 year ago!!Moved to the United States,B07404DPR
B07404DPR_005MA,string,Annotation of Margin of Error!!Total living in area 1 year ago!!Moved to the United States,B07404DPR
