S2001_C01_001E,S2001_C01_001M,S2001_C01_002E,S2001_C01_002M,S2001_C01_003E,S2001_C01_003M,S2001_C01_004E,S2001_C01_004M,S2001_C01_005E,S2001_C01_005M,S2001_C01_006E,S2001_C01_006M,S2001_C01_007E,S2001_C01_007M,S2001_C01_008E,S2001_C01_008M,S2001_C01_009E,S2001_C01_009M,S2001_C01_010E,S2001_C01_010M,S2001_C01_011E,S2001_C01_011M,S2001_C01_012E,S2001_C01_012M,S2001_C01_013E,S2001_C01_013M,S2001_C01_014E,S2001_C01_014M,S2001_C01_015E,S2001_C01_015M,S2001_C01_016E,S2001_C01_016M,S2001_C01_017E,S2001_C01_017M,S2001_C01_018E,S2001_C01_018M,S2001_C01_019E,S2001_C01_019M,S2001_C01_020E,S2001_C01_020M,S2001_C01_021E,S2001_C01_021M,S2001_C02_001E,S2001_C02_001M,S2001_C02_002E,S2001_C02_002M,S2001_C02_003E,S2001_C02_003M,S2001_C02_004E,S2001_C02_004M,S2001_C02_005E,S2001_C02_005M,S2001_C02_006E,S2001_C02_006M,S2001_C02_007E,S2001_C02_007M,S2001_C02_008E,S2001_C02_008M,S2001_C02_009E,S2001_C02_009M,S2001_C02_010E,S2001_C02_010M,S2001_C02_011E,S2001_C02_011M,S2001_C02_012E,S2001_C02_012M,S2001_C02_013E,S2001_C02_013M,S2001_C02_014E,S2001_C02_014M,S2001_C02_015E,S2001_C02_015M,S2001_C02_016E,S2001_C02_016M,S2001_C02_017E,S2001_C02_017M,S2001_C02_018E,S2001_C02_018M,S2001_C02_019E,S2001_C02_019M,S2001_C02_020E,S2001_C02_020M,S2001_C02_021E,S2001_C02_021M,S2001_C03_001E,S2001_C03_001M,S2001_C03_002E,S2001_C03_002M,S2001_C03_003E,S2001_C03_003M,S2001_C03_004E,S2001_C03_004M,S2001_C03_005E,S2001_C03_005M,S2001_C03_006E,S2001_C03_006M,S2001_C03_007E,S2001_C03_007M,S2001_C03_008E,S2001_C03_008M,S2001_C03_009E,S2001_C03_009M,S2001_C03_010E,S2001_C03_010M,S2001_C03_011E,S2001_C03_011M,S2001_C03_012E,S2001_C03_012M,S2001_C03_013E,S2001_C03_013M,S2001_C03_014E,S2001_C03_014M,S2001_C03_015E,S2001_C03_015M,S2001_C03_016E,S2001_C03_016M,S2001_C03_017E,S2001_C03_017M,S2001_C03_018E,S2001_C03_018M,S2001_C03_019E,S2001_C03_019M,S2001_C03_020E,S2001_C03_020M,S2001_C03_021E,S2001_C03_021M,S2001_C01_001M,S2001_C01_001EA,S2001_C01_001MA,S2001_C01_002M,S2001_C01_002EA,S2001_C01_002MA,S2001_C01_003M,S2001_C01_003EA,S2001_C01_003MA,S2001_C01_004M,S2001_C01_004EA,S2001_C01_004MA,S2001_C01_005M,S2001_C01_005EA,S2001_C01_005MA,S2001_C01_006M,S2001_C01_006EA,S2001_C01_006MA,S2001_C01_007M,S2001_C01_007EA,S2001_C01_007MA,S2001_C01_008M,S2001_C01_008EA,S2001_C01_008MA,S2001_C01_009M,S2001_C01_009EA,S2001_C01_009MA,S2001_C01_010M,S2001_C01_010EA,S2001_C01_010MA,S2001_C01_011M,S2001_C01_011EA,S2001_C01_011MA,S2001_C01_012M,S2001_C01_012EA,S2001_C01_012MA,S2001_C01_013M,S2001_C01_013EA,S2001_C01_013MA,S2001_C01_014M,S2001_C01_014EA,S2001_C01_014MA,S2001_C01_015M,S2001_C01_015EA,S2001_C01_015MA,S2001_C01_016M,S2001_C01_016EA,S2001_C01_016MA,S2001_C01_017M,S2001_C01_017EA,S2001_C01_017MA,S2001_C01_018M,S2001_C01_018EA,S2001_C01_018MA,S2001_C01_019M,S2001_C01_019EA,S2001_C01_019MA,S2001_C01_020M,S2001_C01_020EA,S2001_C01_020MA,S2001_C01_021M,S2001_C01_021EA,S2001_C01_021MA,S2001_C02_001M,S2001_C02_001EA,S2001_C02_001MA,S2001_C02_002M,S2001_C02_002EA,S2001_C02_002MA,S2001_C02_003M,S2001_C02_003EA,S2001_C02_003MA,S2001_C02_004M,S2001_C02_004EA,S2001_C02_004MA,S2001_C02_005M,S2001_C02_005EA,S2001_C02_005MA,S2001_C02_006M,S2001_C02_006EA,S2001_C02_006MA,S2001_C02_007M,S2001_C02_007EA,S2001_C02_007MA,S2001_C02_008M,S2001_C02_008EA,S2001_C02_008MA,S2001_C02_009M,S2001_C02_009EA,S2001_C02_009MA,S2001_C02_010M,S2001_C02_010EA,S2001_C02_010MA,S2001_C02_011M,S2001_C02_011EA,S2001_C02_011MA,S2001_C02_012M,S2001_C02_012EA,S2001_C02_012MA,S2001_C02_013M,S2001_C02_013EA,S2001_C02_013MA,S2001_C02_014M,S2001_C02_014EA,S2001_C02_014MA,S2001_C02_015M,S2001_C02_015EA,S2001_C02_015MA,S2001_C02_016M,S2001_C02_016EA,S2001_C02_016MA,S2001_C02_017M,S2001_C02_017EA,S2001_C02_017MA,S2001_C02_018M,S2001_C02_018EA,S2001_C02_018MA,S2001_C02_019M,S2001_C02_019EA,S2001_C02_019MA,S2001_C02_020M,S2001_C02_020EA,S2001_C02_020MA,S2001_C02_021M,S2001_C02_021EA,S2001_C02_021MA,S2001_C03_001M,S2001_C03_001EA,S2001_C03_001MA,S2001_C03_002M,S2001_C03_002EA,S2001_C03_002MA,S2001_C03_003M,S2001_C03_003EA,S2001_C03_003MA,S2001_C03_004M,S2001_C03_004EA,S2001_C03_004MA,S2001_C03_005M,S2001_C03_005EA,S2001_C03_005MA,S2001_C03_006M,S2001_C03_006EA,S2001_C03_006MA,S2001_C03_007M,S2001_C03_007EA,S2001_C03_007MA,S2001_C03_008M,S2001_C03_008EA,S2001_C03_008MA,S2001_C03_009M,S2001_C03_009EA,S2001_C03_009MA,S2001_C03_010M,S2001_C03_010EA,S2001_C03_010MA,S2001_C03_011M,S2001_C03_011EA,S2001_C03_011MA,S2001_C03_012M,S2001_C03_012EA,S2001_C03_012MA,S2001_C03_013M,S2001_C03_013EA,S2001_C03_013MA,S2001_C03_014M,S2001_C03_014EA,S2001_C03_014MA,S2001_C03_015M,S2001_C03_015EA,S2001_C03_015MA,S2001_C03_016M,S2001_C03_016EA,S2001_C03_016MA,S2001_C03_017M,S2001_C03_017EA,S2001_C03_017MA,S2001_C03_018M,S2001_C03_018EA,S2001_C03_018MA,S2001_C03_019M,S2001_C03_019EA,S2001_C03_019MA,S2001_C03_020M,S2001_C03_020EA,S2001_C03_020MA,S2001_C03_021M,S2001_C03_021EA,S2001_C03_021MA,state
5253057,20693,31026,174,3472941,25192,1.9,0.1,4.3,0.2,15.1,0.4,17.1,0.4,20.0,0.5,15.2,0.4,6.2,0.2,8.3,0.3,12.0,0.3,-888888888,-888888888,57766,689,36223,243,21274,405,27706,741,32448,485,50962,429,62819,1266,21.3,-888888888.0,2723958,12265,35959,369,1940032,16338,1.7,0.2,3.3,0.3,13.0,0.5,15.9,0.5,19.2,0.5,15.4,0.5,6.5,0.3,9.1,0.4,15.9,0.5,46712,407,65342,1050,41697,309,24725,882,31977,365,41242,432,62471,1685,81186,1398,-888888888,-888888888,2529099,15746,26367,298,1532909,18990,2.2,0.2,5.5,0.3,17.7,0.6,18.6,0.6,21.1,0.6,14.8,0.5,5.7,0.4,7.3,0.4,7.1,0.3,38278,821,48178,620,30865,260,15310,490,22480,581,27091,411,41582,589,55238,1038,-888888888,-888888888,20693,null,null,174,null,null,25192,null,null,0.1,null,null,0.2,null,null,0.4,null,null,0.4,null,null,0.5,null,null,0.4,null,null,0.2,null,null,0.3,null,null,0.3,null,null,-888888888,(X),(X),689,null,null,243,null,null,405,null,null,741,null,null,485,null,null,429,null,null,1266,null,null,-888888888.0,null,(X),12265,null,null,369,null,null,16338,null,null,0.2,null,null,0.3,null,null,0.5,null,null,0.5,null,null,0.5,null,null,0.5,null,null,0.3,null,null,0.4,null,null,0.5,null,null,407,null,null,1050,null,null,309,null,null,882,null,null,365,null,null,432,null,null,1685,null,null,1398,null,null,-888888888,(X),(X),15746,null,null,298,null,null,18990,null,null,0.2,null,null,0.3,null,null,0.6,null,null,0.6,null,null,0.6,null,null,0.5,null,null,0.4,null,null,0.4,null,null,0.3,null,null,821,null,null,620,null,null,260,null,null,490,null,null,581,null,null,411,null,null,589,null,null,1038,null,null,-888888888,(X),(X),13
777868,7488,35514,493,526736,6912,1.6,0.3,2.7,0.4,12.3,0.8,16.5,0.8,22.3,0.9,15.2,0.7,6.7,0.6,10.6,0.5,12.1,0.6,-888888888,-888888888,58070,1024,40281,438,23401,1344,31361,524,38200,1485,49440,1436,64283,3270,23.1,-888888888.0,416262,4844,40083,989,302104,5172,1.3,0.3,2.2,0.4,11.5,0.9,14.8,1.1,20.8,1.3,15.1,1.0,7.5,0.8,12.3,0.8,14.5,0.9,49373,1513,63634,1637,45179,1520,24956,3287,34894,1763,44960,3029,55647,5802,75042,5243,-888888888,-888888888,361606,5037,31091,461,224632,4508,1.9,0.5,3.5,0.6,13.4,1.1,18.8,1.3,24.4,1.7,15.4,1.3,5.6,0.8,8.3,0.7,8.7,0.9,41224,485,50587,1067,35189,927,18702,2686,26737,996,31737,638,44168,2557,58211,4336,-888888888,-888888888,7488,null,null,493,null,null,6912,null,null,0.3,null,null,0.4,null,null,0.8,null,null,0.8,null,null,0.9,null,null,0.7,null,null,0.6,null,null,0.5,null,null,0.6,null,null,-888888888,(X),(X),1024,null,null,438,null,null,1344,null,null,524,null,null,1485,null,null,1436,null,null,3270,null,null,-888888888.0,null,(X),4844,null,null,989,null,null,5172,null,null,0.3,null,null,0.4,null,null,0.9,null,null,1.1,null,null,1.3,null,null,1.0,null,null,0.8,null,null,0.8,null,null,0.9,null,null,1513,null,null,1637,null,null,1520,null,null,3287,null,null,1763,null,null,3029,null,null,5802,null,null,5243,null,null,-888888888,(X),(X),5037,null,null,461,null,null,4508,null,null,0.5,null,null,0.6,null,null,1.1,null,null,1.3,null,null,1.7,null,null,1.3,null,null,0.8,null,null,0.7,null,null,0.9,null,null,485,null,null,1067,null,null,927,null,null,2686,null,null,996,null,null,638,null,null,2557,null,null,4336,null,null,-888888888,(X),(X),15
866501,8413,26998,446,521007,9038,2.0,0.4,4.3,0.5,16.0,1.0,18.5,1.0,21.6,1.1,14.8,0.8,5.9,0.6,8.4,0.7,8.5,0.7,-888888888,-888888888,53003,1821,32340,618,23004,1649,27114,829,31468,621,41343,1136,60084,4645,17.9,-888888888.0,473014,6266,32816,1738,320725,6677,2.0,0.5,3.2,0.6,12.5,1.1,16.9,1.2,21.1,1.5,16.6,1.1,6.3,0.7,9.9,0.9,11.5,1.0,45305,1544,59938,2603,40474,721,29384,2460,32263,1662,40219,1370,51991,1914,72111,7417,-888888888,-888888888,393487,6164,21225,522,200282,6612,1.9,0.5,6.2,1.0,21.6,1.7,21.0,1.7,22.3,1.5,12.0,1.2,5.3,1.1,6.0,0.9,3.7,0.6,34403,1561,41898,1383,25843,617,16649,1214,19915,1578,25264,1147,32755,2218,47939,4233,-888888888,-888888888,8413,null,null,446,null,null,9038,null,null,0.4,null,null,0.5,null,null,1.0,null,null,1.0,null,null,1.1,null,null,0.8,null,null,0.6,null,null,0.7,null,null,0.7,null,null,-888888888,(X),(X),1821,null,null,618,null,null,1649,null,null,829,null,null,621,null,null,1136,null,null,4645,null,null,-888888888.0,null,(X),6266,null,null,1738,null,null,6677,null,null,0.5,null,null,0.6,null,null,1.1,null,null,1.2,null,null,1.5,null,null,1.1,null,null,0.7,null,null,0.9,null,null,1.0,null,null,1544,null,null,2603,null,null,721,null,null,2460,null,null,1662,null,null,1370,null,null,1914,null,null,7417,null,null,-888888888,(X),(X),6164,null,null,522,null,null,6612,null,null,0.5,null,null,1.0,null,null,1.7,null,null,1.7,null,null,1.5,null,null,1.2,null,null,1.1,null,null,0.9,null,null,0.6,null,null,1561,null,null,1383,null,null,617,null,null,1214,null,null,1578,null,null,1147,null,null,2218,null,null,4233,null,null,-888888888,(X),(X),16
6842444,20188,34774,493,4397238,25079,1.4,0.1,2.7,0.1,12.1,0.2,15.0,0.3,19.2,0.3,15.5,0.3,7.0,0.2,11.5,0.2,15.6,0.3,-888888888,-888888888,65845,529,40743,147,22282,347,30526,235,36054,266,55161,703,70924,632,19.8,-888888888.0,3570767,13154,41196,209,2497835,16376,1.2,0.1,2.3,0.2,10.1,0.3,13.1,0.3,17.6,0.4,15.8,0.4,7.2,0.2,12.9,0.3,19.9,0.4,53111,1036,74284,847,48254,763,26335,668,36405,445,45158,759,67681,1603,90313,1561,-888888888,-888888888,3271677,16485,28818,512,1899403,17181,1.7,0.2,3.3,0.2,14.8,0.4,17.5,0.4,21.3,0.5,15.2,0.4,6.7,0.3,9.6,0.3,9.9,0.3,42108,219,54747,523,32879,653,17707,770,23596,665,29704,652,45967,619,60362,730,-888888888,-888888888,20188,null,null,493,null,null,25079,null,null,0.1,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.3,null,null,0.2,null,null,0.2,null,null,0.3,null,null,-888888888,(X),(X),529,null,null,147,null,null,347,null,null,235,null,null,266,null,null,703,null,null,632,null,null,-888888888.0,null,(X),13154,null,null,209,null,null,16376,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.3,null,null,0.4,null,null,0.4,null,null,0.2,null,null,0.3,null,null,0.4,null,null,1036,null,null,847,null,null,763,null,null,668,null,null,445,null,null,759,null,null,1603,null,null,1561,null,null,-888888888,(X),(X),16485,null,null,512,null,null,17181,null,null,0.2,null,null,0.2,null,null,0.4,null,null,0.4,null,null,0.5,null,null,0.4,null,null,0.3,null,null,0.3,null,null,0.3,null,null,219,null,null,523,null,null,653,null,null,770,null,null,665,null,null,652,null,null,619,null,null,730,null,null,-888888888,(X),(X),17
3508941,12618,30906,153,2221562,16768,1.6,0.1,3.2,0.2,13.6,0.4,18.0,0.4,22.6,0.5,16.3,0.5,6.3,0.3,9.0,0.3,9.3,0.3,-888888888,-888888888,55115,659,36168,236,22415,715,30846,294,33681,1028,48790,1471,60620,721,18.2,-888888888.0,1838380,9951,37361,377,1278354,10433,1.4,0.2,2.1,0.2,10.6,0.4,15.1,0.5,21.5,0.5,18.2,0.6,7.4,0.4,11.2,0.4,12.5,0.5,49157,986,62399,989,42437,426,26784,808,37131,479,42189,431,60889,850,71978,1898,-888888888,-888888888,1670561,10215,25013,313,943208,12892,1.8,0.2,4.7,0.4,17.7,0.6,22.1,0.7,24.2,0.7,13.8,0.6,4.9,0.4,6.0,0.5,4.9,0.3,36440,309,45243,829,29816,491,17068,587,22972,691,27255,453,40076,810,52327,1392,-888888888,-888888888,12618,null,null,153,null,null,16768,null,null,0.1,null,null,0.2,null,null,0.4,null,null,0.4,null,null,0.5,null,null,0.5,null,null,0.3,null,null,0.3,null,null,0.3,null,null,-888888888,(X),(X),659,null,null,236,null,null,715,null,null,294,null,null,1028,null,null,1471,null,null,721,null,null,-888888888.0,null,(X),9951,null,null,377,null,null,10433,null,null,0.2,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.5,null,null,0.6,null,null,0.4,null,null,0.4,null,null,0.5,null,null,986,null,null,989,null,null,426,null,null,808,null,null,479,null,null,431,null,null,850,null,null,1898,null,null,-888888888,(X),(X),10215,null,null,313,null,null,12892,null,null,0.2,null,null,0.4,null,null,0.6,null,null,0.7,null,null,0.7,null,null,0.6,null,null,0.4,null,null,0.5,null,null,0.3,null,null,309,null,null,829,null,null,491,null,null,587,null,null,691,null,null,453,null,null,810,null,null,1392,null,null,-888888888,(X),(X),18
1785944,9047,31717,267,1135537,11097,1.8,0.2,3.1,0.2,12.0,0.5,17.2,0.5,24.0,0.6,17.3,0.5,6.7,0.3,8.8,0.4,9.2,0.4,-888888888,-888888888,55571,810,37747,763,26151,1206,31515,393,35749,537,48207,1168,64417,2396,18.8,-888888888.0,942783,5967,38078,851,650655,7797,1.6,0.2,2.0,0.2,9.1,0.6,14.5,0.6,23.3,0.7,18.5,0.6,7.4,0.5,10.9,0.6,12.7,0.6,49385,984,63298,1170,43984,1356,31375,832,38052,1560,42177,560,57273,1448,76366,2958,-888888888,-888888888,843161,7250,26153,425,484882,7384,2.1,0.3,4.4,0.4,15.9,0.8,20.8,0.9,25.0,0.8,15.7,0.8,5.6,0.5,5.9,0.5,4.5,0.4,37791,779,45202,792,31283,370,18486,1814,23484,895,29661,1085,41233,737,58527,2398,-888888888,-888888888,9047,null,null,267,null,null,11097,null,null,0.2,null,null,0.2,null,null,0.5,null,null,0.5,null,null,0.6,null,null,0.5,null,null,0.3,null,null,0.4,null,null,0.4,null,null,-888888888,(X),(X),810,null,null,763,null,null,1206,null,null,393,null,null,537,null,null,1168,null,null,2396,null,null,-888888888.0,null,(X),5967,null,null,851,null,null,7797,null,null,0.2,null,null,0.2,null,null,0.6,null,null,0.6,null,null,0.7,null,null,0.6,null,null,0.5,null,null,0.6,null,null,0.6,null,null,984,null,null,1170,null,null,1356,null,null,832,null,null,1560,null,null,560,null,null,1448,null,null,2958,null,null,-888888888,(X),(X),7250,null,null,425,null,null,7384,null,null,0.3,null,null,0.4,null,null,0.8,null,null,0.9,null,null,0.8,null,null,0.8,null,null,0.5,null,null,0.5,null,null,0.4,null,null,779,null,null,792,null,null,370,null,null,1814,null,null,895,null,null,1085,null,null,737,null,null,2398,null,null,-888888888,(X),(X),19
1597879,8994,31098,265,1030230,10588,2.3,0.2,3.5,0.3,13.7,0.6,17.1,0.6,22.9,0.7,15.6,0.5,6.1,0.4,8.3,0.4,10.4,0.4,-888888888,-888888888,55619,784,36897,372,23425,862,28685,1043,32765,1178,46772,871,57533,2059,18.3,-888888888.0,846517,6460,36936,495,593782,6513,1.8,0.2,2.8,0.4,11.3,0.7,14.8,0.8,21.2,0.8,16.4,0.7,7.3,0.6,10.2,0.5,14.1,0.6,47891,884,63338,1248,43107,1362,28583,2591,35137,1746,41131,582,60168,3180,73325,3003,-888888888,-888888888,751362,6363,25501,375,436448,7466,2.8,0.4,4.5,0.5,17.0,0.9,20.1,0.9,25.2,1.0,14.4,0.8,4.6,0.4,5.8,0.5,5.5,0.5,37091,446,45117,814,30728,360,17706,1451,21748,815,27247,794,39835,958,50389,1039,-888888888,-888888888,8994,null,null,265,null,null,10588,null,null,0.2,null,null,0.3,null,null,0.6,null,null,0.6,null,null,0.7,null,null,0.5,null,null,0.4,null,null,0.4,null,null,0.4,null,null,-888888888,(X),(X),784,null,null,372,null,null,862,null,null,1043,null,null,1178,null,null,871,null,null,2059,null,null,-888888888.0,null,(X),6460,null,null,495,null,null,6513,null,null,0.2,null,null,0.4,null,null,0.7,null,null,0.8,null,null,0.8,null,null,0.7,null,null,0.6,null,null,0.5,null,null,0.6,null,null,884,null,null,1248,null,null,1362,null,null,2591,null,null,1746,null,null,582,null,null,3180,null,null,3003,null,null,-888888888,(X),(X),6363,null,null,375,null,null,7466,null,null,0.4,null,null,0.5,null,null,0.9,null,null,0.9,null,null,1.0,null,null,0.8,null,null,0.4,null,null,0.5,null,null,0.5,null,null,446,null,null,814,null,null,360,null,null,1451,null,null,815,null,null,794,null,null,958,null,null,1039,null,null,-888888888,(X),(X),20
2196693,15016,30070,270,1399286,17202,2.1,0.2,4.0,0.3,15.4,0.6,18.0,0.5,22.4,0.6,15.8,0.6,5.9,0.4,7.9,0.4,8.6,0.4,-888888888,-888888888,53157,777,35057,439,20974,824,28372,784,32301,421,47610,1270,56285,1319,18.2,-888888888.0,1146061,10066,35309,402,791910,11204,2.0,0.3,2.8,0.3,12.7,0.7,15.9,0.6,21.8,0.8,16.8,0.7,6.8,0.5,9.6,0.5,11.6,0.5,45521,579,60140,1153,41014,343,24865,1833,33807,1482,41369,565,56362,2005,70036,3319,-888888888,-888888888,1050632,10356,24405,622,607376,11967,2.3,0.3,5.5,0.5,18.8,0.9,20.6,0.9,23.1,0.8,14.5,0.8,4.7,0.4,5.6,0.5,4.8,0.4,36259,495,44053,823,29276,878,16040,1103,21418,537,26484,587,40790,818,50911,804,-888888888,-888888888,15016,null,null,270,null,null,17202,null,null,0.2,null,null,0.3,null,null,0.6,null,null,0.5,null,null,0.6,null,null,0.6,null,null,0.4,null,null,0.4,null,null,0.4,null,null,-888888888,(X),(X),777,null,null,439,null,null,824,null,null,784,null,null,421,null,null,1270,null,null,1319,null,null,-888888888.0,null,(X),10066,null,null,402,null,null,11204,null,null,0.3,null,null,0.3,null,null,0.7,null,null,0.6,null,null,0.8,null,null,0.7,null,null,0.5,null,null,0.5,null,null,0.5,null,null,579,null,null,1153,null,null,343,null,null,1833,null,null,1482,null,null,565,null,null,2005,null,null,3319,null,null,-888888888,(X),(X),10356,null,null,622,null,null,11967,null,null,0.3,null,null,0.5,null,null,0.9,null,null,0.9,null,null,0.8,null,null,0.8,null,null,0.4,null,null,0.5,null,null,0.4,null,null,495,null,null,823,null,null,878,null,null,1103,null,null,537,null,null,587,null,null,818,null,null,804,null,null,-888888888,(X),(X),21
2256958,13696,30261,266,1452563,13485,2.5,0.2,5.2,0.4,15.7,0.6,16.5,0.5,20.3,0.6,14.4,0.5,6.0,0.4,8.6,0.4,10.7,0.4,-888888888,-888888888,54973,877,35035,677,20766,694,27996,1131,32309,575,46163,937,57210,2078,21.6,-888888888.0,1162857,9861,38063,1432,805684,9381,2.1,0.3,4.2,0.5,11.7,0.7,13.8,0.7,18.2,0.8,15.8,0.6,7.2,0.5,11.2,0.6,15.9,0.7,50031,695,65391,1318,42421,998,26885,1729,37903,1878,45225,1724,57045,3995,79208,5914,-888888888,-888888888,1094101,8787,23485,642,646879,10005,3.1,0.4,6.5,0.7,20.8,0.9,19.9,0.8,22.9,1.0,12.7,0.7,4.7,0.5,5.4,0.4,4.2,0.4,34793,1001,41997,894,27314,432,13241,1002,20744,534,26523,559,40210,957,50398,1020,-888888888,-888888888,13696,null,null,266,null,null,13485,null,null,0.2,null,null,0.4,null,null,0.6,null,null,0.5,null,null,0.6,null,null,0.5,null,null,0.4,null,null,0.4,null,null,0.4,null,null,-888888888,(X),(X),877,null,null,677,null,null,694,null,null,1131,null,null,575,null,null,937,null,null,2078,null,null,-888888888.0,null,(X),9861,null,null,1432,null,null,9381,null,null,0.3,null,null,0.5,null,null,0.7,null,null,0.7,null,null,0.8,null,null,0.6,null,null,0.5,null,null,0.6,null,null,0.7,null,null,695,null,null,1318,null,null,998,null,null,1729,null,null,1878,null,null,1724,null,null,3995,null,null,5914,null,null,-888888888,(X),(X),8787,null,null,642,null,null,10005,null,null,0.4,null,null,0.7,null,null,0.9,null,null,0.8,null,null,1.0,null,null,0.7,null,null,0.5,null,null,0.4,null,null,0.4,null,null,1001,null,null,894,null,null,432,null,null,1002,null,null,534,null,null,559,null,null,957,null,null,1020,null,null,-888888888,(X),(X),22
740280,6982,30594,406,431998,7034,1.3,0.3,2.9,0.4,11.9,0.8,17.4,0.9,24.2,1.2,16.9,0.9,7.3,0.6,9.1,0.7,9.1,0.6,-888888888,-888888888,54930,984,35585,646,19634,1670,27934,1254,33302,2114,43559,2752,56855,2417,14.6,-888888888.0,378841,4965,35747,726,241446,5408,1.0,0.3,2.7,0.6,10.0,1.0,14.7,1.1,23.8,1.4,17.8,1.2,8.1,1.0,10.5,1.1,11.4,0.8,47890,1523,60245,1560,41129,607,21359,2312,32149,1592,41576,1230,55685,4053,70193,6426,-888888888,-888888888,361439,4212,26046,525,190552,5272,1.7,0.5,3.0,0.5,14.3,1.2,20.8,1.4,24.8,1.8,15.7,1.4,6.3,0.8,7.3,1.0,6.1,0.7,40240,657,48194,1035,30574,533,15511,2162,22727,1187,28681,1825,37579,1866,51023,1444,-888888888,-888888888,6982,null,null,406,null,null,7034,null,null,0.3,null,null,0.4,null,null,0.8,null,null,0.9,null,null,1.2,null,null,0.9,null,null,0.6,null,null,0.7,null,null,0.6,null,null,-888888888,(X),(X),984,null,null,646,null,null,1670,null,null,1254,null,null,2114,null,null,2752,null,null,2417,null,null,-888888888.0,null,(X),4965,null,null,726,null,null,5408,null,null,0.3,null,null,0.6,null,null,1.0,null,null,1.1,null,null,1.4,null,null,1.2,null,null,1.0,null,null,1.1,null,null,0.8,null,null,1523,null,null,1560,null,null,607,null,null,2312,null,null,1592,null,null,1230,null,null,4053,null,null,6426,null,null,-888888888,(X),(X),4212,null,null,525,null,null,5272,null,null,0.5,null,null,0.5,null,null,1.2,null,null,1.4,null,null,1.8,null,null,1.4,null,null,0.8,null,null,1.0,null,null,0.7,null,null,657,null,null,1035,null,null,533,null,null,2162,null,null,1187,null,null,1825,null,null,1866,null,null,1444,null,null,-888888888,(X),(X),23
3372659,13524,41235,211,2273397,14345,1.4,0.1,2.2,0.2,9.0,0.3,12.1,0.4,17.6,0.4,15.7,0.4,7.5,0.2,13.7,0.4,20.9,0.4,-888888888,-888888888,72959,724,48147,651,26170,692,32982,1151,41813,363,61049,503,82479,1273,21.8,-888888888.0,1711705,8774,47434,703,1235037,10750,1.2,0.2,1.7,0.2,8.1,0.4,10.9,0.5,15.7,0.5,15.3,0.5,7.2,0.3,14.1,0.6,25.6,0.5,61321,424,80994,1067,54302,1206,30473,783,38836,1594,51072,588,72559,2086,100562,845,-888888888,-888888888,1660954,11445,36379,403,1038360,11059,1.5,0.2,2.8,0.3,10.1,0.4,13.5,0.6,19.8,0.7,16.1,0.6,7.8,0.4,13.1,0.5,15.3,0.5,51247,407,63402,839,41551,326,20177,853,29055,1068,36822,615,52129,560,70887,849,-888888888,-888888888,13524,null,null,211,null,null,14345,null,null,0.1,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.4,null,null,0.4,null,null,0.2,null,null,0.4,null,null,0.4,null,null,-888888888,(X),(X),724,null,null,651,null,null,692,null,null,1151,null,null,363,null,null,503,null,null,1273,null,null,-888888888.0,null,(X),8774,null,null,703,null,null,10750,null,null,0.2,null,null,0.2,null,null,0.4,null,null,0.5,null,null,0.5,null,null,0.5,null,null,0.3,null,null,0.6,null,null,0.5,null,null,424,null,null,1067,null,null,1206,null,null,783,null,null,1594,null,null,588,null,null,2086,null,null,845,null,null,-888888888,(X),(X),11445,null,null,403,null,null,11059,null,null,0.2,null,null,0.3,null,null,0.4,null,null,0.6,null,null,0.7,null,null,0.6,null,null,0.4,null,null,0.5,null,null,0.5,null,null,407,null,null,839,null,null,326,null,null,853,null,null,1068,null,null,615,null,null,560,null,null,849,null,null,-888888888,(X),(X),24
