VARIABLE,TYPE,LABEL,GROUP
B05003E_001E,int,Estimate!!Total,B05003E
B05003E_002E,int,Estimate!!Total!!Male,B05003E
B05003E_003E,int,Estimate!!Total!!Male!!Under 18 years,B05003E
B05003E_004E,int,Estimate!!Total!!Male!!Under 18 years!!Native,B05003E
B05003E_005E,int,Estimate!!Total!!Male!!Under 18 years!!Foreign born,B05003E
B05003E_006E,int,Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003E
B05003E_007E,int,Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003E
B05003E_008E,int,Estimate!!Total!!Male!!18 years and over,B05003E
B05003E_009E,int,Estimate!!Total!!Male!!18 years and over!!Native,B05003E
B05003E_010E,int,Estimate!!Total!!Male!!18 years and over!!Foreign born,B05003E
B05003E_011E,int,Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003E
B05003E_012E,int,Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003E
B05003E_013E,int,Estimate!!Total!!Female,B05003E
B05003E_014E,int,Estimate!!Total!!Female!!Under 18 years,B05003E
B05003E_015E,int,Estimate!!Total!!Female!!Under 18 years!!Native,B05003E
B05003E_016E,int,Estimate!!Total!!Female!!Under 18 years!!Foreign born,B05003E
B05003E_017E,int,Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen,B05003E
B05003E_018E,int,Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen,B05003E
B05003E_019E,int,Estimate!!Total!!Female!!18 years and over,B05003E
B05003E_020E,int,Estimate!!Total!!Female!!18 years and over!!Native,B05003E
B05003E_021E,int,Estimate!!Total!!Female!!18 years and over!!Foreign born,B05003E
B05003E_022E,int,Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen,B05003E
B05003E_023E,int,Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen,B05003E
B05003E_001M,int,Margin of Error!!Total,B05003E
