C11001F_001E,C11001F_001EA,C11001F_001M,C11001F_001MA,C11001F_002E,C11001F_002EA,C11001F_002M,C11001F_002MA,C11001F_003E,C11001F_003EA,C11001F_003M,C11001F_003MA,C11001F_004E,C11001F_004EA,C11001F_004M,C11001F_004MA,C11001F_005E,C11001F_005EA,C11001F_005M,C11001F_005MA,GEO_ID,NAME,state
8236,null,1353,null,5491,null,1094,null,3739,null,977,null,1752,null,561,null,2745,null,951,null,0400000US01,Alabama,01
2300,null,971,null,1914,null,798,null,1139,null,588,null,775,null,458,null,386,null,416,null,0400000US02,Alaska,02
115905,null,5957,null,91191,null,5284,null,58949,null,4028,null,32242,null,3217,null,24714,null,2597,null,0400000US04,Arizona,04
15019,null,1683,null,12781,null,1604,null,9070,null,1558,null,3711,null,1057,null,2238,null,1053,null,0400000US05,Arkansas,05
1259697,null,17268,null,1049642,null,15326,null,660228,null,14140,null,389414,null,8962,null,210055,null,7200,null,0400000US06,California,06
68402,null,3909,null,49165,null,3336,null,32981,null,2944,null,16184,null,1859,null,19237,null,2632,null,0400000US08,Colorado,08
48532,null,2563,null,35190,null,2565,null,16660,null,1805,null,18530,null,2262,null,13342,null,2053,null,0400000US09,Connecticut,09
4281,null,949,null,3291,null,899,null,1910,null,685,null,1381,null,576,null,990,null,486,null,0400000US10,Delaware,10
6649,null,1645,null,3909,null,1107,null,1774,null,832,null,2135,null,817,null,2740,null,1190,null,0400000US11,District of Columbia,11
135210,null,6872,null,104101,null,6073,null,65795,null,5108,null,38306,null,3421,null,31109,null,2821,null,0400000US12,Florida,12
78675,null,4945,null,62323,null,4503,null,42004,null,3819,null,20319,null,2547,null,16352,null,2519,null,0400000US13,Georgia,13
4917,null,1178,null,4229,null,1123,null,3145,null,990,null,1084,null,556,null,688,null,401,null,0400000US15,Hawaii,15
7692,null,1170,null,6217,null,1036,null,4343,null,962,null,1874,null,620,null,1475,null,526,null,0400000US16,Idaho,16
213096,null,7193,null,174703,null,6671,null,113092,null,5748,null,61611,null,4542,null,38393,null,3487,null,0400000US17,Illinois,17
36061,null,2657,null,28059,null,2564,null,18455,null,2491,null,9604,null,1589,null,8002,null,1521,null,0400000US18,Indiana,18
11733,null,1415,null,8433,null,1226,null,5911,null,1096,null,2522,null,863,null,3300,null,909,null,0400000US19,Iowa,19
21435,null,2034,null,16832,null,1767,null,11381,null,1639,null,5451,null,1173,null,4603,null,1002,null,0400000US20,Kansas,20
7878,null,1444,null,6109,null,1172,null,3624,null,878,null,2485,null,785,null,1769,null,644,null,0400000US21,Kentucky,21
10386,null,1674,null,7411,null,1441,null,4688,null,1243,null,2723,null,810,null,2975,null,863,null,0400000US22,Louisiana,22
810,null,472,null,568,null,446,null,488,null,441,null,80,null,96,null,242,null,193,null,0400000US23,Maine,23
