C11001F_001E,C11001F_001EA,C11001F_001M,C11001F_001MA,C11001F_002E,C11001F_002EA,C11001F_002M,C11001F_002MA,C11001F_003E,C11001F_003EA,C11001F_003M,C11001F_003MA,C11001F_004E,C11001F_004EA,C11001F_004M,C11001F_004MA,C11001F_005E,C11001F_005EA,C11001F_005M,C11001F_005MA,GEO_ID,NAME,state
31605,null,2787,null,25640,null,2603,null,17506,null,2199,null,8134,null,1394,null,5965,null,1213,null,0400000US24,Maryland,24
81096,null,4877,null,60015,null,4244,null,23915,null,2652,null,36100,null,3534,null,21081,null,2989,null,0400000US25,Massachusetts,25
38031,null,2893,null,29864,null,2659,null,18808,null,1831,null,11056,null,2203,null,8167,null,1452,null,0400000US26,Michigan,26
15210,null,1759,null,11322,null,1369,null,6605,null,1019,null,4717,null,1048,null,3888,null,955,null,0400000US27,Minnesota,27
5269,null,1254,null,3323,null,962,null,2248,null,787,null,1075,null,652,null,1946,null,896,null,0400000US28,Mississippi,28
13594,null,1693,null,10488,null,1494,null,7319,null,1187,null,3169,null,842,null,3106,null,1056,null,0400000US29,Missouri,29
1644,null,718,null,668,null,379,null,408,null,305,null,260,null,265,null,976,null,601,null,0400000US30,Montana,30
13315,null,1511,null,10338,null,1204,null,5818,null,997,null,4520,null,1014,null,2977,null,1032,null,0400000US31,Nebraska,31
30847,null,2786,null,25495,null,2539,null,16993,null,2233,null,8502,null,1811,null,5352,null,1372,null,0400000US32,Nevada,32
2981,null,1065,null,1833,null,772,null,1371,null,684,null,462,null,354,null,1148,null,760,null,0400000US33,New Hampshire,33
145832,null,5356,null,113238,null,4671,null,64020,null,4363,null,49218,null,3410,null,32594,null,3279,null,0400000US34,New Jersey,34
74953,null,4323,null,51346,null,3929,null,32360,null,3082,null,18986,null,2523,null,23607,null,2060,null,0400000US35,New Mexico,35
440321,null,10283,null,323259,null,8617,null,145471,null,6562,null,177788,null,6543,null,117062,null,5822,null,0400000US36,New York,36
86729,null,4269,null,66363,null,4227,null,42069,null,3487,null,24294,null,2893,null,20366,null,2800,null,0400000US37,North Carolina,37
983,null,315,null,782,null,267,null,579,null,308,null,203,null,207,null,201,null,176,null,0400000US38,North Dakota,38
20464,null,2197,null,14707,null,1818,null,10046,null,1653,null,4661,null,1219,null,5757,null,1211,null,0400000US39,Ohio,39
21835,null,2358,null,18345,null,2192,null,11811,null,1630,null,6534,null,1437,null,3490,null,861,null,0400000US40,Oklahoma,40
25417,null,2156,null,20001,null,2016,null,13710,null,1705,null,6291,null,1250,null,5416,null,1285,null,0400000US41,Oregon,41
68496,null,3823,null,49243,null,3291,null,22044,null,2518,null,27199,null,2641,null,19253,null,2400,null,0400000US42,Pennsylvania,42
19750,null,2015,null,14910,null,1681,null,6499,null,1396,null,8411,null,1551,null,4840,null,1229,null,0400000US44,Rhode Island,44
14318,null,1934,null,10187,null,1360,null,7022,null,1358,null,3165,null,890,null,4131,null,1199,null,0400000US45,South Carolina,45
1763,null,800,null,1517,null,728,null,735,null,431,null,782,null,655,null,246,null,272,null,0400000US46,South Dakota,46
15913,null,2177,null,11221,null,1741,null,7819,null,1630,null,3402,null,995,null,4692,null,1273,null,0400000US47,Tennessee,47
598301,null,10931,null,475929,null,10318,null,317361,null,9139,null,158568,null,6531,null,122372,null,7166,null,0400000US48,Texas,48
14677,null,1711,null,11804,null,1497,null,8883,null,1336,null,2921,null,869,null,2873,null,805,null,0400000US49,Utah,49
746,null,341,null,567,null,299,null,268,null,149,null,299,null,280,null,179,null,161,null,0400000US50,Vermont,50
46397,null,3313,null,36822,null,3116,null,22269,null,2617,null,14553,null,2207,null,9575,null,1642,null,0400000US51,Virginia,51
65085,null,3372,null,53086,null,3317,null,32888,null,2706,null,20198,null,2466,null,11999,null,1884,null,0400000US53,Washington,53
883,null,521,null,406,null,285,null,254,null,225,null,152,null,191,null,477,null,461,null,0400000US54,West Virginia,54
19363,null,2014,null,15469,null,1910,null,9321,null,1389,null,6148,null,1185,null,3894,null,1137,null,0400000US55,Wisconsin,55
3727,null,1062,null,2218,null,900,null,899,null,469,null,1319,null,759,null,1509,null,745,null,0400000US56,Wyoming,56
102562,null,3941,null,74336,null,3284,null,40088,null,2389,null,34248,null,2663,null,28226,null,2363,null,0400000US72,Puerto Rico,72
