C14005_001E,C14005_001EA,C14005_001M,C14005_001MA,C14005_002E,C14005_002EA,C14005_002M,C14005_002MA,C14005_003E,C14005_003EA,C14005_003M,C14005_003MA,C14005_004E,C14005_004EA,C14005_004M,C14005_004MA,C14005_005E,C14005_005EA,C14005_005M,C14005_005MA,C14005_006E,C14005_006EA,C14005_006M,C14005_006MA,C14005_007E,C14005_007EA,C14005_007M,C14005_007MA,C14005_008E,C14005_008EA,C14005_008M,C14005_008MA,C14005_009E,C14005_009EA,C14005_009M,C14005_009MA,C14005_010E,C14005_010EA,C14005_010M,C14005_010MA,C14005_011E,C14005_011EA,C14005_011M,C14005_011MA,C14005_012E,C14005_012EA,C14005_012M,C14005_012MA,C14005_013E,C14005_013EA,C14005_013M,C14005_013MA,C14005_014E,C14005_014EA,C14005_014M,C14005_014MA,C14005_015E,C14005_015EA,C14005_015M,C14005_015MA,C14005_016E,C14005_016EA,C14005_016M,C14005_016MA,C14005_017E,C14005_017EA,C14005_017M,C14005_017MA,C14005_018E,C14005_018EA,C14005_018M,C14005_018MA,C14005_019E,C14005_019EA,C14005_019M,C14005_019MA,GEO_ID,NAME,state
270191,null,5567,null,137078,null,3931,null,111084,null,3917,null,25994,null,2879,null,13341,null,1762,null,10984,null,1803,null,2357,null,894,null,12653,null,2397,null,7212,null,1691,null,5441,null,1539,null,133113,null,4607,null,108126,null,4544,null,24987,null,2483,null,16938,null,1822,null,12965,null,1822,null,3973,null,1226,null,8049,null,1577,null,3235,null,926,null,4814,null,1228,null,0400000US01,Alabama,01
43762,null,2106,null,23661,null,1721,null,17524,null,1957,null,6137,null,1322,null,4140,null,900,null,3478,null,862,null,662,null,437,null,1997,null,887,null,1271,null,767,null,726,null,348,null,20101,null,1446,null,14939,null,1265,null,5162,null,1114,null,2958,null,827,null,2300,null,752,null,658,null,353,null,2204,null,856,null,1024,null,534,null,1180,null,611,null,0400000US02,Alaska,02
354719,null,5376,null,182062,null,4037,null,142061,null,4675,null,40001,null,3732,null,21415,null,2650,null,16516,null,2599,null,4899,null,1316,null,18586,null,2518,null,10206,null,1925,null,8380,null,1633,null,172657,null,3785,null,139450,null,4166,null,33207,null,2974,null,20135,null,2330,null,13577,null,2171,null,6558,null,1427,null,13072,null,2286,null,4146,null,1219,null,8926,null,1719,null,0400000US04,Arizona,04
169792,null,4523,null,89247,null,3877,null,66441,null,3409,null,22806,null,2946,null,13051,null,2393,null,9509,null,2035,null,3542,null,1052,null,9755,null,1756,null,5513,null,1355,null,4242,null,1259,null,80545,null,3154,null,65373,null,3084,null,15172,null,2270,null,10317,null,1790,null,7263,null,1499,null,3054,null,1028,null,4855,null,1109,null,2097,null,818,null,2758,null,802,null,0400000US05,Arkansas,05
2259410,null,13387,null,1164382,null,7961,null,956108,null,9448,null,208274,null,6817,null,123424,null,4926,null,95562,null,4727,null,27862,null,3260,null,84850,null,4848,null,51601,null,3757,null,33249,null,3250,null,1095028,null,9990,null,938314,null,10517,null,156714,null,5263,null,100624,null,5131,null,67570,null,4316,null,33054,null,3010,null,56090,null,4100,null,24734,null,3083,null,31356,null,3088,null,0400000US06,California,06
266052,null,4888,null,138199,null,2983,null,111511,null,3426,null,26688,null,2621,null,14892,null,1982,null,12883,null,1892,null,2009,null,796,null,11796,null,1789,null,7066,null,1490,null,4730,null,1208,null,127853,null,4033,null,108219,null,4144,null,19634,null,2657,null,11054,null,1854,null,8916,null,1623,null,2138,null,768,null,8580,null,1674,null,4439,null,1157,null,4141,null,1115,null,0400000US08,Colorado,08
200956,null,3240,null,100493,null,2626,null,86867,null,2858,null,13626,null,1711,null,8849,null,1422,null,8010,null,1392,null,839,null,409,null,4777,null,1177,null,2399,null,784,null,2378,null,862,null,100463,null,2145,null,89099,null,2879,null,11364,null,1746,null,6037,null,1313,null,4765,null,1155,null,1272,null,531,null,5327,null,1236,null,2676,null,823,null,2651,null,1160,null,0400000US09,Connecticut,09
50746,null,2127,null,25259,null,1689,null,21585,null,1890,null,3674,null,1097,null,1568,null,747,null,1332,null,598,null,236,null,284,null,2106,null,792,null,1543,null,704,null,563,null,418,null,25487,null,1516,null,21612,null,1581,null,3875,null,859,null,2480,null,752,null,1641,null,577,null,839,null,545,null,1395,null,627,null,743,null,517,null,652,null,419,null,0400000US10,Delaware,10
37819,null,1978,null,17884,null,1133,null,15304,null,1390,null,2580,null,735,null,1204,null,474,null,557,null,356,null,647,null,461,null,1376,null,630,null,414,null,305,null,962,null,510,null,19935,null,1413,null,17420,null,1582,null,2515,null,856,null,1295,null,582,null,739,null,471,null,556,null,405,null,1220,null,593,null,763,null,539,null,457,null,372,null,0400000US11,District of Columbia,11
942098,null,8524,null,483462,null,6784,null,379246,null,6417,null,104216,null,6281,null,62346,null,4142,null,47523,null,3936,null,14823,null,2008,null,41870,null,4603,null,23600,null,3870,null,18270,null,2307,null,458636,null,5758,null,384755,null,6630,null,73881,null,5430,null,50917,null,4559,null,35516,null,3375,null,15401,null,3017,null,22964,null,3270,null,10997,null,2220,null,11967,null,2332,null,0400000US12,Florida,12
580050,null,10474,null,297498,null,7427,null,232225,null,6711,null,65273,null,6236,null,37025,null,4067,null,29942,null,3597,null,7083,null,1641,null,28248,null,3878,null,15008,null,2655,null,13240,null,2427,null,282552,null,7323,null,237551,null,7242,null,45001,null,4281,null,23979,null,3096,null,15475,null,2573,null,8504,null,1711,null,21022,null,2837,null,9239,null,2085,null,11783,null,2074,null,0400000US13,Georgia,13
67815,null,3279,null,35543,null,2048,null,26172,null,1533,null,9371,null,1946,null,6273,null,1578,null,5592,null,1449,null,681,null,359,null,3098,null,1192,null,1357,null,1128,null,1741,null,961,null,32272,null,2464,null,25435,null,2076,null,6837,null,1600,null,4679,null,1198,null,3250,null,955,null,1429,null,814,null,2158,null,1150,null,1583,null,1087,null,575,null,459,null,0400000US15,Hawaii,15
94745,null,3525,null,48842,null,2117,null,38228,null,2147,null,10614,null,1615,null,6919,null,1369,null,5327,null,1210,null,1592,null,806,null,3695,null,974,null,2543,null,676,null,1152,null,642,null,45903,null,2422,null,37851,null,1961,null,8052,null,1746,null,5980,null,1516,null,4437,null,1175,null,1543,null,919,null,2072,null,716,null,941,null,437,null,1131,null,604,null,0400000US16,Idaho,16
782189,null,10188,null,398587,null,5853,null,334590,null,7237,null,63997,null,4314,null,38835,null,3424,null,30392,null,2912,null,8443,null,1589,null,25162,null,2718,null,13405,null,1997,null,11757,null,1784,null,383602,null,8706,null,334247,null,8732,null,49355,null,3797,null,30900,null,3010,null,21848,null,2619,null,9052,null,1748,null,18455,null,2304,null,10156,null,1851,null,8299,null,1474,null,0400000US17,Illinois,17
