B20017H_001E,B20017H_001EA,B20017H_001M,B20017H_001MA,B20017H_002E,B20017H_002EA,B20017H_002M,B20017H_002MA,B20017H_003E,B20017H_003EA,B20017H_003M,B20017H_003MA,B20017H_004E,B20017H_004EA,B20017H_004M,B20017H_004MA,B20017H_005E,B20017H_005EA,B20017H_005M,B20017H_005MA,B20017H_006E,B20017H_006EA,B20017H_006M,B20017H_006MA,B20017H_007E,B20017H_007EA,B20017H_007M,B20017H_007MA,GEO_ID,NAME,state
30167,null,300,null,36513,null,503,null,45677,null,716,null,10342,null,381,null,22290,null,397,null,33324,null,859,null,8509,null,364,null,0400000US01,Alabama,01
37156,null,942,null,45307,null,1990,null,57586,null,3717,null,20799,null,2818,null,29280,null,2035,null,40705,null,1439,null,11531,null,799,null,0400000US02,Alaska,02
33088,null,634,null,39584,null,1094,null,50488,null,400,null,11660,null,371,null,27855,null,765,null,38303,null,756,null,10932,null,302,null,0400000US04,Arizona,04
25739,null,536,null,31517,null,479,null,40137,null,727,null,9721,null,515,null,20641,null,412,null,29842,null,771,null,8032,null,463,null,0400000US05,Arkansas,05
40531,null,185,null,50247,null,217,null,65360,null,417,null,15596,null,297,null,31721,null,235,null,48623,null,674,null,12415,null,150,null,0400000US06,California,06
34371,null,612,null,41805,null,411,null,51962,null,367,null,12403,null,546,null,27169,null,464,null,40054,null,568,null,10901,null,261,null,0400000US08,Colorado,08
41236,null,323,null,51280,null,459,null,63632,null,1632,null,12070,null,454,null,31938,null,392,null,47327,null,697,null,12269,null,300,null,0400000US09,Connecticut,09
34497,null,1121,null,40551,null,695,null,50942,null,902,null,10518,null,852,null,29184,null,1273,null,40270,null,1282,null,8796,null,1658,null,0400000US10,Delaware,10
60461,null,1633,null,72097,null,3731,null,89018,null,5249,null,19986,null,6679,null,51280,null,1587,null,67663,null,4376,null,12112,null,2221,null,0400000US11,District of Columbia,11
31280,null,182,null,36609,null,285,null,46864,null,405,null,11964,null,240,null,26344,null,268,null,36387,null,274,null,10960,null,172,null,0400000US12,Florida,12
32413,null,243,null,40486,null,342,null,50153,null,383,null,11195,null,345,null,26515,null,343,null,37045,null,458,null,9762,null,395,null,0400000US13,Georgia,13
36313,null,1470,null,41673,null,2403,null,51181,null,1611,null,15545,null,4180,null,31171,null,1274,null,43270,null,3130,null,12497,null,2709,null,0400000US15,Hawaii,15
25949,null,530,null,33550,null,1131,null,43427,null,1219,null,11573,null,550,null,18671,null,764,null,30328,null,564,null,8073,null,535,null,0400000US16,Idaho,16
34429,null,386,null,43201,null,681,null,55137,null,557,null,10832,null,229,null,26215,null,322,null,40237,null,265,null,10022,null,195,null,0400000US17,Illinois,17
29168,null,367,null,36455,null,362,null,46333,null,398,null,10440,null,317,null,22122,null,217,null,32383,null,370,null,8820,null,307,null,0400000US18,Indiana,18
27758,null,434,null,34174,null,687,null,42263,null,305,null,8825,null,371,null,21970,null,341,null,32205,null,306,null,7948,null,337,null,0400000US19,Iowa,19
29945,null,430,null,36497,null,483,null,45692,null,530,null,9969,null,466,null,22908,null,508,null,33291,null,608,null,8984,null,431,null,0400000US20,Kansas,20
26807,null,282,null,32275,null,324,null,41800,null,345,null,9968,null,457,null,21515,null,320,null,31364,null,376,null,8422,null,355,null,0400000US21,Kentucky,21
31720,null,343,null,41523,null,411,null,50156,null,478,null,11678,null,438,null,23137,null,652,null,32914,null,836,null,8055,null,430,null,0400000US22,Louisiana,22
26477,null,380,null,31592,null,513,null,40969,null,524,null,10806,null,566,null,21641,null,466,null,32902,null,784,null,10087,null,413,null,0400000US23,Maine,23
