B20017H_001E,B20017H_001EA,B20017H_001M,B20017H_001MA,B20017H_002E,B20017H_002EA,B20017H_002M,B20017H_002MA,B20017H_003E,B20017H_003EA,B20017H_003M,B20017H_003MA,B20017H_004E,B20017H_004EA,B20017H_004M,B20017H_004MA,B20017H_005E,B20017H_005EA,B20017H_005M,B20017H_005MA,B20017H_006E,B20017H_006EA,B20017H_006M,B20017H_006MA,B20017H_007E,B20017H_007EA,B20017H_007M,B20017H_007MA,GEO_ID,NAME,state
41522,null,313,null,50526,null,402,null,61857,null,504,null,11329,null,439,null,33057,null,772,null,47351,null,931,null,11358,null,399,null,0400000US24,Maryland,24
38211,null,661,null,47053,null,563,null,60497,null,444,null,11695,null,337,null,31069,null,342,null,46088,null,497,null,11950,null,266,null,0400000US25,Massachusetts,25
28831,null,309,null,36415,null,339,null,50361,null,267,null,10354,null,244,null,21820,null,200,null,36060,null,281,null,9558,null,173,null,0400000US26,Michigan,26
32818,null,380,null,40670,null,242,null,50503,null,251,null,11235,null,347,null,26446,null,281,null,38354,null,465,null,11088,null,179,null,0400000US27,Minnesota,27
29957,null,558,null,35705,null,604,null,42621,null,1319,null,11257,null,565,null,22329,null,577,null,32057,null,477,null,7695,null,593,null,0400000US28,Mississippi,28
28196,null,413,null,34548,null,564,null,43780,null,708,null,10572,null,268,null,22792,null,396,null,32399,null,317,null,8742,null,290,null,0400000US29,Missouri,29
24956,null,635,null,30421,null,558,null,40027,null,1199,null,10208,null,667,null,20037,null,731,null,29900,null,971,null,9792,null,624,null,0400000US30,Montana,30
28057,null,506,null,35002,null,699,null,42130,null,473,null,8607,null,711,null,22061,null,415,null,31372,null,331,null,7872,null,472,null,0400000US31,Nebraska,31
36010,null,519,null,42510,null,1672,null,52120,null,626,null,15110,null,1167,null,30382,null,550,null,38405,null,1034,null,11600,null,561,null,0400000US32,Nevada,32
32829,null,763,null,41478,null,612,null,52109,null,704,null,12002,null,737,null,26088,null,701,null,37055,null,816,null,11897,null,427,null,0400000US33,New Hampshire,33
42540,null,536,null,52258,null,378,null,66373,null,616,null,13239,null,802,null,33401,null,850,null,48527,null,881,null,12149,null,231,null,0400000US34,New Jersey,34
30723,null,567,null,36224,null,1297,null,50473,null,1115,null,9774,null,921,null,24330,null,960,null,37439,null,1288,null,10360,null,660,null,0400000US35,New Mexico,35
36326,null,208,null,43058,null,712,null,56185,null,413,null,11602,null,183,null,30228,null,228,null,43432,null,637,null,11012,null,155,null,0400000US36,New York,36
30760,null,203,null,36241,null,377,null,45698,null,438,null,10800,null,292,null,24975,null,367,null,35447,null,334,null,9571,null,253,null,0400000US37,North Carolina,37
27369,null,653,null,34581,null,1490,null,41849,null,711,null,9833,null,1090,null,21109,null,646,null,30078,null,790,null,9201,null,661,null,0400000US38,North Dakota,38
29524,null,275,null,36286,null,290,null,46385,null,339,null,9956,null,247,null,22447,null,214,null,34425,null,369,null,9379,null,215,null,0400000US39,Ohio,39
27255,null,315,null,34103,null,905,null,42049,null,396,null,9463,null,641,null,21666,null,329,null,31069,null,356,null,7532,null,347,null,0400000US40,Oklahoma,40
29885,null,491,null,36208,null,482,null,46619,null,669,null,11546,null,377,null,23222,null,496,null,35196,null,608,null,10616,null,312,null,0400000US41,Oregon,41
30827,null,124,null,38114,null,455,null,48008,null,489,null,9977,null,264,null,23899,null,247,null,35821,null,206,null,8996,null,163,null,0400000US42,Pennsylvania,42
32650,null,819,null,40752,null,855,null,51796,null,923,null,10947,null,725,null,27767,null,1220,null,38969,null,2115,null,11307,null,479,null,0400000US44,Rhode Island,44
30418,null,254,null,36640,null,470,null,45421,null,593,null,10447,null,517,null,23991,null,529,null,34022,null,802,null,8902,null,364,null,0400000US45,South Carolina,45
26690,null,528,null,32287,null,705,null,38884,null,1665,null,8113,null,821,null,21426,null,522,null,28891,null,847,null,7742,null,663,null,0400000US46,South Dakota,46
27804,null,436,null,33696,null,587,null,42211,null,368,null,10653,null,312,null,22297,null,259,null,31776,null,254,null,9172,null,296,null,0400000US47,Tennessee,47
35747,null,214,null,43824,null,568,null,52553,null,567,null,10701,null,239,null,27435,null,287,null,40074,null,243,null,9151,null,204,null,0400000US48,Texas,48
27404,null,535,null,37068,null,459,null,47370,null,719,null,10616,null,480,null,19544,null,685,null,32169,null,460,null,7738,null,424,null,0400000US49,Utah,49
27016,null,547,null,32499,null,898,null,41951,null,541,null,10331,null,713,null,22699,null,865,null,34130,null,1625,null,9405,null,620,null,0400000US50,Vermont,50
36223,null,257,null,44073,null,758,null,55219,null,704,null,10574,null,357,null,28391,null,736,null,40996,null,419,null,9903,null,342,null,0400000US51,Virginia,51
34644,null,500,null,42431,null,538,null,54290,null,834,null,12374,null,332,null,26466,null,359,null,40077,null,434,null,11175,null,251,null,0400000US53,Washington,53
24891,null,574,null,31254,null,608,null,41059,null,646,null,10060,null,525,null,20048,null,645,null,27486,null,791,null,7307,null,352,null,0400000US54,West Virginia,54
30519,null,186,null,37167,null,296,null,46572,null,361,null,10473,null,251,null,24058,null,319,null,34586,null,441,null,10115,null,186,null,0400000US55,Wisconsin,55
30708,null,818,null,41494,null,890,null,50075,null,1261,null,10232,null,1380,null,21061,null,771,null,31717,null,893,null,8175,null,745,null,0400000US56,Wyoming,56
22084,null,2582,null,25009,null,3977,null,42024,null,12162,null,7947,null,2333,null,20105,null,5573,null,21786,null,1744,null,7410,null,6887,null,0400000US72,Puerto Rico,72
