B25055_001E,B25055_001EA,B25055_001M,B25055_001MA,B25055_002E,B25055_002EA,B25055_002M,B25055_002MA,B25055_003E,B25055_003EA,B25055_003M,B25055_003MA,B25055_004E,B25055_004EA,B25055_004M,B25055_004MA,B25055_005E,B25055_005EA,B25055_005M,B25055_005MA,B25055_006E,B25055_006EA,B25055_006M,B25055_006MA,B25055_007E,B25055_007EA,B25055_007M,B25055_007MA,B25055_008E,B25055_008EA,B25055_008M,B25055_008MA,B25055_009E,B25055_009EA,B25055_009M,B25055_009MA,B25055_010E,B25055_010EA,B25055_010M,B25055_010MA,B25055_011E,B25055_011EA,B25055_011M,B25055_011MA,B25055_012E,B25055_012EA,B25055_012M,B25055_012MA,B25055_013E,B25055_013EA,B25055_013M,B25055_013MA,GEO_ID,NAME,state
444629,null,10123,null,353862,null,9569,null,1082,null,505,null,352780,null,9741,null,46687,null,2960,null,548,null,253,null,46139,null,2918,null,23632,null,2139,null,803,null,552,null,22829,null,2136,null,20448,null,1962,null,3876,null,995,null,16572,null,1766,null,0400000US22,Louisiana,22
139614,null,4787,null,100348,null,4010,null,790,null,489,null,99558,null,3982,null,13420,null,1730,null,79,null,114,null,13341,null,1741,null,11628,null,1374,null,395,null,293,null,11233,null,1359,null,14218,null,1252,null,1659,null,659,null,12559,null,1155,null,0400000US23,Maine,23
616270,null,10613,null,465141,null,10125,null,1228,null,652,null,463913,null,10007,null,67562,null,3504,null,553,null,366,null,67009,null,3501,null,35923,null,2676,null,595,null,375,null,35328,null,2629,null,47644,null,2792,null,9317,null,1178,null,38327,null,2553,null,0400000US24,Maryland,24
841688,null,11940,null,607740,null,11091,null,1905,null,623,null,605835,null,11053,null,93321,null,4174,null,1178,null,631,null,92143,null,4132,null,62667,null,3396,null,1676,null,622,null,60991,null,3422,null,77960,null,3786,null,11134,null,1440,null,66826,null,3717,null,0400000US25,Massachusetts,25
937131,null,13016,null,703898,null,11950,null,2604,null,828,null,701294,null,11754,null,103673,null,4010,null,528,null,346,null,103145,null,4012,null,56985,null,3520,null,1352,null,635,null,55633,null,3369,null,72575,null,3010,null,14461,null,1488,null,58114,null,2790,null,0400000US26,Michigan,26
506368,null,8578,null,377091,null,8110,null,1327,null,627,null,375764,null,8030,null,47210,null,2960,null,791,null,391,null,46419,null,2933,null,26152,null,1940,null,529,null,292,null,25623,null,1966,null,55915,null,3345,null,13176,null,1498,null,42739,null,2958,null,0400000US27,Minnesota,27
275804,null,8576,null,221954,null,7440,null,758,null,421,null,221196,null,7455,null,28498,null,2492,null,0,null,287,null,28498,null,2492,null,13612,null,1687,null,143,null,179,null,13469,null,1719,null,11740,null,1725,null,1670,null,703,null,10070,null,1605,null,0400000US28,Mississippi,28
646774,null,11025,null,495612,null,10291,null,2199,null,795,null,493413,null,10246,null,68351,null,3554,null,459,null,363,null,67892,null,3524,null,35133,null,2370,null,415,null,284,null,34718,null,2405,null,47678,null,2836,null,6950,null,1225,null,40728,null,2719,null,0400000US29,Missouri,29
106210,null,4321,null,80121,null,4089,null,304,null,244,null,79817,null,4104,null,12609,null,1560,null,0,null,235,null,12609,null,1560,null,5259,null,981,null,675,null,441,null,4584,null,862,null,8221,null,1227,null,2445,null,786,null,5776,null,1035,null,0400000US30,Montana,30
201755,null,5151,null,155656,null,4960,null,471,null,400,null,155185,null,4951,null,18941,null,1732,null,143,null,129,null,18798,null,1727,null,9516,null,1513,null,273,null,214,null,9243,null,1526,null,17642,null,1769,null,4999,null,981,null,12643,null,1561,null,0400000US31,Nebraska,31
372737,null,8418,null,287040,null,7855,null,745,null,541,null,286295,null,7808,null,46042,null,3425,null,0,null,300,null,46042,null,3425,null,22856,null,2666,null,203,null,186,null,22653,null,2656,null,16799,null,1663,null,1780,null,689,null,15019,null,1629,null,0400000US32,Nevada,32
133901,null,5070,null,99308,null,4885,null,876,null,566,null,98432,null,4793,null,14953,null,1740,null,13,null,22,null,14940,null,1745,null,8466,null,1420,null,79,null,128,null,8387,null,1420,null,11174,null,1478,null,1138,null,421,null,10036,null,1421,null,0400000US33,New Hampshire,33
1006925,null,10072,null,733152,null,10296,null,2245,null,748,null,730907,null,10254,null,120327,null,5325,null,303,null,244,null,120024,null,5334,null,72747,null,3950,null,351,null,356,null,72396,null,3976,null,80699,null,3797,null,9540,null,1348,null,71159,null,3565,null,0400000US34,New Jersey,34
208938,null,5245,null,163425,null,5398,null,405,null,295,null,163020,null,5423,null,23313,null,1852,null,216,null,327,null,23097,null,1757,null,10574,null,1514,null,241,null,209,null,10333,null,1474,null,11626,null,1412,null,2331,null,661,null,9295,null,1274,null,0400000US35,New Mexico,35
3079910,null,21499,null,2153104,null,17846,null,8469,null,1448,null,2144635,null,17998,null,406093,null,8149,null,2495,null,885,null,403598,null,8053,null,255941,null,5901,null,1898,null,580,null,254043,null,5951,null,264772,null,6177,null,13786,null,1586,null,250986,null,6119,null,0400000US36,New York,36
1053673,null,14931,null,843770,null,13924,null,2660,null,1044,null,841110,null,14029,null,106173,null,5085,null,326,null,229,null,105847,null,5119,null,49265,null,2971,null,701,null,423,null,48564,null,2869,null,54465,null,2869,null,11007,null,1674,null,43458,null,2724,null,0400000US37,North Carolina,37
83650,null,3147,null,62851,null,2940,null,153,null,151,null,62698,null,2961,null,6980,null,1213,null,0,null,208,null,6980,null,1213,null,4943,null,882,null,212,null,210,null,4731,null,867,null,8876,null,1043,null,2167,null,650,null,6709,null,844,null,0400000US38,North Dakota,38
1320935,null,14939,null,1000209,null,13160,null,3143,null,815,null,997066,null,13032,null,145496,null,5223,null,1072,null,625,null,144424,null,5221,null,78451,null,4231,null,1228,null,582,null,77223,null,4164,null,96779,null,3433,null,19841,null,2147,null,76938,null,3019,null,0400000US39,Ohio,39
419371,null,8564,null,330394,null,7269,null,1110,null,572,null,329284,null,7234,null,43579,null,3156,null,37,null,44,null,43542,null,3166,null,23287,null,2125,null,965,null,474,null,22322,null,2176,null,22111,null,1838,null,5132,null,859,null,16979,null,1758,null,0400000US40,Oklahoma,40
503549,null,8888,null,382181,null,8403,null,1981,null,772,null,380200,null,8468,null,53134,null,3720,null,470,null,322,null,52664,null,3713,null,25381,null,2064,null,1272,null,624,null,24109,null,1971,null,42853,null,3113,null,17332,null,2186,null,25521,null,2136,null,0400000US41,Oregon,41
1338769,null,13908,null,955756,null,12365,null,2916,null,1008,null,952840,null,12527,null,149922,null,5855,null,852,null,503,null,149070,null,5819,null,94103,null,3540,null,1718,null,459,null,92385,null,3567,null,138988,null,4805,null,23619,null,2083,null,115369,null,4322,null,0400000US42,Pennsylvania,42
145478,null,4805,null,99630,null,4799,null,528,null,333,null,99102,null,4768,null,17518,null,1858,null,0,null,287,null,17518,null,1858,null,12081,null,1329,null,370,null,391,null,11711,null,1250,null,16249,null,1572,null,2143,null,671,null,14106,null,1432,null,0400000US44,Rhode Island,44
443801,null,9898,null,352878,null,8990,null,959,null,670,null,351919,null,8896,null,48433,null,3209,null,277,null,270,null,48156,null,3213,null,23350,null,2517,null,257,null,349,null,23093,null,2507,null,19140,null,1793,null,4086,null,909,null,15054,null,1616,null,0400000US45,South Carolina,45
88949,null,3640,null,63684,null,3175,null,862,null,571,null,62822,null,3154,null,7441,null,1071,null,0,null,223,null,7441,null,1071,null,5276,null,807,null,119,null,164,null,5157,null,816,null,12548,null,1398,null,2405,null,831,null,10143,null,1315,null,0400000US46,South Dakota,46
673529,null,11076,null,531852,null,10237,null,1795,null,787,null,530057,null,10165,null,72027,null,3923,null,331,null,252,null,71696,null,3903,null,36039,null,3023,null,604,null,360,null,35435,null,2987,null,33611,null,2385,null,6139,null,1228,null,27472,null,2147,null,0400000US47,Tennessee,47
2782076,null,22813,null,2281257,null,20532,null,10877,null,2002,null,2270380,null,20714,null,261459,null,8018,null,2791,null,1088,null,258668,null,7843,null,120516,null,5604,null,2537,null,767,null,117979,null,5624,null,118844,null,4675,null,30187,null,2435,null,88657,null,4321,null,0400000US48,Texas,48
229698,null,6390,null,196169,null,5906,null,1602,null,738,null,194567,null,5960,null,18117,null,1596,null,70,null,91,null,18047,null,1598,null,7553,null,1190,null,85,null,141,null,7468,null,1200,null,7859,null,1564,null,2106,null,684,null,5753,null,1307,null,0400000US49,Utah,49
64133,null,2928,null,46245,null,2505,null,123,null,143,null,46122,null,2510,null,8713,null,1242,null,231,null,252,null,8482,null,1247,null,4761,null,880,null,221,null,177,null,4540,null,854,null,4414,null,778,null,547,null,325,null,3867,null,724,null,0400000US50,Vermont,50
867631,null,10843,null,694187,null,9973,null,1888,null,980,null,692299,null,9675,null,80679,null,4522,null,539,null,415,null,80140,null,4539,null,43115,null,2723,null,876,null,517,null,42239,null,2778,null,49650,null,3285,null,11713,null,1819,null,37937,null,2767,null,0400000US51,Virginia,51
851505,null,11503,null,661563,null,10409,null,2739,null,965,null,658824,null,10385,null,88008,null,4496,null,973,null,420,null,87035,null,4488,null,43698,null,3196,null,1874,null,688,null,41824,null,3247,null,58236,null,3033,null,22518,null,2014,null,35718,null,2399,null,0400000US53,Washington,53
167041,null,6039,null,127355,null,5167,null,484,null,443,null,126871,null,5224,null,18989,null,1978,null,207,null,257,null,18782,null,1991,null,11387,null,1513,null,339,null,238,null,11048,null,1484,null,9310,null,1241,null,760,null,499,null,8550,null,1109,null,0400000US54,West Virginia,54
641621,null,9673,null,480281,null,7545,null,1126,null,457,null,479155,null,7568,null,63377,null,3195,null,103,null,79,null,63274,null,3183,null,36246,null,2391,null,1030,null,498,null,35216,null,2325,null,61717,null,2602,null,9464,null,1306,null,52253,null,2416,null,0400000US55,Wisconsin,55
53847,null,3518,null,41059,null,3061,null,96,null,112,null,40963,null,3033,null,5742,null,1106,null,0,null,261,null,5742,null,1106,null,3164,null,740,null,219,null,191,null,2945,null,731,null,3882,null,854,null,1070,null,560,null,2812,null,717,null,0400000US56,Wyoming,56
205210,null,6141,null,153300,null,5028,null,875,null,434,null,152425,null,4977,null,23889,null,2127,null,47,null,79,null,23842,null,2118,null,16173,null,1629,null,304,null,198,null,15869,null,1624,null,11848,null,1429,null,159,null,156,null,11689,null,1425,null,0400000US72,Puerto Rico,72
