B19101_001E,B19101_001EA,B19101_001M,B19101_001MA,B19101_002E,B19101_002EA,B19101_002M,B19101_002MA,B19101_003E,B19101_003EA,B19101_003M,B19101_003MA,B19101_004E,B19101_004EA,B19101_004M,B19101_004MA,B19101_005E,B19101_005EA,B19101_005M,B19101_005MA,B19101_006E,B19101_006EA,B19101_006M,B19101_006MA,B19101_007E,B19101_007EA,B19101_007M,B19101_007MA,B19101_008E,B19101_008EA,B19101_008M,B19101_008MA,B19101_009E,B19101_009EA,B19101_009M,B19101_009MA,B19101_010E,B19101_010EA,B19101_010M,B19101_010MA,B19101_011E,B19101_011EA,B19101_011M,B19101_011MA,B19101_012E,B19101_012EA,B19101_012M,B19101_012MA,B19101_013E,B19101_013EA,B19101_013M,B19101_013MA,B19101_014E,B19101_014EA,B19101_014M,B19101_014MA,B19101_015E,B19101_015EA,B19101_015M,B19101_015MA,B19101_016E,B19101_016EA,B19101_016M,B19101_016MA,B19101_017E,B19101_017EA,B19101_017M,B19101_017MA,GEO_ID,NAME,state
303344,null,5137,null,9325,null,1657,null,6109,null,1415,null,7163,null,1594,null,7005,null,1238,null,8310,null,1359,null,11334,null,1775,null,10904,null,1692,null,12308,null,1690,null,12964,null,2013,null,21972,null,2400,null,36537,null,3055,null,53937,null,3424,null,39577,null,2669,null,23684,null,2421,null,22145,null,2410,null,20070,null,1961,null,0400000US15,Hawaii,15
396253,null,6996,null,16027,null,2452,null,13426,null,1988,null,14778,null,1990,null,20036,null,2294,null,21332,null,2165,null,23234,null,2265,null,21642,null,2174,null,22611,null,2371,null,21660,null,2426,null,44447,null,3022,null,53158,null,3106,null,56113,null,3119,null,31921,null,2732,null,14734,null,1764,null,11615,null,1386,null,9519,null,1246,null,0400000US16,Idaho,16
3138757,null,18424,null,129774,null,6523,null,88458,null,4931,null,101646,null,4822,null,120054,null,5203,null,122052,null,5513,null,131222,null,5143,null,125863,null,5575,null,137219,null,5705,null,132123,null,5258,null,257202,null,7996,null,366371,null,8329,null,491169,null,10509,null,333907,null,7743,null,199272,null,5466,null,199457,null,6355,null,202968,null,6440,null,0400000US17,Illinois,17
1648431,null,15271,null,75276,null,4409,null,49607,null,3402,null,58601,null,3774,null,74651,null,4084,null,76257,null,4396,null,90259,null,4890,null,78799,null,4044,null,86098,null,4626,null,80836,null,3688,null,162553,null,6358,null,207446,null,6664,null,263389,null,6938,null,153288,null,5548,null,77126,null,3975,null,61254,null,3401,null,52991,null,3171,null,0400000US18,Indiana,18
791790,null,7894,null,24987,null,2724,null,21189,null,2426,null,26034,null,2011,null,35621,null,2418,null,34857,null,2644,null,36088,null,2844,null,41475,null,2719,null,44411,null,3147,null,37302,null,2476,null,79618,null,2827,null,113188,null,4293,null,133203,null,4922,null,69722,null,3424,null,37957,null,2693,null,30410,null,2477,null,25728,null,1931,null,0400000US19,Iowa,19
736264,null,8496,null,23895,null,2303,null,20637,null,2284,null,23487,null,2706,null,32680,null,2697,null,32241,null,2629,null,35998,null,2688,null,37369,null,2799,null,37003,null,2717,null,34580,null,2855,null,72014,null,3728,null,92282,null,4531,null,123150,null,4523,null,71850,null,3787,null,34403,null,2033,null,35898,null,2788,null,28777,null,2155,null,0400000US20,Kansas,20
1125630,null,12346,null,73124,null,4700,null,52262,null,4174,null,58329,null,3611,null,60815,null,4165,null,61349,null,3853,null,60377,null,3279,null,57857,null,3454,null,60361,null,4188,null,55280,null,2864,null,101240,null,5094,null,132030,null,4778,null,159560,null,5247,null,82891,null,4162,null,43557,null,3054,null,34525,null,2635,null,32073,null,2632,null,0400000US21,Kentucky,21
1094141,null,10371,null,68056,null,5109,null,46739,null,3518,null,56534,null,4070,null,62944,null,4207,null,58857,null,4061,null,55229,null,3596,null,54174,null,3333,null,56248,null,4007,null,49321,null,3323,null,89315,null,4683,null,119935,null,5579,null,149761,null,4806,null,94926,null,5135,null,50393,null,3558,null,42730,null,2919,null,38979,null,2911,null,0400000US22,Louisiana,22
343822,null,6405,null,13310,null,1864,null,11701,null,1672,null,14373,null,1697,null,16390,null,1873,null,19152,null,1965,null,18569,null,1960,null,16745,null,1938,null,17054,null,1718,null,16887,null,2012,null,35180,null,2432,null,46317,null,2866,null,52181,null,2588,null,28323,null,1998,null,14121,null,1746,null,13607,null,1521,null,9912,null,1284,null,0400000US23,Maine,23
1395778,null,10754,null,37910,null,2956,null,24365,null,2809,null,27445,null,2809,null,39722,null,3618,null,40160,null,2974,null,44871,null,3300,null,46256,null,4214,null,50920,null,3687,null,48189,null,3494,null,99688,null,5343,null,150150,null,5279,null,221306,null,7811,null,174549,null,6342,null,118952,null,4359,null,141625,null,4511,null,129670,null,4733,null,0400000US24,Maryland,24
1568641,null,11431,null,54596,null,4077,null,39867,null,3657,null,43272,null,3267,null,46434,null,3279,null,47745,null,3827,null,52416,null,2956,null,49110,null,3219,null,56226,null,3524,null,52124,null,3761,null,106950,null,5402,null,163848,null,7155,null,245803,null,6756,null,193725,null,5513,null,127642,null,5191,null,143049,null,5428,null,145834,null,4941,null,0400000US25,Massachusetts,25
2525388,null,15908,null,123670,null,4708,null,87806,null,4778,null,92643,null,4768,null,106988,null,4745,null,106387,null,4664,null,129686,null,5015,null,124935,null,4619,null,125157,null,4955,null,121627,null,5453,null,229428,null,7476,null,302957,null,6832,null,388839,null,7615,null,237068,null,6218,null,131861,null,4498,null,117294,null,4759,null,99042,null,3530,null,0400000US26,Michigan,26
1342724,null,10410,null,37067,null,2902,null,30429,null,2546,null,36856,null,2955,null,40911,null,2894,null,49883,null,3005,null,50924,null,3107,null,50757,null,2926,null,57749,null,3375,null,57352,null,2946,null,117794,null,4634,null,177392,null,4807,null,237428,null,5714,null,156399,null,4805,null,82509,null,3341,null,83478,null,3623,null,75796,null,3452,null,0400000US27,Minnesota,27
755248,null,9226,null,57131,null,4684,null,46921,null,3798,null,49322,null,4117,null,45774,null,4132,null,41629,null,3557,null,45624,null,3122,null,39978,null,3200,null,39609,null,3416,null,34156,null,3014,null,64165,null,4641,null,83760,null,4317,null,91764,null,4733,null,52294,null,4054,null,23020,null,2370,null,21133,null,2155,null,18968,null,2305,null,0400000US28,Mississippi,28
1529540,null,12558,null,67923,null,4308,null,49201,null,3442,null,61433,null,4019,null,72279,null,4228,null,78251,null,4346,null,78033,null,3896,null,78952,null,4365,null,78225,null,4100,null,75592,null,4534,null,148859,null,5271,null,188150,null,7466,null,234977,null,6524,null,133279,null,4721,null,72020,null,3653,null,58924,null,3259,null,53442,null,2624,null,0400000US29,Missouri,29
237574,null,4616,null,10230,null,1864,null,8189,null,1282,null,8207,null,1299,null,13492,null,1623,null,11560,null,1430,null,12565,null,1503,null,12870,null,1567,null,12351,null,1620,null,12644,null,1551,null,23461,null,2255,null,32992,null,2299,null,35281,null,2506,null,19187,null,1619,null,9378,null,1428,null,7175,null,1234,null,7992,null,1268,null,0400000US30,Montana,30
457459,null,6358,null,12359,null,1679,null,11378,null,1528,null,14560,null,1652,null,19930,null,1900,null,19674,null,2118,null,22139,null,1856,null,23049,null,1849,null,24854,null,2156,null,21731,null,1991,null,48422,null,2761,null,64183,null,3366,null,78065,null,3322,null,41153,null,2380,null,22954,null,2165,null,16678,null,1580,null,16330,null,1485,null,0400000US31,Nebraska,31
615019,null,7728,null,21484,null,2496,null,13614,null,1870,null,17271,null,2234,null,25771,null,3042,null,27497,null,2647,null,25912,null,2894,null,29679,null,2894,null,29805,null,3299,null,29376,null,2673,null,59017,null,4185,null,77720,null,4601,null,101857,null,4891,null,63903,null,4112,null,35375,null,2663,null,30253,null,3061,null,26485,null,2130,null,0400000US32,Nevada,32
345324,null,5671,null,8263,null,1479,null,6288,null,1227,null,8263,null,1641,null,11037,null,1676,null,10708,null,1338,null,11930,null,1871,null,12015,null,1628,null,14564,null,1902,null,13597,null,1761,null,30424,null,2571,null,41080,null,3080,null,59816,null,3436,null,43396,null,2983,null,25560,null,2086,null,27136,null,2164,null,21247,null,1868,null,0400000US33,New Hampshire,33
2168377,null,15461,null,63351,null,4143,null,41574,null,2967,null,50596,null,4012,null,60361,null,4509,null,63019,null,5030,null,70919,null,4245,null,73085,null,4727,null,79343,null,4915,null,71583,null,4388,null,149253,null,5440,null,215464,null,7274,null,323721,null,7988,null,271191,null,6473,null,188276,null,5729,null,215732,null,6900,null,230909,null,6070,null,0400000US34,New Jersey,34
482159,null,7286,null,24464,null,2770,null,22244,null,2373,null,25899,null,2471,null,29591,null,3248,null,25929,null,2398,null,28385,null,3128,null,24692,null,2312,null,25915,null,2538,null,23541,null,2665,null,38303,null,2951,null,52184,null,4060,null,65124,null,4047,null,39386,null,2634,null,21207,null,2128,null,20716,null,1870,null,14579,null,1626,null,0400000US35,New Mexico,35
4582314,null,18991,null,216228,null,8010,null,156865,null,6881,null,173337,null,6668,null,191382,null,6632,null,179300,null,6981,null,197991,null,7064,null,192994,null,6532,null,186609,null,5947,null,180612,null,6387,null,347985,null,7907,null,482547,null,10101,null,645095,null,11663,null,468633,null,10847,null,287943,null,8420,null,320787,null,9452,null,354006,null,7553,null,0400000US36,New York,36
2397731,null,16444,null,117826,null,6993,null,87398,null,4605,null,107295,null,5325,null,118815,null,6476,null,121166,null,5773,null,128424,null,6665,null,125213,null,5473,null,119760,null,5267,null,116873,null,4629,null,222961,null,8134,null,283086,null,7974,null,331167,null,9110,null,202080,null,6743,null,109599,null,4812,null,106864,null,5055,null,99204,null,4588,null,0400000US37,North Carolina,37
170921,null,3624,null,6685,null,963,null,4980,null,946,null,5828,null,945,null,6952,null,1128,null,6887,null,1163,null,8385,null,1117,null,8942,null,1143,null,9851,null,1200,null,8847,null,1230,null,16064,null,1547,null,22822,null,1750,null,29800,null,1907,null,15156,null,1333,null,7850,null,1135,null,6321,null,906,null,5551,null,981,null,0400000US38,North Dakota,38
2936172,null,14572,null,148830,null,6073,null,95298,null,4955,null,98129,null,5655,null,122529,null,4994,null,130949,null,4955,null,147106,null,6031,null,146290,null,5174,null,153714,null,5755,null,142004,null,5044,null,281427,null,7687,null,373939,null,7858,null,443048,null,9141,null,275658,null,6010,null,138117,null,4443,null,130825,null,5048,null,108309,null,3724,null,0400000US39,Ohio,39
936539,null,8665,null,46283,null,3402,null,37303,null,2912,null,45089,null,3242,null,52023,null,3602,null,49842,null,3787,null,51918,null,3521,null,49834,null,3632,null,51439,null,3114,null,46387,null,3055,null,88667,null,4136,null,117667,null,4941,null,127916,null,5037,null,76432,null,4095,null,36652,null,2136,null,30885,null,2477,null,28202,null,2069,null,0400000US40,Oklahoma,40
939487,null,9653,null,39403,null,2983,null,31227,null,2936,null,35561,null,3258,null,41681,null,3282,null,42115,null,3352,null,47791,null,3243,null,45764,null,3597,null,46781,null,3417,null,40496,null,3427,null,87235,null,4986,null,119285,null,5284,null,141690,null,5251,null,89397,null,4552,null,50518,null,3232,null,41928,null,2799,null,38615,null,2369,null,0400000US41,Oregon,41
3205114,null,13915,null,131108,null,6514,null,91678,null,4338,null,110395,null,4906,null,132598,null,5096,null,147703,null,4765,null,152428,null,5080,null,145287,null,5747,null,154012,null,5075,null,146244,null,5090,null,291646,null,7844,null,399172,null,8268,null,485517,null,7983,null,321799,null,7008,null,174230,null,5642,null,163774,null,5882,null,157523,null,5253,null,0400000US42,Pennsylvania,42
247759,null,5390,null,9086,null,1405,null,6194,null,1251,null,6653,null,1227,null,10391,null,1741,null,8169,null,1347,null,11770,null,1702,null,11740,null,1705,null,9628,null,1564,null,9409,null,1324,null,17099,null,2045,null,28896,null,2681,null,41209,null,3028,null,30211,null,2245,null,17570,null,2019,null,16049,null,2005,null,13685,null,1928,null,0400000US44,Rhode Island,44
1142172,null,10246,null,64384,null,4486,null,44995,null,3967,null,53124,null,4108,null,61082,null,3918,null,56763,null,3293,null,57523,null,3679,null,60475,null,3870,null,56682,null,3324,null,55242,null,3713,null,103083,null,5165,null,137100,null,5591,null,167238,null,5499,null,97433,null,4634,null,44471,null,3492,null,45330,null,3319,null,37247,null,2770,null,0400000US45,South Carolina,45
206239,null,4077,null,8112,null,1217,null,5669,null,1156,null,7299,null,1050,null,8691,null,1466,null,9704,null,1435,null,11566,null,1507,null,10657,null,1426,null,10327,null,1357,null,10289,null,1176,null,20526,null,1923,null,32051,null,2373,null,34907,null,2194,null,15768,null,1655,null,6656,null,1043,null,7111,null,1211,null,6906,null,1074,null,0400000US46,South Dakota,46
1623272,null,13245,null,81927,null,4511,null,67674,null,4311,null,78953,null,4515,null,85601,null,4065,null,86563,null,4959,null,90367,null,5275,null,85379,null,4588,null,90148,null,4348,null,79779,null,4363,null,150733,null,5697,null,194824,null,6757,null,220399,null,7485,null,122813,null,5360,null,64944,null,3588,null,60447,null,2965,null,62721,null,3377,null,0400000US47,Tennessee,47
5868201,null,25101,null,284296,null,9114,null,224937,null,7348,null,274123,null,8515,null,308451,null,10094,null,283946,null,8663,null,300487,null,8448,null,276313,null,7654,null,279374,null,8377,null,259592,null,9203,null,494399,null,11199,null,626137,null,11319,null,811112,null,14927,null,524031,null,9640,null,299940,null,8063,null,313122,null,8199,null,307941,null,8146,null,0400000US48,Texas,48
632317,null,7233,null,16042,null,2352,null,13742,null,1752,null,18336,null,2225,null,21083,null,2093,null,24047,null,2232,null,29743,null,2658,null,31793,null,2929,null,30649,null,2726,null,32432,null,2172,null,66393,null,3130,null,87284,null,3751,null,105071,null,4238,null,66698,null,3900,null,35367,null,2495,null,29019,null,2094,null,24618,null,2321,null,0400000US49,Utah,49
160454,null,3355,null,5656,null,1158,null,4038,null,968,null,4451,null,801,null,5349,null,852,null,5716,null,900,null,9540,null,1354,null,6928,null,1016,null,8251,null,1027,null,7954,null,1161,null,16459,null,1711,null,21872,null,1559,null,27095,null,2221,null,16086,null,1614,null,8326,null,1106,null,7123,null,1054,null,5610,null,826,null,0400000US50,Vermont,50
1999409,null,13933,null,67427,null,4868,null,50548,null,4113,null,57978,null,4028,null,71280,null,4697,null,67713,null,4318,null,82564,null,5106,null,79156,null,4689,null,87893,null,4380,null,78143,null,4310,null,158206,null,6462,null,220477,null,7022,null,295445,null,8657,null,218671,null,6089,null,137246,null,5763,null,159406,null,5727,null,167256,null,5527,null,0400000US51,Virginia,51
1636755,null,14806,null,54337,null,3885,null,40835,null,3316,null,50499,null,3524,null,55777,null,3800,null,56328,null,3859,null,66951,null,4818,null,70703,null,3603,null,69140,null,4115,null,71201,null,4540,null,139780,null,5814,null,203384,null,6580,null,267523,null,7545,null,185103,null,5957,null,106259,null,3992,null,104888,null,4616,null,94047,null,4072,null,0400000US53,Washington,53
491152,null,6977,null,31065,null,3033,null,22282,null,2315,null,24805,null,2128,null,28848,null,3078,null,30158,null,2768,null,29422,null,2292,null,28398,null,2527,null,28823,null,2644,null,26797,null,2513,null,51586,null,3895,null,58404,null,3309,null,64028,null,3683,null,32504,null,2548,null,14334,null,1687,null,10931,null,1855,null,8767,null,1418,null,0400000US54,West Virginia,54
1467796,null,10918,null,46152,null,3927,null,31933,null,2080,null,42547,null,2854,null,57006,null,3038,null,64152,null,3384,null,68459,null,4079,null,68084,null,3892,null,72693,null,3337,null,67159,null,3135,null,137253,null,4329,null,202707,null,5936,null,260321,null,6076,null,158834,null,5790,null,77681,null,3153,null,59531,null,2720,null,53284,null,2719,null,0400000US55,Wisconsin,55
135678,null,3475,null,4016,null,910,null,2434,null,919,null,4049,null,1038,null,5609,null,1231,null,5676,null,1310,null,5913,null,1175,null,6362,null,1183,null,7209,null,1197,null,6574,null,1219,null,12415,null,1485,null,17400,null,1947,null,22153,null,2206,null,16357,null,1611,null,7740,null,1166,null,6895,null,1124,null,4876,null,951,null,0400000US56,Wyoming,56
878424,null,9462,null,220205,null,5866,null,102713,null,4307,null,93318,null,3980,null,72284,null,3225,null,64763,null,3030,null,52641,null,3283,null,46791,null,2942,null,37271,null,2738,null,30188,null,2323,null,45885,null,2517,null,44784,null,2861,null,31783,null,2553,null,17036,null,1551,null,6776,null,1075,null,5808,null,1106,null,6178,null,1078,null,0400000US72,Puerto Rico,72
