B19101_001E,B19101_001EA,B19101_001M,B19101_001MA,B19101_002E,B19101_002EA,B19101_002M,B19101_002MA,B19101_003E,B19101_003EA,B19101_003M,B19101_003MA,B19101_004E,B19101_004EA,B19101_004M,B19101_004MA,B19101_005E,B19101_005EA,B19101_005M,B19101_005MA,B19101_006E,B19101_006EA,B19101_006M,B19101_006MA,B19101_007E,B19101_007EA,B19101_007M,B19101_007MA,B19101_008E,B19101_008EA,B19101_008M,B19101_008MA,B19101_009E,B19101_009EA,B19101_009M,B19101_009MA,B19101_010E,B19101_010EA,B19101_010M,B19101_010MA,B19101_011E,B19101_011EA,B19101_011M,B19101_011MA,B19101_012E,B19101_012EA,B19101_012M,B19101_012MA,B19101_013E,B19101_013EA,B19101_013M,B19101_013MA,B19101_014E,B19101_014EA,B19101_014M,B19101_014MA,B19101_015E,B19101_015EA,B19101_015M,B19101_015MA,B19101_016E,B19101_016EA,B19101_016M,B19101_016MA,B19101_017E,B19101_017EA,B19101_017M,B19101_017MA,GEO_ID,NAME,state
1216612,null,11381,null,68541,null,4019,null,50417,null,3512,null,65827,null,3994,null,64297,null,4469,null,63956,null,3958,null,67494,null,3494,null,58887,null,3508,null,58863,null,4040,null,58658,null,3394,null,112045,null,4127,null,143650,null,6096,null,165093,null,5878,null,106639,null,4938,null,49768,null,2756,null,43013,null,2816,null,39464,null,2725,null,0400000US01,Alabama,01
157273,null,3920,null,3738,null,928,null,2516,null,597,null,2576,null,537,null,5871,null,1233,null,5449,null,1201,null,6352,null,1074,null,4734,null,866,null,6291,null,1230,null,6092,null,1282,null,11581,null,1551,null,18040,null,1898,null,27898,null,2287,null,21733,null,2035,null,14011,null,1541,null,11352,null,1575,null,9039,null,1237,null,0400000US02,Alaska,02
1489192,null,13955,null,67540,null,5289,null,47971,null,3753,null,55536,null,3925,null,64571,null,4161,null,72741,null,4877,null,77492,null,4750,null,72155,null,5091,null,74792,null,4600,null,71380,null,4522,null,132025,null,5768,null,179584,null,6009,null,219453,null,7754,null,141295,null,5288,null,78081,null,4328,null,68948,null,3581,null,65628,null,3774,null,0400000US04,Arizona,04
751956,null,8609,null,42871,null,3013,null,33474,null,3079,null,45132,null,3322,null,52291,null,3861,null,43819,null,2999,null,47430,null,3303,null,46764,null,3138,null,41283,null,3223,null,38131,null,3201,null,70099,null,4242,null,83448,null,4200,null,94126,null,4321,null,48744,null,3402,null,26086,null,2157,null,19884,null,1856,null,18374,null,1831,null,0400000US05,Arkansas,05
8265877,null,24391,null,305749,null,11588,null,259846,null,8719,null,330055,null,9347,null,357015,null,7699,null,332185,null,9736,null,346158,null,10755,null,340619,null,9761,null,343055,null,9071,null,322328,null,8312,null,614290,null,11203,null,850639,null,13668,null,1121345,null,15852,null,884650,null,13794,null,553580,null,12889,null,637211,null,12069,null,667152,null,10910,null,0400000US06,California,06
1208994,null,12292,null,38818,null,3861,null,32995,null,3404,null,38912,null,3520,null,44277,null,3839,null,47850,null,3388,null,50856,null,3500,null,50136,null,3479,null,51441,null,3770,null,48716,null,3561,null,99300,null,4340,null,143337,null,6299,null,187846,null,6379,null,132930,null,5390,null,80756,null,3388,null,82263,null,3913,null,78561,null,4008,null,0400000US08,Colorado,08
888825,null,8063,null,29531,null,3021,null,18104,null,2272,null,21151,null,2385,null,23585,null,2429,null,25913,null,2467,null,28658,null,3200,null,29927,null,3001,null,26426,null,2476,null,28105,null,2726,null,58394,null,3605,null,93821,null,4143,null,135504,null,6043,null,113809,null,4321,null,76708,null,4174,null,80994,null,4449,null,98195,null,4399,null,0400000US09,Connecticut,09
222044,null,4500,null,5388,null,1354,null,6017,null,1204,null,7384,null,1535,null,7600,null,1522,null,8663,null,1350,null,10919,null,1746,null,11355,null,1878,null,9639,null,1615,null,8324,null,1173,null,18672,null,2108,null,27847,null,2596,null,34608,null,2421,null,25996,null,2346,null,13944,null,1675,null,14647,null,1803,null,11041,null,1225,null,0400000US10,Delaware,10
107365,null,3934,null,9435,null,1518,null,3294,null,1130,null,3489,null,1031,null,2908,null,838,null,3859,null,1085,null,6269,null,1374,null,4821,null,1016,null,5414,null,1248,null,3286,null,944,null,7160,null,1504,null,7763,null,1352,null,10400,null,1723,null,7070,null,1469,null,6438,null,1289,null,8578,null,1148,null,17181,null,1931,null,0400000US11,District of Columbia,11
4577227,null,27336,null,188266,null,7095,null,153894,null,6647,null,192190,null,9198,null,234058,null,9900,null,239306,null,7981,null,251760,null,9294,null,238918,null,8997,null,243800,null,8646,null,215390,null,8373,null,422288,null,11525,null,534729,null,12627,null,632870,null,12920,null,389371,null,8401,null,215601,null,6910,null,206904,null,7179,null,217882,null,7442,null,0400000US12,Florida,12
2364041,null,20337,null,120236,null,6362,null,84381,null,5024,null,102082,null,5888,null,105394,null,6416,null,107578,null,6198,null,115023,null,5594,null,111673,null,5747,null,114271,null,7041,null,103892,null,5003,null,211588,null,6963,null,274775,null,9313,null,331653,null,9691,null,215455,null,7198,null,120681,null,5202,null,122059,null,5750,null,123300,null,5010,null,0400000US13,Georgia,13
