C17024_001E,C17024_001EA,C17024_001M,C17024_001MA,C17024_002E,C17024_002EA,C17024_002M,C17024_002MA,C17024_003E,C17024_003EA,C17024_003M,C17024_003MA,C17024_004E,C17024_004EA,C17024_004M,C17024_004MA,C17024_005E,C17024_005EA,C17024_005M,C17024_005MA,C17024_006E,C17024_006EA,C17024_006M,C17024_006MA,C17024_007E,C17024_007EA,C17024_007M,C17024_007MA,C17024_008E,C17024_008EA,C17024_008M,C17024_008MA,C17024_009E,C17024_009EA,C17024_009M,C17024_009MA,C17024_010E,C17024_010EA,C17024_010M,C17024_010MA,C17024_011E,C17024_011EA,C17024_011M,C17024_011MA,C17024_012E,C17024_012EA,C17024_012M,C17024_012MA,C17024_013E,C17024_013EA,C17024_013M,C17024_013MA,C17024_014E,C17024_014EA,C17024_014M,C17024_014MA,C17024_015E,C17024_015EA,C17024_015M,C17024_015MA,C17024_016E,C17024_016EA,C17024_016M,C17024_016MA,C17024_017E,C17024_017EA,C17024_017M,C17024_017MA,C17024_018E,C17024_018EA,C17024_018M,C17024_018MA,C17024_019E,C17024_019EA,C17024_019M,C17024_019MA,C17024_020E,C17024_020EA,C17024_020M,C17024_020MA,C17024_021E,C17024_021EA,C17024_021M,C17024_021MA,C17024_022E,C17024_022EA,C17024_022M,C17024_022MA,C17024_023E,C17024_023EA,C17024_023M,C17024_023MA,C17024_024E,C17024_024EA,C17024_024M,C17024_024MA,C17024_025E,C17024_025EA,C17024_025M,C17024_025MA,C17024_026E,C17024_026EA,C17024_026M,C17024_026MA,C17024_027E,C17024_027EA,C17024_027M,C17024_027MA,C17024_028E,C17024_028EA,C17024_028M,C17024_028MA,GEO_ID,NAME,state
4541756,null,2634,null,1106013,null,3781,null,106662,null,9432,null,133856,null,9661,null,71848,null,6857,null,178998,null,10482,null,201104,null,10827,null,153984,null,9490,null,98934,null,6770,null,160627,null,7074,null,2821781,null,3448,null,168276,null,8740,null,229856,null,11018,null,128449,null,8003,null,380705,null,12749,null,495117,null,14708,null,413403,null,13348,null,315187,null,12282,null,690788,null,15453,null,613962,null,2271,null,15373,null,1526,null,58812,null,3582,null,41466,null,3240,null,116311,null,5301,null,118365,null,4560,null,85858,null,4160,null,57184,null,3957,null,120593,null,5606,null,0400000US01,Alabama,01
669783,null,1041,null,176986,null,1606,null,7390,null,1680,null,12159,null,2211,null,8900,null,2227,null,24344,null,3344,null,30499,null,3733,null,32265,null,4426,null,20001,null,2568,null,41428,null,3941,null,445082,null,1611,null,16068,null,2297,null,18990,null,2594,null,13378,null,2194,null,43514,null,3707,null,62572,null,5249,null,64126,null,5719,null,55168,null,4955,null,171266,null,6722,null,47715,null,912,null,619,null,403,null,1170,null,455,null,908,null,332,null,5899,null,940,null,6462,null,1164,null,7652,null,1421,null,6341,null,1215,null,18664,null,1775,null,0400000US02,Alaska,02
6379266,null,4360,null,1680541,null,4845,null,155535,null,11657,null,193855,null,12280,null,113414,null,9843,null,291613,null,14910,null,315421,null,12239,null,223605,null,12207,null,141063,null,8529,null,246035,null,9345,null,3844309,null,3270,null,244573,null,12098,null,271066,null,12407,null,153110,null,9262,null,491223,null,16556,null,644614,null,18996,null,563927,null,18423,null,425879,null,15414,null,1049917,null,20183,null,854416,null,3030,null,22827,null,2879,null,51068,null,4408,null,39898,null,4294,null,135205,null,6765,null,163341,null,6776,null,131526,null,6327,null,92792,null,6026,null,217759,null,7366,null,0400000US04,Arizona,04
2774152,null,2142,null,691325,null,2799,null,73639,null,7228,null,98210,null,7476,null,49770,null,5060,null,141395,null,8847,null,120349,null,6460,null,80671,null,5179,null,51336,null,4553,null,75955,null,5060,null,1697563,null,3318,null,106640,null,5663,null,153865,null,8424,null,94676,null,7006,null,277089,null,11774,null,304267,null,12470,null,246484,null,9211,null,175628,null,8906,null,338914,null,11339,null,385264,null,2567,null,10686,null,1473,null,37511,null,2670,null,29502,null,2591,null,79746,null,4007,null,74433,null,4383,null,52569,null,3933,null,35245,null,2681,null,65572,null,3383,null,0400000US05,Arkansas,05
35984461,null,8122,null,9217948,null,8550,null,629702,null,25430,null,1071208,null,29584,null,566622,null,20296,null,1528285,null,31347,null,1555967,null,30556,null,1079992,null,25009,null,801381,null,19832,null,1984791,null,27645,null,22764550,null,7378,null,1207667,null,28139,null,1523361,null,30800,null,924518,null,26345,null,2829546,null,45479,null,3488589,null,48962,null,2855176,null,43534,null,2343619,null,33855,null,7592074,null,51965,null,4001963,null,7473,null,104173,null,6722,null,242007,null,9243,null,239359,null,8245,null,612448,null,15287,null,653164,null,12123,null,524743,null,12756,null,390576,null,11004,null,1235493,null,14253,null,0400000US06,California,06
4835406,null,2605,null,1190936,null,2973,null,65287,null,8306,null,114122,null,10064,null,60382,null,5960,null,173116,null,9385,null,223492,null,10022,null,162645,null,8459,null,122837,null,7332,null,269055,null,9713,null,3149165,null,2739,null,149424,null,8818,null,182598,null,9260,null,106465,null,7923,null,342205,null,12165,null,478805,null,15793,null,441389,null,15087,null,369872,null,14892,null,1078407,null,18622,null,495305,null,2323,null,14964,null,2410,null,26494,null,2358,null,26314,null,3229,null,72412,null,4019,null,86879,null,4850,null,67512,null,4490,null,54889,null,4263,null,145841,null,5222,null,0400000US08,Colorado,08
3390665,null,2405,null,799298,null,2790,null,44198,null,4963,null,55382,null,6093,null,24996,null,3850,null,79734,null,6576,null,114045,null,7055,null,109571,null,6682,null,96498,null,6964,null,274874,null,7677,null,2140683,null,1776,null,84945,null,5967,null,95880,null,7283,null,48123,null,4545,null,157544,null,8595,null,243327,null,10450,null,271086,null,10831,null,269233,null,11022,null,970545,null,14132,null,450684,null,1479,null,9757,null,1713,null,24644,null,2222,null,16779,null,1946,null,59716,null,3466,null,70264,null,5222,null,58107,null,3681,null,49893,null,4179,null,161524,null,5230,null,0400000US09,Connecticut,09
850832,null,828,null,204436,null,895,null,9213,null,2218,null,18520,null,3756,null,10053,null,2549,null,30969,null,4980,null,37324,null,4552,null,28108,null,3595,null,26960,null,3513,null,43289,null,3736,null,530009,null,1011,null,25226,null,3410,null,23208,null,3224,null,15027,null,3106,null,52590,null,5410,null,83486,null,5855,null,72357,null,5812,null,70127,null,5056,null,187988,null,6941,null,116387,null,879,null,2640,null,782,null,6287,null,1163,null,5150,null,1166,null,15901,null,1853,null,21092,null,2386,null,15901,null,1853,null,16195,null,1865,null,33221,null,2662,null,0400000US10,Delaware,10
561874,null,839,null,109538,null,1360,null,19339,null,3667,null,9026,null,2888,null,4508,null,1445,null,17971,null,3919,null,14572,null,3016,null,6155,null,1776,null,5691,null,1827,null,32276,null,3015,null,386022,null,1160,null,32631,null,3333,null,25666,null,3832,null,12413,null,2665,null,33913,null,4322,null,46675,null,5257,null,42435,null,4440,null,39097,null,4389,null,153192,null,5470,null,66314,null,617,null,2931,null,760,null,7176,null,1577,null,2054,null,683,null,7243,null,1277,null,9093,null,1521,null,7343,null,1674,null,6463,null,1517,null,24011,null,1784,null,0400000US11,District of Columbia,11
17923483,null,5659,null,3941632,null,8280,null,290930,null,16273,null,430354,null,14754,null,246162,null,14363,null,670986,null,20992,null,752814,null,19537,null,525533,null,15808,null,350196,null,14233,null,674657,null,17194,null,10877047,null,7615,null,612568,null,20235,null,713871,null,23592,null,432523,null,17082,null,1441875,null,26178,null,1949943,null,31224,null,1597075,null,31143,null,1235407,null,27807,null,2893785,null,37070,null,3104804,null,4399,null,90823,null,5937,null,232262,null,9570,null,158110,null,7045,null,502261,null,12748,null,570135,null,14648,null,461415,null,12339,null,308112,null,8383,null,781686,null,12917,null,0400000US12,Florida,12
