B25092_001E,B25092_001EA,B25092_001M,B25092_001MA,B25092_002E,B25092_002EA,B25092_002M,B25092_002MA,B25092_003E,B25092_003EA,B25092_003M,B25092_003MA,GEO_ID,NAME,state
18.1,null,0.2,null,21.7,null,0.2,null,11.3,null,0.3,null,0400000US01,Alabama,01
20.7,null,0.6,null,24.1,null,0.6,null,11.3,null,0.7,null,0400000US02,Alaska,02
22.5,null,0.3,null,26.7,null,0.3,null,10.9,null,0.3,null,0400000US04,Arizona,04
17.4,null,0.3,null,21.2,null,0.5,null,11.0,null,0.3,null,0400000US05,Arkansas,05
27.2,null,0.2,null,31.8,null,0.2,null,11.0,null,0.2,null,0400000US06,California,06
22.2,null,0.2,null,25.1,null,0.3,null,9.7,null,0.3,null,0400000US08,Colorado,08
24.3,null,0.3,null,26.7,null,0.3,null,16.2,null,0.5,null,0400000US09,Connecticut,09
21.3,null,0.5,null,25.1,null,0.7,null,11.0,null,0.8,null,0400000US10,Delaware,10
21.8,null,0.8,null,24.5,null,0.9,null,10.7,null,1.2,null,0400000US11,District of Columbia,11
24.4,null,0.2,null,29.8,null,0.2,null,13.7,null,0.2,null,0400000US12,Florida,12
20.9,null,0.2,null,23.9,null,0.2,null,10.6,null,0.3,null,0400000US13,Georgia,13
23.7,null,0.7,null,29.8,null,0.8,null,9.9,null,0.6,null,0400000US15,Hawaii,15
20.6,null,0.4,null,24.3,null,0.4,null,10.3,null,0.5,null,0400000US16,Idaho,16
22.5,null,0.2,null,25.7,null,0.2,null,13.6,null,0.2,null,0400000US17,Illinois,17
19.5,null,0.2,null,22.1,null,0.2,null,11.8,null,0.3,null,0400000US18,Indiana,18
18.2,null,0.2,null,21.2,null,0.2,null,11.7,null,0.2,null,0400000US19,Iowa,19
18.5,null,0.2,null,21.3,null,0.3,null,11.6,null,0.3,null,0400000US20,Kansas,20
18.1,null,0.2,null,21.8,null,0.3,null,10.5,null,0.3,null,0400000US21,Kentucky,21
16.9,null,0.3,null,21.3,null,0.4,null,10.1,null,0.3,null,0400000US22,Louisiana,22
21.9,null,0.4,null,25.1,null,0.5,null,13.9,null,0.4,null,0400000US23,Maine,23
23.4,null,0.2,null,25.9,null,0.3,null,12.7,null,0.3,null,0400000US24,Maryland,24
24.3,null,0.2,null,27.0,null,0.3,null,15.4,null,0.4,null,0400000US25,Massachusetts,25
21.9,null,0.1,null,24.8,null,0.1,null,13.6,null,0.2,null,0400000US26,Michigan,26
21.6,null,0.2,null,24.6,null,0.2,null,12.0,null,0.2,null,0400000US27,Minnesota,27
18.6,null,0.3,null,22.7,null,0.4,null,12.4,null,0.3,null,0400000US28,Mississippi,28
19.1,null,0.2,null,22.3,null,0.3,null,11.5,null,0.2,null,0400000US29,Missouri,29
18.9,null,0.5,null,24.0,null,0.5,null,11.9,null,0.5,null,0400000US30,Montana,30
19.3,null,0.3,null,22.2,null,0.3,null,12.5,null,0.4,null,0400000US31,Nebraska,31
26.0,null,0.5,null,29.7,null,0.5,null,11.1,null,0.5,null,0400000US32,Nevada,32
24.5,null,0.4,null,27.0,null,0.5,null,16.2,null,0.8,null,0400000US33,New Hampshire,33
26.3,null,0.2,null,28.7,null,0.2,null,18.5,null,0.3,null,0400000US34,New Jersey,34
18.6,null,0.3,null,23.4,null,0.4,null,10.0,10.0-,0.4,null,0400000US35,New Mexico,35
22.9,null,0.2,null,26.3,null,0.3,null,15.3,null,0.2,null,0400000US36,New York,36
19.8,null,0.2,null,23.1,null,0.2,null,11.3,null,0.2,null,0400000US37,North Carolina,37
16.9,null,0.4,null,20.7,null,0.7,null,11.2,null,0.5,null,0400000US38,North Dakota,38
20.6,null,0.1,null,23.3,null,0.2,null,13.1,null,0.2,null,0400000US39,Ohio,39
17.5,null,0.3,null,21.2,null,0.3,null,10.7,null,0.2,null,0400000US40,Oklahoma,40
23.0,null,0.3,null,26.9,null,0.4,null,12.6,null,0.3,null,0400000US41,Oregon,41
20.7,null,0.2,null,23.8,null,0.2,null,13.9,null,0.1,null,0400000US42,Pennsylvania,42
24.7,null,0.5,null,27.3,null,0.6,null,15.8,null,1.0,null,0400000US44,Rhode Island,44
18.5,null,0.2,null,22.6,null,0.3,null,10.5,null,0.3,null,0400000US45,South Carolina,45
18.4,null,0.4,null,22.5,null,0.6,null,11.2,null,0.5,null,0400000US46,South Dakota,46
19.0,null,0.2,null,23.2,null,0.2,null,10.6,null,0.2,null,0400000US47,Tennessee,47
19.4,null,0.2,null,23.0,null,0.2,null,12.2,null,0.1,null,0400000US48,Texas,48
21.3,null,0.3,null,24.7,null,0.3,null,8.9,null,0.3,null,0400000US49,Utah,49
23.3,null,0.4,null,25.8,null,0.6,null,16.4,null,0.8,null,0400000US50,Vermont,50
21.5,null,0.2,null,24.7,null,0.3,null,10.5,null,0.3,null,0400000US51,Virginia,51
23.3,null,0.2,null,26.9,null,0.3,null,11.8,null,0.2,null,0400000US53,Washington,53
15.1,null,0.3,null,20.2,null,0.5,null,9.1,null,0.3,null,0400000US54,West Virginia,54
21.8,null,0.2,null,24.5,null,0.2,null,13.8,null,0.3,null,0400000US55,Wisconsin,55
17.7,null,0.5,null,22.2,null,0.6,null,9.5,null,0.6,null,0400000US56,Wyoming,56
18.7,null,0.3,null,30.1,null,0.6,null,12.1,null,0.2,null,0400000US72,Puerto Rico,72
