B13004_001E,B13004_001EA,B13004_001M,B13004_001MA,B13004_002E,B13004_002EA,B13004_002M,B13004_002MA,B13004_003E,B13004_003EA,B13004_003M,B13004_003MA,B13004_004E,B13004_004EA,B13004_004M,B13004_004MA,B13004_005E,B13004_005EA,B13004_005M,B13004_005MA,B13004_006E,B13004_006EA,B13004_006M,B13004_006MA,B13004_007E,B13004_007EA,B13004_007M,B13004_007MA,B13004_008E,B13004_008EA,B13004_008M,B13004_008MA,B13004_009E,B13004_009EA,B13004_009M,B13004_009MA,B13004_010E,B13004_010EA,B13004_010M,B13004_010MA,B13004_011E,B13004_011EA,B13004_011M,B13004_011MA,GEO_ID,NAME,state
1129128,null,5968,null,66761,null,4643,null,39145,null,3437,null,27616,null,2654,null,5024,null,1236,null,22592,null,2557,null,1062367,null,7331,null,528021,null,8122,null,534346,null,11131,null,41197,null,3118,null,493149,null,10641,null,0400000US01,Alabama,01
170647,null,1904,null,12152,null,1661,null,7737,null,1476,null,4415,null,922,null,2735,null,725,null,1680,null,513,null,158495,null,2503,null,73478,null,3286,null,85017,null,3560,null,14872,null,1940,null,70145,null,3945,null,0400000US02,Alaska,02
1524624,null,6379,null,91466,null,5239,null,58421,null,4130,null,33045,null,3661,null,9548,null,1529,null,23497,null,3081,null,1433158,null,7183,null,648140,null,10664,null,785018,null,10982,null,99232,null,5147,null,685786,null,11371,null,0400000US04,Arizona,04
672326,null,4500,null,39647,null,3194,null,24511,null,2516,null,15136,null,2190,null,3608,null,824,null,11528,null,2138,null,632679,null,5379,null,324357,null,6789,null,308322,null,7846,null,33251,null,3066,null,275071,null,7739,null,0400000US05,Arkansas,05
9225613,null,13676,null,556334,null,13183,null,379428,null,9559,null,176906,null,8129,null,53282,null,4420,null,123624,null,6638,null,8669279,null,18909,null,3981328,null,22931,null,4687951,null,23939,null,531356,null,11724,null,4156595,null,23133,null,0400000US06,California,06
1233388,null,4769,null,72937,null,4380,null,54556,null,4254,null,18381,null,2364,null,5947,null,1317,null,12434,null,2111,null,1160451,null,6054,null,590114,null,8451,null,570337,null,10506,null,78638,null,4669,null,491699,null,10812,null,0400000US08,Colorado,08
841820,null,3742,null,42687,null,3393,null,29656,null,2647,null,13031,null,2187,null,4257,null,1241,null,8774,null,1690,null,799133,null,4985,null,376963,null,7082,null,422170,null,7196,null,56441,null,4141,null,365729,null,7133,null,0400000US09,Connecticut,09
211407,null,1787,null,10992,null,1528,null,6526,null,1084,null,4466,null,1130,null,1142,null,548,null,3324,null,1102,null,200415,null,2270,null,90852,null,3086,null,109563,null,3435,null,15042,null,2169,null,94521,null,3607,null,0400000US10,Delaware,10
160283,null,2087,null,6771,null,1404,null,3088,null,841,null,3683,null,1179,null,621,null,362,null,3062,null,1122,null,153512,null,2597,null,36597,null,2783,null,116915,null,3539,null,8866,null,1575,null,108049,null,3762,null,0400000US11,District of Columbia,11
4234746,null,8717,null,234872,null,8867,null,150352,null,7094,null,84520,null,5476,null,24013,null,2259,null,60507,null,4751,null,3999874,null,12533,null,1868549,null,16279,null,2131325,null,18269,null,269778,null,8901,null,1861547,null,17387,null,0400000US12,Florida,12
