C15002G_001E,C15002G_001EA,C15002G_001M,C15002G_001MA,C15002G_002E,C15002G_002EA,C15002G_002M,C15002G_002MA,C15002G_003E,C15002G_003EA,C15002G_003M,C15002G_003MA,C15002G_004E,C15002G_004EA,C15002G_004M,C15002G_004MA,C15002G_005E,C15002G_005EA,C15002G_005M,C15002G_005MA,C15002G_006E,C15002G_006EA,C15002G_006M,C15002G_006MA,C15002G_007E,C15002G_007EA,C15002G_007M,C15002G_007MA,C15002G_008E,C15002G_008EA,C15002G_008M,C15002G_008MA,C15002G_009E,C15002G_009EA,C15002G_009M,C15002G_009MA,C15002G_010E,C15002G_010EA,C15002G_010M,C15002G_010MA,C15002G_011E,C15002G_011EA,C15002G_011M,C15002G_011MA,GEO_ID,NAME,state
81016,null,4150,null,39941,null,2646,null,7564,null,1686,null,11082,null,1477,null,13719,null,2059,null,7576,null,1239,null,41075,null,2785,null,5749,null,1096,null,10009,null,1546,null,17601,null,2114,null,7716,null,1094,null,0400000US26,Michigan,26
31131,null,2502,null,16447,null,1799,null,1991,null,673,null,4793,null,935,null,5079,null,1017,null,4584,null,1106,null,14684,null,1488,null,1602,null,644,null,3195,null,694,null,6235,null,934,null,3652,null,686,null,0400000US27,Minnesota,27
9492,null,1541,null,5081,null,1191,null,897,null,448,null,1161,null,554,null,2197,null,721,null,826,null,470,null,4411,null,1080,null,774,null,367,null,1259,null,655,null,1605,null,668,null,773,null,496,null,0400000US28,Mississippi,28
47563,null,3846,null,23330,null,2454,null,4050,null,1269,null,6728,null,1208,null,7732,null,1289,null,4820,null,1030,null,24233,null,2495,null,3367,null,835,null,6691,null,1260,null,8663,null,1596,null,5512,null,1226,null,0400000US29,Missouri,29
9392,null,1483,null,4760,null,1056,null,641,null,347,null,1500,null,764,null,2210,null,614,null,409,null,278,null,4632,null,985,null,433,null,282,null,1288,null,514,null,2280,null,730,null,631,null,351,null,0400000US30,Montana,30
12065,null,1799,null,5597,null,1093,null,1111,null,568,null,1001,null,439,null,2077,null,708,null,1408,null,612,null,6468,null,1186,null,952,null,441,null,1647,null,718,null,2636,null,764,null,1233,null,478,null,0400000US31,Nebraska,31
33744,null,3271,null,16633,null,2007,null,2056,null,710,null,4202,null,1060,null,6527,null,1122,null,3848,null,1176,null,17111,null,2190,null,1951,null,645,null,4558,null,1071,null,6468,null,1431,null,4134,null,1162,null,0400000US32,Nevada,32
7846,null,1122,null,3790,null,864,null,373,null,344,null,994,null,351,null,1290,null,631,null,1133,null,539,null,4056,null,971,null,544,null,425,null,1086,null,513,null,1413,null,633,null,1013,null,403,null,0400000US33,New Hampshire,33
69698,null,5087,null,33721,null,3583,null,6736,null,1821,null,10987,null,1790,null,7050,null,1428,null,8948,null,1725,null,35977,null,2671,null,5775,null,1299,null,8093,null,1256,null,9972,null,1374,null,12137,null,1752,null,0400000US34,New Jersey,34
27796,null,3481,null,12239,null,2507,null,1930,null,856,null,4164,null,1148,null,4618,null,1201,null,1527,null,593,null,15557,null,1836,null,2401,null,770,null,3079,null,713,null,6182,null,1445,null,3895,null,1011,null,0400000US35,New Mexico,35
175257,null,9112,null,84210,null,6114,null,17127,null,2473,null,19478,null,2533,null,22863,null,3084,null,24742,null,2991,null,91047,null,4807,null,17045,null,2196,null,18810,null,2203,null,27541,null,2963,null,27651,null,2631,null,0400000US36,New York,36
52980,null,3821,null,24910,null,2356,null,4413,null,975,null,5214,null,1214,null,9200,null,1380,null,6083,null,1168,null,28070,null,2393,null,3334,null,883,null,5034,null,1313,null,12141,null,1789,null,7561,null,1325,null,0400000US37,North Carolina,37
2949,null,815,null,1634,null,669,null,284,null,307,null,439,null,251,null,253,null,189,null,658,null,454,null,1315,null,528,null,341,null,183,null,134,null,112,null,642,null,389,null,198,null,175,null,0400000US38,North Dakota,38
72552,null,4386,null,36208,null,3062,null,6211,null,1243,null,12860,null,1770,null,10515,null,1756,null,6622,null,1157,null,36344,null,2803,null,5965,null,1069,null,9884,null,1456,null,12507,null,1691,null,7988,null,1597,null,0400000US39,Ohio,39
111530,null,5384,null,54041,null,3464,null,8558,null,1491,null,19563,null,2073,null,15946,null,1703,null,9974,null,1520,null,57489,null,2915,null,10385,null,1518,null,16017,null,1703,null,20522,null,2283,null,10565,null,1333,null,0400000US40,Oklahoma,40
55674,null,3517,null,28828,null,2575,null,3814,null,866,null,8213,null,1455,null,10537,null,1357,null,6264,null,1281,null,26846,null,2056,null,3222,null,959,null,5920,null,849,null,10878,null,1639,null,6826,null,1212,null,0400000US41,Oregon,41
63966,null,4210,null,31922,null,2731,null,4424,null,1009,null,9986,null,1699,null,10165,null,1561,null,7347,null,1474,null,32044,null,2838,null,4788,null,1058,null,8054,null,1471,null,10824,null,1731,null,8378,null,1295,null,0400000US42,Pennsylvania,42
7032,null,1365,null,3415,null,940,null,1114,null,522,null,1550,null,711,null,372,null,249,null,379,null,275,null,3617,null,842,null,563,null,349,null,1073,null,509,null,1052,null,519,null,929,null,469,null,0400000US44,Rhode Island,44
25143,null,2848,null,12412,null,1953,null,2307,null,741,null,3465,null,1158,null,4728,null,1052,null,1912,null,622,null,12731,null,1806,null,1580,null,570,null,3308,null,909,null,4771,null,1033,null,3072,null,865,null,0400000US45,South Carolina,45
6102,null,1322,null,2351,null,823,null,313,null,225,null,571,null,308,null,1047,null,624,null,420,null,274,null,3751,null,1143,null,290,null,209,null,898,null,412,null,1602,null,849,null,961,null,462,null,0400000US46,South Dakota,46
38669,null,4004,null,18491,null,3055,null,4537,null,1471,null,5709,null,1436,null,4514,null,1026,null,3731,null,1217,null,20178,null,2261,null,4033,null,1250,null,4630,null,877,null,7669,null,1379,null,3846,null,949,null,0400000US47,Tennessee,47
198340,null,8250,null,95986,null,5454,null,18878,null,2585,null,21748,null,2452,null,31217,null,2783,null,24143,null,3042,null,102354,null,5237,null,18483,null,2359,null,22842,null,2362,null,37333,null,3404,null,23696,null,2662,null,0400000US48,Texas,48
17458,null,2315,null,9053,null,1532,null,611,null,360,null,2527,null,994,null,3995,null,1063,null,1920,null,657,null,8405,null,1391,null,974,null,655,null,1729,null,572,null,3468,null,1078,null,2234,null,845,null,0400000US49,Utah,49
4555,null,925,null,2268,null,562,null,532,null,283,null,602,null,334,null,539,null,346,null,595,null,347,null,2287,null,603,null,174,null,127,null,1082,null,510,null,618,null,296,null,413,null,200,null,0400000US50,Vermont,50
59255,null,4699,null,28401,null,3311,null,2663,null,856,null,5447,null,1447,null,10789,null,1855,null,9502,null,1765,null,30854,null,2810,null,2636,null,923,null,5253,null,1354,null,11305,null,1729,null,11660,null,1595,null,0400000US51,Virginia,51
103759,null,5041,null,51189,null,3750,null,6806,null,1519,null,12407,null,1577,null,20501,null,2595,null,11475,null,1481,null,52570,null,3367,null,5146,null,1328,null,11568,null,1572,null,22467,null,2131,null,13389,null,1956,null,0400000US53,Washington,53
9632,null,1531,null,4284,null,1014,null,858,null,402,null,1655,null,752,null,1380,null,576,null,391,null,289,null,5348,null,1024,null,1330,null,485,null,1352,null,484,null,1703,null,623,null,963,null,407,null,0400000US54,West Virginia,54
29079,null,3072,null,14463,null,1988,null,2219,null,679,null,4106,null,1103,null,5341,null,1152,null,2797,null,883,null,14616,null,1907,null,2334,null,799,null,4045,null,818,null,4529,null,961,null,3708,null,970,null,0400000US55,Wisconsin,55
5647,null,1013,null,2367,null,611,null,830,null,512,null,536,null,289,null,740,null,323,null,261,null,184,null,3280,null,829,null,432,null,331,null,757,null,398,null,1412,null,606,null,679,null,460,null,0400000US56,Wyoming,56
189230,null,8526,null,93755,null,5104,null,32725,null,3053,null,27785,null,3058,null,20991,null,2498,null,12254,null,1994,null,95475,null,5383,null,27741,null,2681,null,23448,null,2749,null,22160,null,2506,null,22126,null,2290,null,0400000US72,Puerto Rico,72
