B18106_001E,B18106_001EA,B18106_001M,B18106_001MA,B18106_002E,B18106_002EA,B18106_002M,B18106_002MA,B18106_003E,B18106_003EA,B18106_003M,B18106_003MA,B18106_004E,B18106_004EA,B18106_004M,B18106_004MA,B18106_005E,B18106_005EA,B18106_005M,B18106_005MA,B18106_006E,B18106_006EA,B18106_006M,B18106_006MA,B18106_007E,B18106_007EA,B18106_007M,B18106_007MA,B18106_008E,B18106_008EA,B18106_008M,B18106_008MA,B18106_009E,B18106_009EA,B18106_009M,B18106_009MA,B18106_010E,B18106_010EA,B18106_010M,B18106_010MA,B18106_011E,B18106_011EA,B18106_011M,B18106_011MA,B18106_012E,B18106_012EA,B18106_012M,B18106_012MA,B18106_013E,B18106_013EA,B18106_013M,B18106_013MA,B18106_014E,B18106_014EA,B18106_014M,B18106_014MA,B18106_015E,B18106_015EA,B18106_015M,B18106_015MA,B18106_016E,B18106_016EA,B18106_016M,B18106_016MA,B18106_017E,B18106_017EA,B18106_017M,B18106_017MA,B18106_018E,B18106_018EA,B18106_018M,B18106_018MA,B18106_019E,B18106_019EA,B18106_019M,B18106_019MA,B18106_020E,B18106_020EA,B18106_020M,B18106_020MA,B18106_021E,B18106_021EA,B18106_021M,B18106_021MA,B18106_022E,B18106_022EA,B18106_022M,B18106_022MA,B18106_023E,B18106_023EA,B18106_023M,B18106_023MA,B18106_024E,B18106_024EA,B18106_024M,B18106_024MA,B18106_025E,B18106_025EA,B18106_025M,B18106_025MA,B18106_026E,B18106_026EA,B18106_026M,B18106_026MA,B18106_027E,B18106_027EA,B18106_027M,B18106_027MA,B18106_028E,B18106_028EA,B18106_028M,B18106_028MA,B18106_029E,B18106_029EA,B18106_029M,B18106_029MA,B18106_030E,B18106_030EA,B18106_030M,B18106_030MA,B18106_031E,B18106_031EA,B18106_031M,B18106_031MA,B18106_032E,B18106_032EA,B18106_032M,B18106_032MA,B18106_033E,B18106_033EA,B18106_033M,B18106_033MA,GEO_ID,NAME,state
4267052,null,3253,null,2041960,null,5202,null,416043,null,3025,null,3998,null,1022,null,412045,null,3319,null,505102,null,4022,null,5568,null,1276,null,499534,null,4249,null,864784,null,4785,null,28860,null,2476,null,835924,null,5519,null,153316,null,1653,null,8826,null,1353,null,144490,null,2111,null,102715,null,1606,null,17852,null,1711,null,84863,null,2275,null,2225092,null,4620,null,396556,null,3218,null,3143,null,917,null,393413,null,3273,null,525076,null,2778,null,5018,null,1208,null,520058,null,2953,null,945529,null,3566,null,36425,null,3123,null,909104,null,4290,null,186499,null,1459,null,13823,null,1873,null,172676,null,2085,null,171432,null,1989,null,36708,null,2927,null,134724,null,2790,null,0400000US01,Alabama,01
607460,null,2805,null,306835,null,2648,null,65511,null,1564,null,544,null,296,null,64967,null,1555,null,84325,null,3055,null,1162,null,547,null,83163,null,3154,null,133862,null,2532,null,3195,null,998,null,130667,null,2647,null,15814,null,715,null,844,null,385,null,14970,null,803,null,7323,null,667,null,715,null,422,null,6608,null,629,null,300625,null,1902,null,63296,null,1358,null,275,null,327,null,63021,null,1464,null,78834,null,1426,null,880,null,839,null,77954,null,1533,null,133917,null,1602,null,3780,null,987,null,130137,null,1859,null,15146,null,916,null,819,null,469,null,14327,null,889,null,9432,null,800,null,1740,null,531,null,7692,null,805,null,0400000US02,Alaska,02
5887465,null,3355,null,2915769,null,3714,null,611412,null,2337,null,6696,null,1338,null,604716,null,2762,null,760069,null,2900,null,7518,null,1888,null,752551,null,3158,null,1159797,null,3106,null,25402,null,2972,null,1134395,null,4313,null,208608,null,1644,null,8064,null,1639,null,200544,null,1872,null,175883,null,1573,null,18464,null,2312,null,157419,null,2811,null,2971696,null,2975,null,579108,null,1887,null,3973,null,1095,null,575135,null,2332,null,718221,null,2240,null,4997,null,1366,null,713224,null,2548,null,1204442,null,2651,null,31703,null,3433,null,1172739,null,4172,null,235875,null,1171,null,8525,null,1506,null,227350,null,1813,null,234050,null,1835,null,31230,null,2851,null,202820,null,3299,null,0400000US04,Arizona,04
2602546,null,2977,null,1262389,null,4113,null,257228,null,2720,null,4851,null,1316,null,252377,null,2939,null,309705,null,3083,null,4065,null,1219,null,305640,null,3245,null,528281,null,3628,null,19865,null,2262,null,508416,null,4335,null,98686,null,1532,null,5898,null,1318,null,92788,null,1787,null,68489,null,1341,null,8722,null,1295,null,59767,null,1604,null,1340157,null,4074,null,245179,null,2689,null,2359,null,836,null,242820,null,2787,null,315840,null,3093,null,3907,null,1352,null,311933,null,3629,null,561049,null,2688,null,24913,null,2337,null,536136,null,3139,null,113037,null,1739,null,6783,null,1086,null,106254,null,2129,null,105052,null,2073,null,20961,null,2387,null,84091,null,2792,null,0400000US05,Arkansas,05
33468064,null,6858,null,16561048,null,8838,null,3403852,null,4110,null,34153,null,3270,null,3369699,null,5109,null,4499199,null,8391,null,36403,null,3422,null,4462796,null,8453,null,6932716,null,7527,null,130026,null,6720,null,6802690,null,9078,null,969273,null,2877,null,42924,null,3453,null,926349,null,4560,null,756008,null,2907,null,98132,null,5699,null,657876,null,5804,null,16907016,null,7657,null,3251326,null,4176,null,21574,null,2416,null,3229752,null,4839,null,4313909,null,5742,null,29081,null,3218,null,4284828,null,7103,null,7065042,null,6019,null,158925,null,5380,null,6906117,null,8218,null,1137766,null,2876,null,74282,null,4328,null,1063484,null,5138,null,1138973,null,5806,null,214509,null,7891,null,924464,null,9217,null,0400000US06,California,06
4497535,null,2707,null,2243142,null,3459,null,432393,null,2383,null,2852,null,993,null,429541,null,2585,null,601313,null,3700,null,3069,null,986,null,598244,null,3873,null,990584,null,3787,null,14945,null,2123,null,975639,null,4414,null,131966,null,1466,null,5981,null,1200,null,125985,null,1661,null,86886,null,1722,null,9051,null,1396,null,77835,null,2286,null,2254393,null,3134,null,415674,null,2365,null,1869,null,642,null,413805,null,2448,null,567093,null,2765,null,2384,null,1025,null,564709,null,2889,null,995173,null,2915,null,17663,null,2230,null,977510,null,3400,null,146073,null,1958,null,5162,null,977,null,140911,null,2023,null,130380,null,2316,null,17824,null,1851,null,112556,null,2425,null,0400000US08,Colorado,08
3230191,null,1764,null,1565907,null,2476,null,306759,null,2097,null,2160,null,735,null,304599,null,2330,null,357464,null,2181,null,3117,null,1096,null,354347,null,2343,null,711100,null,2580,null,12264,null,1957,null,698836,null,3125,null,107426,null,986,null,2899,null,753,null,104527,null,1133,null,83158,null,970,null,8086,null,1214,null,75072,null,1588,null,1664284,null,2073,null,292555,null,1322,null,2087,null,842,null,290468,null,1659,null,356323,null,1730,null,1080,null,478,null,355243,null,1837,null,755306,null,2145,null,13693,null,1927,null,741613,null,2880,null,125361,null,1415,null,4913,null,829,null,120448,null,1551,null,134739,null,1834,null,19230,null,2001,null,115509,null,2543,null,0400000US09,Connecticut,09
796329,null,1864,null,381798,null,1790,null,74660,null,720,null,1270,null,693,null,73390,null,1008,null,89565,null,1429,null,872,null,587,null,88693,null,1470,null,166308,null,1073,null,3848,null,1120,null,162460,null,1555,null,29052,null,609,null,1288,null,429,null,27764,null,772,null,22213,null,496,null,1609,null,523,null,20604,null,663,null,414531,null,1275,null,71581,null,740,null,350,null,281,null,71231,null,771,null,95722,null,851,null,471,null,287,null,95251,null,926,null,182106,null,827,null,4604,null,892,null,177502,null,1230,null,34317,null,634,null,1540,null,469,null,32777,null,751,null,30805,null,702,null,3668,null,869,null,27137,null,1012,null,0400000US10,Delaware,10
544104,null,684,null,253049,null,1247,null,37615,null,913,null,49,null,81,null,37566,null,939,null,83871,null,859,null,327,null,331,null,83544,null,920,null,105741,null,821,null,2138,null,686,null,103603,null,1066,null,15046,null,987,null,741,null,432,null,14305,null,1002,null,10776,null,537,null,1366,null,484,null,9410,null,622,null,291055,null,1178,null,37288,null,388,null,68,null,114,null,37220,null,413,null,96804,null,565,null,465,null,415,null,96339,null,706,null,116471,null,482,null,3125,null,1046,null,113346,null,1176,null,20382,null,605,null,664,null,425,null,19718,null,758,null,20110,null,882,null,3474,null,876,null,16636,null,1072,null,0400000US11,District of Columbia,11
16856491,null,4889,null,8171649,null,8291,null,1462060,null,4662,null,14914,null,1919,null,1447146,null,4939,null,1889246,null,8458,null,14771,null,2250,null,1874475,null,8545,null,3443740,null,6897,null,80112,null,5765,null,3363628,null,9072,null,706973,null,3011,null,27707,null,2855,null,679266,null,3969,null,669630,null,2779,null,64078,null,4702,null,605552,null,4800,null,8684842,null,7682,null,1394920,null,4945,null,8591,null,1562,null,1386329,null,4922,null,1873727,null,5592,null,14347,null,2676,null,1859380,null,6096,null,3687994,null,5046,null,92150,null,5668,null,3595844,null,6519,null,819771,null,2690,null,35200,null,2771,null,784571,null,3941,null,908430,null,3467,null,129426,null,5895,null,779004,null,6674,null,0400000US12,Florida,12
8741858,null,4762,null,4222910,null,7284,null,921054,null,5007,null,9242,null,1818,null,911812,null,5377,null,1079656,null,6688,null,8403,null,1816,null,1071253,null,6985,null,1826577,null,6646,null,38323,null,3648,null,1788254,null,7680,null,251466,null,3163,null,12383,null,1649,null,239083,null,3623,null,144157,null,2519,null,15313,null,1820,null,128844,null,2881,null,4518948,null,6516,null,883421,null,4535,null,5698,null,1437,null,877723,null,4406,null,1118412,null,5319,null,6317,null,1177,null,1112095,null,5232,null,1962301,null,7152,null,46818,null,3543,null,1915483,null,7570,null,304990,null,3025,null,17514,null,2173,null,287476,null,3759,null,249824,null,3390,null,53741,null,3899,null,196083,null,4136,null,0400000US13,Georgia,13
1150908,null,3950,null,563136,null,4324,null,103531,null,2302,null,402,null,249,null,103129,null,2355,null,132794,null,3379,null,348,null,316,null,132446,null,3438,null,246134,null,1959,null,4405,null,1194,null,241729,null,2453,null,41666,null,605,null,1154,null,406,null,40512,null,698,null,39011,null,647,null,4031,null,965,null,34980,null,1130,null,587772,null,3131,null,95205,null,2066,null,227,null,170,null,94978,null,2054,null,135416,null,1733,null,447,null,297,null,134969,null,1801,null,252080,null,1337,null,3823,null,972,null,248257,null,1664,null,47654,null,581,null,1283,null,659,null,46371,null,888,null,57417,null,891,null,6454,null,1100,null,50963,null,1423,null,0400000US15,Hawaii,15
1377660,null,2063,null,688555,null,3290,null,149324,null,1518,null,1266,null,576,null,148058,null,1615,null,179617,null,2575,null,855,null,510,null,178762,null,2588,null,279278,null,2367,null,5529,null,1054,null,273749,null,2638,null,46792,null,626,null,2070,null,740,null,44722,null,950,null,33544,null,868,null,4225,null,848,null,29319,null,1035,null,689105,null,3222,null,142519,null,1461,null,887,null,368,null,141632,null,1556,null,171385,null,1621,null,1655,null,847,null,169730,null,1657,null,282000,null,2487,null,6561,null,1313,null,275439,null,2686,null,48377,null,862,null,3215,null,797,null,45162,null,1102,null,44824,null,1186,null,6640,null,1421,null,38184,null,1819,null,0400000US16,Idaho,16
