B14004_001E,B14004_001EA,B14004_001M,B14004_001MA,B14004_002E,B14004_002EA,B14004_002M,B14004_002MA,B14004_003E,B14004_003EA,B14004_003M,B14004_003MA,B14004_004E,B14004_004EA,B14004_004M,B14004_004MA,B14004_005E,B14004_005EA,B14004_005M,B14004_005MA,B14004_006E,B14004_006EA,B14004_006M,B14004_006MA,B14004_007E,B14004_007EA,B14004_007M,B14004_007MA,B14004_008E,B14004_008EA,B14004_008M,B14004_008MA,B14004_009E,B14004_009EA,B14004_009M,B14004_009MA,B14004_010E,B14004_010EA,B14004_010M,B14004_010MA,B14004_011E,B14004_011EA,B14004_011M,B14004_011MA,B14004_012E,B14004_012EA,B14004_012M,B14004_012MA,B14004_013E,B14004_013EA,B14004_013M,B14004_013MA,B14004_014E,B14004_014EA,B14004_014M,B14004_014MA,B14004_015E,B14004_015EA,B14004_015M,B14004_015MA,B14004_016E,B14004_016EA,B14004_016M,B14004_016MA,B14004_017E,B14004_017EA,B14004_017M,B14004_017MA,B14004_018E,B14004_018EA,B14004_018M,B14004_018MA,B14004_019E,B14004_019EA,B14004_019M,B14004_019MA,B14004_020E,B14004_020EA,B14004_020M,B14004_020MA,B14004_021E,B14004_021EA,B14004_021M,B14004_021MA,B14004_022E,B14004_022EA,B14004_022M,B14004_022MA,B14004_023E,B14004_023EA,B14004_023M,B14004_023MA,B14004_024E,B14004_024EA,B14004_024M,B14004_024MA,B14004_025E,B14004_025EA,B14004_025M,B14004_025MA,B14004_026E,B14004_026EA,B14004_026M,B14004_026MA,B14004_027E,B14004_027EA,B14004_027M,B14004_027MA,B14004_028E,B14004_028EA,B14004_028M,B14004_028MA,B14004_029E,B14004_029EA,B14004_029M,B14004_029MA,B14004_030E,B14004_030EA,B14004_030M,B14004_030MA,B14004_031E,B14004_031EA,B14004_031M,B14004_031MA,B14004_032E,B14004_032EA,B14004_032M,B14004_032MA,B14004_033E,B14004_033EA,B14004_033M,B14004_033MA,GEO_ID,NAME,state
3735070,null,2776,null,1784934,null,3194,null,97741,null,4424,null,541,null,424,null,62625,null,4374,null,23870,null,2601,null,10705,null,1530,null,19346,null,3268,null,55,null,79,null,10042,null,2701,null,3598,null,864,null,5651,null,1204,null,1667847,null,6081,null,99104,null,1904,null,161087,null,5198,null,270774,null,4571,null,1136882,null,3959,null,1950136,null,2827,null,142087,null,6299,null,1229,null,1229,null,81265,null,4768,null,35230,null,3297,null,24363,null,2579,null,25342,null,3494,null,0,null,271,null,14442,null,3199,null,3780,null,897,null,7120,null,1169,null,1782707,null,6703,null,93451,null,2375,null,132730,null,5177,null,261165,null,4156,null,1295361,null,3859,null,0400000US01,Alabama,01
537334,null,1673,null,280866,null,1780,null,21307,null,2715,null,36,null,62,null,9448,null,1635,null,6046,null,1636,null,5777,null,1229,null,3405,null,1455,null,0,null,240,null,1477,null,985,null,1156,null,644,null,772,null,336,null,256154,null,3540,null,16688,null,1341,null,35218,null,2585,null,45150,null,2212,null,159098,null,2187,null,256468,null,1173,null,21898,null,2256,null,254,null,229,null,9341,null,1591,null,5042,null,963,null,7261,null,1319,null,4972,null,1122,null,0,null,240,null,1803,null,765,null,1114,null,516,null,2055,null,675,null,229598,null,2503,null,14822,null,861,null,23346,null,2015,null,40616,null,2048,null,150814,null,2058,null,0400000US02,Alaska,02
5065307,null,1822,null,2522771,null,2326,null,150292,null,6330,null,1224,null,508,null,85223,null,5303,null,37686,null,3793,null,26159,null,2452,null,31142,null,3428,null,500,null,477,null,10747,null,1906,null,7952,null,1703,null,11943,null,1880,null,2341337,null,7345,null,138586,null,1703,null,219152,null,5400,null,444007,null,4546,null,1539592,null,3777,null,2542536,null,1883,null,189473,null,7634,null,1273,null,609,null,96592,null,4864,null,47248,null,3940,null,44360,null,3602,null,39437,null,3659,null,79,null,128,null,10786,null,2345,null,12401,null,2035,null,16171,null,2133,null,2313626,null,8698,null,131145,null,1298,null,177453,null,4755,null,380124,null,4870,null,1624904,null,4693,null,0400000US04,Arizona,04
2273362,null,2617,null,1098677,null,3077,null,55420,null,4379,null,356,null,362,null,34799,null,3674,null,12322,null,2056,null,7943,null,1363,null,12956,null,2578,null,0,null,269,null,9124,null,2533,null,2062,null,741,null,1770,null,739,null,1030301,null,5185,null,61141,null,1902,null,101052,null,4840,null,166422,null,4278,null,701686,null,3445,null,1174685,null,3009,null,79226,null,4794,null,478,null,299,null,40608,null,3285,null,18911,null,2375,null,19229,null,2384,null,18281,null,3231,null,189,null,238,null,9914,null,2602,null,3358,null,947,null,4820,null,1290,null,1077178,null,5721,null,58732,null,1833,null,84155,null,3949,null,162232,null,3359,null,772059,null,3669,null,0400000US05,Arkansas,05
29026913,null,3327,null,14424723,null,4146,null,1075424,null,16742,null,9368,null,1725,null,663969,null,12206,null,230831,null,8927,null,171256,null,7058,null,256865,null,10201,null,1189,null,405,null,113639,null,6760,null,74748,null,5278,null,67289,null,3894,null,13092434,null,19997,null,823011,null,3605,null,1226818,null,13499,null,2419722,null,10672,null,8622883,null,9335,null,14602190,null,3275,null,1299909,null,19039,null,13506,null,2171,null,732886,null,12600,null,283527,null,8977,null,269990,null,8498,null,326026,null,10516,null,2039,null,943,null,143855,null,8074,null,90390,null,4683,null,89742,null,4040,null,12976255,null,20972,null,783831,null,3389,null,984326,null,12053,null,2118062,null,11519,null,9090036,null,10211,null,0400000US06,California,06
3932272,null,2038,null,1973373,null,3034,null,124581,null,5397,null,595,null,407,null,78287,null,4414,null,29045,null,3006,null,16654,null,1711,null,30246,null,3850,null,230,null,186,null,10043,null,1777,null,9664,null,2303,null,10309,null,1556,null,1818546,null,6122,null,99846,null,1338,null,159557,null,4578,null,347709,null,4565,null,1211434,null,3982,null,1958899,null,3413,null,152983,null,5809,null,855,null,423,null,82075,null,4307,null,37011,null,2974,null,33042,null,2939,null,38601,null,3188,null,114,null,148,null,13764,null,2316,null,10366,null,1540,null,14357,null,1688,null,1767315,null,6403,null,97942,null,1807,null,125938,null,4477,null,303429,null,4089,null,1240006,null,3835,null,0400000US08,Colorado,08
2839699,null,1329,null,1370107,null,1825,null,69170,null,4886,null,376,null,219,null,44312,null,3876,null,14483,null,2161,null,9999,null,1581,null,47137,null,4252,null,315,null,325,null,29191,null,3101,null,9624,null,1783,null,8007,null,1584,null,1253800,null,5770,null,76154,null,1252,null,93789,null,3230,null,179894,null,2953,null,903963,null,3150,null,1469592,null,1562,null,84843,null,4011,null,636,null,317,null,47783,null,3370,null,17188,null,2132,null,19236,null,2067,null,59425,null,4249,null,572,null,406,null,35897,null,3179,null,11032,null,1709,null,11924,null,1647,null,1325324,null,5919,null,71681,null,1055,null,74676,null,3676,null,171166,null,2851,null,1007801,null,3539,null,0400000US09,Connecticut,09
702906,null,499,null,336121,null,897,null,22290,null,2670,null,82,null,104,null,13893,null,1930,null,4066,null,1107,null,4249,null,1238,null,5814,null,1220,null,0,null,263,null,2636,null,883,null,1191,null,621,null,1987,null,751,null,308017,null,2865,null,17983,null,708,null,26734,null,1973,null,47240,null,1392,null,216060,null,1516,null,366785,null,776,null,28679,null,2559,null,161,null,229,null,17560,null,1961,null,5932,null,1367,null,5026,null,1063,null,7958,null,1464,null,0,null,263,null,3148,null,1036,null,1164,null,446,null,3646,null,878,null,330148,null,2755,null,17714,null,666,null,21184,null,1816,null,48426,null,1533,null,242824,null,1533,null,0400000US10,Delaware,10
499036,null,287,null,232164,null,574,null,9314,null,1775,null,204,null,338,null,3678,null,1135,null,3114,null,1016,null,2318,null,849,null,20269,null,2542,null,328,null,337,null,13350,null,1968,null,5372,null,1395,null,1219,null,539,null,202581,null,2721,null,9021,null,504,null,18293,null,1704,null,43365,null,1624,null,131902,null,1022,null,266872,null,585,null,9270,null,1793,null,58,null,98,null,4350,null,1085,null,2014,null,844,null,2848,null,810,null,25024,null,2383,null,57,null,95,null,16608,null,1852,null,5576,null,1221,null,2783,null,921,null,232578,null,2908,null,9506,null,401,null,19815,null,1965,null,48915,null,1580,null,154342,null,1264,null,0400000US11,District of Columbia,11
15023092,null,5532,null,7305655,null,7959,null,358144,null,10290,null,2832,null,908,null,219556,null,7918,null,79060,null,5530,null,56696,null,3334,null,115514,null,7699,null,584,null,426,null,53849,null,5906,null,29085,null,3142,null,31996,null,3182,null,6831997,null,12624,null,356082,null,3722,null,567512,null,10833,null,1047431,null,8444,null,4860972,null,7848,null,7717437,null,5192,null,492531,null,13161,null,4462,null,1339,null,276661,null,8180,null,109938,null,6016,null,101470,null,5908,null,165298,null,8204,null,2047,null,1518,null,68224,null,5403,null,44629,null,4076,null,50398,null,3246,null,7059608,null,16116,null,332131,null,3163,null,439740,null,8817,null,949399,null,8400,null,5338338,null,8860,null,0400000US12,Florida,12
7561173,null,4493,null,3673622,null,5424,null,194087,null,7809,null,1821,null,754,null,120218,null,6366,null,42395,null,3512,null,29653,null,2758,null,61515,null,5171,null,458,null,377,null,29380,null,4085,null,16932,null,2601,null,14745,null,2019,null,3418020,null,10720,null,208830,null,3954,null,347561,null,9467,null,612783,null,7372,null,2248846,null,7359,null,3887551,null,4810,null,272119,null,8755,null,1616,null,638,null,143085,null,6084,null,65849,null,4446,null,61569,null,3563,null,97820,null,7641,null,849,null,645,null,43886,null,5388,null,25146,null,3064,null,27939,null,2784,null,3517612,null,11011,null,204333,null,3282,null,267265,null,6845,null,583348,null,6847,null,2462666,null,6981,null,0400000US13,Georgia,13
1052486,null,1649,null,526221,null,1102,null,31673,null,3073,null,75,null,93,null,17345,null,2200,null,9809,null,1955,null,4444,null,1022,null,9800,null,1790,null,39,null,64,null,3099,null,999,null,3985,null,1300,null,2677,null,927,null,484748,null,3358,null,24713,null,1051,null,51176,null,2417,null,77046,null,3074,null,331813,null,2210,null,526265,null,1772,null,34672,null,3082,null,292,null,281,null,18558,null,2226,null,7805,null,1225,null,8017,null,1205,null,12410,null,1959,null,0,null,275,null,5475,null,1295,null,3723,null,1165,null,3212,null,897,null,479183,null,3912,null,23773,null,1714,null,34895,null,2508,null,69770,null,2119,null,350745,null,1574,null,0400000US15,Hawaii,15
1179440,null,1637,null,588872,null,1858,null,35874,null,2721,null,131,null,165,null,18732,null,2082,null,10943,null,1760,null,6068,null,1151,null,12168,null,2043,null,0,null,259,null,6589,null,1977,null,3380,null,877,null,2199,null,738,null,540830,null,4002,null,35566,null,1080,null,53959,null,2773,null,92030,null,2666,null,359275,null,2376,null,590568,null,1806,null,39237,null,2959,null,791,null,433,null,18905,null,2133,null,9191,null,1454,null,10350,null,1508,null,13867,null,2321,null,0,null,259,null,8140,null,1758,null,2155,null,836,null,3572,null,968,null,537464,null,3048,null,32872,null,1070,null,44593,null,2442,null,90496,null,1816,null,369503,null,2118,null,0400000US16,Idaho,16
10269170,null,2777,null,5009569,null,3726,null,286053,null,8575,null,1476,null,517,null,190217,null,6784,null,57241,null,4260,null,37119,null,2852,null,137905,null,6646,null,374,null,327,null,83567,null,5241,null,29138,null,2794,null,24826,null,2673,null,4585611,null,8885,null,277490,null,2305,null,408079,null,7411,null,809312,null,6049,null,3090730,null,4825,null,5259601,null,3650,null,351965,null,8162,null,2248,null,726,null,201809,null,6141,null,75595,null,4278,null,72313,null,4114,null,186223,null,10876,null,780,null,483,null,105474,null,9500,null,41814,null,3337,null,38155,null,2882,null,4721413,null,13075,null,266002,null,2144,null,338407,null,6942,null,743878,null,6415,null,3373126,null,8243,null,0400000US17,Illinois,17
5065862,null,3014,null,2466787,null,3043,null,148643,null,5419,null,840,null,465,null,91870,null,4497,null,35083,null,2904,null,20850,null,2088,null,38121,null,4259,null,237,null,363,null,23442,null,3804,null,7134,null,1557,null,7308,null,1503,null,2280023,null,6595,null,137112,null,2059,null,199235,null,4985,null,384403,null,4010,null,1559273,null,4170,null,2599075,null,2681,null,178058,null,6626,null,456,null,293,null,97852,null,4534,null,43745,null,3296,null,36005,null,2877,null,57509,null,4629,null,0,null,265,null,34608,null,3882,null,10416,null,1571,null,12485,null,1569,null,2363508,null,7018,null,134177,null,1642,null,168613,null,4435,null,359015,null,4025,null,1701703,null,4522,null,0400000US18,Indiana,18
2418896,null,2129,null,1182697,null,2367,null,73036,null,3763,null,500,null,420,null,50302,null,2988,null,14941,null,1861,null,7293,null,1085,null,25292,null,3124,null,25,null,42,null,16921,null,2479,null,4080,null,905,null,4266,null,1092,null,1084369,null,4161,null,63024,null,1410,null,93627,null,3394,null,167615,null,3151,null,760103,null,2724,null,1236199,null,2218,null,82483,null,3725,null,342,null,281,null,48731,null,2749,null,18638,null,1758,null,14772,null,1665,null,39826,null,3536,null,130,null,157,null,26270,null,3214,null,5398,null,907,null,8028,null,1345,null,1113890,null,4916,null,61799,null,1324,null,78001,null,3226,null,153095,null,2660,null,820995,null,2679,null,0400000US19,Iowa,19
2218840,null,2056,null,1091161,null,2556,null,76563,null,4306,null,224,null,210,null,47999,null,3616,null,17464,null,2001,null,10876,null,1588,null,18418,null,2021,null,0,null,244,null,8780,null,1648,null,4663,null,1099,null,4975,null,1115,null,996180,null,4844,null,57869,null,1542,null,98434,null,4151,null,165785,null,3451,null,674092,null,2928,null,1127679,null,2408,null,95512,null,5357,null,695,null,398,null,57922,null,3789,null,19470,null,1903,null,17425,null,1787,null,17406,null,1935,null,0,null,244,null,7107,null,1633,null,4705,null,991,null,5594,null,1105,null,1014761,null,5746,null,57427,null,1752,null,75933,null,3751,null,151854,null,2911,null,729547,null,3320,null,0400000US20,Kansas,20
3435315,null,3001,null,1661514,null,4473,null,85458,null,5136,null,1174,null,585,null,53524,null,4101,null,18998,null,2235,null,11762,null,1667,null,23887,null,3325,null,21,null,38,null,11912,null,2906,null,5973,null,1201,null,5981,null,1225,null,1552169,null,6604,null,88445,null,2313,null,131740,null,4509,null,261056,null,3433,null,1070928,null,4786,null,1773801,null,4164,null,120323,null,5608,null,422,null,274,null,65384,null,3487,null,29678,null,3260,null,24839,null,2488,null,28656,null,3355,null,593,null,634,null,13034,null,2718,null,7348,null,1286,null,7681,null,1150,null,1624822,null,6601,null,83954,null,2248,null,112190,null,3907,null,246706,null,4077,null,1181972,null,4658,null,0400000US21,Kentucky,21
3493783,null,2786,null,1669933,null,3499,null,89136,null,5893,null,411,null,240,null,60497,null,4740,null,16820,null,2686,null,11408,null,1793,null,18414,null,2600,null,336,null,424,null,10580,null,2324,null,4001,null,1199,null,3497,null,875,null,1562383,null,7683,null,97862,null,2144,null,164112,null,5269,null,266822,null,4984,null,1033587,null,3193,null,1823850,null,3452,null,131057,null,6875,null,124,null,124,null,82249,null,4669,null,28978,null,2848,null,19706,null,2461,null,32838,null,3187,null,223,null,211,null,18497,null,2829,null,6505,null,1392,null,7613,null,1195,null,1659955,null,7622,null,91338,null,2469,null,137054,null,5362,null,257356,null,5729,null,1174207,null,3896,null,0400000US22,Louisiana,22
1094908,null,1349,null,527656,null,1494,null,23821,null,2865,null,157,null,160,null,14411,null,2242,null,5143,null,1296,null,4110,null,925,null,10918,null,1832,null,49,null,80,null,8157,null,1688,null,828,null,381,null,1884,null,535,null,492917,null,3155,null,26762,null,611,null,34676,null,1896,null,66996,null,1528,null,364483,null,1896,null,567252,null,1269,null,34051,null,2614,null,60,null,80,null,17163,null,1839,null,8513,null,1376,null,8315,null,1165,null,15100,null,2076,null,41,null,70,null,8399,null,1683,null,2938,null,791,null,3722,null,892,null,518101,null,2655,null,26144,null,807,null,30295,null,1952,null,63565,null,1504,null,398097,null,1692,null,0400000US23,Maine,23
4533816,null,1698,null,2165045,null,1947,null,141794,null,5942,null,1960,null,703,null,83393,null,5017,null,33025,null,2658,null,23416,null,2204,null,43516,null,4072,null,333,null,289,null,17774,null,2529,null,11148,null,2018,null,14261,null,2134,null,1979735,null,7329,null,122218,null,1357,null,179469,null,5016,null,307539,null,3792,null,1370509,null,3455,null,2368771,null,2109,null,192567,null,7742,null,1658,null,642,null,97731,null,4871,null,45695,null,3922,null,47483,null,3522,null,68661,null,5539,null,1115,null,626,null,26955,null,3674,null,19770,null,2650,null,20821,null,2643,null,2107543,null,9549,null,113961,null,1349,null,145454,null,5773,null,301591,null,5318,null,1546537,null,5031,null,0400000US24,Maryland,24
5328765,null,1529,null,2555707,null,2001,null,111191,null,6294,null,627,null,392,null,73211,null,5597,null,21917,null,2387,null,15436,null,1779,null,127840,null,6640,null,715,null,473,null,81520,null,4797,null,27879,null,2723,null,17726,null,2231,null,2316676,null,8049,null,132558,null,1331,null,179114,null,6102,null,363012,null,4111,null,1641992,null,3491,null,2773058,null,1653,null,143649,null,7732,null,1237,null,549,null,81588,null,6553,null,28020,null,2788,null,32804,null,3033,null,158269,null,7350,null,695,null,401,null,103219,null,5904,null,29801,null,2681,null,24554,null,2515,null,2471140,null,7655,null,123692,null,1048,null,152662,null,5476,null,351269,null,3686,null,1843517,null,4219,null,0400000US25,Massachusetts,25
8054089,null,2765,null,3920598,null,3185,null,282565,null,8782,null,1883,null,652,null,181421,null,6536,null,59904,null,3888,null,39357,null,3008,null,58672,null,4620,null,126,null,149,null,30859,null,3482,null,14694,null,2001,null,12993,null,2033,null,3579361,null,8421,null,225131,null,1824,null,286529,null,5906,null,546524,null,5256,null,2521177,null,4896,null,4133491,null,3563,null,363751,null,8260,null,1990,null,659,null,201745,null,5793,null,83512,null,4058,null,76504,null,4391,null,80677,null,4763,null,96,null,117,null,37883,null,3289,null,19299,null,2090,null,23399,null,2189,null,3689063,null,9310,null,215220,null,1478,null,243438,null,5948,null,505038,null,4939,null,2725367,null,5871,null,0400000US26,Michigan,26
4190265,null,2117,null,2070059,null,2381,null,114464,null,5421,null,484,null,366,null,72965,null,4230,null,24487,null,2528,null,16528,null,1841,null,43376,null,3762,null,171,null,162,null,25326,null,3303,null,9387,null,1356,null,8492,null,1198,null,1912219,null,6150,null,111422,null,1198,null,162748,null,4659,null,321272,null,3384,null,1316777,null,3127,null,2120206,null,2385,null,141984,null,5501,null,1274,null,545,null,81207,null,4246,null,31668,null,2505,null,27835,null,2382,null,65219,null,4482,null,112,null,132,null,38724,null,3798,null,13186,null,1666,null,13197,null,1364,null,1913003,null,6601,null,106236,null,1486,null,133583,null,4332,null,288365,null,3473,null,1384819,null,3626,null,0400000US27,Minnesota,27
