C18105_001E,C18105_001EA,C18105_001M,C18105_001MA,C18105_002E,C18105_002EA,C18105_002M,C18105_002MA,C18105_003E,C18105_003EA,C18105_003M,C18105_003MA,C18105_004E,C18105_004EA,C18105_004M,C18105_004MA,C18105_005E,C18105_005EA,C18105_005M,C18105_005MA,C18105_006E,C18105_006EA,C18105_006M,C18105_006MA,C18105_007E,C18105_007EA,C18105_007M,C18105_007MA,C18105_008E,C18105_008EA,C18105_008M,C18105_008MA,C18105_009E,C18105_009EA,C18105_009M,C18105_009MA,C18105_010E,C18105_010EA,C18105_010M,C18105_010MA,C18105_011E,C18105_011EA,C18105_011M,C18105_011MA,C18105_012E,C18105_012EA,C18105_012M,C18105_012MA,C18105_013E,C18105_013EA,C18105_013M,C18105_013MA,C18105_014E,C18105_014EA,C18105_014M,C18105_014MA,C18105_015E,C18105_015EA,C18105_015M,C18105_015MA,C18105_016E,C18105_016EA,C18105_016M,C18105_016MA,C18105_017E,C18105_017EA,C18105_017M,C18105_017MA,C18105_018E,C18105_018EA,C18105_018M,C18105_018MA,C18105_019E,C18105_019EA,C18105_019M,C18105_019MA,C18105_020E,C18105_020EA,C18105_020M,C18105_020MA,C18105_021E,C18105_021EA,C18105_021M,C18105_021MA,GEO_ID,NAME,state
4267052,null,3253,null,2041960,null,5202,null,416043,null,3025,null,2934,null,824,null,413109,null,3032,null,1369886,null,3608,null,107211,null,5094,null,1262675,null,6026,null,256031,null,1863,null,66640,null,3140,null,189391,null,3619,null,2225092,null,4620,null,396556,null,3218,null,3248,null,996,null,393308,null,3448,null,1470605,null,3065,null,132084,null,5993,null,1338521,null,6246,null,357931,null,1990,null,126871,null,4227,null,231060,null,3760,null,0400000US01,Alabama,01
607460,null,2805,null,306835,null,2648,null,65511,null,1564,null,1070,null,619,null,64441,null,1680,null,218187,null,2814,null,13559,null,2206,null,204628,null,3366,null,23137,null,626,null,3735,null,823,null,19402,null,908,null,300625,null,1902,null,63296,null,1358,null,303,null,321,null,62993,null,1455,null,212751,null,1383,null,13472,null,1751,null,199279,null,2058,null,24578,null,684,null,6536,null,1116,null,18042,null,1166,null,0400000US02,Alaska,02
5887465,null,3355,null,2915769,null,3714,null,611412,null,2337,null,5522,null,1118,null,605890,null,2552,null,1919866,null,3728,null,89932,null,4527,null,1829934,null,5533,null,384491,null,1769,null,71302,null,4234,null,313189,null,4119,null,2971696,null,2975,null,579108,null,1887,null,3279,null,1000,null,575829,null,2252,null,1922663,null,2579,null,105107,null,5088,null,1817556,null,5509,null,469925,null,2050,null,120422,null,5057,null,349503,null,4777,null,0400000US04,Arizona,04
2602546,null,2977,null,1262389,null,4113,null,257228,null,2720,null,4231,null,1055,null,252997,null,3070,null,837986,null,3460,null,69771,null,3806,null,768215,null,4764,null,167175,null,1778,null,45453,null,2951,null,121722,null,2738,null,1340157,null,4074,null,245179,null,2689,null,2534,null,823,null,242645,null,2887,null,876889,null,3438,null,86702,null,4699,null,790187,null,5313,null,218089,null,1680,null,73695,null,3146,null,144394,null,3360,null,0400000US05,Arkansas,05
33468064,null,6858,null,16561048,null,8838,null,3403852,null,4110,null,23052,null,2958,null,3380800,null,4884,null,11431915,null,7795,null,407721,null,13130,null,11024194,null,14780,null,1725281,null,4272,null,347863,null,9492,null,1377418,null,9918,null,16907016,null,7657,null,3251326,null,4176,null,18487,null,2373,null,3232839,null,4649,null,11378951,null,7913,null,484370,null,9285,null,10894581,null,11834,null,2276739,null,6449,null,662677,null,11094,null,1614062,null,11239,null,0400000US06,California,06
4497535,null,2707,null,2243142,null,3459,null,432393,null,2383,null,1943,null,839,null,430450,null,2512,null,1591897,null,3328,null,51096,null,3617,null,1540801,null,4659,null,218852,null,1948,null,38666,null,2359,null,180186,null,2790,null,2254393,null,3134,null,415674,null,2365,null,2750,null,748,null,412924,null,2515,null,1562266,null,2646,null,66176,null,3817,null,1496090,null,4908,null,276453,null,1676,null,67510,null,2734,null,208943,null,3041,null,0400000US08,Colorado,08
3230191,null,1764,null,1565907,null,2476,null,306759,null,2097,null,1057,null,492,null,305702,null,2122,null,1068564,null,2290,null,37476,null,3630,null,1031088,null,4209,null,190584,null,843,null,31034,null,2276,null,159550,null,2387,null,1664284,null,2073,null,292555,null,1322,null,1856,null,753,null,290699,null,1482,null,1111629,null,1886,null,48841,null,3181,null,1062788,null,3829,null,260100,null,1407,null,63131,null,2810,null,196969,null,3114,null,0400000US09,Connecticut,09
796329,null,1864,null,381798,null,1790,null,74660,null,720,null,1101,null,639,null,73559,null,933,null,255873,null,1496,null,11626,null,1680,null,244247,null,2282,null,51265,null,545,null,9442,null,1238,null,41823,null,1388,null,414531,null,1275,null,71581,null,740,null,191,null,231,null,71390,null,754,null,277828,null,1177,null,15874,null,1719,null,261954,null,2148,null,65122,null,774,null,16686,null,1560,null,48436,null,1762,null,0400000US10,Delaware,10
544104,null,684,null,253049,null,1247,null,37615,null,913,null,152,null,248,null,37463,null,953,null,189612,null,1245,null,7881,null,1618,null,181731,null,1856,null,25822,null,1035,null,5308,null,944,null,20514,null,1183,null,291055,null,1178,null,37288,null,388,null,133,null,162,null,37155,null,421,null,213275,null,690,null,12060,null,1991,null,201215,null,2281,null,40492,null,1079,null,11091,null,1552,null,29401,null,1573,null,0400000US11,District of Columbia,11
16856491,null,4889,null,8171649,null,8291,null,1462060,null,4662,null,12482,null,2165,null,1449578,null,5104,null,5332986,null,9420,null,252995,null,8903,null,5079991,null,13691,null,1376603,null,3520,null,255448,null,6938,null,1121155,null,7382,null,8684842,null,7682,null,1394920,null,4945,null,9259,null,1534,null,1385661,null,4922,null,5561721,null,5509,null,309767,null,9689,null,5251954,null,10876,null,1728201,null,3310,null,448404,null,9894,null,1279797,null,10096,null,0400000US12,Florida,12
8741858,null,4762,null,4222910,null,7284,null,921054,null,5007,null,7957,null,1689,null,913097,null,5332,null,2906233,null,5638,null,136924,null,6881,null,2769309,null,8813,null,395623,null,2954,null,84180,null,3733,null,311443,null,4433,null,4518948,null,6516,null,883421,null,4535,null,6145,null,1420,null,877276,null,4320,null,3080713,null,5749,null,181839,null,6676,null,2898874,null,8264,null,554814,null,3270,null,182585,null,6551,null,372229,null,6058,null,0400000US13,Georgia,13
1150908,null,3950,null,563136,null,4324,null,103531,null,2302,null,425,null,235,null,103106,null,2325,null,378928,null,3133,null,12231,null,1726,null,366697,null,3779,null,80677,null,658,null,16692,null,1664,null,63985,null,1852,null,587772,null,3131,null,95205,null,2066,null,227,null,176,null,94978,null,2050,null,387496,null,1958,null,11989,null,1633,null,375507,null,2260,null,105071,null,747,null,25397,null,2012,null,79674,null,2092,null,0400000US15,Hawaii,15
1377660,null,2063,null,688555,null,3290,null,149324,null,1518,null,1042,null,500,null,148282,null,1591,null,458895,null,3143,null,17222,null,1979,null,441673,null,3576,null,80336,null,931,null,17134,null,1586,null,63202,null,1612,null,689105,null,3222,null,142519,null,1461,null,816,null,433,null,141703,null,1519,null,453385,null,3160,null,24199,null,2150,null,429186,null,4000,null,93201,null,1387,null,24676,null,1968,null,68525,null,2198,null,0400000US16,Idaho,16
11814881,null,2695,null,5780918,null,5158,null,1164567,null,3156,null,7045,null,1683,null,1157522,null,3648,null,3991029,null,4553,null,148325,null,7301,null,3842704,null,8730,null,625322,null,2035,null,120729,null,4616,null,504593,null,4949,null,6033963,null,4700,null,1116520,null,2509,null,5418,null,1221,null,1111102,null,2812,null,4047395,null,4962,null,189630,null,8780,null,3857765,null,10401,null,870048,null,4619,null,236490,null,6320,null,633558,null,7408,null,0400000US17,Illinois,17
