B13002H_001E,B13002H_001EA,B13002H_001M,B13002H_001MA,B13002H_002E,B13002H_002EA,B13002H_002M,B13002H_002MA,B13002H_003E,B13002H_003EA,B13002H_003M,B13002H_003MA,B13002H_004E,B13002H_004EA,B13002H_004M,B13002H_004MA,B13002H_005E,B13002H_005EA,B13002H_005M,B13002H_005MA,B13002H_006E,B13002H_006EA,B13002H_006M,B13002H_006MA,B13002H_007E,B13002H_007EA,B13002H_007M,B13002H_007MA,GEO_ID,NAME,state
925936,null,2730,null,53174,null,3777,null,36115,null,2873,null,17059,null,2191,null,872762,null,4798,null,460743,null,8722,null,412019,null,9071,null,0400000US21,Kentucky,21
666095,null,2439,null,38623,null,3147,null,25940,null,2460,null,12683,null,1842,null,627472,null,3586,null,334392,null,6311,null,293080,null,6529,null,0400000US22,Louisiana,22
301035,null,1252,null,13550,null,1547,null,9327,null,1304,null,4223,null,1007,null,287485,null,2089,null,136075,null,4357,null,151410,null,4514,null,0400000US23,Maine,23
785443,null,2811,null,38242,null,3035,null,29206,null,2546,null,9036,null,1682,null,747201,null,4122,null,378471,null,7022,null,368730,null,7598,null,0400000US24,Maryland,24
1271749,null,3862,null,57213,null,4183,null,42442,null,3738,null,14771,null,2232,null,1214536,null,4956,null,535837,null,8639,null,678699,null,8851,null,0400000US25,Massachusetts,25
1866982,null,3164,null,93254,null,4707,null,67014,null,3582,null,26240,null,2433,null,1773728,null,5320,null,877538,null,10349,null,896190,null,10438,null,0400000US26,Michigan,26
1098704,null,2345,null,63717,null,3516,null,46824,null,3332,null,16893,null,1969,null,1034987,null,4090,null,526237,null,6885,null,508750,null,6818,null,0400000US27,Minnesota,27
404112,null,2343,null,24927,null,3021,null,18495,null,2667,null,6432,null,1527,null,379185,null,4282,null,209224,null,5781,null,169961,null,6368,null,0400000US28,Mississippi,28
1177733,null,2622,null,63971,null,3535,null,47096,null,2949,null,16875,null,2179,null,1113762,null,4159,null,584161,null,7478,null,529601,null,7676,null,0400000US29,Missouri,29
198383,null,1247,null,9373,null,1586,null,6668,null,1242,null,2705,null,885,null,189010,null,2004,null,94092,null,3350,null,94918,null,3209,null,0400000US30,Montana,30
359930,null,1468,null,19339,null,2122,null,15244,null,1731,null,4095,null,967,null,340591,null,2587,null,179442,null,3879,null,161149,null,3799,null,0400000US31,Nebraska,31
343343,null,2014,null,17292,null,2281,null,12993,null,2046,null,4299,null,1318,null,326051,null,2534,null,154615,null,5690,null,171436,null,5516,null,0400000US32,Nevada,32
305935,null,1471,null,13569,null,1730,null,10552,null,1471,null,3017,null,836,null,292366,null,2094,null,144943,null,3906,null,147423,null,3851,null,0400000US33,New Hampshire,33
1243593,null,3332,null,65244,null,3393,null,54316,null,3254,null,10928,null,1755,null,1178349,null,4889,null,585923,null,8671,null,592426,null,7809,null,0400000US34,New Jersey,34
183772,null,1481,null,8486,null,1508,null,5362,null,1146,null,3124,null,970,null,175286,null,1967,null,86298,null,3515,null,88988,null,3749,null,0400000US35,New Mexico,35
2804724,null,4802,null,129822,null,5651,null,102276,null,4727,null,27546,null,3135,null,2674902,null,6671,null,1228891,null,14098,null,1446011,null,13672,null,0400000US36,New York,36
1501958,null,4005,null,74449,null,4905,null,58360,null,3812,null,16089,null,2741,null,1427509,null,6868,null,797535,null,9721,null,629974,null,10065,null,0400000US37,North Carolina,37
136123,null,883,null,8390,null,1217,null,5788,null,915,null,2602,null,800,null,127733,null,1600,null,69064,null,2355,null,58669,null,2282,null,0400000US38,North Dakota,38
2295448,null,3846,null,121702,null,5351,null,84789,null,4453,null,36913,null,3049,null,2173746,null,6580,null,1067773,null,12113,null,1105973,null,12601,null,0400000US39,Ohio,39
614905,null,2286,null,34990,null,3081,null,24981,null,2196,null,10009,null,1814,null,579915,null,3756,null,312295,null,6418,null,267620,null,6425,null,0400000US40,Oklahoma,40
722359,null,2115,null,40413,null,3337,null,27520,null,2809,null,12893,null,2308,null,681946,null,3823,null,324588,null,7527,null,357358,null,7453,null,0400000US41,Oregon,41
2387966,null,4568,null,122278,null,5229,null,86641,null,3701,null,35637,null,3326,null,2265688,null,6718,null,1120263,null,11378,null,1145425,null,11168,null,0400000US42,Pennsylvania,42
205234,null,1535,null,8835,null,1992,null,5963,null,1490,null,2872,null,1095,null,196399,null,2788,null,83903,null,3693,null,112496,null,4153,null,0400000US44,Rhode Island,44
688665,null,2432,null,38830,null,3592,null,28047,null,2612,null,10783,null,2075,null,649835,null,4045,null,352506,null,6232,null,297329,null,6253,null,0400000US45,South Carolina,45
160546,null,1263,null,9129,null,1456,null,6908,null,1212,null,2221,null,765,null,151417,null,1869,null,78062,null,3252,null,73355,null,3279,null,0400000US46,South Dakota,46
1158436,null,2971,null,62890,null,4494,null,44942,null,3554,null,17948,null,2787,null,1095546,null,5896,null,591216,null,8482,null,504330,null,8839,null,0400000US47,Tennessee,47
2776361,null,9058,null,150604,null,6247,null,115582,null,5212,null,35022,null,3550,null,2625757,null,11764,null,1377232,null,13580,null,1248525,null,14434,null,0400000US48,Texas,48
570646,null,1801,null,46066,null,3262,null,39976,null,2939,null,6090,null,1423,null,524580,null,3651,null,279243,null,5423,null,245337,null,5807,null,0400000US49,Utah,49
145786,null,808,null,7129,null,1139,null,4643,null,947,null,2486,null,939,null,138657,null,1480,null,62931,null,2296,null,75726,null,2587,null,0400000US50,Vermont,50
1276145,null,3500,null,64236,null,4135,null,51972,null,3892,null,12264,null,1899,null,1211909,null,4936,null,651165,null,7186,null,560744,null,7802,null,0400000US51,Virginia,51
1204722,null,3247,null,68386,null,4511,null,50684,null,3650,null,17702,null,2536,null,1136336,null,5233,null,555157,null,7840,null,581179,null,7840,null,0400000US53,Washington,53
401687,null,1974,null,22083,null,2199,null,13623,null,1730,null,8460,null,1635,null,379604,null,2886,null,198363,null,5703,null,181241,null,6000,null,0400000US54,West Virginia,54
1162138,null,2223,null,62292,null,3583,null,47342,null,3066,null,14950,null,1952,null,1099846,null,3905,null,557626,null,6031,null,542220,null,6580,null,0400000US55,Wisconsin,55
110178,null,917,null,6936,null,1251,null,4387,null,925,null,2549,null,718,null,103242,null,1636,null,54285,null,2693,null,48957,null,2857,null,0400000US56,Wyoming,56
8360,null,1481,null,391,null,345,null,391,null,345,null,0,null,289,null,7969,null,1509,null,3189,null,863,null,4780,null,1345,null,0400000US72,Puerto Rico,72
