B13002H_001E,B13002H_001EA,B13002H_001M,B13002H_001MA,B13002H_002E,B13002H_002EA,B13002H_002M,B13002H_002MA,B13002H_003E,B13002H_003EA,B13002H_003M,B13002H_003MA,B13002H_004E,B13002H_004EA,B13002H_004M,B13002H_004MA,B13002H_005E,B13002H_005EA,B13002H_005M,B13002H_005MA,B13002H_006E,B13002H_006EA,B13002H_006M,B13002H_006MA,B13002H_007E,B13002H_007EA,B13002H_007M,B13002H_007MA,GEO_ID,NAME,state
753844,null,2821,null,39496,null,3308,null,30323,null,2920,null,9173,null,1421,null,714348,null,4336,null,397822,null,6348,null,316526,null,7616,null,0400000US01,Alabama,01
112435,null,1067,null,6187,null,1112,null,4482,null,954,null,1705,null,549,null,106248,null,1324,null,52790,null,2600,null,53458,null,2764,null,0400000US02,Alaska,02
849198,null,2554,null,39153,null,2935,null,28993,null,2431,null,10160,null,1992,null,810045,null,4006,null,378745,null,8619,null,431300,null,8868,null,0400000US04,Arizona,04
505415,null,2236,null,28181,null,2678,null,20133,null,2144,null,8048,null,1461,null,477234,null,3342,null,263582,null,5185,null,213652,null,5828,null,0400000US05,Arkansas,05
3657450,null,7019,null,171510,null,6824,null,130958,null,5612,null,40552,null,4227,null,3485940,null,10236,null,1595064,null,14958,null,1890876,null,15065,null,0400000US06,California,06
881336,null,2821,null,46024,null,3853,null,37733,null,3437,null,8291,null,1539,null,835312,null,4740,null,421839,null,7205,null,413473,null,8035,null,0400000US08,Colorado,08
609389,null,2170,null,26614,null,2745,null,21750,null,2323,null,4864,null,1111,null,582775,null,3121,null,281143,null,5735,null,301632,null,6007,null,0400000US09,Connecticut,09
140300,null,885,null,5753,null,985,null,3793,null,698,null,1960,null,620,null,134547,null,1320,null,64975,null,2302,null,69572,null,2559,null,0400000US10,Delaware,10
62665,null,523,null,1564,null,526,null,1424,null,494,null,140,null,165,null,61101,null,738,null,14838,null,1859,null,46263,null,1761,null,0400000US11,District of Columbia,11
2350064,null,4611,null,113611,null,5901,null,79826,null,4749,null,33785,null,3938,null,2236453,null,7002,null,1087535,null,11516,null,1148918,null,11040,null,0400000US12,Florida,12
1376824,null,4459,null,72154,null,4865,null,55597,null,3839,null,16557,null,2944,null,1304670,null,5907,null,707870,null,10047,null,596800,null,9826,null,0400000US13,Georgia,13
71152,null,785,null,3658,null,1023,null,3480,null,1007,null,178,null,150,null,67494,null,1331,null,33493,null,2289,null,34001,null,2667,null,0400000US15,Hawaii,15
311208,null,1357,null,21369,null,2411,null,16197,null,1761,null,5172,null,1396,null,289839,null,2739,null,156571,null,4821,null,133268,null,4981,null,0400000US16,Idaho,16
2027679,null,4413,null,105090,null,4609,null,79896,null,3875,null,25194,null,2617,null,1922589,null,6111,null,943834,null,8707,null,978755,null,8805,null,0400000US17,Illinois,17
1294291,null,3538,null,73131,null,3435,null,49716,null,3115,null,23415,null,2350,null,1221160,null,5255,null,616200,null,8990,null,604960,null,8771,null,0400000US18,Indiana,18
641348,null,1923,null,39777,null,2882,null,30028,null,2455,null,9749,null,1605,null,601571,null,3582,null,307929,null,5211,null,293642,null,5636,null,0400000US19,Iowa,19
540592,null,2333,null,31521,null,2491,null,23190,null,2078,null,8331,null,1418,null,509071,null,3458,null,267595,null,4959,null,241476,null,5055,null,0400000US20,Kansas,20
