B16010_001E,B16010_001EA,B16010_001M,B16010_001MA,B16010_002E,B16010_002EA,B16010_002M,B16010_002MA,B16010_003E,B16010_003EA,B16010_003M,B16010_003MA,B16010_004E,B16010_004EA,B16010_004M,B16010_004MA,B16010_005E,B16010_005EA,B16010_005M,B16010_005MA,B16010_006E,B16010_006EA,B16010_006M,B16010_006MA,B16010_007E,B16010_007EA,B16010_007M,B16010_007MA,B16010_008E,B16010_008EA,B16010_008M,B16010_008MA,B16010_009E,B16010_009EA,B16010_009M,B16010_009MA,B16010_010E,B16010_010EA,B16010_010M,B16010_010MA,B16010_011E,B16010_011EA,B16010_011M,B16010_011MA,B16010_012E,B16010_012EA,B16010_012M,B16010_012MA,B16010_013E,B16010_013EA,B16010_013M,B16010_013MA,B16010_014E,B16010_014EA,B16010_014M,B16010_014MA,B16010_015E,B16010_015EA,B16010_015M,B16010_015MA,B16010_016E,B16010_016EA,B16010_016M,B16010_016MA,B16010_017E,B16010_017EA,B16010_017M,B16010_017MA,B16010_018E,B16010_018EA,B16010_018M,B16010_018MA,B16010_019E,B16010_019EA,B16010_019M,B16010_019MA,B16010_020E,B16010_020EA,B16010_020M,B16010_020MA,B16010_021E,B16010_021EA,B16010_021M,B16010_021MA,B16010_022E,B16010_022EA,B16010_022M,B16010_022MA,B16010_023E,B16010_023EA,B16010_023M,B16010_023MA,B16010_024E,B16010_024EA,B16010_024M,B16010_024MA,B16010_025E,B16010_025EA,B16010_025M,B16010_025MA,B16010_026E,B16010_026EA,B16010_026M,B16010_026MA,B16010_027E,B16010_027EA,B16010_027M,B16010_027MA,B16010_028E,B16010_028EA,B16010_028M,B16010_028MA,B16010_029E,B16010_029EA,B16010_029M,B16010_029MA,B16010_030E,B16010_030EA,B16010_030M,B16010_030MA,B16010_031E,B16010_031EA,B16010_031M,B16010_031MA,B16010_032E,B16010_032EA,B16010_032M,B16010_032MA,B16010_033E,B16010_033EA,B16010_033M,B16010_033MA,B16010_034E,B16010_034EA,B16010_034M,B16010_034MA,B16010_035E,B16010_035EA,B16010_035M,B16010_035MA,B16010_036E,B16010_036EA,B16010_036M,B16010_036MA,B16010_037E,B16010_037EA,B16010_037M,B16010_037MA,B16010_038E,B16010_038EA,B16010_038M,B16010_038MA,B16010_039E,B16010_039EA,B16010_039M,B16010_039MA,B16010_040E,B16010_040EA,B16010_040M,B16010_040MA,B16010_041E,B16010_041EA,B16010_041M,B16010_041MA,B16010_042E,B16010_042EA,B16010_042M,B16010_042MA,B16010_043E,B16010_043EA,B16010_043M,B16010_043MA,B16010_044E,B16010_044EA,B16010_044M,B16010_044MA,B16010_045E,B16010_045EA,B16010_045M,B16010_045MA,B16010_046E,B16010_046EA,B16010_046M,B16010_046MA,B16010_047E,B16010_047EA,B16010_047M,B16010_047MA,B16010_048E,B16010_048EA,B16010_048M,B16010_048MA,B16010_049E,B16010_049EA,B16010_049M,B16010_049MA,B16010_050E,B16010_050EA,B16010_050M,B16010_050MA,B16010_051E,B16010_051EA,B16010_051M,B16010_051MA,B16010_052E,B16010_052EA,B16010_052M,B16010_052MA,B16010_053E,B16010_053EA,B16010_053M,B16010_053MA,GEO_ID,NAME,state
3078499,null,6085,null,557535,null,12281,null,205564,null,7562,null,186317,null,7350,null,16959,null,2036,null,334,null,233,null,1548,null,607,null,406,null,439,null,351971,null,9316,null,343582,null,8964,null,5850,null,1332,null,979,null,451,null,1200,null,539,null,360,null,331,null,974088,null,14155,null,568294,null,11058,null,551519,null,10525,null,11275,null,2000,null,2416,null,911,null,2767,null,816,null,317,null,223,null,405794,null,9713,null,395777,null,9475,null,4899,null,1100,null,2882,null,1045,null,1833,null,705,null,403,null,299,null,869806,null,12793,null,618924,null,11401,null,600535,null,11549,null,10459,null,1732,null,4139,null,876,null,2975,null,998,null,816,null,401,null,250882,null,7240,null,244141,null,7301,null,3051,null,734,null,2359,null,763,null,894,null,440,null,437,null,302,null,677070,null,15237,null,513713,null,12251,null,485579,null,11295,null,8694,null,1825,null,9840,null,1771,null,7667,null,1713,null,1933,null,656,null,163357,null,6265,null,155715,null,6070,null,1761,null,687,null,2583,null,798,null,2707,null,813,null,591,null,459,null,0400000US01,Alabama,01
424901,null,2418,null,35557,null,2702,null,17223,null,2272,null,10019,null,1658,null,2579,null,1256,null,261,null,207,null,2977,null,849,null,1387,null,442,null,18334,null,1952,null,12673,null,1796,null,595,null,300,null,228,null,174,null,1071,null,502,null,3767,null,563,null,112556,null,4942,null,77522,null,4045,null,65470,null,3468,null,2325,null,746,null,929,null,460,null,3810,null,965,null,4988,null,840,null,35034,null,2916,null,30149,null,2740,null,652,null,398,null,469,null,358,null,899,null,394,null,2865,null,652,null,160754,null,4996,null,125405,null,4666,null,108616,null,4393,null,4341,null,1228,null,2229,null,754,null,6479,null,1137,null,3740,null,753,null,35349,null,2471,null,30996,null,2120,null,1161,null,676,null,565,null,355,null,1171,null,447,null,1456,null,402,null,116034,null,4743,null,95196,null,4323,null,84411,null,4149,null,4052,null,1144,null,3172,null,937,null,2826,null,859,null,735,null,318,null,20838,null,2037,null,18649,null,1952,null,373,null,250,null,346,null,258,null,1170,null,543,null,300,null,247,null,0400000US02,Alaska,02
4192547,null,3658,null,678105,null,15834,null,348700,null,13157,null,104520,null,6391,null,229146,null,11097,null,2882,null,1027,null,5045,null,1433,null,7107,null,1487,null,329405,null,10456,null,146377,null,6825,null,145372,null,7182,null,9420,null,1757,null,5482,null,1226,null,22754,null,2532,null,1048111,null,17265,null,607819,null,13382,null,435651,null,10879,null,139661,null,7524,null,7852,null,1341,null,7578,null,1615,null,17077,null,2491,null,440292,null,10467,null,351388,null,8716,null,59881,null,4171,null,9888,null,1437,null,5147,null,1662,null,13988,null,1953,null,1413998,null,15719,null,967273,null,13686,null,779982,null,13444,null,135557,null,7671,null,18568,null,2576,null,11313,null,1855,null,21853,null,2621,null,446725,null,10881,null,385958,null,10304,null,38074,null,3333,null,10080,null,1258,null,3392,null,775,null,9221,null,1740,null,1052333,null,14597,null,754466,null,12908,null,619864,null,11272,null,68245,null,5511,null,33375,null,3677,null,24508,null,2672,null,8474,null,1640,null,297867,null,8076,null,263710,null,7612,null,13899,null,2051,null,10436,null,1618,null,6863,null,1575,null,2959,null,916,null,0400000US04,Arizona,04
1872814,null,5105,null,336960,null,8571,null,134238,null,5876,null,104867,null,5208,null,26961,null,2911,null,85,null,91,null,1867,null,587,null,458,null,506,null,202722,null,5676,null,189822,null,5240,null,10045,null,1906,null,1451,null,701,null,1196,null,571,null,208,null,197,null,663108,null,12614,null,393724,null,10724,null,377579,null,10723,null,11944,null,2102,null,1584,null,648,null,2476,null,922,null,141,null,138,null,269384,null,7468,null,263856,null,7415,null,2799,null,804,null,1418,null,545,null,1227,null,586,null,84,null,89,null,520806,null,10082,null,356127,null,8555,null,344366,null,8603,null,6932,null,1234,null,2431,null,805,null,1545,null,569,null,853,null,855,null,164679,null,5957,null,160062,null,5763,null,2216,null,821,null,1763,null,695,null,478,null,309,null,160,null,217,null,351940,null,8107,null,266266,null,7353,null,251101,null,7212,null,6235,null,1519,null,5143,null,1272,null,2686,null,1112,null,1101,null,631,null,85674,null,4090,null,81876,null,4036,null,1101,null,555,null,1600,null,500,null,894,null,450,null,203,null,338,null,0400000US05,Arkansas,05
23528476,null,7194,null,4651663,null,35393,null,2517677,null,26278,null,419905,null,12452,null,1874245,null,23724,null,42921,null,4361,null,170137,null,7762,null,10469,null,1754,null,2133986,null,23218,null,694541,null,14512,null,1062571,null,15973,null,106219,null,7134,null,250755,null,9181,null,19900,null,2778,null,4903309,null,38910,null,3001902,null,28284,null,1662217,null,21185,null,992530,null,18928,null,99113,null,6269,null,222297,null,10278,null,25745,null,3921,null,1901407,null,25291,null,1279634,null,18915,null,351486,null,11495,null,98184,null,5574,null,152571,null,6586,null,19532,null,3241,null,7011378,null,35045,null,4953270,null,33947,null,3407735,null,28521,null,925952,null,16995,null,180092,null,9169,null,399346,null,12928,null,40145,null,3443,null,2058108,null,19224,null,1558518,null,15318,null,235609,null,8193,null,90413,null,5032,null,157840,null,7012,null,15728,null,2233,null,6962126,null,37159,null,5339024,null,29285,null,3586448,null,29995,null,485173,null,11820,null,399659,null,11750,null,803432,null,12327,null,64312,null,5579,null,1623102,null,19383,null,1123161,null,14212,null,104099,null,5716,null,132661,null,6920,null,246811,null,9222,null,16370,null,2603,null,0400000US06,California,06
3263026,null,4054,null,363496,null,9407,null,198750,null,7204,null,79389,null,4786,null,105647,null,6499,null,4707,null,1361,null,5952,null,1294,null,3055,null,1153,null,164746,null,6350,null,93483,null,4944,null,57023,null,3921,null,5541,null,1456,null,6408,null,1138,null,2291,null,1071,null,746933,null,11920,null,484669,null,10869,null,400750,null,9844,null,63853,null,5081,null,9142,null,2131,null,7840,null,1848,null,3084,null,885,null,262264,null,7989,null,223955,null,7072,null,25248,null,2805,null,7199,null,1417,null,4625,null,1022,null,1237,null,738,null,991130,null,13315,null,742729,null,13339,null,666965,null,13057,null,47003,null,4100,null,14836,null,2399,null,10527,null,1880,null,3398,null,1222,null,248401,null,6201,null,221050,null,5943,null,16212,null,2024,null,6125,null,1124,null,3532,null,1072,null,1482,null,735,null,1161467,null,14008,null,916528,null,13161,null,825901,null,13017,null,34611,null,2770,null,29695,null,3415,null,20366,null,2266,null,5955,null,1661,null,244939,null,5926,null,219902,null,5913,null,7460,null,1331,null,10763,null,1880,null,5517,null,1068,null,1297,null,637,null,0400000US08,Colorado,08
2364317,null,2053,null,268553,null,7611,null,114074,null,5799,null,57906,null,3901,null,36331,null,3650,null,14054,null,2225,null,4060,null,1040,null,1723,null,845,null,154479,null,5650,null,93357,null,4253,null,33507,null,3078,null,23439,null,2391,null,3472,null,843,null,704,null,397,null,661750,null,13174,null,423091,null,10958,null,336659,null,9647,null,45990,null,3499,null,31191,null,3512,null,7436,null,1813,null,1815,null,628,null,238659,null,6947,null,202440,null,6605,null,15252,null,1714,null,18815,null,2340,null,1190,null,633,null,962,null,574,null,592104,null,11053,null,451271,null,10097,null,373097,null,10089,null,40960,null,3168,null,30158,null,3249,null,4776,null,1079,null,2280,null,761,null,140833,null,5058,null,123233,null,4803,null,6002,null,1267,null,9818,null,1494,null,934,null,404,null,846,null,400,null,841910,null,13690,null,656760,null,11948,null,548909,null,12031,null,27254,null,2627,null,53433,null,3755,null,22393,null,2055,null,4771,null,1174,null,185150,null,6481,null,155164,null,5734,null,5417,null,1413,null,16815,null,2183,null,5897,null,1393,null,1857,null,722,null,0400000US09,Connecticut,09
581811,null,1097,null,74353,null,4483,null,34004,null,3210,null,24371,null,2645,null,8092,null,1560,null,833,null,473,null,548,null,443,null,160,null,176,null,40349,null,3038,null,34988,null,2734,null,2898,null,861,null,1584,null,609,null,698,null,482,null,181,null,137,null,182263,null,5661,null,112435,null,4602,null,104999,null,4402,null,5131,null,1071,null,1223,null,518,null,907,null,395,null,175,null,174,null,69828,null,3189,null,66010,null,3120,null,1587,null,767,null,1465,null,608,null,628,null,355,null,138,null,120,null,165217,null,5766,null,121343,null,4707,null,113748,null,4578,null,3675,null,786,null,1792,null,731,null,1296,null,555,null,832,null,530,null,43874,null,2579,null,40844,null,2518,null,1074,null,472,null,1759,null,578,null,197,null,159,null,0,null,263,null,159978,null,6506,null,119849,null,6219,null,102859,null,5953,null,4189,null,1213,null,5555,null,1245,null,5466,null,884,null,1780,null,798,null,40129,null,2539,null,34773,null,2337,null,819,null,434,null,2291,null,1033,null,1910,null,653,null,336,null,506,null,0400000US10,Delaware,10
403768,null,570,null,57450,null,5075,null,28151,null,4216,null,20332,null,3967,null,6857,null,1437,null,82,null,138,null,328,null,298,null,552,null,458,null,29299,null,3217,null,25918,null,3157,null,1752,null,638,null,574,null,412,null,750,null,558,null,305,null,259,null,80069,null,4525,null,47295,null,3220,null,41724,null,3185,null,2174,null,928,null,993,null,587,null,666,null,391,null,1738,null,803,null,32774,null,3120,null,30796,null,3132,null,615,null,370,null,615,null,482,null,602,null,445,null,146,null,229,null,71490,null,4492,null,51270,null,3510,null,45474,null,3328,null,3205,null,1243,null,1030,null,535,null,188,null,223,null,1373,null,698,null,20220,null,2554,null,18349,null,2123,null,1159,null,905,null,553,null,280,null,108,null,178,null,51,null,85,null,194759,null,4599,null,163247,null,4443,null,133229,null,4321,null,9960,null,1655,null,11669,null,2004,null,4102,null,961,null,4287,null,1348,null,31512,null,2427,null,25736,null,2398,null,2127,null,832,null,2423,null,834,null,605,null,381,null,621,null,460,null,0400000US11,District of Columbia,11
12699412,null,7907,null,1876816,null,22939,null,823297,null,17064,null,418435,null,10698,null,321842,null,10934,null,61159,null,5575,null,18766,null,2228,null,3095,null,899,null,1053519,null,17794,null,667901,null,15773,null,292301,null,8430,null,72079,null,5329,null,14906,null,2089,null,6332,null,1371,null,3802995,null,33113,null,2210647,null,26669,null,1609112,null,18275,null,452572,null,14372,null,108628,null,7033,null,30494,null,3579,null,9841,null,2280,null,1592348,null,18940,null,1315274,null,17363,null,190962,null,7663,null,68344,null,5343,null,11094,null,1657,null,6674,null,1620,null,3741154,null,26704,null,2538726,null,25083,null,1952587,null,21576,null,440804,null,11304,null,108089,null,7503,null,25677,null,2753,null,11569,null,2115,null,1202428,null,15546,null,1013549,null,13819,null,121937,null,6864,null,53254,null,4184,null,8721,null,1690,null,4967,null,1064,null,3278447,null,28414,null,2309157,null,23980,null,1688123,null,19266,null,409326,null,11447,null,134215,null,7560,null,57108,null,3552,null,20385,null,2538,null,969290,null,16408,null,780716,null,16279,null,112233,null,5409,null,50546,null,3729,null,19943,null,2696,null,5852,null,1251,null,0400000US12,Florida,12
