B15002A_001E,B15002A_001EA,B15002A_001M,B15002A_001MA,B15002A_002E,B15002A_002EA,B15002A_002M,B15002A_002MA,B15002A_003E,B15002A_003EA,B15002A_003M,B15002A_003MA,B15002A_004E,B15002A_004EA,B15002A_004M,B15002A_004MA,B15002A_005E,B15002A_005EA,B15002A_005M,B15002A_005MA,B15002A_006E,B15002A_006EA,B15002A_006M,B15002A_006MA,B15002A_007E,B15002A_007EA,B15002A_007M,B15002A_007MA,B15002A_008E,B15002A_008EA,B15002A_008M,B15002A_008MA,B15002A_009E,B15002A_009EA,B15002A_009M,B15002A_009MA,B15002A_010E,B15002A_010EA,B15002A_010M,B15002A_010MA,B15002A_011E,B15002A_011EA,B15002A_011M,B15002A_011MA,B15002A_012E,B15002A_012EA,B15002A_012M,B15002A_012MA,B15002A_013E,B15002A_013EA,B15002A_013M,B15002A_013MA,B15002A_014E,B15002A_014EA,B15002A_014M,B15002A_014MA,B15002A_015E,B15002A_015EA,B15002A_015M,B15002A_015MA,B15002A_016E,B15002A_016EA,B15002A_016M,B15002A_016MA,B15002A_017E,B15002A_017EA,B15002A_017M,B15002A_017MA,B15002A_018E,B15002A_018EA,B15002A_018M,B15002A_018MA,B15002A_019E,B15002A_019EA,B15002A_019M,B15002A_019MA,GEO_ID,NAME,state
6345979,null,16633,null,3080275,null,8500,null,155601,null,7612,null,203739,null,7099,null,734445,null,11390,null,121663,null,5752,null,655897,null,10648,null,212915,null,6632,null,607647,null,9476,null,388368,null,9889,null,3265704,null,10024,null,162534,null,6182,null,192239,null,6809,null,842891,null,11962,null,99449,null,5066,null,709459,null,11682,null,263941,null,6142,null,629885,null,9654,null,365306,null,7962,null,0400000US17,Illinois,17
3673904,null,5799,null,1772963,null,3549,null,77227,null,4130,null,157324,null,6507,null,531668,null,8567,null,95965,null,4300,null,365034,null,7958,null,120685,null,4997,null,271743,null,7011,null,153317,null,5773,null,1900941,null,3145,null,69737,null,4634,null,164791,null,5615,null,602057,null,9291,null,80805,null,4753,null,392709,null,8163,null,159138,null,5255,null,282154,null,6320,null,149550,null,5628,null,0400000US18,Indiana,18
1870198,null,3669,null,900983,null,2438,null,32651,null,2106,null,52540,null,2937,null,274111,null,6114,null,43489,null,2639,null,198893,null,5902,null,79698,null,3748,null,150036,null,5122,null,69565,null,3564,null,969215,null,1959,null,32074,null,2769,null,49452,null,2814,null,288561,null,5856,null,33524,null,2457,null,225674,null,5505,null,104511,null,4229,null,171232,null,4771,null,64187,null,3070,null,0400000US19,Iowa,19
1597426,null,5059,null,773120,null,3673,null,28364,null,2247,null,48110,null,3332,null,183612,null,5198,null,36690,null,2572,null,182569,null,5242,null,51974,null,3572,null,159930,null,4950,null,81871,null,3627,null,824306,null,2315,null,27021,null,2617,null,45080,null,2669,null,201461,null,4600,null,27895,null,2125,null,210275,null,4964,null,68946,null,3315,null,162837,null,4924,null,80791,null,4018,null,0400000US20,Kansas,20
2607269,null,3598,null,1247288,null,2686,null,108212,null,4250,null,143435,null,6045,null,346001,null,7148,null,93200,null,4548,null,241961,null,6672,null,66391,null,4579,null,151496,null,4941,null,96592,null,4213,null,1359981,null,2295,null,106162,null,5030,null,130035,null,5152,null,373999,null,8840,null,91308,null,4777,null,281499,null,6144,null,107900,null,4795,null,159259,null,4625,null,109819,null,4151,null,0400000US21,Kentucky,21
1919233,null,3486,null,922719,null,2128,null,61241,null,3640,null,91334,null,4756,null,253474,null,6398,null,58050,null,3298,null,197408,null,6416,null,38031,null,2741,null,149808,null,5885,null,73373,null,4158,null,996514,null,2295,null,52598,null,3493,null,87582,null,4003,null,304823,null,6600,null,53179,null,2645,null,206495,null,6601,null,61565,null,4197,null,160499,null,5990,null,69773,null,3340,null,0400000US22,Louisiana,22
901068,null,1036,null,429974,null,626,null,16218,null,1686,null,32109,null,2420,null,134045,null,4576,null,22721,null,1846,null,84148,null,3922,null,35058,null,2661,null,66174,null,3016,null,39501,null,2605,null,471094,null,781,null,15318,null,1700,null,25942,null,2764,null,140817,null,4477,null,20547,null,1935,null,98008,null,3636,null,46842,null,3091,null,82914,null,4313,null,40706,null,2819,null,0400000US23,Maine,23
2385664,null,6677,null,1145272,null,4540,null,46747,null,4045,null,76006,null,4559,null,250730,null,7334,null,41468,null,3278,null,215106,null,6033,null,59257,null,3559,null,245866,null,5815,null,210092,null,5694,null,1240392,null,3101,null,43248,null,3771,null,75257,null,3356,null,294979,null,5589,null,33414,null,2763,null,238974,null,5654,null,89552,null,4802,null,264933,null,6276,null,200035,null,5351,null,0400000US24,Maryland,24
3744871,null,8472,null,1774438,null,4834,null,67104,null,5230,null,108951,null,5217,null,430323,null,10023,null,59784,null,4023,null,286272,null,8131,null,112512,null,5996,null,404399,null,8578,null,305093,null,7594,null,1970433,null,4718,null,68674,null,3753,null,102267,null,4383,null,477443,null,9553,null,46140,null,3916,null,335996,null,8424,null,181136,null,6208,null,444696,null,9967,null,314081,null,8192,null,0400000US25,Massachusetts,25
5440680,null,5588,null,2644488,null,3703,null,87075,null,5174,null,203946,null,5857,null,698866,null,10826,null,119836,null,5089,null,630980,null,11724,null,191738,null,6058,null,441491,null,8026,null,270556,null,6890,null,2796192,null,3243,null,84699,null,4948,null,183158,null,5864,null,827153,null,10481,null,78540,null,3606,null,667008,null,9972,null,265275,null,6414,null,440282,null,9242,null,250077,null,5343,null,0400000US26,Michigan,26
3135315,null,3871,null,1534797,null,2731,null,45454,null,2894,null,72840,null,3035,null,383715,null,6618,null,52899,null,3099,null,342431,null,7702,null,138647,null,5625,null,335669,null,6698,null,163142,null,4403,null,1600518,null,2322,null,42942,null,3231,null,62227,null,3345,null,400273,null,6527,null,37777,null,2671,null,379299,null,6687,null,170803,null,5482,null,358196,null,6672,null,149001,null,4628,null,0400000US27,Minnesota,27
1192409,null,4892,null,573998,null,2480,null,34534,null,3038,null,59447,null,4082,null,129826,null,5252,null,37185,null,3159,null,134099,null,5245,null,42087,null,3189,null,87584,null,4595,null,49236,null,2793,null,618411,null,3446,null,29143,null,2731,null,62330,null,3913,null,152021,null,5345,null,34696,null,2342,null,145030,null,5398,null,59886,null,3324,null,88504,null,4081,null,46801,null,3089,null,0400000US28,Mississippi,28
3380839,null,3762,null,1622908,null,2416,null,67986,null,4036,null,139517,null,5587,null,445777,null,8683,null,85779,null,4180,null,352492,null,7854,null,100765,null,4290,null,276159,null,6360,null,154433,null,5045,null,1757931,null,2341,null,75800,null,4184,null,142266,null,5820,null,493266,null,8252,null,69142,null,3599,null,405487,null,8191,null,127883,null,5251,null,285950,null,6932,null,158137,null,5764,null,0400000US29,Missouri,29
598910,null,1591,null,296000,null,1264,null,8573,null,1295,null,18777,null,1914,null,79087,null,4017,null,16643,null,2050,null,72568,null,4355,null,18738,null,1523,null,54105,null,3234,null,27509,null,2528,null,302910,null,1171,null,6488,null,1030,null,16290,null,1888,null,80102,null,3415,null,10612,null,1560,null,77287,null,3992,null,26091,null,2492,null,61590,null,2946,null,24450,null,2064,null,0400000US30,Montana,30
1051571,null,3249,null,509550,null,2139,null,17620,null,1852,null,28137,null,2458,null,130945,null,4240,null,22277,null,2097,null,120513,null,3888,null,45007,null,3041,null,98537,null,4396,null,46514,null,2558,null,542021,null,1844,null,17347,null,2056,null,26367,null,2130,null,145842,null,4115,null,14985,null,1527,null,138250,null,4101,null,51916,null,3132,null,102668,null,3421,null,44646,null,2193,null,0400000US31,Nebraska,31
1353349,null,7627,null,693630,null,4922,null,46675,null,3558,null,69466,null,5255,null,169676,null,5874,null,29629,null,2883,null,177253,null,7339,null,43556,null,3617,null,105757,null,5344,null,51618,null,3350,null,659719,null,4691,null,40544,null,3325,null,63263,null,4359,null,171889,null,5624,null,20750,null,2267,null,177867,null,6535,null,48310,null,3551,null,91438,null,4565,null,45658,null,3286,null,0400000US32,Nevada,32
864834,null,1998,null,418843,null,1221,null,13518,null,1838,null,28515,null,2590,null,103564,null,4755,null,20675,null,2417,null,75163,null,3646,null,35142,null,2418,null,88649,null,4432,null,53617,null,3160,null,445991,null,1383,null,12310,null,1575,null,22562,null,2541,null,114843,null,4308,null,15706,null,1879,null,92158,null,4082,null,45725,null,3155,null,94404,null,3786,null,48283,null,2847,null,0400000US33,New Hampshire,33
4293972,null,10833,null,2058793,null,6414,null,95148,null,6947,null,131306,null,5162,null,537747,null,10752,null,62098,null,4073,null,370151,null,9613,null,109939,null,4725,null,461053,null,9862,null,291351,null,7444,null,2235179,null,5844,null,105316,null,6044,null,135247,null,5625,null,658815,null,9899,null,44851,null,2458,null,378965,null,8811,null,163180,null,5742,null,482100,null,8543,null,266705,null,7092,null,0400000US34,New Jersey,34
979772,null,6951,null,473053,null,4510,null,35472,null,3588,null,41069,null,3178,null,96267,null,5364,null,23292,null,2871,null,110509,null,3741,null,33732,null,2801,null,73633,null,4181,null,59079,null,3204,null,506719,null,4431,null,35800,null,3069,null,41202,null,3283,null,104445,null,4469,null,19336,null,2186,null,127638,null,5132,null,38648,null,2797,null,79367,null,4433,null,60283,null,3066,null,0400000US35,New Mexico,35
9121811,null,17063,null,4363823,null,10773,null,217570,null,8421,null,306333,null,8849,null,1024547,null,14076,null,187093,null,6838,null,745620,null,13491,null,335909,null,9682,null,878011,null,13258,null,668740,null,10836,null,4757988,null,9146,null,234632,null,7841,null,314784,null,9470,null,1236323,null,13758,null,128245,null,5715,null,758476,null,11630,null,439619,null,8948,null,867749,null,11936,null,778160,null,11792,null,0400000US36,New York,36
4483895,null,9742,null,2150418,null,6774,null,117772,null,5871,null,201241,null,7944,null,477482,null,10739,null,110116,null,6041,null,444795,null,9590,null,165322,null,6432,null,413386,null,8364,null,220304,null,7049,null,2333477,null,4779,null,101676,null,5522,null,187807,null,6851,null,534002,null,9295,null,95504,null,5228,null,528703,null,10239,null,223081,null,7754,null,452842,null,8051,null,209862,null,6486,null,0400000US37,North Carolina,37
391217,null,1065,null,192831,null,885,null,11204,null,1142,null,9268,null,1157,null,48535,null,2034,null,5541,null,830,null,42096,null,2190,null,24125,null,1803,null,37699,null,2214,null,14363,null,1575,null,198386,null,875,null,9646,null,1002,null,8091,null,1061,null,47194,null,2169,null,6211,null,980,null,48318,null,2504,null,24454,null,2087,null,43525,null,2343,null,10947,null,1076,null,0400000US38,North Dakota,38
6608897,null,4098,null,3165539,null,2737,null,102095,null,5072,null,272768,null,8045,null,997071,null,11303,null,131954,null,5349,null,649152,null,9508,null,197561,null,6336,null,516065,null,8044,null,298873,null,7150,null,3443358,null,2256,null,107552,null,4729,null,268645,null,7551,null,1153353,null,13377,null,109315,null,5424,null,693013,null,11272,null,291827,null,8239,null,536395,null,8117,null,283258,null,7932,null,0400000US39,Ohio,39
1875171,null,4862,null,899156,null,3261,null,40365,null,2837,null,81808,null,4334,null,232152,null,6020,null,48638,null,3981,null,218330,null,5366,null,58581,null,3081,null,143229,null,5038,null,76053,null,3923,null,976015,null,2418,null,39653,null,2819,null,82890,null,4184,null,275121,null,6420,null,47368,null,3135,null,245352,null,6531,null,69279,null,3249,null,150541,null,5395,null,65811,null,3434,null,0400000US40,Oklahoma,40
2302047,null,5181,null,1120985,null,3656,null,41720,null,4113,null,79878,null,5079,null,227890,null,7047,null,56071,null,3795,null,294719,null,8553,null,93449,null,4879,null,207258,null,6869,null,120000,null,5626,null,1181062,null,2990,null,31073,null,2930,null,73954,null,4287,null,271860,null,6884,null,45412,null,3295,null,334525,null,7497,null,99286,null,5082,null,210317,null,5358,null,114635,null,4757,null,0400000US41,Oregon,41
7314434,null,7082,null,3492515,null,4506,null,128744,null,5996,null,274462,null,6861,null,1160037,null,12359,null,141363,null,4945,null,563535,null,11600,null,232249,null,6051,null,615990,null,10812,null,376135,null,8010,null,3821919,null,3705,null,138554,null,4474,null,290159,null,7207,null,1367565,null,12931,null,116991,null,4742,null,612152,null,10084,null,311627,null,7291,null,623265,null,10093,null,361606,null,8621,null,0400000US42,Pennsylvania,42
613522,null,3594,null,290343,null,2603,null,16818,null,2345,null,27711,null,3164,null,62557,null,3835,null,15210,null,1586,null,51945,null,3640,null,20434,null,2091,null,59492,null,3221,null,36176,null,2740,null,323179,null,1889,null,16506,null,2083,null,26632,null,2405,null,82541,null,3741,null,10511,null,1576,null,60986,null,3358,null,28674,null,2564,null,60630,null,3156,null,36699,null,2791,null,0400000US44,Rhode Island,44
2100525,null,3771,null,1008365,null,2997,null,55599,null,3240,null,93477,null,5557,null,229287,null,6954,null,54341,null,3365,null,200589,null,6792,null,80889,null,4284,null,191310,null,6627,null,102873,null,5284,null,1092160,null,1883,null,50526,null,3793,null,93915,null,4574,null,277556,null,6337,null,46372,null,3269,null,229574,null,7059,null,106839,null,5011,null,182083,null,6013,null,105295,null,5026,null,0400000US45,South Carolina,45
474555,null,2425,null,232138,null,1653,null,10979,null,1135,null,11002,null,1344,null,70174,null,3094,null,9717,null,1313,null,49068,null,2588,null,19980,null,1775,null,41942,null,2425,null,19276,null,1840,null,242417,null,1403,null,8537,null,1026,null,10471,null,1506,null,67679,null,3577,null,8032,null,1056,null,58687,null,3164,null,27113,null,2370,null,46046,null,2792,null,15852,null,1746,null,0400000US46,South Dakota,46
3431392,null,4541,null,1646590,null,3773,null,113975,null,5302,null,161679,null,5625,null,427645,null,7710,null,109247,null,5654,null,338090,null,8275,null,85962,null,4224,null,264284,null,6629,null,145708,null,5208,null,1784802,null,2338,null,111412,null,5808,null,166620,null,6452,null,480296,null,9385,null,106698,null,4588,null,390078,null,8407,null,120740,null,5624,null,268684,null,6859,null,140274,null,5218,null,0400000US47,Tennessee,47
11452325,null,26954,null,5604353,null,16214,null,522386,null,13422,null,533004,null,13053,null,1093361,null,17597,null,282755,null,9591,null,1253838,null,15510,null,347261,null,9709,null,1037972,null,13114,null,533776,null,10040,null,5847972,null,15085,null,545184,null,11865,null,511790,null,10965,null,1265364,null,14302,null,264929,null,7909,null,1382997,null,15613,null,386107,null,10934,null,1049576,null,13903,null,442025,null,7898,null,0400000US48,Texas,48
1435586,null,4028,null,711510,null,2633,null,22429,null,2806,null,42760,null,3413,null,142189,null,6089,null,23256,null,2381,null,185974,null,5641,null,62657,null,3787,null,146196,null,4842,null,86049,null,3621,null,724076,null,1908,null,18239,null,2413,null,43841,null,3756,null,165307,null,5498,null,17969,null,1538,null,212675,null,5225,null,76936,null,3808,null,142124,null,5113,null,46985,null,2930,null,0400000US49,Utah,49
417268,null,813,null,201327,null,827,null,6238,null,846,null,12804,null,1317,null,64423,null,3220,null,9014,null,1239,null,31599,null,2220,null,15796,null,1812,null,38292,null,2341,null,23161,null,1678,null,215941,null,453,null,7264,null,797,null,11741,null,1578,null,58044,null,2811,null,7205,null,1098,null,37939,null,2341,null,20749,null,1648,null,45152,null,2516,null,27847,null,2062,null,0400000US50,Vermont,50
3770475,null,8406,null,1822462,null,5085,null,99997,null,6103,null,132533,null,6206,null,360659,null,8263,null,79135,null,4733,null,351313,null,8942,null,106207,null,4558,null,381128,null,8863,null,311490,null,7069,null,1948013,null,4864,null,83931,null,4346,null,127189,null,5763,null,430617,null,8659,null,59940,null,3365,null,409673,null,8564,null,149676,null,5506,null,426182,null,9695,null,260805,null,6255,null,0400000US51,Virginia,51
3653741,null,6774,null,1786445,null,4897,null,51225,null,4453,null,107798,null,5090,null,355606,null,8590,null,76784,null,4028,null,449451,null,8378,null,159443,null,5774,null,371714,null,8735,null,214424,null,6318,null,1867296,null,3371,null,46288,null,3468,null,99407,null,5416,null,391167,null,9555,null,61595,null,3920,null,522680,null,8714,null,191926,null,6309,null,363974,null,7474,null,190259,null,6391,null,0400000US53,Washington,53
1207025,null,2460,null,575635,null,1852,null,44307,null,3116,null,67993,null,3875,null,202792,null,4913,null,36781,null,2944,null,101713,null,4134,null,25693,null,2670,null,57722,null,3298,null,38634,null,3032,null,631390,null,1575,null,36576,null,2701,null,67003,null,3326,null,213670,null,5754,null,41498,null,3070,null,118955,null,4463,null,45273,null,3320,null,66500,null,3846,null,41915,null,3379,null,0400000US54,West Virginia,54
3421081,null,3772,null,1678331,null,2631,null,56395,null,3674,null,111473,null,4600,null,504149,null,7443,null,71552,null,3596,null,357894,null,7021,null,141960,null,5507,null,285782,null,6161,null,149126,null,5012,null,1742750,null,2482,null,58394,null,3551,null,88763,null,3591,null,551138,null,7075,null,40604,null,2964,null,376086,null,7395,null,166134,null,5784,null,317102,null,6992,null,144529,null,4852,null,0400000US55,Wisconsin,55
327677,null,1768,null,163302,null,1150,null,3642,null,804,null,10056,null,1350,null,43032,null,2501,null,10521,null,1563,null,41761,null,2761,null,15419,null,1958,null,23983,null,2167,null,14888,null,1448,null,164375,null,1309,null,2761,null,718,null,9383,null,1574,null,38964,null,2362,null,7083,null,1196,null,47591,null,2898,null,18189,null,1703,null,29137,null,2538,null,11267,null,1371,null,0400000US56,Wyoming,56
1957765,null,13816,null,890751,null,7923,null,204685,null,6685,null,101198,null,4147,null,188689,null,6589,null,36665,null,3425,null,123966,null,4916,null,64233,null,4330,null,120420,null,5201,null,50895,null,3501,null,1067014,null,7743,null,227214,null,5679,null,93834,null,4625,null,201064,null,6625,null,37120,null,3117,null,138889,null,6288,null,102700,null,4959,null,197533,null,6489,null,68660,null,4503,null,0400000US72,Puerto Rico,72
