B15002A_001E,B15002A_001EA,B15002A_001M,B15002A_001MA,B15002A_002E,B15002A_002EA,B15002A_002M,B15002A_002MA,B15002A_003E,B15002A_003EA,B15002A_003M,B15002A_003MA,B15002A_004E,B15002A_004EA,B15002A_004M,B15002A_004MA,B15002A_005E,B15002A_005EA,B15002A_005M,B15002A_005MA,B15002A_006E,B15002A_006EA,B15002A_006M,B15002A_006MA,B15002A_007E,B15002A_007EA,B15002A_007M,B15002A_007MA,B15002A_008E,B15002A_008EA,B15002A_008M,B15002A_008MA,B15002A_009E,B15002A_009EA,B15002A_009M,B15002A_009MA,B15002A_010E,B15002A_010EA,B15002A_010M,B15002A_010MA,B15002A_011E,B15002A_011EA,B15002A_011M,B15002A_011MA,B15002A_012E,B15002A_012EA,B15002A_012M,B15002A_012MA,B15002A_013E,B15002A_013EA,B15002A_013M,B15002A_013MA,B15002A_014E,B15002A_014EA,B15002A_014M,B15002A_014MA,B15002A_015E,B15002A_015EA,B15002A_015M,B15002A_015MA,B15002A_016E,B15002A_016EA,B15002A_016M,B15002A_016MA,B15002A_017E,B15002A_017EA,B15002A_017M,B15002A_017MA,B15002A_018E,B15002A_018EA,B15002A_018M,B15002A_018MA,B15002A_019E,B15002A_019EA,B15002A_019M,B15002A_019MA,GEO_ID,NAME,state
2262010,null,3739,null,1085660,null,2867,null,65324,null,4114,null,118304,null,4728,null,258943,null,7870,null,72966,null,4452,null,225839,null,6810,null,64951,null,3903,null,183651,null,6113,null,95682,null,4452,null,1176350,null,2376,null,61290,null,4062,null,126182,null,5371,null,313089,null,8508,null,67988,null,3577,null,254105,null,6783,null,85557,null,4404,null,171733,null,5158,null,96406,null,4554,null,0400000US01,Alabama,01
314810,null,2062,null,164378,null,1386,null,2885,null,963,null,7328,null,1506,null,37081,null,2942,null,7416,null,1304,null,47649,null,2869,null,14234,null,2141,null,29124,null,2687,null,18661,null,2088,null,150432,null,1314,null,1560,null,529,null,5430,null,1400,null,27419,null,2212,null,6282,null,1293,null,44242,null,2706,null,12615,null,1613,null,34193,null,2514,null,18691,null,2083,null,0400000US02,Alaska,02
3491360,null,13601,null,1716411,null,8426,null,121921,null,7673,null,138471,null,7662,null,339129,null,9080,null,82342,null,4681,null,433075,null,9173,null,123688,null,5380,null,297544,null,8882,null,180241,null,6187,null,1774949,null,6705,null,109147,null,6842,null,133923,null,6208,null,395626,null,8412,null,50529,null,4397,null,485727,null,10331,null,155610,null,5941,null,286980,null,8526,null,157407,null,5875,null,0400000US04,Arizona,04
1540067,null,4395,null,739906,null,3404,null,47131,null,3720,null,80374,null,4643,null,217580,null,6954,null,45353,null,3191,null,163541,null,5263,null,32636,null,2914,null,102036,null,4501,null,51255,null,3043,null,800161,null,2334,null,46412,null,2996,null,76762,null,4119,null,237063,null,5807,null,48051,null,3135,null,184945,null,5369,null,53960,null,3235,null,103285,null,3857,null,49683,null,3104,null,0400000US05,Arkansas,05
15281059,null,38347,null,7537766,null,23372,null,633245,null,15950,null,641011,null,12822,null,1348121,null,19919,null,203796,null,6952,null,1727933,null,19917,null,532034,null,11393,null,1472125,null,17296,null,979501,null,15384,null,7743293,null,19737,null,632019,null,12015,null,583108,null,12131,null,1528146,null,16572,null,144912,null,6310,null,1897427,null,19408,null,657459,null,11906,null,1468554,null,13512,null,831668,null,12862,null,0400000US06,California,06
2834821,null,9311,null,1406646,null,6134,null,59984,null,4427,null,85372,null,4834,null,258287,null,7736,null,57980,null,3869,null,307385,null,7714,null,102617,null,4849,null,343095,null,7471,null,191926,null,6070,null,1428175,null,4454,null,51254,null,4156,null,74361,null,4345,null,278412,null,7349,null,44127,null,3403,null,342525,null,7162,null,116544,null,4879,null,339294,null,7727,null,181658,null,6046,null,0400000US08,Colorado,08
1956360,null,6220,null,932840,null,3687,null,35648,null,3145,null,54493,null,3449,null,226205,null,6895,null,32670,null,2633,null,159995,null,5683,null,59298,null,2973,null,211118,null,5248,null,153413,null,5403,null,1023520,null,3482,null,38595,null,3214,null,53630,null,3556,null,261552,null,7117,null,27689,null,2437,null,182139,null,6405,null,91259,null,4538,null,209647,null,6484,null,159009,null,4531,null,0400000US09,Connecticut,09
440066,null,1908,null,209831,null,1215,null,8684,null,1537,null,16760,null,1809,null,59911,null,3208,null,8158,null,1263,null,42114,null,2612,null,14207,null,1566,null,35176,null,2819,null,24821,null,1903,null,230235,null,916,null,7517,null,1204,null,15752,null,1801,null,69003,null,2742,null,6245,null,1133,null,48395,null,2642,null,19552,null,1957,null,38735,null,2582,null,25036,null,2266,null,0400000US10,Delaware,10
160138,null,2532,null,81467,null,1555,null,3188,null,1033,null,2359,null,911,null,2041,null,811,null,431,null,471,null,5567,null,1121,null,1155,null,556,null,27080,null,2046,null,39646,null,2501,null,78671,null,1402,null,3066,null,1147,null,1636,null,843,null,3007,null,916,null,638,null,495,null,4980,null,1045,null,1323,null,541,null,27546,null,1784,null,36475,null,1960,null,0400000US11,District of Columbia,11
10277457,null,15666,null,4966841,null,10339,null,258066,null,10456,null,426131,null,9482,null,1172469,null,15898,null,252332,null,9820,null,1029664,null,14625,null,383738,null,9546,null,910517,null,13762,null,533924,null,10776,null,5310616,null,9063,null,256382,null,8496,null,398659,null,10007,null,1461730,null,17516,null,184307,null,6680,null,1172577,null,15977,null,482317,null,11052,null,909336,null,14169,null,445308,null,10526,null,0400000US12,Florida,12
4035131,null,10710,null,1963898,null,7787,null,109522,null,6324,null,180173,null,8429,null,439048,null,10661,null,116762,null,6283,null,389749,null,8340,null,108047,null,5412,null,400521,null,9133,null,220076,null,5998,null,2071233,null,4786,null,96397,null,4663,null,175669,null,7678,null,503626,null,10463,null,100314,null,4086,null,443219,null,9648,null,142479,null,5694,null,396376,null,8471,null,213153,null,5938,null,0400000US13,Georgia,13
248034,null,2648,null,133785,null,2065,null,787,null,359,null,3984,null,923,null,24725,null,2614,null,3173,null,904,null,33966,null,2765,null,12605,null,1757,null,32982,null,2356,null,21563,null,2137,null,114249,null,1529,null,1238,null,433,null,3578,null,957,null,20470,null,2115,null,1601,null,564,null,32152,null,2078,null,9873,null,1303,null,27646,null,2503,null,17691,null,1811,null,0400000US15,Hawaii,15
905119,null,2663,null,446775,null,2056,null,21395,null,2614,null,31671,null,2869,null,101947,null,4415,null,20764,null,2144,null,119667,null,4856,null,36476,null,2351,null,76528,null,3970,null,38327,null,2862,null,458344,null,1642,null,17516,null,2168,null,31932,null,2928,null,111580,null,3925,null,19077,null,2565,null,132553,null,3963,null,40805,null,2374,null,76124,null,3328,null,28757,null,2270,null,0400000US16,Idaho,16
