C25055_001E,C25055_001EA,C25055_001M,C25055_001MA,C25055_002E,C25055_002EA,C25055_002M,C25055_002MA,C25055_003E,C25055_003EA,C25055_003M,C25055_003MA,C25055_004E,C25055_004EA,C25055_004M,C25055_004MA,C25055_005E,C25055_005EA,C25055_005M,C25055_005MA,GEO_ID,NAME,state
444629,null,10123,null,353862,null,9569,null,46687,null,2960,null,23632,null,2139,null,20448,null,1962,null,0400000US22,Louisiana,22
139614,null,4787,null,100348,null,4010,null,13420,null,1730,null,11628,null,1374,null,14218,null,1252,null,0400000US23,Maine,23
616270,null,10613,null,465141,null,10125,null,67562,null,3504,null,35923,null,2676,null,47644,null,2792,null,0400000US24,Maryland,24
841688,null,11940,null,607740,null,11091,null,93321,null,4174,null,62667,null,3396,null,77960,null,3786,null,0400000US25,Massachusetts,25
937131,null,13016,null,703898,null,11950,null,103673,null,4010,null,56985,null,3520,null,72575,null,3010,null,0400000US26,Michigan,26
506368,null,8578,null,377091,null,8110,null,47210,null,2960,null,26152,null,1940,null,55915,null,3345,null,0400000US27,Minnesota,27
275804,null,8576,null,221954,null,7440,null,28498,null,2492,null,13612,null,1687,null,11740,null,1725,null,0400000US28,Mississippi,28
646774,null,11025,null,495612,null,10291,null,68351,null,3554,null,35133,null,2370,null,47678,null,2836,null,0400000US29,Missouri,29
106210,null,4321,null,80121,null,4089,null,12609,null,1560,null,5259,null,981,null,8221,null,1227,null,0400000US30,Montana,30
201755,null,5151,null,155656,null,4960,null,18941,null,1732,null,9516,null,1513,null,17642,null,1769,null,0400000US31,Nebraska,31
372737,null,8418,null,287040,null,7855,null,46042,null,3425,null,22856,null,2666,null,16799,null,1663,null,0400000US32,Nevada,32
133901,null,5070,null,99308,null,4885,null,14953,null,1740,null,8466,null,1420,null,11174,null,1478,null,0400000US33,New Hampshire,33
1006925,null,10072,null,733152,null,10296,null,120327,null,5325,null,72747,null,3950,null,80699,null,3797,null,0400000US34,New Jersey,34
208938,null,5245,null,163425,null,5398,null,23313,null,1852,null,10574,null,1514,null,11626,null,1412,null,0400000US35,New Mexico,35
3079910,null,21499,null,2153104,null,17846,null,406093,null,8149,null,255941,null,5901,null,264772,null,6177,null,0400000US36,New York,36
1053673,null,14931,null,843770,null,13924,null,106173,null,5085,null,49265,null,2971,null,54465,null,2869,null,0400000US37,North Carolina,37
83650,null,3147,null,62851,null,2940,null,6980,null,1213,null,4943,null,882,null,8876,null,1043,null,0400000US38,North Dakota,38
1320935,null,14939,null,1000209,null,13160,null,145496,null,5223,null,78451,null,4231,null,96779,null,3433,null,0400000US39,Ohio,39
419371,null,8564,null,330394,null,7269,null,43579,null,3156,null,23287,null,2125,null,22111,null,1838,null,0400000US40,Oklahoma,40
503549,null,8888,null,382181,null,8403,null,53134,null,3720,null,25381,null,2064,null,42853,null,3113,null,0400000US41,Oregon,41
1338769,null,13908,null,955756,null,12365,null,149922,null,5855,null,94103,null,3540,null,138988,null,4805,null,0400000US42,Pennsylvania,42
145478,null,4805,null,99630,null,4799,null,17518,null,1858,null,12081,null,1329,null,16249,null,1572,null,0400000US44,Rhode Island,44
443801,null,9898,null,352878,null,8990,null,48433,null,3209,null,23350,null,2517,null,19140,null,1793,null,0400000US45,South Carolina,45
88949,null,3640,null,63684,null,3175,null,7441,null,1071,null,5276,null,807,null,12548,null,1398,null,0400000US46,South Dakota,46
673529,null,11076,null,531852,null,10237,null,72027,null,3923,null,36039,null,3023,null,33611,null,2385,null,0400000US47,Tennessee,47
2782076,null,22813,null,2281257,null,20532,null,261459,null,8018,null,120516,null,5604,null,118844,null,4675,null,0400000US48,Texas,48
229698,null,6390,null,196169,null,5906,null,18117,null,1596,null,7553,null,1190,null,7859,null,1564,null,0400000US49,Utah,49
64133,null,2928,null,46245,null,2505,null,8713,null,1242,null,4761,null,880,null,4414,null,778,null,0400000US50,Vermont,50
867631,null,10843,null,694187,null,9973,null,80679,null,4522,null,43115,null,2723,null,49650,null,3285,null,0400000US51,Virginia,51
851505,null,11503,null,661563,null,10409,null,88008,null,4496,null,43698,null,3196,null,58236,null,3033,null,0400000US53,Washington,53
167041,null,6039,null,127355,null,5167,null,18989,null,1978,null,11387,null,1513,null,9310,null,1241,null,0400000US54,West Virginia,54
641621,null,9673,null,480281,null,7545,null,63377,null,3195,null,36246,null,2391,null,61717,null,2602,null,0400000US55,Wisconsin,55
53847,null,3518,null,41059,null,3061,null,5742,null,1106,null,3164,null,740,null,3882,null,854,null,0400000US56,Wyoming,56
205210,null,6141,null,153300,null,5028,null,23889,null,2127,null,16173,null,1629,null,11848,null,1429,null,0400000US72,Puerto Rico,72
