B10051A_001E,B10051A_001EA,B10051A_001M,B10051A_001MA,B10051A_002E,B10051A_002EA,B10051A_002M,B10051A_002MA,B10051A_003E,B10051A_003EA,B10051A_003M,B10051A_003MA,B10051A_004E,B10051A_004EA,B10051A_004M,B10051A_004MA,B10051A_005E,B10051A_005EA,B10051A_005M,B10051A_005MA,B10051A_006E,B10051A_006EA,B10051A_006M,B10051A_006MA,B10051A_007E,B10051A_007EA,B10051A_007M,B10051A_007MA,GEO_ID,NAME,state
32753,null,2945,null,15848,null,2014,null,11069,null,1708,null,4779,null,844,null,16905,null,2165,null,10097,null,1871,null,6808,null,1279,null,0400000US20,Kansas,20
76685,null,5465,null,43780,null,3936,null,30922,null,3639,null,12858,null,1438,null,32905,null,3365,null,18894,null,2712,null,14011,null,1813,null,0400000US21,Kentucky,21
60224,null,5435,null,34834,null,3806,null,24189,null,3253,null,10645,null,1727,null,25390,null,3224,null,10270,null,2137,null,15120,null,2551,null,0400000US22,Louisiana,22
18848,null,2524,null,7863,null,1853,null,5803,null,1554,null,2060,null,778,null,10985,null,1817,null,5797,null,1417,null,5188,null,1171,null,0400000US23,Maine,23
55557,null,4525,null,21724,null,2909,null,15453,null,2453,null,6271,null,1546,null,33833,null,3213,null,14881,null,2353,null,18952,null,2393,null,0400000US24,Maryland,24
75513,null,4604,null,21927,null,2607,null,13568,null,2068,null,8359,null,1544,null,53586,null,3779,null,18233,null,2579,null,35353,null,2977,null,0400000US25,Massachusetts,25
119455,null,5335,null,50823,null,4150,null,34893,null,3584,null,15930,null,1990,null,68632,null,4093,null,34981,null,3110,null,33651,null,2817,null,0400000US26,Michigan,26
40788,null,3411,null,15073,null,1850,null,10861,null,1737,null,4212,null,826,null,25715,null,2894,null,13593,null,2193,null,12122,null,1688,null,0400000US27,Minnesota,27
37957,null,4150,null,21771,null,2983,null,14653,null,2499,null,7118,null,1555,null,16186,null,2718,null,8562,null,1751,null,7624,null,1762,null,0400000US28,Mississippi,28
74434,null,5063,null,36540,null,3302,null,24617,null,2677,null,11923,null,1705,null,37894,null,3695,null,22785,null,3226,null,15109,null,1701,null,0400000US29,Missouri,29
9656,null,2086,null,4962,null,1411,null,2774,null,1115,null,2188,null,724,null,4694,null,1415,null,2345,null,1035,null,2349,null,918,null,0400000US30,Montana,30
16190,null,2194,null,6790,null,1518,null,4962,null,1309,null,1828,null,649,null,9400,null,1654,null,6011,null,1388,null,3389,null,862,null,0400000US31,Nebraska,31
39292,null,4415,null,15810,null,2528,null,11180,null,2204,null,4630,null,1104,null,23482,null,3098,null,10038,null,2247,null,13444,null,1937,null,0400000US32,Nevada,32
17412,null,2474,null,4450,null,1186,null,3354,null,1104,null,1096,null,498,null,12962,null,2037,null,4969,null,1297,null,7993,null,1685,null,0400000US33,New Hampshire,33
101573,null,5940,null,26860,null,3124,null,16141,null,2475,null,10719,null,1758,null,74713,null,5412,null,24155,null,3175,null,50558,null,3728,null,0400000US34,New Jersey,34
28709,null,3116,null,14540,null,2422,null,9807,null,1950,null,4733,null,1243,null,14169,null,1853,null,6920,null,1574,null,7249,null,1536,null,0400000US35,New Mexico,35
189487,null,8311,null,56358,null,4424,null,35376,null,3335,null,20982,null,2280,null,133129,null,6968,null,45806,null,4115,null,87323,null,5293,null,0400000US36,New York,36
105560,null,7766,null,55998,null,5626,null,38100,null,4561,null,17898,null,2369,null,49562,null,4495,null,25225,null,3122,null,24337,null,2811,null,0400000US37,North Carolina,37
3811,null,1052,null,2134,null,712,null,1703,null,668,null,431,null,227,null,1677,null,769,null,880,null,578,null,797,null,531,null,0400000US38,North Dakota,38
155695,null,7153,null,70401,null,5014,null,49379,null,4153,null,21022,null,2557,null,85294,null,5056,null,46049,null,4456,null,39245,null,2985,null,0400000US39,Ohio,39
60117,null,5031,null,35335,null,3801,null,23685,null,2677,null,11650,null,2092,null,24782,null,2920,null,12977,null,2106,null,11805,null,1898,null,0400000US40,Oklahoma,40
48031,null,4018,null,19573,null,2665,null,11984,null,1927,null,7589,null,1520,null,28458,null,3563,null,13540,null,2311,null,14918,null,2824,null,0400000US41,Oregon,41
147596,null,6907,null,53337,null,4552,null,37137,null,3951,null,16200,null,1803,null,94259,null,5038,null,42004,null,3571,null,52255,null,3783,null,0400000US42,Pennsylvania,42
14262,null,2284,null,2965,null,1111,null,2208,null,912,null,757,null,502,null,11297,null,1944,null,4056,null,1260,null,7241,null,1683,null,0400000US44,Rhode Island,44
54660,null,4249,null,24831,null,3083,null,15578,null,2285,null,9253,null,1919,null,29829,null,3312,null,14424,null,2337,null,15405,null,2366,null,0400000US45,South Carolina,45
5206,null,1075,null,2743,null,834,null,1873,null,682,null,870,null,482,null,2463,null,804,null,1403,null,526,null,1060,null,546,null,0400000US46,South Dakota,46
100625,null,6457,null,48916,null,3717,null,34097,null,3109,null,14819,null,1823,null,51709,null,4598,null,27107,null,3223,null,24602,null,2785,null,0400000US47,Tennessee,47
469259,null,12928,null,209265,null,8557,null,146515,null,7231,null,62750,null,4655,null,259994,null,11083,null,136039,null,9212,null,123955,null,7310,null,0400000US48,Texas,48
46764,null,3866,null,16366,null,2431,null,9756,null,1806,null,6610,null,1414,null,30398,null,3365,null,14731,null,2208,null,15667,null,2463,null,0400000US49,Utah,49
6592,null,1217,null,3046,null,824,null,2009,null,779,null,1037,null,525,null,3546,null,946,null,1386,null,626,null,2160,null,739,null,0400000US50,Vermont,50
91016,null,5975,null,40730,null,3780,null,26268,null,2989,null,14462,null,2283,null,50286,null,4661,null,22642,null,2737,null,27644,null,3242,null,0400000US51,Virginia,51
70955,null,5127,null,27113,null,2660,null,16049,null,2225,null,11064,null,1550,null,43842,null,4154,null,22590,null,3082,null,21252,null,2465,null,0400000US53,Washington,53
34616,null,4398,null,18128,null,2868,null,11134,null,2060,null,6994,null,1520,null,16488,null,2689,null,9864,null,2140,null,6624,null,1638,null,0400000US54,West Virginia,54
49615,null,3832,null,19938,null,1971,null,13157,null,1620,null,6781,null,1110,null,29677,null,2709,null,16877,null,2225,null,12800,null,1634,null,0400000US55,Wisconsin,55
10798,null,1923,null,5703,null,1374,null,4482,null,1308,null,1221,null,454,null,5095,null,1552,null,3475,null,1268,null,1620,null,721,null,0400000US56,Wyoming,56
93357,null,4613,null,43362,null,2782,null,25463,null,2501,null,17899,null,2016,null,49995,null,3838,null,21989,null,2540,null,28006,null,3102,null,0400000US72,Puerto Rico,72
