C01001D_001E,C01001D_001EA,C01001D_001M,C01001D_001MA,C01001D_002E,C01001D_002EA,C01001D_002M,C01001D_002MA,C01001D_003E,C01001D_003EA,C01001D_003M,C01001D_003MA,C01001D_004E,C01001D_004EA,C01001D_004M,C01001D_004MA,C01001D_005E,C01001D_005EA,C01001D_005M,C01001D_005MA,C01001D_006E,C01001D_006EA,C01001D_006M,C01001D_006MA,C01001D_007E,C01001D_007EA,C01001D_007M,C01001D_007MA,C01001D_008E,C01001D_008EA,C01001D_008M,C01001D_008MA,C01001D_009E,C01001D_009EA,C01001D_009M,C01001D_009MA,GEO_ID,NAME,state
45539,null,2563,null,21829,null,1714,null,6799,null,1250,null,14183,null,1000,null,847,null,425,null,23710,null,1764,null,5513,null,1091,null,16565,null,1503,null,1632,null,712,null,0400000US01,Alabama,01
31826,null,1833,null,15069,null,1261,null,3359,null,839,null,10485,null,1133,null,1225,null,313,null,16757,null,1101,null,3195,null,853,null,12276,null,789,null,1286,null,216,null,0400000US02,Alaska,02
154416,null,4412,null,73265,null,2701,null,17810,null,1664,null,50340,null,1631,null,5115,null,509,null,81151,null,2739,null,17189,null,1341,null,55924,null,2104,null,8038,null,606,null,0400000US04,Arizona,04
29466,null,2253,null,14281,null,1244,null,4232,null,1001,null,9363,null,838,null,686,null,297,null,15185,null,1653,null,3807,null,966,null,10285,null,1044,null,1093,null,385,null,0400000US05,Arkansas,05
4548741,null,13354,null,2187489,null,8381,null,478706,null,5159,null,1483492,null,5915,null,225291,null,1706,null,2361252,null,7713,null,452924,null,6131,null,1603545,null,4804,null,304783,null,1701,null,0400000US06,California,06
126143,null,3427,null,58051,null,2216,null,13716,null,1379,null,39930,null,1664,null,4405,null,854,null,68092,null,2202,null,13994,null,1421,null,47349,null,1400,null,6749,null,788,null,0400000US08,Colorado,08
121295,null,2685,null,61099,null,1620,null,15404,null,1181,null,42267,null,798,null,3428,null,543,null,60196,null,1714,null,14761,null,1144,null,41441,null,1118,null,3994,null,484,null,0400000US09,Connecticut,09
25280,null,810,null,12258,null,593,null,3298,null,414,null,8201,null,365,null,759,null,184,null,13022,null,497,null,3284,null,249,null,9029,null,444,null,709,null,292,null,0400000US10,Delaware,10
20091,null,755,null,9240,null,668,null,1663,null,445,null,6783,null,614,null,794,null,310,null,10851,null,502,null,1213,null,331,null,8934,null,478,null,704,null,342,null,0400000US11,District of Columbia,11
420393,null,5048,null,192948,null,4031,null,45082,null,2610,null,130820,null,2806,null,17046,null,1086,null,227445,null,3773,null,50257,null,2613,null,154531,null,2601,null,22657,null,1364,null,0400000US12,Florida,12
277323,null,4780,null,134035,null,3295,null,35937,null,1821,null,89320,null,2383,null,8778,null,1048,null,143288,null,3090,null,33996,null,1815,null,99168,null,2188,null,10124,null,1159,null,0400000US13,Georgia,13
495454,null,9033,null,231948,null,5095,null,36476,null,3021,null,148687,null,3557,null,46785,null,1211,null,263506,null,5650,null,32728,null,2483,null,161789,null,3969,null,68989,null,1118,null,0400000US15,Hawaii,15
18509,null,1930,null,8482,null,1189,null,2361,null,744,null,5273,null,764,null,848,null,359,null,10027,null,1196,null,2569,null,583,null,6937,null,909,null,521,null,340,null,0400000US16,Idaho,16
552245,null,5620,null,270266,null,3563,null,59352,null,2371,null,191128,null,2238,null,19786,null,523,null,281979,null,3289,null,60855,null,2060,null,195489,null,2106,null,25635,null,744,null,0400000US17,Illinois,17
84810,null,2512,null,40128,null,1962,null,9244,null,1156,null,29049,null,1508,null,1835,null,504,null,44682,null,2030,null,11554,null,1490,null,30201,null,1520,null,2927,null,719,null,0400000US18,Indiana,18
47281,null,2176,null,22647,null,1407,null,5575,null,911,null,15711,null,975,null,1361,null,501,null,24634,null,1601,null,6869,null,1120,null,16276,null,1158,null,1489,null,488,null,0400000US19,Iowa,19
59999,null,2180,null,29236,null,1463,null,7540,null,814,null,20077,null,1415,null,1619,null,495,null,30763,null,1580,null,7469,null,1001,null,21324,null,980,null,1970,null,622,null,0400000US20,Kansas,20
43712,null,3358,null,21491,null,2604,null,5635,null,900,null,14503,null,1874,null,1353,null,712,null,22221,null,1614,null,5617,null,872,null,15347,null,1231,null,1257,null,601,null,0400000US21,Kentucky,21
64550,null,3334,null,32981,null,2251,null,8860,null,1439,null,22257,null,1605,null,1864,null,873,null,31569,null,2045,null,6560,null,1061,null,22962,null,1603,null,2047,null,702,null,0400000US22,Louisiana,22
10760,null,955,null,3969,null,814,null,1018,null,421,null,2545,null,643,null,406,null,283,null,6791,null,822,null,1849,null,423,null,4436,null,787,null,506,null,303,null,0400000US23,Maine,23
285912,null,3283,null,137584,null,2322,null,31348,null,1567,null,94776,null,1675,null,11460,null,563,null,148328,null,2067,null,30668,null,1351,null,103375,null,1246,null,14285,null,493,null,0400000US24,Maryland,24
322218,null,3133,null,156999,null,2113,null,36380,null,1663,null,111449,null,1442,null,9170,null,533,null,165219,null,2122,null,36589,null,1152,null,117083,null,1584,null,11547,null,721,null,0400000US25,Massachusetts,25
231681,null,3694,null,112515,null,2323,null,27839,null,1581,null,78112,null,1544,null,6564,null,591,null,119166,null,2493,null,29406,null,1644,null,82048,null,1847,null,7712,null,668,null,0400000US26,Michigan,26
183776,null,2813,null,89467,null,1878,null,29160,null,1185,null,56671,null,1312,null,3636,null,451,null,94309,null,2082,null,28346,null,1456,null,60435,null,1421,null,5528,null,583,null,0400000US27,Minnesota,27
22464,null,2726,null,10240,null,1876,null,3276,null,1108,null,6477,null,1363,null,487,null,321,null,12224,null,1766,null,1759,null,757,null,8899,null,1537,null,1566,null,599,null,0400000US28,Mississippi,28
83705,null,3051,null,38188,null,1985,null,8681,null,1197,null,26911,null,1248,null,2596,null,481,null,45517,null,2080,null,11064,null,1429,null,31223,null,1240,null,3230,null,568,null,0400000US29,Missouri,29
6473,null,1276,null,2345,null,1059,null,500,null,712,null,1733,null,577,null,112,null,137,null,4128,null,830,null,1266,null,623,null,2477,null,571,null,385,null,298,null,0400000US30,Montana,30
26699,null,1828,null,13243,null,1321,null,3217,null,921,null,9507,null,869,null,519,null,274,null,13456,null,1478,null,3952,null,1005,null,8737,null,937,null,767,null,338,null,0400000US31,Nebraska,31
156681,null,3413,null,71815,null,2050,null,15794,null,1418,null,48262,null,1319,null,7759,null,354,null,84866,null,2080,null,15609,null,1220,null,58594,null,1480,null,10663,null,451,null,0400000US32,Nevada,32
26222,null,1854,null,11216,null,1224,null,2657,null,790,null,8338,null,849,null,221,null,202,null,15006,null,1421,null,4369,null,939,null,9382,null,1022,null,1255,null,467,null,0400000US33,New Hampshire,33
663256,null,4395,null,329694,null,3091,null,80190,null,2283,null,226465,null,1925,null,23039,null,737,null,333562,null,2784,null,78057,null,1839,null,227936,null,1815,null,27569,null,734,null,0400000US34,New Jersey,34
26865,null,1861,null,12625,null,1536,null,3674,null,1175,null,8057,null,785,null,894,null,316,null,14240,null,1311,null,2993,null,939,null,9233,null,980,null,2014,null,652,null,0400000US35,New Mexico,35
1361955,null,7963,null,674821,null,4817,null,151149,null,2647,null,468684,null,3148,null,54988,null,932,null,687134,null,5003,null,141613,null,2701,null,479028,null,3524,null,66493,null,997,null,0400000US36,New York,36
170911,null,3727,null,82251,null,2712,null,22395,null,1534,null,55687,null,2161,null,4169,null,769,null,88660,null,2570,null,20054,null,1625,null,63642,null,2224,null,4964,null,891,null,0400000US37,North Carolina,37
5394,null,1142,null,2650,null,704,null,1036,null,383,null,1431,null,485,null,183,null,218,null,2744,null,799,null,585,null,399,null,2052,null,551,null,107,null,141,null,0400000US38,North Dakota,38
175107,null,3403,null,84374,null,2557,null,18053,null,1298,null,59671,null,1905,null,6650,null,1014,null,90733,null,2293,null,20764,null,1384,null,62722,null,1656,null,7247,null,1046,null,0400000US39,Ohio,39
61807,null,2480,null,28775,null,1756,null,6246,null,1070,null,20872,null,1297,null,1657,null,538,null,33032,null,1813,null,7338,null,1058,null,23677,null,1518,null,2017,null,533,null,0400000US40,Oklahoma,40
129862,null,3756,null,58936,null,2460,null,12883,null,1383,null,41198,null,1665,null,4855,null,672,null,70926,null,2156,null,14922,null,1434,null,48997,null,1616,null,7007,null,817,null,0400000US41,Oregon,41
297254,null,3673,null,145543,null,2561,null,35276,null,1734,null,100266,null,2001,null,10001,null,956,null,151711,null,2295,null,35172,null,1321,null,104819,null,1814,null,11720,null,895,null,0400000US42,Pennsylvania,42
30192,null,1338,null,13326,null,915,null,3281,null,529,null,8882,null,837,null,1163,null,415,null,16866,null,1074,null,4118,null,721,null,11356,null,837,null,1392,null,434,null,0400000US44,Rhode Island,44
49260,null,2321,null,22122,null,1771,null,5072,null,790,null,15143,null,1466,null,1907,null,536,null,27138,null,1633,null,6122,null,1024,null,18747,null,1290,null,2269,null,720,null,0400000US45,South Carolina,45
6609,null,1278,null,2975,null,689,null,871,null,394,null,2058,null,650,null,46,null,61,null,3634,null,913,null,916,null,412,null,2685,null,824,null,33,null,53,null,0400000US46,South Dakota,46
81980,null,2801,null,40485,null,1747,null,11264,null,1528,null,27177,null,1217,null,2044,null,569,null,41495,null,2131,null,8810,null,1513,null,30239,null,1533,null,2446,null,722,null,0400000US47,Tennessee,47
841339,null,7407,null,417668,null,5310,null,111225,null,3367,null,282567,null,2958,null,23876,null,996,null,423671,null,4416,null,101901,null,2511,null,289677,null,3148,null,32093,null,1312,null,0400000US48,Texas,48
53800,null,2638,null,25023,null,1763,null,7009,null,1236,null,16649,null,1104,null,1365,null,338,null,28777,null,1385,null,7152,null,956,null,19722,null,1010,null,1903,null,344,null,0400000US49,Utah,49
7405,null,1001,null,3611,null,674,null,1304,null,487,null,2242,null,389,null,65,null,91,null,3794,null,660,null,955,null,352,null,2521,null,545,null,318,null,247,null,0400000US50,Vermont,50
374329,null,5130,null,178744,null,3544,null,42031,null,2340,null,124543,null,2814,null,12170,null,887,null,195585,null,2892,null,40404,null,1962,null,138108,null,2049,null,17073,null,1171,null,0400000US51,Virginia,51
424582,null,5366,null,197174,null,3497,null,44206,null,2350,null,136274,null,2320,null,16694,null,980,null,227408,null,3888,null,43402,null,1882,null,158744,null,2788,null,25262,null,1089,null,0400000US53,Washington,53
9589,null,1475,null,4253,null,971,null,646,null,355,null,3266,null,910,null,341,null,285,null,5336,null,896,null,906,null,527,null,3963,null,716,null,467,null,349,null,0400000US54,West Virginia,54
