C20005A_001E,C20005A_001EA,C20005A_001M,C20005A_001MA,C20005A_002E,C20005A_002EA,C20005A_002M,C20005A_002MA,C20005A_003E,C20005A_003EA,C20005A_003M,C20005A_003MA,C20005A_004E,C20005A_004EA,C20005A_004M,C20005A_004MA,C20005A_005E,C20005A_005EA,C20005A_005M,C20005A_005MA,C20005A_006E,C20005A_006EA,C20005A_006M,C20005A_006MA,C20005A_007E,C20005A_007EA,C20005A_007M,C20005A_007MA,C20005A_008E,C20005A_008EA,C20005A_008M,C20005A_008MA,C20005A_009E,C20005A_009EA,C20005A_009M,C20005A_009MA,C20005A_010E,C20005A_010EA,C20005A_010M,C20005A_010MA,C20005A_011E,C20005A_011EA,C20005A_011M,C20005A_011MA,C20005A_012E,C20005A_012EA,C20005A_012M,C20005A_012MA,C20005A_013E,C20005A_013EA,C20005A_013M,C20005A_013MA,C20005A_014E,C20005A_014EA,C20005A_014M,C20005A_014MA,C20005A_015E,C20005A_015EA,C20005A_015M,C20005A_015MA,C20005A_016E,C20005A_016EA,C20005A_016M,C20005A_016MA,C20005A_017E,C20005A_017EA,C20005A_017M,C20005A_017MA,C20005A_018E,C20005A_018EA,C20005A_018M,C20005A_018MA,C20005A_019E,C20005A_019EA,C20005A_019M,C20005A_019MA,C20005A_020E,C20005A_020EA,C20005A_020M,C20005A_020MA,C20005A_021E,C20005A_021EA,C20005A_021M,C20005A_021MA,C20005A_022E,C20005A_022EA,C20005A_022M,C20005A_022MA,C20005A_023E,C20005A_023EA,C20005A_023M,C20005A_023MA,C20005A_024E,C20005A_024EA,C20005A_024M,C20005A_024MA,C20005A_025E,C20005A_025EA,C20005A_025M,C20005A_025MA,C20005A_026E,C20005A_026EA,C20005A_026M,C20005A_026MA,C20005A_027E,C20005A_027EA,C20005A_027M,C20005A_027MA,C20005A_028E,C20005A_028EA,C20005A_028M,C20005A_028MA,C20005A_029E,C20005A_029EA,C20005A_029M,C20005A_029MA,C20005A_030E,C20005A_030EA,C20005A_030M,C20005A_030MA,C20005A_031E,C20005A_031EA,C20005A_031M,C20005A_031MA,C20005A_032E,C20005A_032EA,C20005A_032M,C20005A_032MA,C20005A_033E,C20005A_033EA,C20005A_033M,C20005A_033MA,C20005A_034E,C20005A_034EA,C20005A_034M,C20005A_034MA,C20005A_035E,C20005A_035EA,C20005A_035M,C20005A_035MA,C20005A_036E,C20005A_036EA,C20005A_036M,C20005A_036MA,C20005A_037E,C20005A_037EA,C20005A_037M,C20005A_037MA,C20005A_038E,C20005A_038EA,C20005A_038M,C20005A_038MA,C20005A_039E,C20005A_039EA,C20005A_039M,C20005A_039MA,GEO_ID,NAME,state
4735758,null,11695,null,2332932,null,8591,null,1309229,null,14265,null,93,null,152,null,1309136,null,14277,null,20315,null,2559,null,95374,null,5936,null,191803,null,7958,null,371688,null,10182,null,286553,null,8079,null,343403,null,8434,null,1023703,null,13206,null,531797,null,8162,null,491906,null,11013,null,219116,null,6960,null,115363,null,6415,null,57452,null,4103,null,51147,null,4029,null,23707,null,2527,null,25121,null,2585,null,2402826,null,6258,null,879454,null,9463,null,0,null,298,null,879454,null,9463,null,24660,null,2983,null,115674,null,5541,null,178758,null,7345,null,279408,null,7646,null,169568,null,5442,null,111386,null,5263,null,1523372,null,11564,null,913583,null,10783,null,609789,null,10948,null,310129,null,9082,null,139864,null,5399,null,61802,null,3875,null,59205,null,4534,null,28911,null,2855,null,9878,null,1418,null,0400000US13,Georgia,13
294191,null,2645,null,160802,null,1719,null,92993,null,3243,null,0,null,275,null,92993,null,3243,null,1884,null,929,null,9280,null,2402,null,11133,null,1761,null,22818,null,2622,null,21960,null,2829,null,25918,null,2149,null,67809,null,3542,null,31720,null,2333,null,36089,null,3299,null,13329,null,1996,null,6232,null,1527,null,4721,null,1093,null,6652,null,1613,null,2553,null,875,null,2602,null,834,null,133389,null,1594,null,47282,null,2836,null,0,null,275,null,47282,null,2836,null,1207,null,575,null,3892,null,1193,null,5931,null,1314,null,16821,null,1985,null,10135,null,1576,null,9296,null,1569,null,86107,null,3154,null,43316,null,3062,null,42791,null,2894,null,16253,null,1850,null,10114,null,1824,null,5905,null,1443,null,6722,null,1208,null,2635,null,814,null,1162,null,535,null,0400000US15,Hawaii,15
1085630,null,3974,null,540465,null,2691,null,284338,null,6765,null,0,null,259,null,284338,null,6765,null,7793,null,1464,null,24153,null,2704,null,46190,null,3530,null,94442,null,4588,null,65304,null,3472,null,46456,null,2482,null,256127,null,6874,null,115984,null,4669,null,140143,null,6469,null,60619,null,3669,null,34550,null,3270,null,17785,null,2409,null,17150,null,2366,null,5839,null,1097,null,4200,null,915,null,545165,null,2357,null,176631,null,5373,null,0,null,259,null,176631,null,5373,null,8670,null,1456,null,35161,null,2639,null,44830,null,3309,null,55278,null,3080,null,22679,null,2214,null,10013,null,1291,null,368534,null,5970,null,188061,null,5339,null,180473,null,4568,null,101811,null,4403,null,43639,null,3326,null,17214,null,1864,null,12084,null,1735,null,4385,null,1065,null,1340,null,529,null,0400000US16,Idaho,16
7522836,null,19640,null,3686929,null,10546,null,2001522,null,14298,null,108,null,120,null,2001414,null,14294,null,25574,null,2985,null,132397,null,5917,null,227502,null,8785,null,530225,null,10320,null,505948,null,10791,null,579768,null,9226,null,1685407,null,15079,null,813140,null,11353,null,872267,null,12839,null,403389,null,8483,null,172096,null,6273,null,87669,null,4036,null,101666,null,4485,null,59194,null,3055,null,48253,null,3328,null,3835907,null,11519,null,1381844,null,13491,null,211,null,173,null,1381633,null,13495,null,29057,null,2593,null,169300,null,6236,null,260313,null,6958,null,453815,null,10810,null,279724,null,7929,null,189424,null,5899,null,2454063,null,14574,null,1328890,null,11249,null,1125173,null,12571,null,560519,null,10885,null,266623,null,7917,null,115397,null,4684,null,111876,null,4481,null,48583,null,3243,null,22175,null,2180,null,0400000US17,Illinois,17
4339341,null,6748,null,2114142,null,4292,null,1117988,null,11126,null,47,null,78,null,1117941,null,11129,null,16621,null,1755,null,73814,null,4804,null,161335,null,6065,null,362772,null,8214,null,279787,null,7641,null,223612,null,6545,null,996154,null,10944,null,479943,null,7370,null,516211,null,10621,null,251551,null,7188,null,101395,null,4787,null,54104,null,3525,null,59838,null,3597,null,29745,null,2284,null,19578,null,2093,null,2225199,null,4144,null,776875,null,9964,null,170,null,160,null,776705,null,9980,null,17244,null,1898,null,115503,null,6030,null,202778,null,7490,null,265295,null,6291,null,122290,null,5087,null,53595,null,3087,null,1448324,null,10448,null,777340,null,9223,null,670984,null,8591,null,361489,null,7549,null,160825,null,5527,null,67212,null,3812,null,53810,null,3429,null,21513,null,2183,null,6135,null,1191,null,0400000US18,Indiana,18
2228624,null,4156,null,1082833,null,2966,null,603384,null,7072,null,0,null,226,null,603384,null,7072,null,14419,null,1701,null,42730,null,2926,null,95551,null,4400,null,211749,null,5435,null,138199,null,4675,null,100736,null,3772,null,479449,null,6930,null,215895,null,4897,null,263554,null,5748,null,140432,null,4200,null,54470,null,2997,null,27369,null,2170,null,23678,null,1847,null,10933,null,1431,null,6672,null,1146,null,1145791,null,2773,null,442918,null,6800,null,75,null,92,null,442843,null,6806,null,13444,null,1812,null,63239,null,3420,null,113956,null,4396,null,165128,null,4972,null,64483,null,3362,null,22593,null,1855,null,702873,null,7095,null,346650,null,5055,null,356223,null,6852,null,201823,null,5657,null,87483,null,4252,null,30083,null,2437,null,25359,null,2008,null,8735,null,1154,null,2740,null,758,null,0400000US19,Iowa,19
1909790,null,5518,null,935649,null,3996,null,542244,null,6312,null,60,null,81,null,542184,null,6308,null,13366,null,2012,null,38535,null,3250,null,85168,null,4678,null,174489,null,5491,null,124952,null,4800,null,105674,null,3879,null,393405,null,6597,null,177326,null,4299,null,216079,null,5989,null,108836,null,4511,null,46477,null,3380,null,22761,null,2273,null,19506,null,2410,null,9449,null,1448,null,9050,null,1223,null,974141,null,3200,null,385112,null,6314,null,56,null,95,null,385056,null,6316,null,13250,null,1986,null,59641,null,3172,null,90784,null,4399,null,136871,null,5173,null,55822,null,2938,null,28688,null,2310,null,589029,null,6959,null,305320,null,5443,null,283709,null,6679,null,153144,null,5378,null,69063,null,3929,null,29274,null,2728,null,22662,null,2192,null,6533,null,1185,null,3033,null,761,null,0400000US20,Kansas,20
3046227,null,4139,null,1469488,null,3399,null,709395,null,8351,null,114,null,152,null,709281,null,8361,null,14165,null,2046,null,66539,null,5187,null,121372,null,5268,null,231008,null,6442,null,156380,null,6055,null,119817,null,4825,null,760093,null,8265,null,446026,null,7670,null,314067,null,7785,null,157257,null,6110,null,70418,null,4043,null,36195,null,3154,null,30311,null,2502,null,12657,null,1472,null,7229,null,1241,null,1576739,null,3123,null,525215,null,8806,null,68,null,89,null,525147,null,8830,null,14861,null,2068,null,96986,null,4664,null,130730,null,5980,null,177773,null,6680,null,74464,null,3655,null,30333,null,2186,null,1051524,null,9054,null,650916,null,9110,null,400608,null,8988,null,223343,null,7205,null,97406,null,4905,null,36040,null,3019,null,28522,null,2975,null,11706,null,1599,null,3591,null,972,null,0400000US21,Kentucky,21
2273886,null,4160,null,1102645,null,3448,null,599419,null,8696,null,110,null,134,null,599309,null,8681,null,12161,null,1972,null,44700,null,3776,null,74476,null,4733,null,170173,null,6196,null,149608,null,6393,null,148191,null,4682,null,503226,null,8532,null,272655,null,6165,null,230571,null,7782,null,102459,null,4701,null,46622,null,3508,null,19341,null,2276,null,25726,null,2840,null,19037,null,2615,null,17386,null,2158,null,1171241,null,2430,null,408515,null,9560,null,23,null,40,null,408492,null,9554,null,15527,null,1823,null,67073,null,4621,null,91446,null,5418,null,137484,null,5803,null,67501,null,3648,null,29461,null,2735,null,762726,null,9826,null,479664,null,7989,null,283062,null,8090,null,159884,null,5371,null,59846,null,3571,null,25194,null,2565,null,27693,null,2446,null,7498,null,1373,null,2947,null,774,null,0400000US22,Louisiana,22
1039844,null,2228,null,500731,null,1390,null,249061,null,4908,null,0,null,228,null,249061,null,4908,null,4179,null,962,null,18785,null,1992,null,47548,null,3430,null,87853,null,3694,null,53706,null,2943,null,36990,null,2587,null,251670,null,5147,null,124196,null,3573,null,127474,null,5100,null,60254,null,3009,null,28822,null,2753,null,16123,null,1915,null,12224,null,1571,null,6201,null,1364,null,3850,null,786,null,539113,null,1313,null,181495,null,5285,null,11,null,19,null,181484,null,5285,null,3931,null,737,null,23955,null,2430,null,46026,null,3105,null,64119,null,3566,null,30872,null,2770,null,12581,null,1570,null,357618,null,5217,null,184303,null,4801,null,173315,null,5044,null,86436,null,3932,null,49585,null,3367,null,17604,null,2014,null,13934,null,1396,null,4463,null,864,null,1293,null,430,null,0400000US23,Maine,23
2797255,null,8033,null,1357571,null,5212,null,788368,null,8839,null,382,null,500,null,787986,null,8819,null,8584,null,1521,null,29896,null,2997,null,71615,null,5208,null,186089,null,6530,null,188726,null,6671,null,303076,null,6199,null,569203,null,8808,null,281448,null,6562,null,287755,null,8169,null,129187,null,5116,null,56307,null,3501,null,29606,null,2550,null,35367,null,3036,null,17222,null,1997,null,20066,null,2002,null,1439684,null,4123,null,563524,null,8655,null,208,null,203,null,563316,null,8680,null,8980,null,1605,null,42517,null,3758,null,76900,null,4236,null,174223,null,6617,null,134360,null,5761,null,126336,null,4039,null,876160,null,8732,null,476402,null,7282,null,399758,null,7066,null,182015,null,6511,null,84961,null,4276,null,45894,null,3065,null,45817,null,3130,null,26370,null,2188,null,14701,null,1498,null,0400000US24,Maryland,24
4410709,null,11282,null,2106749,null,6368,null,1119832,null,11940,null,92,null,106,null,1119740,null,11950,null,13843,null,2135,null,42086,null,3302,null,96747,null,5365,null,275531,null,8094,null,302207,null,7717,null,389326,null,8999,null,986917,null,11157,null,475237,null,9289,null,511680,null,10786,null,229617,null,6680,null,96792,null,5276,null,57201,null,3873,null,61198,null,4179,null,34727,null,3445,null,32145,null,2386,null,2303960,null,5945,null,812007,null,11862,null,47,null,63,null,811960,null,11856,null,10753,null,1746,null,44249,null,3692,null,116602,null,5882,null,282031,null,6391,null,205385,null,7339,null,152940,null,6339,null,1491953,null,12051,null,743628,null,9289,null,748325,null,10990,null,323015,null,9563,null,170902,null,6990,null,92543,null,4787,null,89214,null,5213,null,47570,null,3203,null,25081,null,2395,null,0400000US25,Massachusetts,25
6417796,null,7485,null,3141786,null,5222,null,1494267,null,11585,null,0,null,242,null,1494267,null,11585,null,28125,null,2724,null,99659,null,5108,null,189524,null,6123,null,424105,null,8800,null,375791,null,8055,null,377063,null,7324,null,1647519,null,12356,null,837773,null,10295,null,809746,null,10410,null,393525,null,9714,null,167893,null,6474,null,85744,null,4211,null,85702,null,4484,null,45031,null,2986,null,31851,null,2566,null,3276010,null,4375,null,1015391,null,11318,null,103,null,122,null,1015288,null,11303,null,26826,null,2244,null,131855,null,5041,null,219318,null,6666,null,336478,null,7574,null,201540,null,5819,null,99271,null,3748,null,2260619,null,11045,null,1236337,null,10057,null,1024282,null,10801,null,528721,null,8690,null,258028,null,6628,null,106655,null,4530,null,78601,null,3858,null,37354,null,2189,null,14923,null,1708,null,0400000US26,Michigan,26
3700784,null,4804,null,1819760,null,3469,null,1014952,null,7286,null,107,null,100,null,1014845,null,7274,null,17305,null,1715,null,54115,null,3379,null,112432,null,4152,null,319911,null,6981,null,265019,null,6625,null,246063,null,6123,null,804808,null,7301,null,339942,null,5865,null,464866,null,7164,null,213523,null,5068,null,90451,null,4036,null,50884,null,3536,null,61994,null,3726,null,29155,null,2176,null,18859,null,1758,null,1881024,null,2807,null,725147,null,8682,null,89,null,78,null,725058,null,8688,null,16288,null,1573,null,69418,null,3838,null,140573,null,4919,null,271316,null,5866,null,142065,null,4496,null,85398,null,3724,null,1155877,null,8985,null,530718,null,6984,null,625159,null,9357,null,287176,null,6526,null,154140,null,4864,null,75729,null,3833,null,66327,null,3111,null,31559,null,2559,null,10228,null,1314,null,0400000US27,Minnesota,27
1404620,null,4293,null,683132,null,3447,null,358851,null,5572,null,112,null,173,null,358739,null,5579,null,6324,null,1453,null,27105,null,2958,null,59963,null,3664,null,123073,null,5258,null,79351,null,4484,null,62923,null,4211,null,324281,null,5805,null,184757,null,5131,null,139524,null,5365,null,62634,null,4044,null,31837,null,2953,null,14148,null,1924,null,15868,null,2224,null,7690,null,1355,null,7347,null,1376,null,721488,null,2824,null,244351,null,6481,null,37,null,76,null,244314,null,6474,null,5701,null,1540,null,42988,null,3449,null,57469,null,3649,null,90192,null,4344,null,34529,null,2991,null,13435,null,1952,null,477137,null,6902,null,307924,null,6571,null,169213,null,5605,null,97252,null,4976,null,38494,null,3003,null,14371,null,1793,null,13019,null,1783,null,4228,null,1121,null,1849,null,724,null,0400000US28,Mississippi,28
3983101,null,4799,null,1930371,null,3106,null,1015416,null,10074,null,0,null,257,null,1015416,null,10074,null,19618,null,2201,null,88073,null,4484,null,166097,null,6195,null,316498,null,8123,null,224743,null,6426,null,200387,null,6419,null,914955,null,10102,null,462074,null,8157,null,452881,null,8829,null,216956,null,6252,null,99266,null,5554,null,49500,null,3669,null,48781,null,3162,null,21654,null,2066,null,16724,null,2131,null,2052730,null,3289,null,762259,null,10188,null,99,null,117,null,762160,null,10161,null,20262,null,2453,null,121361,null,5771,null,185634,null,6147,null,266505,null,7516,null,112589,null,4534,null,55809,null,3851,null,1290471,null,10942,null,723439,null,7727,null,567032,null,10594,null,311293,null,8060,null,137314,null,5917,null,50991,null,3276,null,47007,null,2976,null,14680,null,1778,null,5747,null,928,null,0400000US29,Missouri,29
705344,null,1898,null,351328,null,1366,null,176357,null,4020,null,16,null,28,null,176341,null,4019,null,6896,null,1444,null,16991,null,1876,null,31215,null,2788,null,60050,null,3396,null,35323,null,2166,null,25866,null,1926,null,174971,null,4093,null,80999,null,2990,null,93972,null,3897,null,46352,null,2830,null,18094,null,1872,null,13011,null,1679,null,8984,null,1523,null,4011,null,1065,null,3520,null,842,null,354016,null,1268,null,122939,null,3821,null,202,null,286,null,122737,null,3793,null,5834,null,1206,null,23698,null,2573,null,32408,null,2539,null,38208,null,2629,null,15273,null,1724,null,7316,null,1338,null,231077,null,3873,null,117978,null,3581,null,113099,null,3591,null,57663,null,3287,null,30532,null,2247,null,11826,null,1544,null,10029,null,1611,null,2004,null,546,null,1045,null,504,null,0400000US30,Montana,30
1258066,null,3739,null,615093,null,2572,null,365482,null,4682,null,0,null,221,null,365482,null,4682,null,8185,null,1173,null,30961,null,2668,null,64904,null,3328,null,123671,null,4222,null,75414,null,3296,null,62347,null,2852,null,249611,null,4717,null,111235,null,3517,null,138376,null,4107,null,73650,null,3371,null,27314,null,2382,null,14563,null,1679,null,12492,null,1600,null,6338,null,1088,null,4019,null,750,null,642973,null,2031,null,266001,null,4303,null,63,null,88,null,265938,null,4296,null,9208,null,1535,null,45651,null,2926,null,66609,null,3304,null,93565,null,3401,null,35622,null,2094,null,15283,null,1776,null,376972,null,4321,null,186046,null,3655,null,190926,null,4135,null,109247,null,4148,null,45898,null,2941,null,16138,null,1615,null,13238,null,1352,null,4506,null,911,null,1899,null,430,null,0400000US31,Nebraska,31
