C17002_001E,C17002_001EA,C17002_001M,C17002_001MA,C17002_002E,C17002_002EA,C17002_002M,C17002_002MA,C17002_003E,C17002_003EA,C17002_003M,C17002_003MA,C17002_004E,C17002_004EA,C17002_004M,C17002_004MA,C17002_005E,C17002_005EA,C17002_005M,C17002_005MA,C17002_006E,C17002_006EA,C17002_006M,C17002_006MA,C17002_007E,C17002_007EA,C17002_007M,C17002_007MA,C17002_008E,C17002_008EA,C17002_008M,C17002_008MA,GEO_ID,NAME,state
12568150,null,3634,null,680013,null,19523,null,852225,null,26709,null,482892,null,21652,null,483175,null,20367,null,746448,null,25579,null,292279,null,16194,null,9031118,null,38150,null,0400000US17,Illinois,17
6175885,null,3789,null,356209,null,17089,null,451297,null,15184,null,277050,null,15457,null,254504,null,13852,null,406085,null,17960,null,170316,null,9395,null,4260424,null,35548,null,0400000US18,Indiana,18
2899804,null,1887,null,141181,null,8264,null,193738,null,10174,null,117573,null,6619,null,126426,null,9241,null,183038,null,9671,null,75597,null,6571,null,2062251,null,15579,null,0400000US19,Iowa,19
2716652,null,3284,null,121943,null,9140,null,185535,null,10960,null,125279,null,9427,null,118603,null,8876,null,171088,null,10833,null,83324,null,7895,null,1910880,null,16371,null,0400000US20,Kansas,20
4154968,null,2290,null,317481,null,14418,null,403105,null,16435,null,209976,null,12821,null,213200,null,13098,null,290575,null,10993,null,120703,null,9014,null,2599928,null,25677,null,0400000US21,Kentucky,21
4290038,null,2074,null,307178,null,18240,null,437040,null,18537,null,213410,null,13582,null,231015,null,15847,null,306833,null,16837,null,122266,null,9873,null,2672296,null,25520,null,0400000US22,Louisiana,22
1278878,null,1741,null,59961,null,6015,null,97592,null,6648,null,56401,null,5254,null,61668,null,5490,null,85225,null,5541,null,39454,null,4697,null,878577,null,12176,null,0400000US23,Maine,23
5496119,null,2301,null,203556,null,12236,null,239438,null,13772,null,147137,null,9734,null,160268,null,13986,null,248085,null,13311,null,106834,null,8496,null,4390801,null,25198,null,0400000US24,Maryland,24
6271556,null,2206,null,281884,null,14827,null,344786,null,15272,null,180960,null,10770,null,198989,null,13462,null,276500,null,14566,null,112371,null,9453,null,4876066,null,24122,null,0400000US25,Massachusetts,25
9769537,null,3132,null,638058,null,18392,null,772218,null,23283,null,393287,null,17298,null,420477,null,17466,null,613941,null,18217,null,265478,null,15641,null,6666078,null,35503,null,0400000US26,Michigan,26
5090468,null,2327,null,211005,null,10680,null,279906,null,11843,null,177656,null,11811,null,181926,null,12508,null,263426,null,12012,null,115871,null,7582,null,3860678,null,20486,null,0400000US27,Minnesota,27
2838810,null,2080,null,241508,null,13632,null,360109,null,19370,null,185978,null,13580,null,168572,null,11681,null,196636,null,10960,null,91020,null,10280,null,1594987,null,22478,null,0400000US28,Mississippi,28
5738696,null,3819,null,315658,null,14269,null,452434,null,15634,null,248412,null,13333,null,285581,null,13103,null,390807,null,15896,null,156286,null,8143,null,3889518,null,27846,null,0400000US29,Missouri,29
942874,null,943,null,58223,null,5929,null,81484,null,7153,null,37678,null,4618,null,46039,null,4987,null,67935,null,6534,null,26131,null,3568,null,625384,null,10996,null,0400000US30,Montana,30
1727276,null,2369,null,75267,null,6123,null,111460,null,7674,null,65088,null,6810,null,78403,null,6138,null,117318,null,8043,null,50219,null,5372,null,1229521,null,12738,null,0400000US31,Nebraska,31
2566460,null,1806,null,131369,null,11144,null,158828,null,13252,null,103263,null,12546,null,126774,null,11453,null,152955,null,10959,null,67052,null,9766,null,1826219,null,18307,null,0400000US32,Nevada,32
1277397,null,1235,null,43371,null,5980,null,53787,null,5326,null,32375,null,4619,null,37632,null,4806,null,62281,null,6574,null,26078,null,4279,null,1021873,null,10559,null,0400000US33,New Hampshire,33
8504286,null,3080,null,329573,null,13380,null,411899,null,20380,null,240623,null,14584,null,268874,null,16388,null,367519,null,20383,null,154309,null,12802,null,6731489,null,31353,null,0400000US34,New Jersey,34
1941428,null,2538,null,132690,null,11095,null,200079,null,11582,null,115660,null,9875,null,111747,null,12618,null,143782,null,11690,null,62841,null,8012,null,1174629,null,17741,null,0400000US35,New Mexico,35
18964419,null,5908,null,1130485,null,29302,null,1451006,null,33543,null,751614,null,25572,null,767114,null,24810,null,1071855,null,31551,null,426753,null,21523,null,13365592,null,52654,null,0400000US36,New York,36
8947541,null,3779,null,537498,null,20499,null,764431,null,27901,null,441109,null,21795,null,443078,null,18617,null,607972,null,23485,null,252162,null,14658,null,5901291,null,42512,null,0400000US37,North Carolina,37
615412,null,735,null,30896,null,3903,null,42726,null,4128,null,27188,null,3646,null,28657,null,3563,null,37045,null,3717,null,15068,null,2031,null,433832,null,7048,null,0400000US38,North Dakota,38
11172113,null,4336,null,695195,null,23770,null,796959,null,17992,null,446261,null,15877,null,474990,null,19447,null,702849,null,20076,null,295995,null,14690,null,7759864,null,35643,null,0400000US39,Ohio,39
3523927,null,2918,null,226427,null,12604,null,335239,null,14771,null,178945,null,11099,null,192363,null,11011,null,265708,null,12526,null,105835,null,8833,null,2219410,null,22561,null,0400000US40,Oklahoma,40
3716666,null,2171,null,211214,null,11507,null,294931,null,16073,null,156631,null,11678,null,178412,null,13580,null,244597,null,14667,null,109020,null,9726,null,2521861,null,22813,null,0400000US41,Oregon,41
12011873,null,3851,null,631440,null,20874,null,826954,null,22763,null,464667,null,17966,null,497926,null,16528,null,706659,null,20779,null,307283,null,13883,null,8576944,null,36703,null,0400000US42,Pennsylvania,42
1012988,null,1284,null,53770,null,5564,null,64786,null,6252,null,30615,null,4871,null,43553,null,6935,null,54814,null,6493,null,23010,null,4268,null,742440,null,12398,null,0400000US44,Rhode Island,44
4339418,null,2373,null,300906,null,16896,null,378678,null,16003,null,225725,null,14553,null,221685,null,11820,null,307983,null,15759,null,133714,null,10293,null,2770727,null,24117,null,0400000US45,South Carolina,45
774737,null,1089,null,43699,null,5397,null,52791,null,5207,null,30893,null,3722,null,36513,null,4984,null,58014,null,6367,null,21187,null,3152,null,531640,null,10433,null,0400000US46,South Dakota,46
6057621,null,3500,null,384491,null,17949,null,553586,null,23131,null,317599,null,14564,null,299235,null,14695,null,447864,null,20041,null,165706,null,10886,null,3889140,null,30100,null,0400000US47,Tennessee,47
23727821,null,6892,null,1501906,null,36745,null,2258525,null,47529,null,1288157,null,40537,null,1265363,null,33496,null,1687234,null,40731,null,654386,null,28057,null,15072250,null,58615,null,0400000US48,Texas,48
2695225,null,1519,null,112375,null,9490,null,145274,null,10056,null,108690,null,9222,null,120214,null,9620,null,188516,null,11511,null,76105,null,7745,null,1944051,null,18351,null,0400000US49,Utah,49
599715,null,832,null,28506,null,3548,null,34782,null,3988,null,21718,null,3447,null,24346,null,3037,null,32662,null,3996,null,19437,null,3456,null,438264,null,7774,null,0400000US50,Vermont,50
7518394,null,3369,null,333666,null,18339,null,434365,null,17286,null,240877,null,16344,null,261289,null,14628,null,397652,null,18192,null,157401,null,11304,null,5693144,null,34916,null,0400000US51,Virginia,51
6418113,null,2910,null,315764,null,13313,null,412559,null,19529,null,236133,null,14839,null,251566,null,13702,null,354895,null,17090,null,152227,null,11268,null,4694969,null,28645,null,0400000US53,Washington,53
1767440,null,1634,null,132541,null,9269,null,168129,null,10716,null,90337,null,7134,null,100501,null,8102,null,130390,null,9137,null,55867,null,5986,null,1089675,null,15485,null,0400000US54,West Virginia,54
5474027,null,2066,null,251784,null,12356,null,317306,null,12686,null,190531,null,9652,null,228477,null,9910,null,330302,null,14693,null,143060,null,10437,null,4012567,null,24603,null,0400000US55,Wisconsin,55
518368,null,716,null,22371,null,3235,null,26405,null,3836,null,14969,null,2834,null,25256,null,3875,null,34242,null,4583,null,12223,null,3091,null,382902,null,7279,null,0400000US56,Wyoming,56
3907696,null,2908,null,978472,null,21939,null,772087,null,22271,null,339624,null,13880,null,302575,null,16278,null,337901,null,15370,null,127916,null,13168,null,1049121,null,27680,null,0400000US72,Puerto Rico,72
