B09002_001E,B09002_001EA,B09002_001M,B09002_001MA,B09002_002E,B09002_002EA,B09002_002M,B09002_002MA,B09002_003E,B09002_003EA,B09002_003M,B09002_003MA,B09002_004E,B09002_004EA,B09002_004M,B09002_004MA,B09002_005E,B09002_005EA,B09002_005M,B09002_005MA,B09002_006E,B09002_006EA,B09002_006M,B09002_006MA,B09002_007E,B09002_007EA,B09002_007M,B09002_007MA,B09002_008E,B09002_008EA,B09002_008M,B09002_008MA,B09002_009E,B09002_009EA,B09002_009M,B09002_009MA,B09002_010E,B09002_010EA,B09002_010M,B09002_010MA,B09002_011E,B09002_011EA,B09002_011M,B09002_011MA,B09002_012E,B09002_012EA,B09002_012M,B09002_012MA,B09002_013E,B09002_013EA,B09002_013M,B09002_013MA,B09002_014E,B09002_014EA,B09002_014M,B09002_014MA,B09002_015E,B09002_015EA,B09002_015M,B09002_015MA,B09002_016E,B09002_016EA,B09002_016M,B09002_016MA,B09002_017E,B09002_017EA,B09002_017M,B09002_017MA,B09002_018E,B09002_018EA,B09002_018M,B09002_018MA,B09002_019E,B09002_019EA,B09002_019M,B09002_019MA,B09002_020E,B09002_020EA,B09002_020M,B09002_020MA,GEO_ID,NAME,state
2200439,null,14400,null,1496912,null,19709,null,246095,null,7653,null,183111,null,7196,null,80453,null,4852,null,504757,null,11612,null,482496,null,10164,null,703527,null,19035,null,111911,null,8317,null,21597,null,3492,null,10537,null,2298,null,5519,null,1451,null,35637,null,3504,null,38621,null,4411,null,591616,null,18899,null,83257,null,6288,null,65776,null,5123,null,32169,null,4331,null,195415,null,9415,null,214999,null,8613,null,0400000US13,Georgia,13
223924,null,5644,null,167102,null,6324,null,27589,null,2564,null,21047,null,2204,null,8824,null,1612,null,54273,null,4348,null,55369,null,3172,null,56822,null,4761,null,15889,null,3265,null,2572,null,937,null,2552,null,1402,null,804,null,557,null,4489,null,1417,null,5472,null,1528,null,40933,null,4167,null,6436,null,1790,null,3994,null,1267,null,1712,null,649,null,12340,null,2496,null,16451,null,2522,null,0400000US15,Hawaii,15
378655,null,4006,null,298026,null,6104,null,56213,null,2372,null,33960,null,2120,null,18379,null,2089,null,96032,null,3871,null,93442,null,4337,null,80629,null,6135,null,19156,null,2990,null,3039,null,931,null,2557,null,994,null,1020,null,611,null,6512,null,1810,null,6028,null,1444,null,61473,null,5510,null,9882,null,1866,null,7247,null,1504,null,3334,null,1029,null,21281,null,2834,null,19729,null,2494,null,0400000US16,Idaho,16
2858546,null,11349,null,2061381,null,19261,null,335372,null,8100,null,234504,null,6770,null,117340,null,5689,null,683594,null,10592,null,690571,null,10861,null,797165,null,18856,null,161174,null,9708,null,30474,null,3311,null,18090,null,2520,null,6021,null,1234,null,48439,null,4702,null,58150,null,4892,null,635991,null,17261,null,91332,null,4690,null,67571,null,4905,null,30520,null,3531,null,213934,null,8818,null,232634,null,9192,null,0400000US17,Illinois,17
1424274,null,9094,null,997550,null,13265,null,157978,null,5053,null,115186,null,4562,null,52019,null,3027,null,330373,null,7864,null,341994,null,8489,null,426724,null,14203,null,92132,null,7818,null,16031,null,2414,null,11401,null,2105,null,5283,null,1474,null,28163,null,3556,null,31254,null,3004,null,334592,null,14026,null,51685,null,3822,null,33582,null,3471,null,16975,null,2320,null,114771,null,6568,null,117579,null,6087,null,0400000US18,Indiana,18
658371,null,5264,null,492796,null,8133,null,82446,null,3105,null,55363,null,2525,null,27727,null,2100,null,160673,null,4825,null,166587,null,5123,null,165575,null,6926,null,43122,null,3531,null,9507,null,1862,null,4026,null,930,null,1433,null,541,null,15569,null,2153,null,12587,null,1935,null,122453,null,7345,null,18699,null,2309,null,12362,null,1747,null,7003,null,1334,null,43166,null,3860,null,41223,null,3764,null,0400000US19,Iowa,19
642403,null,5086,null,474791,null,8559,null,80799,null,3791,null,54444,null,2984,null,25109,null,1831,null,160183,null,4591,null,154256,null,4938,null,167612,null,7984,null,35044,null,4017,null,6789,null,1500,null,3389,null,1136,null,1563,null,592,null,11887,null,2189,null,11416,null,1831,null,132568,null,7593,null,22369,null,2499,null,14239,null,2010,null,6809,null,1354,null,43959,null,3788,null,45192,null,3477,null,0400000US20,Kansas,20
889686,null,7910,null,622681,null,11319,null,100080,null,5036,null,68421,null,3737,null,35046,null,3061,null,208438,null,5877,null,210696,null,6258,null,267005,null,10460,null,62253,null,6159,null,11450,null,2108,null,8020,null,1690,null,2884,null,995,null,17032,null,2516,null,22867,null,3077,null,204752,null,9032,null,28897,null,2942,null,24841,null,2855,null,10038,null,1880,null,69835,null,4685,null,71141,null,5105,null,0400000US21,Kentucky,21
942332,null,8259,null,581791,null,10395,null,86586,null,4235,null,64371,null,3604,null,30125,null,2522,null,193634,null,6854,null,207075,null,5520,null,360541,null,12539,null,60262,null,6658,null,14913,null,2760,null,7191,null,1599,null,4072,null,1171,null,15739,null,2355,null,18347,null,2775,null,300279,null,13425,null,44674,null,3771,null,33005,null,3336,null,16713,null,2616,null,101346,null,6568,null,104541,null,5810,null,0400000US22,Louisiana,22
249339,null,2914,null,176517,null,6006,null,26395,null,1778,null,18552,null,1773,null,9756,null,1493,null,55768,null,3171,null,66046,null,3346,null,72822,null,5727,null,19502,null,2748,null,3375,null,788,null,1844,null,669,null,1026,null,519,null,6323,null,1411,null,6934,null,1630,null,53320,null,5109,null,6902,null,1379,null,4688,null,851,null,2462,null,795,null,17502,null,2571,null,21766,null,2392,null,0400000US23,Maine,23
1187544,null,7757,null,844318,null,11950,null,137992,null,5549,null,99923,null,4824,null,47162,null,2901,null,270371,null,6817,null,288870,null,6842,null,343226,null,11285,null,66030,null,5830,null,10422,null,1889,null,7631,null,1728,null,3276,null,1101,null,20894,null,3511,null,23807,null,2980,null,277196,null,11546,null,35627,null,3578,null,26051,null,2969,null,13521,null,1961,null,90267,null,5105,null,111730,null,6511,null,0400000US24,Maryland,24
1316576,null,6144,null,958480,null,13306,null,154128,null,4897,null,104843,null,3871,null,55850,null,3580,null,314912,null,7702,null,328747,null,7260,null,358096,null,12866,null,66844,null,5743,null,12240,null,2200,null,6646,null,1336,null,2718,null,1019,null,20724,null,3094,null,24516,null,3017,null,291252,null,12474,null,38570,null,3622,null,28532,null,3308,null,14283,null,2097,null,97921,null,5996,null,111946,null,6197,null,0400000US25,Massachusetts,25
2159769,null,10083,null,1522034,null,14908,null,228890,null,5518,null,162865,null,5324,null,82547,null,3637,null,513840,null,9617,null,533892,null,8766,null,637735,null,14176,null,121486,null,7689,null,20757,null,2709,null,11561,null,1826,null,6451,null,1472,null,38244,null,3891,null,44473,null,3588,null,516249,null,14095,null,69312,null,5208,null,48795,null,3620,null,24207,null,2842,null,178102,null,7540,null,195833,null,7550,null,0400000US26,Michigan,26
1165732,null,5357,null,893040,null,10934,null,145208,null,4118,null,104409,null,3422,null,49059,null,2490,null,294902,null,7245,null,299462,null,6080,null,272692,null,9454,null,71073,null,5068,null,14695,null,2186,null,8296,null,1566,null,2890,null,753,null,21196,null,2212,null,23996,null,2711,null,201619,null,8641,null,30224,null,2778,null,22553,null,2508,null,10101,null,1676,null,63982,null,4471,null,74759,null,4058,null,0400000US27,Minnesota,27
639957,null,8773,null,379966,null,10195,null,64258,null,3696,null,40263,null,2995,null,19975,null,2321,null,123732,null,5821,null,131738,null,5412,null,259991,null,10529,null,39658,null,5071,null,8218,null,2161,null,3630,null,1208,null,2004,null,815,null,11563,null,2547,null,14243,null,2289,null,220333,null,10140,null,31382,null,3249,null,25823,null,3069,null,12629,null,2152,null,73676,null,5851,null,76823,null,4736,null,0400000US28,Mississippi,28
1268732,null,7865,null,894877,null,12888,null,144149,null,4634,null,102174,null,5094,null,46083,null,3012,null,293953,null,6992,null,308518,null,7048,null,373855,null,13650,null,81731,null,6202,null,14802,null,1888,null,9456,null,1819,null,3224,null,820,null,23681,null,2898,null,30568,null,3810,null,292124,null,12530,null,45207,null,3756,null,29795,null,2948,null,16151,null,2365,null,96653,null,6258,null,104318,null,5808,null,0400000US29,Missouri,29
199698,null,2963,null,147047,null,4973,null,23039,null,1726,null,17403,null,1892,null,8128,null,1435,null,49085,null,2828,null,49392,null,2467,null,52651,null,5182,null,13879,null,2230,null,2357,null,802,null,1783,null,641,null,670,null,413,null,4279,null,1261,null,4790,null,1016,null,38772,null,4650,null,6627,null,1704,null,4270,null,1225,null,1581,null,600,null,12326,null,2151,null,13968,null,2341,null,0400000US30,Montana,30
409631,null,3928,null,310872,null,6437,null,53803,null,2488,null,35444,null,2171,null,17382,null,1576,null,100586,null,4113,null,103657,null,3784,null,98759,null,5622,null,27029,null,3833,null,4912,null,1202,null,3374,null,908,null,1461,null,534,null,8429,null,1674,null,8853,null,1688,null,71730,null,5356,null,13790,null,1809,null,8322,null,1341,null,4369,null,1071,null,22040,null,2646,null,23209,null,2671,null,0400000US31,Nebraska,31
595209,null,5480,null,415774,null,11096,null,73086,null,4455,null,47773,null,3769,null,22867,null,2676,null,143105,null,6113,null,128943,null,5168,null,179435,null,9726,null,51654,null,5615,null,10401,null,2153,null,6799,null,1708,null,3155,null,952,null,14931,null,2318,null,16368,null,2846,null,127781,null,8925,null,18311,null,2995,null,14381,null,2296,null,6978,null,1638,null,44279,null,3832,null,43832,null,3824,null,0400000US32,Nevada,32
273635,null,3100,null,209760,null,5109,null,32113,null,2116,null,24580,null,2037,null,10275,null,1529,null,64690,null,3623,null,78102,null,3238,null,63875,null,4717,null,16800,null,2612,null,1364,null,669,null,1382,null,639,null,882,null,539,null,5004,null,1291,null,8168,null,1594,null,47075,null,4049,null,5275,null,1141,null,3303,null,1076,null,3126,null,904,null,16780,null,2683,null,18591,null,2310,null,0400000US33,New Hampshire,33
1866666,null,9089,null,1395544,null,14219,null,222184,null,5917,null,160605,null,5050,null,77226,null,4393,null,470705,null,8901,null,464824,null,8344,null,471122,null,13600,null,90894,null,7497,null,17578,null,2749,null,9390,null,1882,null,3650,null,956,null,27656,null,3300,null,32620,null,3742,null,380228,null,11441,null,49881,null,3749,null,35089,null,3363,null,20993,null,2136,null,125734,null,5613,null,148531,null,7105,null,0400000US34,New Jersey,34
432698,null,6212,null,278944,null,8950,null,44643,null,3512,null,31436,null,2777,null,14263,null,1661,null,90778,null,4515,null,97824,null,5457,null,153754,null,9273,null,39223,null,5408,null,8059,null,1902,null,3812,null,1154,null,2170,null,813,null,11273,null,2258,null,13909,null,2413,null,114531,null,7165,null,21329,null,2728,null,15117,null,2154,null,5415,null,1370,null,34656,null,3508,null,38014,null,3938,null,0400000US35,New Mexico,35
3932904,null,14067,null,2705572,null,25824,null,437958,null,8082,null,304085,null,8124,null,147436,null,6448,null,879105,null,13965,null,936988,null,14685,null,1227332,null,23785,null,224707,null,11286,null,42931,null,4477,null,24874,null,2939,null,8253,null,1714,null,66479,null,5154,null,82170,null,5663,null,1002625,null,19570,null,127992,null,6835,null,95863,null,6496,null,47196,null,3531,null,330189,null,10275,null,401385,null,10538,null,0400000US36,New York,36
1991211,null,11517,null,1373391,null,17343,null,231240,null,7630,null,160464,null,5360,null,70917,null,4222,null,459863,null,10181,null,450907,null,9983,null,617820,null,17241,null,131991,null,10031,null,25602,null,3258,null,14762,null,2445,null,7624,null,1858,null,41364,null,4939,null,42639,null,4100,null,485829,null,14980,null,68882,null,4840,null,58779,null,4398,null,24513,null,2715,null,165135,null,8536,null,168520,null,7271,null,0400000US37,North Carolina,37
131425,null,2173,null,101775,null,3173,null,17057,null,1451,null,11666,null,1141,null,5548,null,849,null,33539,null,1912,null,33965,null,1826,null,29650,null,3135,null,5978,null,1139,null,1482,null,599,null,470,null,252,null,217,null,162,null,2285,null,687,null,1524,null,493,null,23672,null,3133,null,4422,null,1103,null,3114,null,775,null,1200,null,423,null,7247,null,1310,null,7689,null,1503,null,0400000US38,North Dakota,38
2471156,null,9878,null,1704878,null,18922,null,262340,null,5888,null,193249,null,5537,null,90399,null,3144,null,567086,null,10566,null,591804,null,10076,null,766278,null,19112,null,160322,null,9561,null,27606,null,3138,null,13860,null,2574,null,7785,null,1672,null,51023,null,4881,null,60048,null,4844,null,605956,null,16030,null,97136,null,5334,null,61597,null,4562,null,30963,null,2914,null,206093,null,9390,null,210167,null,7902,null,0400000US39,Ohio,39
785978,null,7504,null,555569,null,11483,null,95385,null,4186,null,64387,null,3415,null,30264,null,2560,null,184364,null,6176,null,181169,null,5594,null,230409,null,10348,null,53750,null,4363,null,7924,null,1541,null,5884,null,1201,null,2750,null,854,null,17508,null,2282,null,19684,null,2539,null,176659,null,8959,null,26795,null,2723,null,22107,null,2645,null,10562,null,1917,null,59897,null,4656,null,57298,null,3924,null,0400000US40,Oklahoma,40
787279,null,5068,null,571803,null,10394,null,99771,null,4857,null,64045,null,3538,null,31866,null,3172,null,188387,null,6099,null,187734,null,6053,null,215476,null,10372,null,53852,null,5514,null,7442,null,1737,null,5527,null,1563,null,2460,null,965,null,17582,null,2697,null,20841,null,3471,null,161624,null,9118,null,24090,null,3141,null,16469,null,2623,null,7855,null,1515,null,51837,null,4454,null,61373,null,4300,null,0400000US41,Oregon,41
2508579,null,10504,null,1763690,null,14959,null,268216,null,6011,null,184999,null,4996,null,97863,null,3921,null,587809,null,8155,null,624803,null,9193,null,744889,null,15204,null,158992,null,8921,null,30700,null,3540,null,16208,null,2462,null,8906,null,1628,null,46507,null,4434,null,56671,null,4359,null,585897,null,14710,null,88307,null,5332,null,58824,null,4562,null,30866,null,3069,null,191936,null,7598,null,215964,null,6524,null,0400000US42,Pennsylvania,42
210687,null,2863,null,142765,null,5430,null,20974,null,1930,null,16583,null,1870,null,8017,null,1435,null,47125,null,2498,null,50066,null,3425,null,67922,null,5658,null,12959,null,2981,null,2349,null,992,null,1095,null,570,null,531,null,390,null,3549,null,1278,null,5435,null,1639,null,54963,null,5030,null,8323,null,1772,null,4868,null,1297,null,2706,null,1008,null,17465,null,2298,null,21601,null,2850,null,0400000US44,Rhode Island,44
922528,null,9189,null,604353,null,11673,null,94400,null,4556,null,70964,null,3776,null,32093,null,2532,null,199060,null,7502,null,207836,null,6623,null,318175,null,11160,null,51737,null,4947,null,10732,null,2046,null,5944,null,1665,null,3540,null,1024,null,14283,null,2619,null,17238,null,2434,null,266438,null,11044,null,42759,null,3993,null,27551,null,3312,null,12751,null,2217,null,85374,null,5907,null,98003,null,6408,null,0400000US45,South Carolina,45
179190,null,2884,null,129184,null,4449,null,21166,null,1928,null,16124,null,1423,null,6633,null,1016,null,42593,null,2386,null,42668,null,2693,null,50006,null,4199,null,11712,null,2258,null,2213,null,664,null,1645,null,589,null,564,null,291,null,3860,null,1074,null,3430,null,1077,null,38294,null,3892,null,5870,null,1449,null,5417,null,1163,null,2812,null,776,null,10864,null,1860,null,13331,null,1891,null,0400000US46,South Dakota,46
1293060,null,8181,null,886314,null,14989,null,142804,null,5655,null,99902,null,4247,null,50476,null,3008,null,298492,null,7212,null,294640,null,8404,null,406746,null,13845,null,76869,null,6694,null,14907,null,2747,null,8452,null,1764,null,3020,null,975,null,21448,null,2818,null,29042,null,3407,null,329877,null,12811,null,55135,null,4264,null,31549,null,2989,null,16976,null,2262,null,107834,null,5793,null,118383,null,7151,null,0400000US47,Tennessee,47
5899400,null,22700,null,4168658,null,35614,null,709387,null,12381,null,497993,null,10811,null,234332,null,8523,null,1393816,null,16640,null,1333130,null,15945,null,1730742,null,34063,null,337425,null,15743,null,70606,null,5645,null,40263,null,4038,null,17499,null,2451,null,107649,null,7320,null,101408,null,6319,null,1393317,null,30237,null,209656,null,9309,null,161452,null,8261,null,72856,null,4078,null,470862,null,12241,null,478491,null,11713,null,0400000US48,Texas,48
781739,null,6771,null,659745,null,11455,null,131073,null,4039,null,83775,null,3835,null,40042,null,3084,null,215267,null,5908,null,189588,null,5350,null,121994,null,8203,null,33793,null,4760,null,5393,null,1505,null,2824,null,942,null,1598,null,556,null,10896,null,2305,null,13082,null,2489,null,88201,null,7615,null,10256,null,2193,null,9784,null,1940,null,4904,null,1108,null,30736,null,3334,null,32521,null,3759,null,0400000US49,Utah,49
119195,null,1572,null,83754,null,3730,null,13224,null,1247,null,8566,null,1091,null,4548,null,857,null,26438,null,2078,null,30978,null,1894,null,35441,null,3280,null,8999,null,1832,null,1466,null,535,null,1384,null,642,null,559,null,367,null,2622,null,841,null,2968,null,637,null,26442,null,2905,null,3238,null,840,null,2514,null,667,null,916,null,472,null,9156,null,1706,null,10618,null,1572,null,0400000US50,Vermont,50
1621589,null,9509,null,1189983,null,14730,null,205776,null,6398,null,136927,null,5237,null,64056,null,4150,null,389788,null,7823,null,393436,null,8084,null,431606,null,12785,null,82530,null,6725,null,15165,null,2261,null,9942,null,2015,null,2062,null,918,null,23841,null,2985,null,31520,null,3494,null,349076,null,11733,null,46425,null,3778,null,37228,null,3290,null,18375,null,2626,null,115742,null,5998,null,131306,null,7301,null,0400000US51,Virginia,51
1411726,null,7164,null,1042188,null,14350,null,176288,null,4779,null,120109,null,4291,null,55614,null,4027,null,344056,null,8237,null,346121,null,7005,null,369538,null,12686,null,96361,null,7418,null,15310,null,2315,null,10675,null,1838,null,3506,null,937,null,28079,null,3439,null,38791,null,3714,null,273177,null,11828,null,39987,null,3985,null,26414,null,2716,null,11271,null,1698,null,92810,null,6164,null,102695,null,5906,null,0400000US53,Washington,53
337452,null,4799,null,237895,null,8233,null,35416,null,2651,null,25705,null,2052,null,13624,null,1981,null,79462,null,3989,null,83688,null,4673,null,99557,null,7839,null,23795,null,3192,null,5645,null,1281,null,2427,null,946,null,759,null,425,null,7137,null,1620,null,7827,null,1385,null,75762,null,6845,null,10283,null,1723,null,9548,null,1762,null,4214,null,1253,null,25520,null,3269,null,26197,null,3373,null,0400000US54,West Virginia,54
1216110,null,5775,null,892149,null,9547,null,142292,null,4245,null,102232,null,3948,null,49514,null,2746,null,289680,null,5549,null,308431,null,6457,null,323961,null,9733,null,74373,null,5713,null,12546,null,2167,null,7293,null,1366,null,3292,null,824,null,23619,null,3007,null,27623,null,2603,null,249588,null,8906,null,38802,null,2819,null,28158,null,2805,null,12470,null,1651,null,80597,null,5389,null,89561,null,4633,null,0400000US55,Wisconsin,55
114247,null,2288,null,84923,null,4015,null,13948,null,1682,null,10049,null,1300,null,5351,null,1103,null,28488,null,2300,null,27087,null,2169,null,29324,null,3609,null,8222,null,1968,null,1484,null,595,null,895,null,498,null,242,null,251,null,2621,null,1108,null,2980,null,924,null,21102,null,2991,null,4022,null,1012,null,2991,null,989,null,776,null,440,null,5833,null,1257,null,7480,null,1629,null,0400000US56,Wyoming,56
795450,null,7411,null,414965,null,10629,null,53488,null,3736,null,37978,null,3309,null,19187,null,2083,null,143612,null,6288,null,160700,null,6162,null,380485,null,10256,null,54706,null,5272,null,10514,null,1625,null,6422,null,1391,null,2006,null,681,null,18551,null,2530,null,17213,null,2563,null,325779,null,10672,null,34617,null,3352,null,28927,null,2773,null,15482,null,2043,null,122376,null,5816,null,124377,null,6598,null,0400000US72,Puerto Rico,72
