B09002_001E,B09002_001EA,B09002_001M,B09002_001MA,B09002_002E,B09002_002EA,B09002_002M,B09002_002MA,B09002_003E,B09002_003EA,B09002_003M,B09002_003MA,B09002_004E,B09002_004EA,B09002_004M,B09002_004MA,B09002_005E,B09002_005EA,B09002_005M,B09002_005MA,B09002_006E,B09002_006EA,B09002_006M,B09002_006MA,B09002_007E,B09002_007EA,B09002_007M,B09002_007MA,B09002_008E,B09002_008EA,B09002_008M,B09002_008MA,B09002_009E,B09002_009EA,B09002_009M,B09002_009MA,B09002_010E,B09002_010EA,B09002_010M,B09002_010MA,B09002_011E,B09002_011EA,B09002_011M,B09002_011MA,B09002_012E,B09002_012EA,B09002_012M,B09002_012MA,B09002_013E,B09002_013EA,B09002_013M,B09002_013MA,B09002_014E,B09002_014EA,B09002_014M,B09002_014MA,B09002_015E,B09002_015EA,B09002_015M,B09002_015MA,B09002_016E,B09002_016EA,B09002_016M,B09002_016MA,B09002_017E,B09002_017EA,B09002_017M,B09002_017MA,B09002_018E,B09002_018EA,B09002_018M,B09002_018MA,B09002_019E,B09002_019EA,B09002_019M,B09002_019MA,B09002_020E,B09002_020EA,B09002_020M,B09002_020MA,GEO_ID,NAME,state
974893,null,7832,null,661088,null,13484,null,101108,null,4221,null,74002,null,4680,null,34721,null,3241,null,225656,null,6946,null,225601,null,7153,null,313805,null,12630,null,49476,null,4271,null,8412,null,1705,null,4161,null,1162,null,2596,null,878,null,14923,null,2376,null,19384,null,2413,null,264329,null,13094,null,41282,null,4315,null,27920,null,2618,null,12468,null,2401,null,83294,null,5351,null,99365,null,7356,null,0400000US01,Alabama,01
160698,null,2761,null,114365,null,4495,null,20671,null,1692,null,11362,null,1537,null,5791,null,1038,null,36321,null,2454,null,40220,null,2793,null,46333,null,4524,null,15795,null,2796,null,3098,null,919,null,2072,null,721,null,666,null,332,null,5253,null,1410,null,4706,null,1167,null,30538,null,4184,null,5431,null,1182,null,3121,null,805,null,1433,null,667,null,10758,null,2083,null,9795,null,1713,null,0400000US02,Alaska,02
1492321,null,11439,null,1030262,null,16753,null,181174,null,6240,null,117223,null,5592,null,59271,null,4100,null,342997,null,9453,null,329597,null,8169,null,462059,null,15042,null,111985,null,8545,null,21010,null,3218,null,12577,null,2561,null,6252,null,1722,null,35548,null,3924,null,36598,null,4103,null,350074,null,14701,null,55650,null,4497,null,39870,null,4091,null,18868,null,3186,null,114966,null,7540,null,120720,null,7334,null,0400000US04,Arizona,04
606757,null,6422,null,406971,null,10352,null,63496,null,3495,null,47308,null,2876,null,20392,null,2328,null,143104,null,5942,null,132671,null,5629,null,199786,null,10109,null,30831,null,3178,null,5694,null,1244,null,3560,null,1218,null,1152,null,616,null,10220,null,1537,null,10205,null,1851,null,168955,null,9261,null,26043,null,2864,null,19337,null,2462,null,8902,null,1633,null,57813,null,4878,null,56860,null,4365,null,0400000US05,Arkansas,05
8159496,null,25173,null,5865179,null,40827,null,997791,null,15899,null,680687,null,12929,null,313827,null,8918,null,1907998,null,19570,null,1964876,null,22531,null,2294317,null,38361,null,590122,null,21995,null,112897,null,8043,null,62984,null,4762,null,27172,null,3072,null,182164,null,10460,null,204905,null,9513,null,1704195,null,34451,null,235186,null,10245,null,163705,null,8098,null,81242,null,5898,null,544465,null,18085,null,679597,null,16641,null,0400000US06,California,06
1097121,null,8707,null,827846,null,12930,null,144102,null,5983,null,102578,null,4342,null,48048,null,3750,null,272794,null,7975,null,260324,null,6702,null,269275,null,12382,null,67338,null,6251,null,12469,null,2527,null,6178,null,1750,null,4632,null,1541,null,21815,null,3385,null,22244,null,2732,null,201937,null,10857,null,31380,null,3605,null,19849,null,3293,null,11043,null,2177,null,64997,null,5388,null,74668,null,5508,null,0400000US08,Colorado,08
744725,null,5049,null,541326,null,10147,null,82220,null,3556,null,58132,null,3467,null,27708,null,2154,null,185080,null,6139,null,188186,null,5810,null,203399,null,9105,null,36229,null,4193,null,7338,null,1704,null,3768,null,1164,null,2809,null,1024,null,8844,null,1814,null,13470,null,2445,null,167170,null,9045,null,19830,null,2744,null,16738,null,2316,null,6989,null,1588,null,54427,null,4689,null,69186,null,5093,null,0400000US09,Connecticut,09
180286,null,2974,null,126373,null,4284,null,21514,null,2008,null,13884,null,1649,null,7101,null,1308,null,40671,null,2742,null,43203,null,2498,null,53913,null,4473,null,13402,null,2366,null,3858,null,1542,null,1868,null,725,null,447,null,361,null,4474,null,1353,null,2755,null,976,null,40511,null,4063,null,4114,null,954,null,4395,null,1069,null,2653,null,839,null,11974,null,2071,null,17375,null,2677,null,0400000US10,Delaware,10
93503,null,2806,null,43078,null,3954,null,10384,null,1438,null,6591,null,1375,null,2048,null,688,null,14467,null,2027,null,9588,null,1828,null,50425,null,4032,null,8035,null,2819,null,1589,null,963,null,354,null,420,null,330,null,325,null,2539,null,1198,null,3223,null,1778,null,42390,null,4186,null,5140,null,1303,null,5812,null,1392,null,1698,null,749,null,13959,null,1890,null,15781,null,2579,null,0400000US11,District of Columbia,11
3528709,null,18004,null,2358302,null,25623,null,395728,null,10384,null,271806,null,9633,null,123115,null,5917,null,771643,null,12614,null,796010,null,15992,null,1170407,null,23463,null,254322,null,12116,null,49023,null,4726,null,27257,null,3439,null,12809,null,2204,null,78578,null,6036,null,86655,null,6154,null,916085,null,19396,null,125000,null,6920,null,97431,null,5986,null,47189,null,4448,null,298843,null,11509,null,347622,null,11960,null,0400000US12,Florida,12
