C21001I_001E,C21001I_001EA,C21001I_001M,C21001I_001MA,C21001I_002E,C21001I_002EA,C21001I_002M,C21001I_002MA,C21001I_003E,C21001I_003EA,C21001I_003M,C21001I_003MA,C21001I_004E,C21001I_004EA,C21001I_004M,C21001I_004MA,C21001I_005E,C21001I_005EA,C21001I_005M,C21001I_005MA,C21001I_006E,C21001I_006EA,C21001I_006M,C21001I_006MA,C21001I_007E,C21001I_007EA,C21001I_007M,C21001I_007MA,C21001I_008E,C21001I_008EA,C21001I_008M,C21001I_008MA,C21001I_009E,C21001I_009EA,C21001I_009M,C21001I_009MA,C21001I_010E,C21001I_010EA,C21001I_010M,C21001I_010MA,C21001I_011E,C21001I_011EA,C21001I_011M,C21001I_011MA,C21001I_012E,C21001I_012EA,C21001I_012M,C21001I_012MA,C21001I_013E,C21001I_013EA,C21001I_013M,C21001I_013MA,C21001I_014E,C21001I_014EA,C21001I_014M,C21001I_014MA,C21001I_015E,C21001I_015EA,C21001I_015M,C21001I_015MA,GEO_ID,NAME,state
472258,null,2694,null,278859,null,3490,null,269472,null,3754,null,9105,null,1750,null,260367,null,4095,null,9387,null,1362,null,2251,null,618,null,7136,null,1218,null,193399,null,2882,null,182058,null,2834,null,1652,null,699,null,180406,null,2802,null,11341,null,1072,null,46,null,78,null,11295,null,1065,null,0400000US13,Georgia,13
63654,null,1319,null,31653,null,1261,null,29311,null,1285,null,3182,null,684,null,26129,null,1463,null,2342,null,284,null,1126,null,251,null,1216,null,324,null,32001,null,896,null,28876,null,893,null,957,null,474,null,27919,null,1024,null,3125,null,291,null,61,null,92,null,3064,null,306,null,0400000US15,Hawaii,15
90828,null,552,null,49133,null,897,null,46631,null,793,null,2424,null,904,null,44207,null,1158,null,2502,null,527,null,798,null,340,null,1704,null,487,null,41695,null,917,null,39108,null,1300,null,644,null,436,null,38464,null,1433,null,2587,null,858,null,12,null,22,null,2575,null,854,null,0400000US16,Idaho,16
1273788,null,1843,null,684545,null,1497,null,647226,null,1509,null,19356,null,2416,null,627870,null,2803,null,37319,null,634,null,5035,null,1083,null,32284,null,1197,null,589243,null,1552,null,545071,null,1419,null,1728,null,704,null,543343,null,1609,null,44172,null,1017,null,84,null,176,null,44088,null,978,null,0400000US17,Illinois,17
200841,null,1432,null,111087,null,1839,null,106155,null,1825,null,6117,null,1296,null,100038,null,2175,null,4932,null,662,null,2176,null,604,null,2756,null,700,null,89754,null,1321,null,82339,null,1522,null,1113,null,493,null,81226,null,1667,null,7415,null,1091,null,0,null,265,null,7415,null,1091,null,0400000US18,Indiana,18
72920,null,1127,null,39260,null,1213,null,37921,null,1339,null,1301,null,456,null,36620,null,1357,null,1339,null,603,null,358,null,236,null,981,null,520,null,33660,null,1236,null,31608,null,1264,null,254,null,190,null,31354,null,1254,null,2052,null,551,null,10,null,31,null,2042,null,554,null,0400000US19,Iowa,19
154447,null,1178,null,82831,null,1288,null,78661,null,1319,null,5190,null,1176,null,73471,null,1610,null,4170,null,864,null,1799,null,489,null,2371,null,745,null,71616,null,967,null,65637,null,1115,null,1286,null,715,null,64351,null,1276,null,5979,null,759,null,0,null,244,null,5979,null,759,null,0400000US20,Kansas,20
56581,null,1853,null,33261,null,1681,null,32147,null,1649,null,1956,null,671,null,30191,null,1687,null,1114,null,520,null,571,null,391,null,543,null,398,null,23320,null,1572,null,21839,null,1591,null,593,null,342,null,21246,null,1616,null,1481,null,526,null,0,null,271,null,1481,null,526,null,0400000US21,Kentucky,21
102458,null,1749,null,52765,null,1673,null,48580,null,1758,null,3084,null,887,null,45496,null,1717,null,4185,null,599,null,1458,null,492,null,2727,null,533,null,49693,null,1165,null,42119,null,1259,null,790,null,424,null,41329,null,1315,null,7574,null,790,null,58,null,80,null,7516,null,787,null,0400000US22,Louisiana,22
8410,null,589,null,3446,null,688,null,3096,null,625,null,542,null,293,null,2554,null,582,null,350,null,311,null,74,null,88,null,276,null,247,null,4964,null,774,null,4445,null,722,null,107,null,131,null,4338,null,722,null,519,null,446,null,88,null,145,null,431,null,399,null,0400000US23,Maine,23
246669,null,1460,null,131365,null,1509,null,125058,null,1556,null,6367,null,1170,null,118691,null,1767,null,6307,null,520,null,1926,null,656,null,4381,null,551,null,115304,null,1116,null,105668,null,1211,null,1811,null,592,null,103857,null,1398,null,9636,null,635,null,0,null,281,null,9636,null,635,null,0400000US24,Maryland,24
368743,null,709,null,182830,null,845,null,172787,null,995,null,5730,null,1454,null,167057,null,1480,null,10043,null,496,null,1694,null,643,null,8349,null,785,null,185913,null,542,null,172019,null,672,null,501,null,323,null,171518,null,750,null,13894,null,498,null,0,null,281,null,13894,null,498,null,0400000US25,Massachusetts,25
259425,null,1010,null,137469,null,1500,null,129772,null,1669,null,8006,null,1519,null,121766,null,2230,null,7697,null,786,null,3409,null,738,null,4288,null,840,null,121956,null,1431,null,111157,null,1920,null,1142,null,585,null,110015,null,2048,null,10799,null,1125,null,0,null,242,null,10799,null,1125,null,0400000US26,Michigan,26
129922,null,900,null,71148,null,1343,null,68947,null,1390,null,3676,null,915,null,65271,null,1412,null,2201,null,460,null,842,null,384,null,1359,null,340,null,58774,null,1390,null,54898,null,1408,null,579,null,320,null,54319,null,1416,null,3876,null,819,null,15,null,34,null,3861,null,816,null,0400000US27,Minnesota,27
38402,null,3178,null,23302,null,2499,null,22518,null,2554,null,1443,null,579,null,21075,null,2587,null,784,null,437,null,280,null,229,null,504,null,384,null,15100,null,1448,null,14070,null,1380,null,269,null,256,null,13801,null,1389,null,1030,null,479,null,0,null,287,null,1030,null,479,null,0400000US28,Mississippi,28
111888,null,1401,null,59182,null,1471,null,56042,null,1461,null,4378,null,971,null,51664,null,1560,null,3140,null,600,null,1217,null,454,null,1923,null,592,null,52706,null,1195,null,48064,null,1266,null,545,null,338,null,47519,null,1227,null,4642,null,664,null,54,null,87,null,4588,null,658,null,0400000US29,Missouri,29
14356,null,1177,null,6683,null,872,null,6112,null,771,null,868,null,424,null,5244,null,803,null,571,null,332,null,262,null,262,null,309,null,214,null,7673,null,986,null,7075,null,957,null,139,null,161,null,6936,null,959,null,598,null,263,null,0,null,235,null,598,null,263,null,0400000US30,Montana,30
82987,null,891,null,45242,null,1168,null,43477,null,1246,null,3220,null,832,null,40257,null,1354,null,1765,null,565,null,497,null,316,null,1268,null,517,null,37745,null,939,null,34989,null,1085,null,99,null,114,null,34890,null,1079,null,2756,null,712,null,49,null,84,null,2707,null,695,null,0400000US31,Nebraska,31
415728,null,527,null,222922,null,1096,null,210721,null,1080,null,7917,null,1841,null,202804,null,1997,null,12201,null,560,null,5271,null,809,null,6930,null,911,null,192806,null,1022,null,178528,null,1051,null,1267,null,557,null,177261,null,1186,null,14278,null,462,null,138,null,155,null,14140,null,508,null,0400000US32,Nevada,32
21807,null,707,null,10854,null,822,null,10663,null,793,null,1353,null,679,null,9310,null,1096,null,191,null,207,null,39,null,77,null,152,null,192,null,10953,null,680,null,9801,null,712,null,160,null,155,null,9641,null,690,null,1152,null,577,null,0,null,253,null,1152,null,577,null,0400000US33,New Hampshire,33
993017,null,607,null,505167,null,713,null,466208,null,1411,null,17422,null,2380,null,448786,null,2697,null,38959,null,1175,null,4887,null,973,null,34072,null,1270,null,487850,null,573,null,434338,null,838,null,1526,null,566,null,432812,null,947,null,53512,null,814,null,47,null,76,null,53465,null,826,null,0400000US34,New Jersey,34
614285,null,846,null,302793,null,791,null,266655,null,1077,null,29003,null,2785,null,237652,null,2661,null,36138,null,791,null,16161,null,1800,null,19977,null,1889,null,311492,null,552,null,265457,null,635,null,2550,null,779,null,262907,null,949,null,46035,null,625,null,491,null,267,null,45544,null,671,null,0400000US35,New Mexico,35
2306878,null,1662,null,1126706,null,1855,null,1031600,null,1945,null,41886,null,3300,null,989714,null,3691,null,95106,null,880,null,16857,null,2178,null,78249,null,2152,null,1180172,null,1747,null,1034881,null,1806,null,3498,null,893,null,1031383,null,2032,null,145291,null,1020,null,174,null,173,null,145117,null,1067,null,0400000US36,New York,36
404483,null,2622,null,233185,null,2792,null,228058,null,2734,null,6672,null,1476,null,221386,null,2750,null,5127,null,976,null,1889,null,710,null,3238,null,822,null,171298,null,2208,null,163614,null,2458,null,2357,null,775,null,161257,null,2575,null,7684,null,1122,null,79,null,137,null,7605,null,1112,null,0400000US37,North Carolina,37
7909,null,851,null,3867,null,773,null,3773,null,764,null,579,null,417,null,3194,null,653,null,94,null,96,null,34,null,59,null,60,null,72,null,4042,null,536,null,3972,null,534,null,341,null,286,null,3631,null,523,null,70,null,78,null,0,null,208,null,70,null,78,null,0400000US38,North Dakota,38
184699,null,1706,null,96826,null,1802,null,90191,null,1809,null,8547,null,1637,null,81644,null,2489,null,6635,null,888,null,2188,null,673,null,4447,null,699,null,87873,null,1800,null,79989,null,1759,null,979,null,431,null,79010,null,1760,null,7884,null,882,null,43,null,74,null,7841,null,898,null,0400000US39,Ohio,39
164436,null,1609,null,89735,null,1759,null,85177,null,1802,null,5924,null,1440,null,79253,null,2078,null,4558,null,716,null,1643,null,528,null,2915,null,628,null,74701,null,1401,null,69039,null,1580,null,898,null,461,null,68141,null,1620,null,5662,null,794,null,32,null,64,null,5630,null,791,null,0400000US40,Oklahoma,40
251405,null,643,null,140582,null,1228,null,134811,null,1218,null,5928,null,1614,null,128883,null,1815,null,5771,null,918,null,2476,null,843,null,3295,null,774,null,110823,null,1053,null,103982,null,1269,null,515,null,378,null,103467,null,1283,null,6841,null,946,null,227,null,198,null,6614,null,930,null,0400000US41,Oregon,41
369889,null,1368,null,190480,null,1687,null,178977,null,1851,null,12857,null,2079,null,166120,null,2851,null,11503,null,999,null,3560,null,764,null,7943,null,920,null,179409,null,1346,null,165280,null,1532,null,1238,null,520,null,164042,null,1612,null,14129,null,968,null,55,null,66,null,14074,null,959,null,0400000US42,Pennsylvania,42
77467,null,513,null,37614,null,671,null,35270,null,575,null,1080,null,676,null,34190,null,941,null,2344,null,366,null,630,null,364,null,1714,null,372,null,39853,null,535,null,36676,null,628,null,93,null,155,null,36583,null,657,null,3177,null,241,null,0,null,287,null,3177,null,241,null,0400000US44,Rhode Island,44
108962,null,1565,null,62469,null,1748,null,60200,null,1577,null,2841,null,844,null,57359,null,1683,null,2269,null,584,null,769,null,392,null,1500,null,509,null,46493,null,1185,null,42580,null,1022,null,322,null,225,null,42258,null,1060,null,3913,null,788,null,107,null,179,null,3806,null,799,null,0400000US45,South Carolina,45
10792,null,1013,null,5576,null,800,null,5518,null,792,null,629,null,405,null,4889,null,690,null,58,null,72,null,0,null,223,null,58,null,72,null,5216,null,607,null,4876,null,589,null,0,null,223,null,4876,null,589,null,340,null,232,null,0,null,223,null,340,null,232,null,0400000US46,South Dakota,46
135783,null,1991,null,79144,null,2015,null,76247,null,1977,null,4451,null,1190,null,71796,null,2062,null,2897,null,905,null,1221,null,527,null,1676,null,731,null,56639,null,1795,null,52925,null,1653,null,772,null,362,null,52153,null,1674,null,3714,null,936,null,0,null,281,null,3714,null,936,null,0400000US47,Tennessee,47
5737029,null,3407,null,2941389,null,4495,null,2729053,null,4834,null,183196,null,7098,null,2545857,null,8176,null,212336,null,2115,null,60239,null,3332,null,152097,null,3408,null,2795640,null,2408,null,2509921,null,3012,null,15503,null,2271,null,2494418,null,3743,null,285719,null,1832,null,1111,null,384,null,284608,null,1886,null,0400000US48,Texas,48
194315,null,485,null,104385,null,1124,null,99742,null,1109,null,4027,null,840,null,95715,null,1359,null,4643,null,432,null,1702,null,498,null,2941,null,609,null,89930,null,1043,null,83936,null,1120,null,338,null,234,null,83598,null,1139,null,5994,null,248,null,80,null,143,null,5914,null,249,null,0400000US49,Utah,49
5258,null,662,null,2647,null,714,null,2498,null,713,null,242,null,195,null,2256,null,650,null,149,null,158,null,106,null,109,null,43,null,77,null,2611,null,741,null,2079,null,623,null,47,null,84,null,2032,null,629,null,532,null,296,null,0,null,211,null,532,null,296,null,0400000US50,Vermont,50
341194,null,3484,null,181024,null,2731,null,175713,null,2887,null,13525,null,1934,null,162188,null,3365,null,5311,null,645,null,1864,null,603,null,3447,null,605,null,160170,null,2728,null,149854,null,2860,null,4035,null,1127,null,145819,null,2900,null,10316,null,1179,null,42,null,72,null,10274,null,1168,null,0400000US51,Virginia,51
379776,null,1509,null,204411,null,1908,null,195979,null,2031,null,13070,null,1874,null,182909,null,2753,null,8432,null,982,null,2968,null,688,null,5464,null,844,null,175365,null,1118,null,164706,null,1263,null,3038,null,879,null,161668,null,1625,null,10659,null,893,null,114,null,139,null,10545,null,912,null,0400000US53,Washington,53
12941,null,1433,null,6260,null,937,null,5479,null,876,null,448,null,266,null,5031,null,889,null,781,null,383,null,413,null,280,null,368,null,291,null,6681,null,1037,null,5909,null,1017,null,310,null,309,null,5599,null,1005,null,772,null,389,null,0,null,265,null,772,null,389,null,0400000US54,West Virginia,54
174322,null,1088,null,96048,null,1107,null,92039,null,1163,null,4125,null,1020,null,87914,null,1332,null,4009,null,483,null,1080,null,412,null,2929,null,504,null,78274,null,984,null,73867,null,1029,null,414,null,266,null,73453,null,1117,null,4407,null,488,null,14,null,24,null,4393,null,492,null,0400000US55,Wisconsin,55
26016,null,842,null,13168,null,1127,null,11951,null,1177,null,1196,null,490,null,10755,null,1155,null,1217,null,413,null,714,null,333,null,503,null,252,null,12848,null,677,null,11755,null,749,null,219,null,226,null,11536,null,772,null,1093,null,471,null,0,null,261,null,1093,null,471,null,0400000US56,Wyoming,56
2935080,null,3796,null,1374166,null,2891,null,1144150,null,2760,null,57443,null,3567,null,1086707,null,4611,null,230016,null,722,null,58218,null,2615,null,171798,null,2707,null,1560914,null,1896,null,1255216,null,1794,null,3345,null,898,null,1251871,null,1847,null,305698,null,533,null,923,null,409,null,304775,null,664,null,0400000US72,Puerto Rico,72
