C23008_001E,C23008_001EA,C23008_001M,C23008_001MA,C23008_002E,C23008_002EA,C23008_002M,C23008_002MA,C23008_003E,C23008_003EA,C23008_003M,C23008_003MA,C23008_004E,C23008_004EA,C23008_004M,C23008_004MA,C23008_005E,C23008_005EA,C23008_005M,C23008_005MA,C23008_006E,C23008_006EA,C23008_006M,C23008_006MA,C23008_007E,C23008_007EA,C23008_007M,C23008_007MA,C23008_008E,C23008_008EA,C23008_008M,C23008_008MA,C23008_009E,C23008_009EA,C23008_009M,C23008_009MA,C23008_010E,C23008_010EA,C23008_010M,C23008_010MA,C23008_011E,C23008_011EA,C23008_011M,C23008_011MA,C23008_012E,C23008_012EA,C23008_012M,C23008_012MA,C23008_013E,C23008_013EA,C23008_013M,C23008_013MA,C23008_014E,C23008_014EA,C23008_014M,C23008_014MA,C23008_015E,C23008_015EA,C23008_015M,C23008_015MA,C23008_016E,C23008_016EA,C23008_016M,C23008_016MA,C23008_017E,C23008_017EA,C23008_017M,C23008_017MA,C23008_018E,C23008_018EA,C23008_018M,C23008_018MA,C23008_019E,C23008_019EA,C23008_019M,C23008_019MA,GEO_ID,NAME,state
1046466,null,5430,null,344530,null,5315,null,215102,null,6733,null,126697,null,5738,null,80640,null,4999,null,3661,null,1295,null,4104,null,1361,null,129428,null,6431,null,95984,null,5985,null,33444,null,3637,null,701936,null,7078,null,454866,null,10589,null,299413,null,9765,null,125750,null,6422,null,18049,null,2591,null,11654,null,2456,null,247070,null,10263,null,199023,null,9135,null,48047,null,5372,null,0400000US01,Alabama,01
169141,null,2066,null,58167,null,1856,null,38505,null,2338,null,21503,null,2725,null,15077,null,1962,null,1636,null,694,null,289,null,186,null,19662,null,2266,null,16276,null,2078,null,3386,null,971,null,110974,null,2506,null,76939,null,3854,null,48127,null,4276,null,23909,null,3267,null,3493,null,979,null,1410,null,662,null,34035,null,3352,null,29715,null,3087,null,4320,null,1300,null,0400000US02,Alaska,02
1606915,null,7658,null,580626,null,6857,null,369584,null,9124,null,190233,null,8496,null,165070,null,7709,null,8299,null,1845,null,5982,null,1828,null,211042,null,9424,null,156614,null,8964,null,54428,null,5737,null,1026289,null,7939,null,681387,null,12195,null,419950,null,11668,null,224097,null,9789,null,22672,null,3151,null,14668,null,3335,null,344902,null,11656,null,285767,null,10388,null,59135,null,7125,null,0400000US04,Arizona,04
653695,null,4644,null,221393,null,4062,null,136468,null,5306,null,80459,null,5024,null,49676,null,4294,null,4046,null,1240,null,2287,null,894,null,84925,null,5237,null,60081,null,4751,null,24844,null,3513,null,432302,null,5515,null,279776,null,8151,null,186723,null,7187,null,70345,null,4430,null,15371,null,2494,null,7337,null,1718,null,152526,null,7706,null,122217,null,6237,null,30309,null,4263,null,0400000US05,Arkansas,05
8849842,null,13754,null,3035482,null,14293,null,2084383,null,21961,null,1115564,null,21418,null,891778,null,19423,null,49009,null,5185,null,28032,null,3792,null,951099,null,20621,null,712724,null,20018,null,238375,null,12519,null,5814360,null,16296,null,3958245,null,30997,null,2415969,null,29938,null,1324052,null,28428,null,142859,null,8236,null,75365,null,7141,null,1856115,null,28215,null,1522401,null,27697,null,333714,null,15015,null,0400000US06,California,06
1150539,null,5702,null,409582,null,5619,null,301994,null,7274,null,171791,null,7435,null,121215,null,7533,null,6258,null,1411,null,2730,null,956,null,107588,null,7425,null,87686,null,6622,null,19902,null,3764,null,740957,null,6957,null,538240,null,9980,null,353731,null,10050,null,163537,null,8738,null,14306,null,3377,null,6666,null,1721,null,202717,null,8238,null,178705,null,7844,null,24012,null,4149,null,0400000US08,Colorado,08
777009,null,3502,null,242827,null,3181,null,170976,null,4522,null,103448,null,4844,null,60948,null,3855,null,5219,null,1635,null,1361,null,610,null,71851,null,4611,null,60583,null,4961,null,11268,null,2016,null,534182,null,4215,null,376374,null,8037,null,257749,null,7662,null,103712,null,5870,null,11038,null,2374,null,3875,null,1033,null,157808,null,7923,null,136867,null,7509,null,20941,null,3805,null,0400000US09,Connecticut,09
195255,null,1979,null,67667,null,1800,null,43546,null,2561,null,26620,null,2084,null,15303,null,2292,null,1069,null,659,null,554,null,523,null,24121,null,2451,null,21379,null,2313,null,2742,null,1208,null,127588,null,2002,null,84596,null,3884,null,62040,null,4208,null,18956,null,2839,null,2816,null,1141,null,784,null,547,null,42992,null,3680,null,37965,null,3516,null,5027,null,1805,null,0400000US10,Delaware,10
102808,null,2319,null,39484,null,1336,null,19498,null,1553,null,12402,null,1804,null,5797,null,1660,null,877,null,1059,null,422,null,368,null,19986,null,1815,null,12555,null,2014,null,7431,null,1654,null,63324,null,2163,null,24485,null,3028,null,17521,null,2692,null,4668,null,1700,null,1367,null,930,null,929,null,639,null,38839,null,3456,null,29476,null,3299,null,9363,null,1985,null,0400000US11,District of Columbia,11
3765030,null,12270,null,1279414,null,10848,null,812643,null,15841,null,493158,null,14161,null,287600,null,13627,null,19377,null,3403,null,12508,null,2935,null,466771,null,13233,null,369284,null,13248,null,97487,null,8309,null,2485616,null,13971,null,1584887,null,21987,null,1090387,null,19112,null,410413,null,15498,null,59372,null,5089,null,24715,null,3785,null,900729,null,16229,null,773774,null,17475,null,126955,null,8160,null,0400000US12,Florida,12
2365186,null,10147,null,819771,null,10158,null,525070,null,11562,null,285229,null,10184,null,221096,null,11086,null,12298,null,2575,null,6447,null,1952,null,294701,null,11095,null,231885,null,10547,null,62816,null,6635,null,1545415,null,10778,null,1000113,null,15942,null,664804,null,14366,null,290460,null,12317,null,27523,null,3630,null,17326,null,2970,null,545302,null,15000,null,458206,null,14726,null,87096,null,8570,null,0400000US13,Georgia,13
