B17009_001E,B17009_001EA,B17009_001M,B17009_001MA,B17009_002E,B17009_002EA,B17009_002M,B17009_002MA,B17009_003E,B17009_003EA,B17009_003M,B17009_003MA,B17009_004E,B17009_004EA,B17009_004M,B17009_004MA,B17009_005E,B17009_005EA,B17009_005M,B17009_005MA,B17009_006E,B17009_006EA,B17009_006M,B17009_006MA,B17009_007E,B17009_007EA,B17009_007M,B17009_007MA,B17009_008E,B17009_008EA,B17009_008M,B17009_008MA,B17009_009E,B17009_009EA,B17009_009M,B17009_009MA,B17009_010E,B17009_010EA,B17009_010M,B17009_010MA,B17009_011E,B17009_011EA,B17009_011M,B17009_011MA,B17009_012E,B17009_012EA,B17009_012M,B17009_012MA,B17009_013E,B17009_013EA,B17009_013M,B17009_013MA,B17009_014E,B17009_014EA,B17009_014M,B17009_014MA,B17009_015E,B17009_015EA,B17009_015M,B17009_015MA,B17009_016E,B17009_016EA,B17009_016M,B17009_016MA,B17009_017E,B17009_017EA,B17009_017M,B17009_017MA,B17009_018E,B17009_018EA,B17009_018M,B17009_018MA,B17009_019E,B17009_019EA,B17009_019M,B17009_019MA,B17009_020E,B17009_020EA,B17009_020M,B17009_020MA,B17009_021E,B17009_021EA,B17009_021M,B17009_021MA,GEO_ID,NAME,state
767995,null,12073,null,219345,null,6685,null,11273,null,1980,null,7004,null,1499,null,4269,null,1187,null,70903,null,4336,null,37282,null,3231,null,33621,null,3312,null,137169,null,5314,null,100123,null,4656,null,37046,null,3489,null,548650,null,11711,null,294721,null,9028,null,231609,null,7570,null,63112,null,4714,null,91173,null,5125,null,70383,null,4205,null,20790,null,2558,null,162756,null,6045,null,152852,null,5669,null,9904,null,1883,null,0400000US01,Alabama,01
138909,null,6233,null,23926,null,2767,null,2288,null,878,null,1173,null,647,null,1115,null,568,null,13079,null,2096,null,3654,null,892,null,9425,null,1784,null,8559,null,1585,null,3195,null,778,null,5364,null,1244,null,114983,null,5719,null,63245,null,4294,null,40373,null,2614,null,22872,null,3171,null,36836,null,3203,null,19916,null,2118,null,16920,null,2209,null,14902,null,1775,null,12023,null,1585,null,2879,null,799,null,0400000US02,Alaska,02
1228405,null,20524,null,290429,null,10680,null,21921,null,3259,null,8098,null,1455,null,13823,null,2663,null,107142,null,7480,null,38957,null,3531,null,68185,null,5763,null,161366,null,8275,null,79611,null,4332,null,81755,null,7542,null,937976,null,17778,null,541308,null,14692,null,350441,null,9037,null,190867,null,10316,null,185507,null,7967,null,118874,null,5094,null,66633,null,5307,null,211161,null,6018,null,188669,null,5355,null,22492,null,3015,null,0400000US04,Arizona,04
479058,null,12603,null,146069,null,6890,null,8354,null,1734,null,4566,null,1129,null,3788,null,1233,null,47402,null,3991,null,24950,null,2674,null,22452,null,2837,null,90313,null,5342,null,64623,null,4041,null,25690,null,2653,null,332989,null,9657,null,175884,null,7058,null,135148,null,5616,null,40736,null,4082,null,60530,null,4626,null,43843,null,3786,null,16687,null,2729,null,96575,null,4052,null,88955,null,3786,null,7620,null,1592,null,0400000US05,Arkansas,05
6449457,null,45640,null,1483113,null,25168,null,79974,null,5516,null,32277,null,2932,null,47697,null,5309,null,529731,null,15653,null,194895,null,7139,null,334836,null,13734,null,873408,null,18784,null,387405,null,9151,null,486003,null,15949,null,4966344,null,39991,null,2751491,null,34860,null,1679386,null,20990,null,1072105,null,23360,null,1117411,null,20975,null,682558,null,11519,null,434853,null,15553,null,1097442,null,17364,null,934362,null,13860,null,163080,null,12964,null,0400000US06,California,06
1008394,null,18300,null,210069,null,9302,null,13872,null,2151,null,8259,null,1562,null,5613,null,1539,null,102252,null,6504,null,45298,null,3310,null,56954,null,5410,null,93945,null,5985,null,58694,null,3841,null,35251,null,4394,null,798325,null,15744,null,483122,null,13186,null,339109,null,8362,null,144013,null,8379,null,181789,null,7160,null,119046,null,5302,null,62743,null,5506,null,133414,null,4801,null,118435,null,4125,null,14979,null,3289,null,0400000US08,Colorado,08
609573,null,11151,null,121415,null,5981,null,4816,null,1114,null,2338,null,831,null,2478,null,801,null,41532,null,3565,null,17081,null,2218,null,24451,null,3158,null,75067,null,4665,null,46664,null,3413,null,28403,null,3808,null,488158,null,10377,null,267980,null,9360,null,192046,null,6646,null,75934,null,5821,null,99951,null,5557,null,70340,null,4048,null,29611,null,3005,null,120227,null,4776,null,112011,null,4256,null,8216,null,1674,null,0400000US09,Connecticut,09
153395,null,5882,null,32389,null,3100,null,1323,null,569,null,881,null,430,null,442,null,396,null,12475,null,2005,null,4470,null,992,null,8005,null,1567,null,18591,null,2635,null,11349,null,1691,null,7242,null,1724,null,121006,null,4957,null,71912,null,4625,null,48618,null,3322,null,23294,null,2713,null,21124,null,1855,null,15832,null,1708,null,5292,null,1254,null,27970,null,2412,null,25460,null,2174,null,2510,null,1025,null,0400000US10,Delaware,10
206565,null,6860,null,41925,null,3633,null,2718,null,1343,null,1210,null,650,null,1508,null,1151,null,15433,null,2359,null,7181,null,1444,null,8252,null,1546,null,23774,null,3673,null,15497,null,2377,null,8277,null,2344,null,164640,null,6350,null,114185,null,5005,null,81726,null,4028,null,32459,null,2863,null,30081,null,2943,null,18632,null,2068,null,11449,null,2016,null,20374,null,2250,null,18385,null,2014,null,1989,null,815,null,0400000US11,District of Columbia,11
3582781,null,36707,null,843090,null,18862,null,42292,null,4292,null,18474,null,2339,null,23818,null,3246,null,286627,null,14245,null,123131,null,7212,null,163496,null,12120,null,514171,null,12865,null,305563,null,8768,null,208608,null,9824,null,2739691,null,31936,null,1498412,null,19809,null,1014838,null,14659,null,483574,null,11695,null,503951,null,14498,null,347814,null,10496,null,156137,null,8920,null,737328,null,11869,null,670238,null,10812,null,67090,null,5731,null,0400000US12,Florida,12
