B07411_001E,B07411_001EA,B07411_001M,B07411_001MA,B07411_002E,B07411_002EA,B07411_002M,B07411_002MA,B07411_003E,B07411_003EA,B07411_003M,B07411_003MA,B07411_004E,B07411_004EA,B07411_004M,B07411_004MA,B07411_005E,B07411_005EA,B07411_005M,B07411_005MA,GEO_ID,NAME,state
22208,null,221,null,23221,null,357,null,17560,null,936,null,14411,null,1290,null,20225,null,2042,null,0400000US01,Alabama,01
30142,null,785,null,32002,null,866,null,26783,null,1988,null,23365,null,5387,null,24149,null,3099,null,0400000US02,Alaska,02
26218,null,281,null,27229,null,274,null,22692,null,789,null,15511,null,1233,null,21996,null,1042,null,0400000US04,Arizona,04
20748,null,265,null,21662,null,251,null,16377,null,622,null,13416,null,1881,null,19025,null,2240,null,0400000US05,Arkansas,05
27270,null,133,null,28561,null,219,null,22928,null,478,null,21024,null,794,null,21605,null,518,null,0400000US06,California,06
29666,null,463,null,31292,null,290,null,22473,null,614,null,22336,null,1469,null,21658,null,1185,null,0400000US08,Colorado,08
32602,null,508,null,34763,null,608,null,25150,null,1559,null,21517,null,3565,null,19377,null,3265,null,0400000US09,Connecticut,09
28662,null,763,null,30240,null,555,null,18882,null,2157,null,29625,null,2911,null,20432,null,2406,null,0400000US10,Delaware,10
35429,null,773,null,36819,null,965,null,30808,null,2382,null,-666666666,-,0,**,29885,null,3400,null,0400000US11,District of Columbia,11
25006,null,153,null,25813,null,159,null,21300,null,392,null,20363,null,786,null,20515,null,607,null,0400000US12,Florida,12
26146,null,221,null,27294,null,234,null,20874,null,564,null,20089,null,1047,null,22185,null,1207,null,0400000US13,Georgia,13
30114,null,520,null,30824,null,474,null,25810,null,1480,null,14802,null,5339,null,23361,null,3369,null,0400000US15,Hawaii,15
23328,null,439,null,24937,null,472,null,18868,null,933,null,17153,null,2541,null,17273,null,1505,null,0400000US16,Idaho,16
27693,null,247,null,29432,null,238,null,20564,null,535,null,19526,null,1846,null,19916,null,1172,null,0400000US17,Illinois,17
25264,null,214,null,26563,null,231,null,18651,null,982,null,17171,null,1428,null,18268,null,2117,null,0400000US18,Indiana,18
25557,null,235,null,27245,null,282,null,17502,null,831,null,13637,null,1277,null,18176,null,2736,null,0400000US19,Iowa,19
26243,null,281,null,28021,null,385,null,19818,null,980,null,15479,null,1392,null,20245,null,1752,null,0400000US20,Kansas,20
21962,null,210,null,22937,null,298,null,16481,null,791,null,14261,null,2146,null,21120,null,1759,null,0400000US21,Kentucky,21
22152,null,264,null,22954,null,427,null,17398,null,1145,null,15753,null,1290,null,20322,null,2198,null,0400000US22,Louisiana,22
23558,null,412,null,24831,null,375,null,17441,null,1338,null,16485,null,2098,null,16286,null,2549,null,0400000US23,Maine,23
34021,null,494,null,35563,null,362,null,27336,null,981,null,27569,null,2205,null,24159,null,2385,null,0400000US24,Maryland,24
