B21005_001E,B21005_001EA,B21005_001M,B21005_001MA,B21005_002E,B21005_002EA,B21005_002M,B21005_002MA,B21005_003E,B21005_003EA,B21005_003M,B21005_003MA,B21005_004E,B21005_004EA,B21005_004M,B21005_004MA,B21005_005E,B21005_005EA,B21005_005M,B21005_005MA,B21005_006E,B21005_006EA,B21005_006M,B21005_006MA,B21005_007E,B21005_007EA,B21005_007M,B21005_007MA,B21005_008E,B21005_008EA,B21005_008M,B21005_008MA,B21005_009E,B21005_009EA,B21005_009M,B21005_009MA,B21005_010E,B21005_010EA,B21005_010M,B21005_010MA,B21005_011E,B21005_011EA,B21005_011M,B21005_011MA,B21005_012E,B21005_012EA,B21005_012M,B21005_012MA,B21005_013E,B21005_013EA,B21005_013M,B21005_013MA,B21005_014E,B21005_014EA,B21005_014M,B21005_014MA,B21005_015E,B21005_015EA,B21005_015M,B21005_015MA,B21005_016E,B21005_016EA,B21005_016M,B21005_016MA,B21005_017E,B21005_017EA,B21005_017M,B21005_017MA,B21005_018E,B21005_018EA,B21005_018M,B21005_018MA,B21005_019E,B21005_019EA,B21005_019M,B21005_019MA,B21005_020E,B21005_020EA,B21005_020M,B21005_020MA,B21005_021E,B21005_021EA,B21005_021M,B21005_021MA,B21005_022E,B21005_022EA,B21005_022M,B21005_022MA,B21005_023E,B21005_023EA,B21005_023M,B21005_023MA,B21005_024E,B21005_024EA,B21005_024M,B21005_024MA,B21005_025E,B21005_025EA,B21005_025M,B21005_025MA,B21005_026E,B21005_026EA,B21005_026M,B21005_026MA,B21005_027E,B21005_027EA,B21005_027M,B21005_027MA,B21005_028E,B21005_028EA,B21005_028M,B21005_028MA,B21005_029E,B21005_029EA,B21005_029M,B21005_029MA,B21005_030E,B21005_030EA,B21005_030M,B21005_030MA,B21005_031E,B21005_031EA,B21005_031M,B21005_031MA,B21005_032E,B21005_032EA,B21005_032M,B21005_032MA,B21005_033E,B21005_033EA,B21005_033M,B21005_033MA,B21005_034E,B21005_034EA,B21005_034M,B21005_034MA,GEO_ID,NAME,state
5746463,null,5321,null,2037709,null,8365,null,57138,null,4688,null,47726,null,4079,null,44461,null,4115,null,3265,null,1010,null,9412,null,1872,null,1980571,null,9174,null,1526591,null,11187,null,1376420,null,12805,null,150171,null,7077,null,453980,null,11226,null,2651457,null,7353,null,231498,null,6969,null,197693,null,6402,null,186633,null,6911,null,11060,null,2045,null,33805,null,3440,null,2419959,null,10135,null,1994177,null,14169,null,1895230,null,14992,null,98947,null,5529,null,425782,null,8965,null,1057297,null,3299,null,197387,null,5770,null,129932,null,4685,null,124233,null,4575,null,5699,null,1110,null,67455,null,4111,null,859910,null,6116,null,535466,null,8337,null,514043,null,8733,null,21423,null,2211,null,324444,null,7673,null,0400000US37,North Carolina,37
399577,null,1421,null,161125,null,1894,null,6833,null,1423,null,5926,null,1321,null,5665,null,1253,null,261,null,273,null,907,null,495,null,154292,null,2284,null,129881,null,2422,null,123595,null,3011,null,6286,null,1364,null,24411,null,1612,null,165847,null,1717,null,13451,null,1308,null,12249,null,1321,null,12049,null,1306,null,200,null,138,null,1202,null,386,null,152396,null,1984,null,134694,null,2562,null,132237,null,2531,null,2457,null,639,null,17702,null,1841,null,72605,null,686,null,13815,null,1208,null,10133,null,1072,null,9683,null,1034,null,450,null,281,null,3682,null,697,null,58790,null,1411,null,43186,null,1691,null,42304,null,1646,null,882,null,325,null,15604,null,1517,null,0400000US38,North Dakota,38
7168348,null,4455,null,2532707,null,5352,null,64421,null,4189,null,57210,null,4134,null,50959,null,3699,null,6251,null,1488,null,7211,null,1263,null,2468286,null,6962,null,1955891,null,12670,null,1751426,null,13812,null,204465,null,6841,null,512395,null,11270,null,3304920,null,4676,null,245592,null,8126,null,212359,null,7559,null,201435,null,7703,null,10924,null,1558,null,33233,null,3066,null,3059328,null,9087,null,2543915,null,12062,null,2420332,null,12863,null,123583,null,6600,null,515413,null,9493,null,1330721,null,2740,null,243421,null,5310,null,157623,null,4960,null,149527,null,5011,null,8096,null,1201,null,85798,null,3958,null,1087300,null,5961,null,694836,null,8919,null,665356,null,8531,null,29480,null,2392,null,392464,null,8749,null,0400000US39,Ohio,39
2222706,null,3732,null,844282,null,4548,null,26849,null,2894,null,22828,null,2327,null,21600,null,2220,null,1228,null,712,null,4021,null,1243,null,817433,null,5175,null,611874,null,7938,null,572407,null,7947,null,39467,null,3273,null,205559,null,6966,null,971844,null,4472,null,83598,null,4564,null,70372,null,4244,null,68120,null,4205,null,2252,null,852,null,13226,null,1537,null,888246,null,6017,null,710497,null,7884,null,685990,null,8344,null,24507,null,2834,null,177749,null,5788,null,406580,null,2237,null,84719,null,2818,null,54773,null,2534,null,53119,null,2518,null,1654,null,576,null,29946,null,2130,null,321861,null,3356,null,201817,null,4538,null,196903,null,4665,null,4914,null,996,null,120044,null,4097,null,0400000US40,Oklahoma,40
2415659,null,2436,null,865590,null,3377,null,24123,null,3476,null,21088,null,3207,null,19657,null,3104,null,1431,null,708,null,3035,null,960,null,841467,null,4589,null,660447,null,6661,null,602814,null,7315,null,57633,null,4553,null,181020,null,6943,null,1074005,null,3569,null,87644,null,4455,null,74682,null,4391,null,69404,null,4348,null,5278,null,1405,null,12962,null,2059,null,986361,null,5157,null,817327,null,7166,null,774982,null,7038,null,42345,null,3214,null,169034,null,6435,null,476064,null,1676,null,98561,null,3032,null,63796,null,2835,null,61012,null,2804,null,2784,null,716,null,34765,null,2494,null,377503,null,3285,null,239667,null,5094,null,229284,null,5063,null,10383,null,1697,null,137836,null,4810,null,0400000US41,Oregon,41
7763361,null,4249,null,2649527,null,4440,null,61697,null,3959,null,54384,null,3674,null,50370,null,3703,null,4014,null,1070,null,7313,null,1356,null,2587830,null,6268,null,1965608,null,13625,null,1793680,null,13999,null,171928,null,6651,null,622222,null,12930,null,3624938,null,3930,null,228689,null,6331,null,198806,null,6240,null,190307,null,6240,null,8499,null,1433,null,29883,null,2663,null,3396249,null,6794,null,2805051,null,10497,null,2687931,null,11119,null,117120,null,5271,null,591198,null,9785,null,1488896,null,2490,null,263877,null,4860,null,173781,null,4281,null,167626,null,4302,null,6155,null,879,null,90096,null,3777,null,1225019,null,5378,null,801285,null,8394,null,777837,null,8847,null,23448,null,2145,null,423734,null,8046,null,0400000US42,Pennsylvania,42
665998,null,4105,null,236939,null,3852,null,5662,null,1662,null,4686,null,1439,null,4468,null,1389,null,218,null,212,null,976,null,638,null,231277,null,4288,null,178011,null,4641,null,160356,null,4631,null,17655,null,2281,null,53266,null,4199,null,308256,null,1386,null,19717,null,2195,null,17476,null,2234,null,15836,null,2196,null,1640,null,700,null,2241,null,758,null,288539,null,2240,null,240215,null,4144,null,226676,null,4526,null,13539,null,2486,null,48324,null,3206,null,120803,null,884,null,21002,null,1935,null,15487,null,1747,null,14303,null,1584,null,1184,null,582,null,5515,null,1066,null,99801,null,2101,null,70751,null,2344,null,67416,null,2534,null,3335,null,1059,null,29050,null,1928,null,0400000US44,Rhode Island,44
2780241,null,4282,null,986899,null,5323,null,29563,null,3279,null,25595,null,3042,null,22737,null,2822,null,2858,null,949,null,3968,null,1071,null,957336,null,6240,null,720101,null,9410,null,637688,null,9115,null,82413,null,5296,null,237235,null,7950,null,1248769,null,5274,null,115612,null,4856,null,98877,null,4593,null,92914,null,4483,null,5963,null,1399,null,16735,null,1849,null,1133157,null,6897,null,899425,null,9850,null,846748,null,9409,null,52677,null,4368,null,233732,null,8794,null,544573,null,2439,null,105776,null,3841,null,68739,null,3503,null,64411,null,3350,null,4328,null,874,null,37037,null,2906,null,438797,null,4322,null,253074,null,6446,null,243834,null,6537,null,9240,null,1386,null,185723,null,5764,null,0400000US45,South Carolina,45
486005,null,1742,null,178524,null,2403,null,5272,null,1339,null,4754,null,1304,null,4214,null,1153,null,540,null,422,null,518,null,232,null,173252,null,2507,null,143609,null,2928,null,135374,null,3249,null,8235,null,1695,null,29643,null,2290,null,215389,null,2245,null,16571,null,1712,null,14566,null,1566,null,13982,null,1554,null,584,null,317,null,2005,null,582,null,198818,null,2637,null,174202,null,3132,null,170883,null,3166,null,3319,null,736,null,24616,null,2306,null,92092,null,829,null,18974,null,1396,null,13857,null,1298,null,13525,null,1331,null,332,null,264,null,5117,null,906,null,73118,null,1424,null,54723,null,1856,null,53617,null,1877,null,1106,null,470,null,18395,null,1471,null,0400000US46,South Dakota,46
3904022,null,3547,null,1380632,null,4732,null,37717,null,3577,null,34472,null,3493,null,31468,null,3144,null,3004,null,1075,null,3245,null,819,null,1342915,null,5712,null,1041731,null,9494,null,936686,null,9025,null,105045,null,5674,null,301184,null,7198,null,1784473,null,4372,null,141343,null,6327,null,120928,null,5366,null,114957,null,5314,null,5971,null,1332,null,20415,null,2725,null,1643130,null,7473,null,1308017,null,8819,null,1239542,null,9915,null,68475,null,4199,null,335113,null,7121,null,738917,null,3035,null,142737,null,4590,null,95171,null,4038,null,91148,null,4029,null,4023,null,1017,null,47566,null,2912,null,596180,null,5253,null,360322,null,6581,null,346148,null,6365,null,14174,null,1896,null,235858,null,4699,null,0400000US47,Tennessee,47
15025876,null,9290,null,5930037,null,11705,null,164108,null,7462,null,140653,null,7355,null,131309,null,7204,null,9344,null,1696,null,23455,null,3008,null,5765929,null,13675,null,4353463,null,23143,null,4031928,null,24182,null,321535,null,10319,null,1412466,null,18951,null,6740251,null,10609,null,474652,null,10659,null,414889,null,9988,null,401471,null,9654,null,13418,null,1899,null,59763,null,4126,null,6265599,null,14997,null,5068467,null,23612,null,4879851,null,23840,null,188616,null,8057,null,1197132,null,18085,null,2355588,null,4881,null,398758,null,7713,null,270972,null,6599,null,261670,null,6520,null,9302,null,1496,null,127786,null,5754,null,1956830,null,7933,null,1235307,null,12261,null,1197086,null,12313,null,38221,null,2365,null,721523,null,11241,null,0400000US48,Texas,48
1630353,null,3078,null,766710,null,3872,null,13973,null,2011,null,12067,null,1916,null,11343,null,1900,null,724,null,489,null,1906,null,780,null,752737,null,4385,null,600480,null,6826,null,571794,null,7233,null,28686,null,2962,null,152257,null,6306,null,638246,null,2400,null,32734,null,2630,null,29101,null,2598,null,28575,null,2563,null,526,null,281,null,3633,null,868,null,605512,null,3312,null,495984,null,4949,null,481895,null,5235,null,14089,null,2069,null,109528,null,4413,null,225397,null,1546,null,35816,null,2054,null,25147,null,1963,null,23370,null,1882,null,1777,null,627,null,10669,null,1442,null,189581,null,2084,null,128939,null,3404,null,125643,null,3394,null,3296,null,808,null,60642,null,2974,null,0400000US49,Utah,49
404848,null,883,null,132575,null,990,null,2426,null,709,null,1975,null,639,null,1806,null,603,null,169,null,183,null,451,null,325,null,130149,null,1175,null,101418,null,2589,null,94199,null,2586,null,7219,null,1320,null,28731,null,2229,null,187989,null,930,null,14097,null,1451,null,12845,null,1408,null,12024,null,1314,null,821,null,384,null,1252,null,421,null,173892,null,1842,null,152978,null,2534,null,147551,null,2629,null,5427,null,1055,null,20914,null,2191,null,84284,null,535,null,14714,null,1237,null,10729,null,1129,null,10537,null,1126,null,192,null,189,null,3985,null,664,null,69570,null,1305,null,50587,null,2044,null,49155,null,1998,null,1432,null,384,null,18983,null,1596,null,0400000US50,Vermont,50
4875663,null,6159,null,1720214,null,6193,null,71133,null,4391,null,61959,null,4444,null,58906,null,4518,null,3053,null,994,null,9174,null,1676,null,1649081,null,7334,null,1280875,null,10859,null,1180453,null,12035,null,100422,null,6412,null,368206,null,9687,null,2278310,null,6383,null,245211,null,6869,null,220749,null,6712,null,216094,null,6672,null,4655,null,1086,null,24462,null,2273,null,2033099,null,9637,null,1686315,null,11747,null,1627835,null,12741,null,58480,null,4767,null,346784,null,8424,null,877139,null,2870,null,172585,null,4818,null,125177,null,4586,null,120971,null,4470,null,4206,null,1109,null,47408,null,2977,null,704554,null,4618,null,467874,null,7473,null,454870,null,7736,null,13004,null,1774,null,236680,null,6148,null,0400000US51,Virginia,51
4160050,null,4762,null,1477499,null,4584,null,44996,null,3520,null,38313,null,3276,null,35510,null,3198,null,2803,null,992,null,6683,null,1646,null,1432503,null,5730,null,1127972,null,9670,null,1038934,null,9878,null,89038,null,5586,null,304531,null,8642,null,1907157,null,4014,null,177429,null,6420,null,152935,null,6037,null,148380,null,5763,null,4555,null,1079,null,24494,null,2520,null,1729728,null,7228,null,1422002,null,9564,null,1360768,null,10097,null,61234,null,4582,null,307726,null,8302,null,775394,null,2541,null,164740,null,4808,null,109475,null,4246,null,105252,null,4083,null,4223,null,1003,null,55265,null,2991,null,610654,null,5602,null,396769,null,7137,null,383571,null,6941,null,13198,null,1570,null,213885,null,5969,null,0400000US53,Washington,53
1142142,null,2134,null,386624,null,2596,null,13326,null,1605,null,11457,null,1573,null,10350,null,1483,null,1107,null,446,null,1869,null,738,null,373298,null,3022,null,261574,null,4871,null,235817,null,4855,null,25757,null,2776,null,111724,null,4128,null,515084,null,2614,null,40671,null,3993,null,33340,null,3268,null,31872,null,3079,null,1468,null,611,null,7331,null,1612,null,474413,null,4323,null,357079,null,5118,null,345718,null,5238,null,11361,null,1748,null,117334,null,4976,null,240434,null,1133,null,48003,null,2314,null,25496,null,1939,null,24562,null,1800,null,934,null,469,null,22507,null,2015,null,192431,null,2449,null,98864,null,3327,null,95737,null,3479,null,3127,null,838,null,93567,null,3476,null,0400000US54,West Virginia,54
3562668,null,2253,null,1267724,null,3495,null,27654,null,2943,null,24088,null,2614,null,23122,null,2615,null,966,null,439,null,3566,null,922,null,1240070,null,4763,null,1035956,null,7294,null,960513,null,8210,null,75443,null,4077,null,204114,null,6064,null,1646842,null,3134,null,110192,null,3797,null,96934,null,3762,null,93878,null,3641,null,3056,null,698,null,13258,null,1604,null,1536650,null,4434,null,1342233,null,6857,null,1291862,null,6573,null,50371,null,3372,null,194417,null,5809,null,648102,null,1672,null,116930,null,3655,null,80329,null,3393,null,76870,null,3370,null,3459,null,734,null,36601,null,2251,null,531172,null,3816,null,361369,null,5421,null,349002,null,5400,null,12367,null,1289,null,169803,null,4515,null,0400000US55,Wisconsin,55
335606,null,1992,null,125256,null,1756,null,5928,null,1270,null,5694,null,1299,null,5420,null,1321,null,274,null,303,null,234,null,233,null,119328,null,1924,null,94881,null,2541,null,89872,null,2731,null,5009,null,1283,null,24447,null,2196,null,146026,null,1715,null,13112,null,1570,null,11743,null,1374,null,11472,null,1381,null,271,null,191,null,1369,null,664,null,132914,null,2058,null,114355,null,2610,null,112414,null,2548,null,1941,null,619,null,18559,null,2016,null,64324,null,977,null,13968,null,1372,null,10058,null,1301,null,9794,null,1234,null,264,null,301,null,3910,null,818,null,50356,null,1746,null,36350,null,1977,null,35715,null,2049,null,635,null,332,null,14006,null,1566,null,0400000US56,Wyoming,56
2427990,null,1105,null,944731,null,3014,null,7848,null,1493,null,5425,null,1331,null,4573,null,1175,null,852,null,557,null,2423,null,972,null,936883,null,3377,null,572177,null,7826,null,455627,null,8764,null,116550,null,6608,null,364706,null,7416,null,1039991,null,2978,null,26360,null,2831,null,20647,null,2750,null,19083,null,2556,null,1564,null,608,null,5713,null,1417,null,1013631,null,4017,null,663181,null,7167,null,584708,null,8096,null,78473,null,4263,null,350450,null,7406,null,443268,null,182,null,28203,null,2201,null,11494,null,1527,null,10584,null,1360,null,910,null,423,null,16709,null,1601,null,415065,null,2193,null,141788,null,4400,null,130062,null,4438,null,11726,null,1586,null,273277,null,4134,null,0400000US72,Puerto Rico,72
