C24010H_001E,C24010H_001EA,C24010H_001M,C24010H_001MA,C24010H_002E,C24010H_002EA,C24010H_002M,C24010H_002MA,C24010H_003E,C24010H_003EA,C24010H_003M,C24010H_003MA,C24010H_004E,C24010H_004EA,C24010H_004M,C24010H_004MA,C24010H_005E,C24010H_005EA,C24010H_005M,C24010H_005MA,C24010H_006E,C24010H_006EA,C24010H_006M,C24010H_006MA,C24010H_007E,C24010H_007EA,C24010H_007M,C24010H_007MA,C24010H_008E,C24010H_008EA,C24010H_008M,C24010H_008MA,C24010H_009E,C24010H_009EA,C24010H_009M,C24010H_009MA,C24010H_010E,C24010H_010EA,C24010H_010M,C24010H_010MA,C24010H_011E,C24010H_011EA,C24010H_011M,C24010H_011MA,C24010H_012E,C24010H_012EA,C24010H_012M,C24010H_012MA,C24010H_013E,C24010H_013EA,C24010H_013M,C24010H_013MA,C24010H_014E,C24010H_014EA,C24010H_014M,C24010H_014MA,C24010H_015E,C24010H_015EA,C24010H_015M,C24010H_015MA,GEO_ID,NAME,state
2752132,null,17452,null,1478807,null,11363,null,548554,null,10686,null,151369,null,7073,null,282769,null,8655,null,9391,null,1826,null,252164,null,7920,null,234560,null,8914,null,1273325,null,10927,null,546994,null,9657,null,194200,null,8363,null,460629,null,11401,null,1793,null,809,null,7910,null,1263,null,61799,null,4270,null,0400000US13,Georgia,13
157539,null,4962,null,86090,null,3083,null,36620,null,2527,null,13614,null,2554,null,15035,null,2120,null,677,null,525,null,13999,null,1910,null,6145,null,1207,null,71449,null,2950,null,32023,null,2535,null,16644,null,2269,null,21060,null,2197,null,341,null,254,null,311,null,396,null,1070,null,475,null,0400000US15,Hawaii,15
632923,null,6545,null,343598,null,5016,null,113133,null,5093,null,39244,null,3454,null,54717,null,3473,null,7508,null,1351,null,67051,null,3959,null,61945,null,3677,null,289325,null,5213,null,102036,null,4529,null,62039,null,4134,null,106236,null,4701,null,1088,null,443,null,1927,null,734,null,15999,null,2054,null,0400000US16,Idaho,16
4346124,null,18074,null,2295006,null,11624,null,837593,null,11653,null,243815,null,7012,null,438167,null,9106,null,12150,null,1597,null,360117,null,8001,null,403164,null,8598,null,2051118,null,12246,null,852502,null,10056,null,368459,null,8176,null,720174,null,11107,null,2237,null,857,null,10467,null,1563,null,97279,null,4599,null,0400000US17,Illinois,17
2654434,null,12963,null,1402575,null,7992,null,417272,null,9740,null,153882,null,5893,null,231838,null,5951,null,7316,null,1436,null,245447,null,7036,null,346820,null,8205,null,1251859,null,10159,null,454210,null,8092,null,249804,null,6980,null,428124,null,8883,null,2405,null,795,null,6346,null,1177,null,110970,null,4668,null,0400000US18,Indiana,18
1473387,null,8181,null,763838,null,5498,null,231609,null,6103,null,83925,null,5153,null,124534,null,4775,null,13083,null,1224,null,124345,null,4353,null,186342,null,4999,null,709549,null,6213,null,259738,null,6748,null,150879,null,4916,null,243372,null,6523,null,2304,null,721,null,3782,null,858,null,49474,null,3269,null,0400000US19,Iowa,19
1203816,null,7426,null,631755,null,5422,null,217970,null,5251,null,67733,null,3749,null,113709,null,4780,null,7315,null,1179,null,106512,null,4942,null,118516,null,4836,null,572061,null,5809,null,235136,null,6316,null,111056,null,4305,null,193003,null,5887,null,909,null,293,null,4150,null,924,null,27807,null,2186,null,0400000US20,Kansas,20
1690844,null,13023,null,883370,null,7766,null,237899,null,6107,null,96495,null,4690,null,152952,null,5401,null,6989,null,1405,null,172321,null,7008,null,216714,null,7033,null,807474,null,9101,null,292074,null,7612,null,157786,null,6463,null,287416,null,7911,null,1333,null,672,null,5586,null,1302,null,63279,null,4023,null,0400000US21,Kentucky,21
1312284,null,10942,null,718361,null,7085,null,220687,null,6310,null,75051,null,4778,null,117352,null,4824,null,7142,null,1286,null,171977,null,6660,null,126152,null,5031,null,593923,null,8021,null,238329,null,5822,null,100344,null,5513,null,230191,null,6616,null,598,null,315,null,5095,null,1198,null,19366,null,2344,null,0400000US22,Louisiana,22
640045,null,7648,null,326040,null,4473,null,91686,null,4444,null,40996,null,3353,null,57133,null,3511,null,8875,null,1228,null,62711,null,3926,null,64639,null,3566,null,314005,null,5236,null,119919,null,4254,null,72907,null,3824,null,102806,null,4005,null,1036,null,442,null,1642,null,574,null,15695,null,1782,null,0400000US23,Maine,23
1736566,null,11581,null,910683,null,6626,null,413569,null,6961,null,93430,null,4683,null,148552,null,6143,null,3552,null,968,null,155713,null,5530,null,95867,null,4697,null,825883,null,7931,null,406121,null,8809,null,119834,null,5797,null,269811,null,7101,null,1467,null,593,null,5276,null,1171,null,23374,null,2434,null,0400000US24,Maryland,24
2744355,null,15555,null,1399708,null,9815,null,569439,null,8638,null,177838,null,7350,null,268046,null,8312,null,4402,null,1088,null,205259,null,7260,null,174724,null,7466,null,1344647,null,11324,null,636891,null,11324,null,218258,null,8860,null,438470,null,10024,null,817,null,379,null,5651,null,1266,null,44560,null,4134,null,0400000US25,Massachusetts,25
3715485,null,16189,null,1955162,null,11442,null,630802,null,9352,null,238770,null,7606,null,342452,null,7617,null,12361,null,1427,null,295986,null,7617,null,434791,null,8509,null,1760323,null,10676,null,640665,null,8822,null,369092,null,8929,null,617543,null,10234,null,3727,null,774,null,9656,null,1366,null,119640,null,4746,null,0400000US26,Michigan,26
2495772,null,10424,null,1291866,null,7274,null,459700,null,6922,null,135249,null,4117,null,237711,null,6443,null,13839,null,1284,null,201758,null,5593,null,243609,null,6371,null,1203906,null,7379,null,504021,null,7274,null,225706,null,7112,null,400026,null,7653,null,3286,null,825,null,6538,null,1038,null,64329,null,3466,null,0400000US27,Minnesota,27
792583,null,9291,null,433555,null,6018,null,131285,null,4667,null,45166,null,3942,null,68374,null,4762,null,5018,null,1318,null,95796,null,5456,null,87916,null,4159,null,359028,null,6145,null,145480,null,4589,null,55150,null,3725,null,135359,null,4714,null,374,null,270,null,3453,null,1131,null,19212,null,2086,null,0400000US28,Mississippi,28
2442543,null,13044,null,1275798,null,9020,null,398213,null,7858,null,153767,null,6110,null,221976,null,7005,null,13331,null,1721,null,234306,null,7684,null,254205,null,7532,null,1166745,null,8540,null,454317,null,7705,null,220663,null,6928,null,411703,null,7791,null,2272,null,730,null,8504,null,1674,null,69286,null,4231,null,0400000US29,Missouri,29
441182,null,5707,null,233815,null,3874,null,73008,null,3398,null,29733,null,3179,null,37554,null,3178,null,5590,null,1061,null,49493,null,3181,null,38437,null,2942,null,207367,null,3374,null,77912,null,3274,null,45561,null,3179,null,73778,null,3654,null,919,null,323,null,1409,null,491,null,7788,null,1344,null,0400000US30,Montana,30
831310,null,5925,null,431408,null,4270,null,145336,null,4390,null,44230,null,3064,null,75896,null,4368,null,10956,null,1204,null,71094,null,3877,null,83896,null,3704,null,399902,null,4709,null,152766,null,4241,null,81940,null,3639,null,141965,null,4945,null,1269,null,398,null,1770,null,583,null,20192,null,2067,null,0400000US31,Nebraska,31
760526,null,8129,null,412528,null,5814,null,126974,null,5134,null,78523,null,4699,null,79955,null,4774,null,803,null,562,null,77557,null,4863,null,48716,null,3891,null,347998,null,5689,null,127595,null,6026,null,75518,null,4681,null,130227,null,5150,null,245,null,194,null,2968,null,1043,null,11445,null,1796,null,0400000US32,Nevada,32
675721,null,7001,null,352556,null,4649,null,129112,null,4979,null,42923,null,3448,null,64611,null,3361,null,1771,null,553,null,59904,null,3672,null,54235,null,3337,null,323165,null,4157,null,135242,null,3706,null,58571,null,3650,null,108210,null,4513,null,1017,null,566,null,1757,null,837,null,18368,null,2461,null,0400000US33,New Hampshire,33
2755776,null,11718,null,1452376,null,8466,null,589109,null,9607,null,168767,null,6412,null,298615,null,7716,null,3405,null,1291,null,222756,null,7517,null,169724,null,6161,null,1303400,null,9109,null,605053,null,9398,null,187325,null,6452,null,468998,null,8430,null,746,null,541,null,5071,null,1398,null,36207,null,3045,null,0400000US34,New Jersey,34
404908,null,7255,null,210335,null,4755,null,87072,null,3277,null,25369,null,2484,null,36481,null,2790,null,2090,null,1030,null,31500,null,2452,null,27823,null,2569,null,194573,null,4378,null,93753,null,3340,null,30718,null,3123,null,63855,null,3875,null,944,null,793,null,1027,null,536,null,4276,null,1093,null,0400000US35,New Mexico,35
5897454,null,25476,null,3077579,null,16978,null,1214299,null,17567,null,411153,null,9712,null,595144,null,13755,null,14098,null,1665,null,439270,null,10194,null,403615,null,7966,null,2819875,null,16328,null,1304644,null,15205,null,441188,null,10202,null,957312,null,13599,null,4033,null,876,null,11200,null,1671,null,101498,null,5505,null,0400000US36,New York,36
3066153,null,16623,null,1613807,null,9761,null,548806,null,10531,null,172439,null,7124,null,299018,null,8326,null,11307,null,1800,null,303584,null,8663,null,278653,null,9929,null,1452346,null,11786,null,623167,null,10046,null,242347,null,7142,null,494072,null,11007,null,2009,null,794,null,9892,null,1653,null,80859,null,5123,null,0400000US37,North Carolina,37
322277,null,3867,null,171418,null,2513,null,56225,null,2427,null,16563,null,2019,null,29357,null,2383,null,4668,null,663,null,32664,null,2565,null,31941,null,2462,null,150859,null,2740,null,57449,null,2680,null,36185,null,1901,null,48426,null,2569,null,886,null,354,null,798,null,332,null,7115,null,941,null,0400000US38,North Dakota,38
4735884,null,21209,null,2475015,null,12270,null,770570,null,12503,null,293561,null,8103,null,420830,null,10313,null,13896,null,2276,null,388977,null,9839,null,587181,null,10617,null,2260869,null,15335,null,841821,null,11704,null,450513,null,9832,null,781324,null,14564,null,3012,null,768,null,12509,null,1498,null,171690,null,6375,null,0400000US39,Ohio,39
1269062,null,10385,null,676921,null,5847,null,212126,null,5571,null,73701,null,4271,null,117184,null,4877,null,5132,null,1077,null,135966,null,4362,null,132812,null,5144,null,592141,null,7301,null,221880,null,6798,null,116100,null,5247,null,219279,null,5837,null,1219,null,446,null,5097,null,1031,null,28566,null,2785,null,0400000US40,Oklahoma,40
1505219,null,10909,null,788671,null,7333,null,271712,null,7050,null,93064,null,4926,null,141176,null,6086,null,11106,null,1597,null,127083,null,5196,null,144530,null,6008,null,716548,null,7720,null,280074,null,6893,null,140004,null,5611,null,253608,null,7866,null,2605,null,668,null,4585,null,957,null,35672,null,3144,null,0400000US41,Oregon,41
5109567,null,18602,null,2697975,null,12772,null,888901,null,11579,null,303789,null,7434,null,477435,null,8837,null,15178,null,1728,null,447138,null,8210,null,565534,null,8942,null,2411592,null,11696,null,941842,null,11646,null,459270,null,8953,null,855550,null,11718,null,4240,null,869,null,12970,null,2012,null,137720,null,4219,null,0400000US42,Pennsylvania,42
428017,null,6452,null,213385,null,4543,null,76866,null,3817,null,30166,null,3000,null,39440,null,3218,null,634,null,442,null,32367,null,2485,null,33912,null,3147,null,214632,null,4287,null,89878,null,4307,null,39402,null,3209,null,74513,null,3713,null,313,null,307,null,1206,null,581,null,9320,null,1627,null,0400000US44,Rhode Island,44
1387258,null,10831,null,745864,null,7469,null,244340,null,6975,null,86596,null,5449,null,134703,null,5181,null,3945,null,1025,null,144731,null,6415,null,131549,null,4928,null,641394,null,8994,null,263223,null,7880,null,107543,null,5126,null,234025,null,6880,null,581,null,420,null,4094,null,1172,null,31928,null,2559,null,0400000US45,South Carolina,45
386114,null,4217,null,201753,null,2664,null,65589,null,2972,null,21453,null,1737,null,37085,null,2796,null,6210,null,951,null,35016,null,2799,null,36400,null,2616,null,184361,null,3025,null,69183,null,3392,null,41634,null,2874,null,60559,null,3068,null,806,null,374,null,1287,null,578,null,10892,null,1644,null,0400000US46,South Dakota,46
2302058,null,11632,null,1239173,null,7920,null,387550,null,8346,null,140049,null,5552,null,224263,null,7133,null,7614,null,1408,null,222381,null,8483,null,257316,null,7692,null,1062885,null,9991,null,402846,null,8787,null,193898,null,6839,null,381609,null,8369,null,1094,null,502,null,7941,null,1394,null,75497,null,3784,null,0400000US47,Tennessee,47
5819559,null,20589,null,3168462,null,13570,null,1268475,null,14910,null,315153,null,11134,null,611908,null,11764,null,17812,null,2600,null,500552,null,11049,null,454562,null,11435,null,2651097,null,16410,null,1199249,null,16864,null,390675,null,10813,null,962587,null,13537,null,2825,null,840,null,17851,null,2542,null,77910,null,4501,null,0400000US48,Texas,48
1094093,null,8064,null,605940,null,5818,null,225770,null,6656,null,62984,null,4165,null,122596,null,4654,null,2544,null,678,null,96676,null,5076,null,95370,null,5113,null,488153,null,7075,null,182949,null,6605,null,88388,null,4279,null,189119,null,5357,null,442,null,277,null,2628,null,696,null,24627,null,2535,null,0400000US49,Utah,49
326256,null,4185,null,166016,null,2551,null,54159,null,2945,null,23239,null,2016,null,27119,null,2076,null,3140,null,727,null,32119,null,2218,null,26240,null,2054,null,160240,null,2866,null,69172,null,2816,null,30405,null,2026,null,50251,null,2796,null,700,null,290,null,882,null,494,null,8830,null,1338,null,0400000US50,Vermont,50
2648482,null,14287,null,1391977,null,9624,null,595439,null,8175,null,147436,null,5199,null,223124,null,7850,null,7767,null,1478,null,229190,null,7285,null,189021,null,6914,null,1256505,null,8635,null,585381,null,8430,null,194622,null,7157,null,411213,null,9062,null,1480,null,573,null,9135,null,1992,null,54674,null,3954,null,0400000US51,Virginia,51
2495560,null,14929,null,1323963,null,9358,null,503974,null,8723,null,146836,null,5605,null,231687,null,8490,null,10291,null,1581,null,223928,null,6999,null,207247,null,7036,null,1171597,null,10628,null,487049,null,9824,null,227770,null,7083,null,397036,null,9391,null,1300,null,599,null,10017,null,1326,null,48425,null,3365,null,0400000US53,Washington,53
740834,null,8780,null,393097,null,6118,null,93109,null,3852,null,48690,null,3419,null,56375,null,3849,null,3998,null,1217,null,99210,null,4766,null,91715,null,4487,null,347737,null,5808,null,127232,null,5193,null,82965,null,4673,null,121864,null,5088,null,375,null,345,null,1430,null,640,null,13871,null,1518,null,0400000US54,West Virginia,54
2625648,null,11089,null,1368616,null,7401,null,413777,null,8018,null,143032,null,5310,null,221496,null,6378,null,16679,null,1328,null,226762,null,5951,null,346870,null,7043,null,1257032,null,7612,null,471079,null,7999,null,241320,null,6576,null,427665,null,7534,null,5381,null,971,null,6506,null,1097,null,105081,null,4274,null,0400000US55,Wisconsin,55
253827,null,3879,null,138455,null,2480,null,37266,null,2423,null,14416,null,1562,null,19810,null,1969,null,2807,null,857,null,37248,null,2570,null,26908,null,2318,null,115372,null,2509,null,41308,null,2715,null,24488,null,2284,null,41472,null,2396,null,1112,null,654,null,1899,null,616,null,5093,null,1036,null,0400000US56,Wyoming,56
10144,null,1468,null,6401,null,1206,null,3039,null,839,null,825,null,374,null,1304,null,461,null,54,null,92,null,842,null,545,null,337,null,329,null,3743,null,820,null,1667,null,586,null,373,null,252,null,1593,null,680,null,0,null,289,null,110,null,178,null,0,null,289,null,0400000US72,Puerto Rico,72
