B14007_001E,B14007_001EA,B14007_001M,B14007_001MA,B14007_002E,B14007_002EA,B14007_002M,B14007_002MA,B14007_003E,B14007_003EA,B14007_003M,B14007_003MA,B14007_004E,B14007_004EA,B14007_004M,B14007_004MA,B14007_005E,B14007_005EA,B14007_005M,B14007_005MA,B14007_006E,B14007_006EA,B14007_006M,B14007_006MA,B14007_007E,B14007_007EA,B14007_007M,B14007_007MA,B14007_008E,B14007_008EA,B14007_008M,B14007_008MA,B14007_009E,B14007_009EA,B14007_009M,B14007_009MA,B14007_010E,B14007_010EA,B14007_010M,B14007_010MA,B14007_011E,B14007_011EA,B14007_011M,B14007_011MA,B14007_012E,B14007_012EA,B14007_012M,B14007_012MA,B14007_013E,B14007_013EA,B14007_013M,B14007_013MA,B14007_014E,B14007_014EA,B14007_014M,B14007_014MA,B14007_015E,B14007_015EA,B14007_015M,B14007_015MA,B14007_016E,B14007_016EA,B14007_016M,B14007_016MA,B14007_017E,B14007_017EA,B14007_017M,B14007_017MA,B14007_018E,B14007_018EA,B14007_018M,B14007_018MA,B14007_019E,B14007_019EA,B14007_019M,B14007_019MA,GEO_ID,NAME,state
4479229,null,5046,null,1171385,null,10022,null,70608,null,4349,null,61345,null,4391,null,62754,null,3460,null,62012,null,3569,null,62401,null,3802,null,62535,null,3478,null,59540,null,3577,null,58948,null,3771,null,69415,null,3800,null,68589,null,3825,null,61829,null,3347,null,64388,null,3399,null,56653,null,3746,null,65852,null,3910,null,235903,null,6822,null,48613,null,3759,null,3307844,null,9248,null,0400000US01,Alabama,01
653314,null,1588,null,193881,null,4433,null,10176,null,1264,null,8382,null,1246,null,9380,null,1361,null,9679,null,1581,null,11476,null,1655,null,9906,null,1136,null,9359,null,1180,null,9973,null,1206,null,8947,null,1433,null,10904,null,1461,null,10884,null,1522,null,10152,null,1201,null,9329,null,1198,null,13752,null,1623,null,40087,null,3290,null,11495,null,1921,null,459433,null,4059,null,0400000US02,Alaska,02
6185209,null,6091,null,1678612,null,13715,null,85009,null,5152,null,88764,null,5241,null,91108,null,5158,null,90868,null,4737,null,91958,null,4931,null,92508,null,5078,null,89440,null,4797,null,92942,null,5287,null,90149,null,4551,null,92180,null,5110,null,89417,null,4350,null,92219,null,4000,null,81073,null,3735,null,100633,null,5057,null,336078,null,10205,null,74266,null,4784,null,4506597,null,14901,null,0400000US04,Arizona,04
2737889,null,3971,null,717612,null,8585,null,51683,null,3669,null,39933,null,3634,null,37925,null,3151,null,39446,null,2630,null,43134,null,3269,null,37036,null,2746,null,37450,null,3059,null,37530,null,2887,null,37141,null,3093,null,37060,null,2981,null,37952,null,2774,null,38248,null,2550,null,35301,null,2668,null,41890,null,3204,null,142063,null,6254,null,23820,null,2513,null,2020277,null,8261,null,0400000US05,Arkansas,05
35123959,null,13511,null,10378761,null,31915,null,590362,null,11740,null,508823,null,12788,null,469195,null,8906,null,505769,null,10408,null,489380,null,10877,null,509574,null,10855,null,507736,null,10741,null,506425,null,11160,null,525413,null,12242,null,529452,null,11039,null,534151,null,12386,null,529304,null,12646,null,548685,null,12895,null,666268,null,12643,null,2455148,null,26411,null,503076,null,14604,null,24745198,null,33658,null,0400000US06,California,06
4726000,null,5289,null,1279919,null,11268,null,89236,null,4925,null,66095,null,3948,null,68124,null,3793,null,63311,null,3881,null,67379,null,4019,null,62120,null,3402,null,65065,null,4107,null,64055,null,4373,null,59854,null,4202,null,63794,null,4145,null,65995,null,4443,null,63671,null,3057,null,63488,null,3689,null,71321,null,4069,null,278628,null,7691,null,67783,null,3802,null,3446081,null,10113,null,0400000US08,Colorado,08
3376235,null,3578,null,932288,null,9714,null,64204,null,3821,null,38450,null,2653,null,40572,null,3209,null,41666,null,3295,null,48027,null,3664,null,44503,null,2725,null,44568,null,2567,null,48366,null,3144,null,47705,null,3296,null,46618,null,3019,null,53699,null,3075,null,47919,null,3002,null,48151,null,2914,null,57265,null,3365,null,201904,null,6289,null,58671,null,4115,null,2443947,null,9020,null,0400000US09,Connecticut,09
836991,null,1923,null,225475,null,4299,null,14156,null,1546,null,12024,null,1596,null,12039,null,1647,null,10774,null,1471,null,10875,null,1703,null,9749,null,1317,null,10098,null,1502,null,10742,null,1742,null,12455,null,1745,null,12082,null,1758,null,12422,null,1661,null,10064,null,1199,null,11718,null,1622,null,11536,null,1584,null,52890,null,3809,null,11851,null,2023,null,611516,null,4265,null,0400000US10,Delaware,10
570088,null,1645,null,154115,null,4344,null,11617,null,1780,null,5761,null,1260,null,4798,null,1210,null,6395,null,1248,null,5411,null,1284,null,7392,null,1442,null,4763,null,1131,null,6209,null,1197,null,5337,null,1269,null,4731,null,996,null,7702,null,1102,null,6294,null,995,null,5899,null,1239,null,7929,null,1360,null,42691,null,3392,null,21186,null,2216,null,415973,null,4189,null,0400000US11,District of Columbia,11
17645147,null,10858,null,4299800,null,23786,null,293290,null,9994,null,210000,null,7650,null,208068,null,7193,null,213298,null,8687,null,225493,null,8132,null,223561,null,8326,null,216659,null,9539,null,224796,null,7475,null,213463,null,8244,null,231252,null,7440,null,223771,null,8183,null,217904,null,6565,null,210036,null,6238,null,256722,null,8207,null,942739,null,16869,null,188748,null,7564,null,13345347,null,20786,null,0400000US12,Florida,12
