B17003_001E,B17003_001EA,B17003_001M,B17003_001MA,B17003_002E,B17003_002EA,B17003_002M,B17003_002MA,B17003_003E,B17003_003EA,B17003_003M,B17003_003MA,B17003_004E,B17003_004EA,B17003_004M,B17003_004MA,B17003_005E,B17003_005EA,B17003_005M,B17003_005MA,B17003_006E,B17003_006EA,B17003_006M,B17003_006MA,B17003_007E,B17003_007EA,B17003_007M,B17003_007MA,B17003_008E,B17003_008EA,B17003_008M,B17003_008MA,B17003_009E,B17003_009EA,B17003_009M,B17003_009MA,B17003_010E,B17003_010EA,B17003_010M,B17003_010MA,B17003_011E,B17003_011EA,B17003_011M,B17003_011MA,B17003_012E,B17003_012EA,B17003_012M,B17003_012MA,B17003_013E,B17003_013EA,B17003_013M,B17003_013MA,B17003_014E,B17003_014EA,B17003_014M,B17003_014MA,B17003_015E,B17003_015EA,B17003_015M,B17003_015MA,B17003_016E,B17003_016EA,B17003_016M,B17003_016MA,B17003_017E,B17003_017EA,B17003_017M,B17003_017MA,B17003_018E,B17003_018EA,B17003_018M,B17003_018MA,B17003_019E,B17003_019EA,B17003_019M,B17003_019MA,B17003_020E,B17003_020EA,B17003_020M,B17003_020MA,B17003_021E,B17003_021EA,B17003_021M,B17003_021MA,B17003_022E,B17003_022EA,B17003_022M,B17003_022MA,B17003_023E,B17003_023EA,B17003_023M,B17003_023MA,GEO_ID,NAME,state
3014243,null,6267,null,368346,null,11758,null,134264,null,7217,null,58526,null,5004,null,44761,null,4097,null,21182,null,2647,null,9795,null,2130,null,234082,null,7723,null,84413,null,4658,null,80675,null,4764,null,55635,null,4238,null,13359,null,1631,null,2645897,null,12863,null,1277039,null,8292,null,199235,null,6974,null,400706,null,9089,null,357402,null,7313,null,319696,null,8619,null,1368858,null,7932,null,186875,null,7344,null,426319,null,9418,null,425011,null,9284,null,330653,null,8798,null,0400000US01,Alabama,01
417733,null,2701,null,27053,null,2884,null,13730,null,1812,null,2739,null,806,null,5319,null,1296,null,3982,null,1008,null,1690,null,659,null,13323,null,1793,null,3169,null,907,null,4807,null,1153,null,4035,null,842,null,1312,null,575,null,390680,null,3369,null,198701,null,2205,null,14903,null,1960,null,55087,null,3327,null,74773,null,3860,null,53938,null,3648,null,191979,null,2339,null,13279,null,1639,null,43786,null,2398,null,76020,null,3048,null,58894,null,3050,null,0400000US02,Alaska,02
4130436,null,3720,null,459853,null,14220,null,193657,null,8255,null,74309,null,5529,null,56210,null,4824,null,41418,null,3562,null,21720,null,2630,null,266196,null,9647,null,98599,null,5715,null,72298,null,5252,null,72053,null,4903,null,23246,null,2417,null,3670583,null,14763,null,1823978,null,8346,null,257761,null,9117,null,443506,null,10322,null,606752,null,10262,null,515959,null,9641,null,1846605,null,10350,null,230367,null,9547,null,451626,null,9641,null,675733,null,10863,null,488879,null,9055,null,0400000US04,Arizona,04
1832608,null,5244,null,243868,null,9859,null,90167,null,5138,null,34194,null,3515,null,32904,null,3076,null,18086,null,2169,null,4983,null,1092,null,153701,null,6631,null,49695,null,3552,null,59776,null,4167,null,37855,null,3330,null,6375,null,1199,null,1588740,null,11156,null,780014,null,6745,null,124294,null,5379,null,281940,null,8306,null,207015,null,7085,null,166765,null,5662,null,808726,null,7451,null,110697,null,4487,null,274605,null,6229,null,251443,null,6148,null,171981,null,5492,null,0400000US05,Arkansas,05
23132199,null,10680,null,2382357,null,35782,null,999824,null,20023,null,411533,null,13975,null,245871,null,9895,null,205440,null,7160,null,136980,null,7129,null,1382533,null,21844,null,553008,null,13266,null,333806,null,10605,null,338262,null,9021,null,157457,null,7849,null,20749842,null,37315,null,10314355,null,21128,null,1841776,null,25941,null,2072227,null,21267,null,3041480,null,26977,null,3358872,null,26425,null,10435487,null,23396,null,1707647,null,18538,null,2116427,null,19559,null,3342181,null,22499,null,3269232,null,21817,null,0400000US06,California,06
3210866,null,4149,null,280143,null,11958,null,118548,null,6487,null,39124,null,4768,null,33001,null,3778,null,27956,null,2514,null,18467,null,2409,null,161595,null,7677,null,45814,null,3655,null,45607,null,3995,null,46137,null,4601,null,24037,null,2440,null,2930723,null,11597,null,1470881,null,6636,null,141669,null,6529,null,328018,null,8119,null,436778,null,9371,null,564416,null,9412,null,1459842,null,8149,null,116746,null,5573,null,323883,null,8057,null,469660,null,8072,null,549553,null,10138,null,0400000US08,Colorado,08
2312889,null,2101,null,170433,null,6288,null,63521,null,3828,null,21555,null,2636,null,22267,null,2581,null,11197,null,1933,null,8502,null,1506,null,106912,null,4638,null,33195,null,2618,null,36074,null,2491,null,22726,null,2319,null,14917,null,2257,null,2142456,null,6695,null,1035625,null,3885,null,101063,null,4912,null,286160,null,8119,null,245064,null,7085,null,403338,null,7773,null,1106831,null,5190,null,97045,null,5010,null,295376,null,7533,null,305575,null,7250,null,408835,null,8836,null,0400000US09,Connecticut,09
572014,null,1109,null,43610,null,3629,null,16222,null,2317,null,4544,null,1099,null,6091,null,1317,null,3068,null,1031,null,2519,null,951,null,27388,null,2592,null,8746,null,1617,null,9476,null,1760,null,5646,null,1054,null,3520,null,946,null,528404,null,3645,null,253030,null,2474,null,30861,null,2456,null,78662,null,3751,null,69466,null,3269,null,74041,null,3668,null,275374,null,2720,null,25727,null,2571,null,84081,null,2919,null,86099,null,4159,null,79467,null,3848,null,0400000US10,Delaware,10
396272,null,997,null,51620,null,4151,null,20723,null,2669,null,7000,null,1518,null,6367,null,1675,null,3184,null,1178,null,4172,null,1316,null,30897,null,2629,null,10909,null,1803,null,9228,null,1594,null,5949,null,1445,null,4811,null,1372,null,344652,null,4163,null,162410,null,2735,null,18967,null,2416,null,27271,null,2848,null,26171,null,2762,null,90001,null,2657,null,182242,null,2834,null,18211,null,2502,null,34693,null,2936,null,34480,null,2645,null,94858,null,3029,null,0400000US11,District of Columbia,11
12462579,null,7679,null,1332527,null,25482,null,548210,null,13736,null,182115,null,8807,null,183879,null,9168,null,109548,null,6344,null,72668,null,5066,null,784317,null,17490,null,234596,null,9699,null,257693,null,9387,null,205065,null,7531,null,86963,null,5292,null,11130052,null,27234,null,5397474,null,15474,null,708939,null,14511,null,1543916,null,17857,null,1567041,null,18403,null,1577578,null,16552,null,5732578,null,18659,null,658621,null,12504,null,1729346,null,21247,null,1820174,null,18048,null,1524437,null,18036,null,0400000US12,Florida,12
6063155,null,9343,null,677436,null,16711,null,258504,null,10324,null,102589,null,10256,null,90240,null,6514,null,40715,null,4213,null,24960,null,3515,null,418932,null,12671,null,148240,null,7392,null,141548,null,6521,null,94293,null,4891,null,34851,null,3471,null,5385719,null,18820,null,2614773,null,12284,null,370271,null,10811,null,760178,null,13725,null,690869,null,12600,null,793455,null,11774,null,2770946,null,13285,null,322207,null,9913,null,777886,null,14503,null,829918,null,11967,null,840935,null,13424,null,0400000US13,Georgia,13
864160,null,2754,null,65312,null,5560,null,27138,null,3128,null,4627,null,916,null,7946,null,1660,null,8475,null,1904,null,6090,null,1448,null,38174,null,3602,null,7037,null,1262,null,13833,null,1740,null,11296,null,1815,null,6008,null,1339,null,798848,null,5226,null,397743,null,3158,null,34340,null,2640,null,115152,null,5718,null,129721,null,5117,null,118530,null,4505,null,401105,null,3678,null,36419,null,2459,null,110900,null,4300,null,131514,null,5151,null,122272,null,4500,null,0400000US15,Hawaii,15
941110,null,2205,null,89354,null,6885,null,33999,null,3238,null,9789,null,1657,null,10410,null,1779,null,10134,null,1606,null,3666,null,725,null,55355,null,4566,null,14894,null,2166,null,17352,null,2133,null,17242,null,2244,null,5867,null,1277,null,851756,null,7549,null,431183,null,3907,null,49468,null,3699,null,115357,null,4365,null,150957,null,5404,null,115401,null,5037,null,420573,null,5667,null,38405,null,2945,null,114434,null,3968,null,164285,null,4679,null,103449,null,3992,null,0400000US16,Idaho,16
