C23022_001E,C23022_001EA,C23022_001M,C23022_001MA,C23022_002E,C23022_002EA,C23022_002M,C23022_002MA,C23022_003E,C23022_003EA,C23022_003M,C23022_003MA,C23022_004E,C23022_004EA,C23022_004M,C23022_004MA,C23022_005E,C23022_005EA,C23022_005M,C23022_005MA,C23022_006E,C23022_006EA,C23022_006M,C23022_006MA,C23022_007E,C23022_007EA,C23022_007M,C23022_007MA,C23022_008E,C23022_008EA,C23022_008M,C23022_008MA,C23022_009E,C23022_009EA,C23022_009M,C23022_009MA,C23022_010E,C23022_010EA,C23022_010M,C23022_010MA,C23022_011E,C23022_011EA,C23022_011M,C23022_011MA,GEO_ID,NAME,state
3030934,null,4015,null,1487405,null,3785,null,1193215,null,7848,null,858517,null,10433,null,334698,null,7602,null,294190,null,8299,null,1543529,null,3885,null,1083457,null,9000,null,638584,null,9161,null,444873,null,9198,null,460072,null,9477,null,0400000US01,Alabama,01
478124,null,2379,null,251750,null,1916,null,221520,null,2999,null,127750,null,4096,null,93770,null,3866,null,30230,null,2510,null,226374,null,1574,null,182834,null,2685,null,94264,null,3397,null,88570,null,3438,null,43540,null,2527,null,0400000US02,Alaska,02
4109244,null,4244,null,2086423,null,3765,null,1730541,null,9266,null,1226539,null,13748,null,504002,null,12915,null,355882,null,9764,null,2022821,null,3132,null,1440069,null,11141,null,843399,null,11973,null,596670,null,11505,null,582752,null,11256,null,0400000US04,Arizona,04
1829088,null,3653,null,905293,null,3470,null,720281,null,7750,null,505342,null,7912,null,214939,null,7334,null,185012,null,7843,null,923795,null,3319,null,666641,null,6487,null,388466,null,6642,null,278175,null,8113,null,257154,null,6448,null,0400000US05,Arkansas,05
24381695,null,10659,null,12398666,null,7611,null,10129212,null,25573,null,6971139,null,33401,null,3158073,null,29623,null,2269454,null,26164,null,11983029,null,7303,null,8397160,null,27768,null,4630765,null,27552,null,3766395,null,24851,null,3585869,null,28663,null,0400000US06,California,06
3352912,null,3943,null,1716469,null,3815,null,1520227,null,8078,null,1070343,null,10938,null,449884,null,9908,null,196242,null,7181,null,1636443,null,3909,null,1283657,null,9408,null,717779,null,11122,null,565878,null,11640,null,352786,null,8819,null,0400000US08,Colorado,08
2311028,null,3129,null,1144069,null,2551,null,982472,null,5981,null,694991,null,8460,null,287481,null,6821,null,161597,null,6221,null,1166959,null,2229,null,908811,null,7873,null,498311,null,8152,null,410500,null,6866,null,258148,null,7851,null,0400000US09,Connecticut,09
570585,null,1809,null,277801,null,1644,null,235784,null,2902,null,164565,null,3273,null,71219,null,3003,null,42017,null,3007,null,292784,null,1324,null,225673,null,3503,null,140606,null,4145,null,85067,null,3597,null,67111,null,3392,null,0400000US10,Delaware,10
422235,null,1060,null,201769,null,830,null,163883,null,3901,null,114561,null,3378,null,49322,null,4026,null,37886,null,3986,null,220466,null,1003,null,171704,null,3414,null,110591,null,3376,null,61113,null,4031,null,48762,null,3399,null,0400000US11,District of Columbia,11
11605453,null,9943,null,5781471,null,9069,null,4693478,null,16778,null,3307043,null,22466,null,1386435,null,22249,null,1087993,null,14683,null,5823982,null,6284,null,4239887,null,18278,null,2595756,null,20431,null,1644131,null,18293,null,1584095,null,17726,null,0400000US12,Florida,12
6446792,null,7631,null,3200136,null,6417,null,2618770,null,14381,null,1886912,null,17099,null,731858,null,14290,null,581366,null,14019,null,3246656,null,6774,null,2351024,null,15443,null,1441342,null,13423,null,909682,null,15158,null,895632,null,14595,null,0400000US13,Georgia,13
847900,null,2286,null,435982,null,1247,null,373290,null,4021,null,275900,null,4929,null,97390,null,4835,null,62692,null,4140,null,411918,null,2043,null,320200,null,4651,null,197207,null,4912,null,122993,null,4953,null,91718,null,4575,null,0400000US15,Hawaii,15
975763,null,2507,null,494841,null,1843,null,433760,null,4871,null,296258,null,6873,null,137502,null,6989,null,61081,null,4522,null,480922,null,2304,null,364873,null,5201,null,182218,null,5407,null,182655,null,4827,null,116049,null,5247,null,0400000US16,Idaho,16
8520722,null,7182,null,4271045,null,5821,null,3585482,null,12726,null,2508060,null,16331,null,1077422,null,15075,null,685563,null,12908,null,4249677,null,5660,null,3217604,null,14530,null,1843688,null,15315,null,1373916,null,16383,null,1032073,null,14819,null,0400000US17,Illinois,17
4163985,null,4768,null,2084795,null,3545,null,1766385,null,7296,null,1216437,null,12058,null,549948,null,11337,null,318410,null,6576,null,2079190,null,4057,null,1588669,null,10028,null,878019,null,11434,null,710650,null,9565,null,490521,null,10140,null,0400000US18,Indiana,18
1932251,null,2888,null,977314,null,2750,null,875668,null,5070,null,622087,null,6951,null,253581,null,5640,null,101646,null,4544,null,954937,null,2832,null,802744,null,5265,null,454322,null,7204,null,348422,null,7252,null,152193,null,4956,null,0400000US19,Iowa,19
1811659,null,3171,null,918677,null,3136,null,815892,null,5019,null,592321,null,6536,null,223571,null,6425,null,102785,null,4457,null,892982,null,2574,null,727849,null,6070,null,423669,null,6169,null,304180,null,6816,null,165133,null,5520,null,0400000US20,Kansas,20
2815275,null,3477,null,1397163,null,3993,null,1092873,null,8075,null,763639,null,8905,null,329234,null,8923,null,304290,null,7416,null,1418112,null,4511,null,995318,null,9050,null,573691,null,8979,null,421627,null,9266,null,422794,null,9018,null,0400000US21,Kentucky,21
2895778,null,3858,null,1416267,null,3795,null,1127316,null,9509,null,804413,null,9683,null,322903,null,9164,null,288951,null,9410,null,1479511,null,3592,null,1032094,null,11213,null,624674,null,12394,null,407420,null,9345,null,447417,null,11403,null,0400000US22,Louisiana,22
