B22002_001E,B22002_001EA,B22002_001M,B22002_001MA,B22002_002E,B22002_002EA,B22002_002M,B22002_002MA,B22002_003E,B22002_003EA,B22002_003M,B22002_003MA,B22002_004E,B22002_004EA,B22002_004M,B22002_004MA,B22002_005E,B22002_005EA,B22002_005M,B22002_005MA,B22002_006E,B22002_006EA,B22002_006M,B22002_006MA,B22002_007E,B22002_007EA,B22002_007M,B22002_007MA,B22002_008E,B22002_008EA,B22002_008M,B22002_008MA,B22002_009E,B22002_009EA,B22002_009M,B22002_009MA,B22002_010E,B22002_010EA,B22002_010M,B22002_010MA,B22002_011E,B22002_011EA,B22002_011M,B22002_011MA,B22002_012E,B22002_012EA,B22002_012M,B22002_012MA,B22002_013E,B22002_013EA,B22002_013M,B22002_013MA,B22002_014E,B22002_014EA,B22002_014M,B22002_014MA,B22002_015E,B22002_015EA,B22002_015M,B22002_015MA,B22002_016E,B22002_016EA,B22002_016M,B22002_016MA,B22002_017E,B22002_017EA,B22002_017M,B22002_017MA,B22002_018E,B22002_018EA,B22002_018M,B22002_018MA,B22002_019E,B22002_019EA,B22002_019M,B22002_019MA,B22002_020E,B22002_020EA,B22002_020M,B22002_020MA,B22002_021E,B22002_021EA,B22002_021M,B22002_021MA,B22002_022E,B22002_022EA,B22002_022M,B22002_022MA,B22002_023E,B22002_023EA,B22002_023M,B22002_023MA,B22002_024E,B22002_024EA,B22002_024M,B22002_024MA,B22002_025E,B22002_025EA,B22002_025M,B22002_025MA,B22002_026E,B22002_026EA,B22002_026M,B22002_026MA,B22002_027E,B22002_027EA,B22002_027M,B22002_027MA,GEO_ID,NAME,state
1815865,null,10024,null,186429,null,6759,null,111407,null,5085,null,30883,null,3110,null,79088,null,4448,null,7171,null,1404,null,71917,null,4267,null,1436,null,745,null,75022,null,4366,null,12254,null,1608,null,14176,null,1853,null,3462,null,875,null,10714,null,1662,null,48592,null,3777,null,1629436,null,10705,null,486842,null,9626,null,349781,null,9136,null,134016,null,6083,null,30117,null,2896,null,103899,null,5430,null,3045,null,1041,null,1142594,null,9928,null,493727,null,6722,null,102687,null,5846,null,30995,null,3108,null,71692,null,4032,null,546180,null,8843,null,0400000US01,Alabama,01
237607,null,2898,null,18421,null,1766,null,11423,null,1379,null,3937,null,744,null,7405,null,1212,null,2155,null,667,null,5250,null,974,null,81,null,94,null,6998,null,1221,null,1095,null,465,null,1207,null,438,null,501,null,297,null,706,null,333,null,4696,null,1092,null,219186,null,3181,null,78126,null,3931,null,53526,null,3489,null,23351,null,2621,null,8549,null,1600,null,14802,null,1984,null,1249,null,610,null,141060,null,4121,null,57623,null,2487,null,9129,null,1336,null,4808,null,1026,null,4321,null,946,null,74308,null,3505,null,0400000US02,Alaska,02
2273842,null,11467,null,187331,null,7751,null,122016,null,6322,null,43491,null,4076,null,76768,null,4951,null,12412,null,1897,null,64356,null,4276,null,1757,null,786,null,65315,null,4526,null,11338,null,1843,null,12658,null,1862,null,2977,null,851,null,9681,null,1572,null,41319,null,3661,null,2086511,null,12397,null,637641,null,11385,null,444574,null,10195,null,185456,null,6499,null,59804,null,3892,null,125652,null,5548,null,7611,null,1670,null,1448870,null,12013,null,608197,null,9047,null,106710,null,5099,null,41414,null,3422,null,65296,null,3631,null,733963,null,10775,null,0400000US04,Arizona,04
1114041,null,8021,null,140207,null,5439,null,82784,null,3860,null,25848,null,2349,null,56465,null,3398,null,5796,null,1328,null,50669,null,3236,null,471,null,356,null,57423,null,3561,null,8300,null,1320,null,10139,null,1446,null,2243,null,862,null,7896,null,1252,null,38984,null,3286,null,973834,null,8625,null,287281,null,6766,null,203622,null,6743,null,79329,null,4023,null,20481,null,2109,null,58848,null,3810,null,4330,null,1524,null,686553,null,8589,null,315318,null,6610,null,52935,null,3573,null,16996,null,2267,null,35939,null,2958,null,318300,null,7907,null,0400000US05,Arkansas,05
12176760,null,21139,null,623373,null,13486,null,493586,null,12048,null,184261,null,7137,null,304102,null,8626,null,51955,null,3597,null,252147,null,7498,null,5223,null,1341,null,129787,null,5522,null,25881,null,2640,null,35543,null,3007,null,10502,null,1811,null,25041,null,2751,null,68363,null,4235,null,11553387,null,24478,null,4081968,null,22706,null,2903021,null,21689,null,1147869,null,18206,null,348994,null,11093,null,798875,null,14540,null,31078,null,3345,null,7471419,null,25943,null,2870382,null,18319,null,794818,null,15168,null,291456,null,10967,null,503362,null,10744,null,3806219,null,21832,null,0400000US06,California,06
1897835,null,9244,null,96048,null,5194,null,54739,null,4550,null,19199,null,2439,null,35118,null,3637,null,5214,null,1434,null,29904,null,3049,null,422,null,411,null,41309,null,3579,null,5835,null,1491,null,5127,null,984,null,1724,null,642,null,3403,null,806,null,30347,null,2963,null,1801787,null,9768,null,571254,null,10001,null,424096,null,8544,null,142976,null,5976,null,43115,null,3764,null,99861,null,4849,null,4182,null,1264,null,1230533,null,10516,null,497529,null,8726,null,79114,null,4900,null,29248,null,2482,null,49866,null,3912,null,653890,null,9663,null,0400000US08,Colorado,08
1329305,null,5895,null,87443,null,4217,null,41115,null,3481,null,7016,null,1196,null,33694,null,3187,null,3722,null,1226,null,29972,null,2893,null,405,null,352,null,46328,null,2944,null,5369,null,1023,null,9073,null,1510,null,2233,null,758,null,6840,null,1264,null,31886,null,2458,null,1241862,null,6246,null,404683,null,7319,null,299717,null,6282,null,101984,null,5532,null,22261,null,2407,null,79723,null,5237,null,2982,null,1008,null,837179,null,7744,null,356782,null,5674,null,75190,null,4330,null,25415,null,2643,null,49775,null,3342,null,405207,null,6729,null,0400000US09,Connecticut,09
328654,null,3672,null,24064,null,2241,null,14454,null,1864,null,4114,null,1076,null,10293,null,1697,null,1200,null,716,null,9093,null,1562,null,47,null,79,null,9610,null,1314,null,1427,null,508,null,1884,null,624,null,136,null,119,null,1748,null,601,null,6299,null,1228,null,304590,null,4200,null,92461,null,4346,null,62942,null,3539,null,28856,null,3048,null,8144,null,1519,null,20712,null,2495,null,663,null,515,null,212129,null,4374,null,94345,null,2981,null,18183,null,1981,null,5914,null,1241,null,12269,null,1601,null,99601,null,3865,null,0400000US10,Delaware,10
249996,null,3353,null,26958,null,2242,null,13911,null,1903,null,898,null,440,null,12914,null,1908,null,778,null,440,null,12136,null,1894,null,99,null,120,null,13047,null,1691,null,696,null,454,null,3908,null,1050,null,858,null,511,null,3050,null,877,null,8443,null,1442,null,223038,null,4090,null,40458,null,3041,null,20022,null,2161,null,20028,null,2113,null,4142,null,1116,null,15886,null,1988,null,408,null,364,null,182580,null,4364,null,32823,null,2494,null,16076,null,1848,null,4165,null,1044,null,11911,null,1613,null,133681,null,4981,null,0400000US11,District of Columbia,11
7057285,null,24241,null,507031,null,12686,null,258204,null,9587,null,84440,null,5089,null,169898,null,7572,null,24769,null,2928,null,145129,null,7212,null,3866,null,1284,null,248827,null,8191,null,46483,null,3429,null,55480,null,3878,null,14848,null,2361,null,40632,null,3322,null,146864,null,6306,null,6550254,null,25994,null,1824994,null,18931,null,1218599,null,17492,null,589395,null,11970,null,153607,null,7174,null,435788,null,10128,null,17000,null,2205,null,4725260,null,24821,null,2022646,null,17601,null,390286,null,11714,null,136137,null,7396,null,254149,null,8954,null,2312328,null,25093,null,0400000US12,Florida,12
