B01001A_001E,B01001A_001EA,B01001A_001M,B01001A_001MA,B01001A_002E,B01001A_002EA,B01001A_002M,B01001A_002MA,B01001A_003E,B01001A_003EA,B01001A_003M,B01001A_003MA,B01001A_004E,B01001A_004EA,B01001A_004M,B01001A_004MA,B01001A_005E,B01001A_005EA,B01001A_005M,B01001A_005MA,B01001A_006E,B01001A_006EA,B01001A_006M,B01001A_006MA,B01001A_007E,B01001A_007EA,B01001A_007M,B01001A_007MA,B01001A_008E,B01001A_008EA,B01001A_008M,B01001A_008MA,B01001A_009E,B01001A_009EA,B01001A_009M,B01001A_009MA,B01001A_010E,B01001A_010EA,B01001A_010M,B01001A_010MA,B01001A_011E,B01001A_011EA,B01001A_011M,B01001A_011MA,B01001A_012E,B01001A_012EA,B01001A_012M,B01001A_012MA,B01001A_013E,B01001A_013EA,B01001A_013M,B01001A_013MA,B01001A_014E,B01001A_014EA,B01001A_014M,B01001A_014MA,B01001A_015E,B01001A_015EA,B01001A_015M,B01001A_015MA,B01001A_016E,B01001A_016EA,B01001A_016M,B01001A_016MA,B01001A_017E,B01001A_017EA,B01001A_017M,B01001A_017MA,B01001A_018E,B01001A_018EA,B01001A_018M,B01001A_018MA,B01001A_019E,B01001A_019EA,B01001A_019M,B01001A_019MA,B01001A_020E,B01001A_020EA,B01001A_020M,B01001A_020MA,B01001A_021E,B01001A_021EA,B01001A_021M,B01001A_021MA,B01001A_022E,B01001A_022EA,B01001A_022M,B01001A_022MA,B01001A_023E,B01001A_023EA,B01001A_023M,B01001A_023MA,B01001A_024E,B01001A_024EA,B01001A_024M,B01001A_024MA,B01001A_025E,B01001A_025EA,B01001A_025M,B01001A_025MA,B01001A_026E,B01001A_026EA,B01001A_026M,B01001A_026MA,B01001A_027E,B01001A_027EA,B01001A_027M,B01001A_027MA,B01001A_028E,B01001A_028EA,B01001A_028M,B01001A_028MA,B01001A_029E,B01001A_029EA,B01001A_029M,B01001A_029MA,B01001A_030E,B01001A_030EA,B01001A_030M,B01001A_030MA,B01001A_031E,B01001A_031EA,B01001A_031M,B01001A_031MA,GEO_ID,NAME,state
5998817,null,17185,null,2982434,null,10910,null,209218,null,3391,null,200019,null,6311,null,203403,null,5883,null,119204,null,2633,null,85926,null,3877,null,200766,null,4281,null,201274,null,4183,null,190580,null,3520,null,458752,null,4860,null,447337,null,2669,null,346824,null,1687,null,196002,null,1587,null,98626,null,2682,null,24503,null,2504,null,3016383,null,9557,null,193838,null,3879,null,191842,null,6078,null,191395,null,5939,null,115932,null,2319,null,77236,null,3833,null,174907,null,4402,null,195098,null,2768,null,186413,null,2932,null,440355,null,3526,null,448784,null,2370,null,367571,null,1452,null,224255,null,1219,null,144591,null,3792,null,64166,null,3751,null,0400000US13,Georgia,13
348746,null,3714,null,190278,null,2786,null,9756,null,1345,null,9669,null,1456,null,8532,null,1431,null,4513,null,534,null,5016,null,1035,null,19007,null,2003,null,17334,null,1584,null,11809,null,1053,null,30125,null,1185,null,26164,null,425,null,26248,null,440,null,12577,null,274,null,6835,null,757,null,2693,null,764,null,158468,null,2140,null,9088,null,1214,null,8489,null,1069,null,6322,null,1269,null,3943,null,545,null,2521,null,706,null,13856,null,1103,null,11340,null,1070,null,11212,null,541,null,20402,null,730,null,24897,null,558,null,23303,null,365,null,11609,null,238,null,7184,null,746,null,4302,null,683,null,0400000US15,Hawaii,15
1412637,null,5006,null,708182,null,3122,null,55749,null,1133,null,51533,null,2905,null,50677,null,2680,null,31860,null,922,null,21666,null,1582,null,49922,null,1901,null,54737,null,1020,null,44696,null,1219,null,89682,null,1568,null,98857,null,1190,null,78755,null,519,null,45480,null,413,null,25618,null,1135,null,8950,null,1211,null,704455,null,2925,null,52455,null,746,null,50151,null,2570,null,46826,null,2541,null,30005,null,916,null,21048,null,1798,null,45626,null,1971,null,50540,null,1049,null,44466,null,751,null,89018,null,1314,null,98203,null,1090,null,80330,null,735,null,47585,null,440,null,32898,null,1486,null,15304,null,1500,null,0400000US16,Idaho,16
9380332,null,28707,null,4635515,null,15172,null,294969,null,3884,null,294018,null,6555,null,299882,null,5916,null,190832,null,2329,null,142560,null,3193,null,332979,null,3506,null,317353,null,3435,null,301964,null,3230,null,659436,null,4948,null,720441,null,3884,null,534537,null,2259,null,303702,null,1762,null,181583,null,3364,null,61259,null,3288,null,4744817,null,15899,null,285205,null,3821,null,275421,null,6655,null,289001,null,7139,null,181602,null,1595,null,136027,null,2693,null,311857,null,3067,null,300533,null,2590,null,285530,null,3355,null,641595,null,3598,null,719629,null,3498,null,549426,null,3245,null,353987,null,2103,null,272364,null,4478,null,142640,null,4033,null,0400000US17,Illinois,17
5467562,null,9363,null,2690975,null,5651,null,182287,null,2364,null,172970,null,5143,null,185854,null,4961,null,115043,null,1143,null,80166,null,2542,null,181692,null,3111,null,184926,null,1665,null,170063,null,1563,null,375880,null,1844,null,415060,null,1540,null,313915,null,796,null,179263,null,680,null,102555,null,2447,null,31301,null,2306,null,2776587,null,5363,null,168444,null,1879,null,167368,null,4252,null,178755,null,4468,null,110523,null,1463,null,75498,null,2455,null,175058,null,2661,null,181353,null,1506,null,165432,null,1023,null,370322,null,1613,null,416826,null,1240,null,328985,null,1367,null,208694,null,662,null,157228,null,3627,null,72101,null,3531,null,0400000US18,Indiana,18
2783128,null,5425,null,1365683,null,3213,null,88468,null,1015,null,86308,null,3139,null,89230,null,3058,null,56992,null,655,null,41229,null,1935,null,102473,null,2353,null,89552,null,1853,null,77900,null,911,null,176631,null,1042,null,210792,null,733,null,164715,null,683,null,96952,null,503,null,62424,null,1406,null,22017,null,1443,null,1417445,null,3510,null,84933,null,1313,null,82019,null,2727,null,84103,null,2997,null,56987,null,942,null,43115,null,1882,null,97073,null,2158,null,84979,null,1062,null,76532,null,935,null,175584,null,1142,null,211620,null,805,null,167455,null,695,null,110735,null,383,null,93049,null,2007,null,49261,null,2007,null,0400000US19,Iowa,19
2416768,null,7426,null,1194434,null,5197,null,82894,null,1548,null,81520,null,3365,null,78583,null,3187,null,48492,null,1276,null,39002,null,2488,null,90823,null,2621,null,84059,null,2354,null,72219,null,1964,null,153711,null,1723,null,181130,null,1450,null,137388,null,884,null,78454,null,944,null,48477,null,1456,null,17682,null,1299,null,1222334,null,4223,null,79324,null,1537,null,76420,null,2977,null,75010,null,2872,null,48695,null,1457,null,32885,null,2162,null,85694,null,2383,null,79799,null,1429,null,69228,null,1391,null,152643,null,1738,null,183421,null,1348,null,139798,null,940,null,89716,null,779,null,72180,null,2444,null,37521,null,2252,null,0400000US20,Kansas,20
3802285,null,4563,null,1856312,null,4147,null,120237,null,1662,null,117657,null,4037,null,124424,null,4058,null,76376,null,1703,null,49661,null,3256,null,120669,null,3745,null,133057,null,1581,null,119773,null,1541,null,265643,null,2042,null,281456,null,1195,null,225468,null,664,null,133314,null,641,null,69961,null,1726,null,18616,null,1763,null,1945973,null,3599,null,115676,null,1567,null,111352,null,3511,null,118314,null,3423,null,74363,null,1917,null,50210,null,2517,null,116077,null,2631,null,132677,null,1733,null,119839,null,1461,null,269408,null,1639,null,292167,null,940,null,239333,null,698,null,154537,null,455,null,104431,null,2615,null,47589,null,2665,null,0400000US21,Kentucky,21
2824780,null,5754,null,1382246,null,4148,null,86613,null,1768,null,86578,null,3632,null,89965,null,3527,null,55068,null,1305,null,40216,null,2505,null,101087,null,2838,null,100102,null,1310,null,82594,null,1380,null,187332,null,1656,null,213214,null,1267,null,168240,null,709,null,98624,null,646,null,56173,null,1849,null,16440,null,1739,null,1442534,null,3583,null,87019,null,1397,null,84938,null,3792,null,83265,null,3827,null,53083,null,1303,null,38780,null,2270,null,98935,null,2824,null,100021,null,1614,null,80793,null,1466,null,188894,null,1530,null,214818,null,1254,null,176702,null,757,null,115083,null,643,null,82914,null,2390,null,37289,null,2333,null,0400000US22,Louisiana,22
1261279,null,1578,null,613679,null,991,null,33612,null,282,null,32539,null,2049,null,38179,null,2040,null,25457,null,368,null,17262,null,636,null,36656,null,612,null,36411,null,341,null,33621,null,337,null,85344,null,294,null,104151,null,268,null,86109,null,159,null,47142,null,445,null,28509,null,1151,null,8687,null,1077,null,647600,null,1085,null,31609,null,256,null,33423,null,1776,null,34145,null,1708,null,24657,null,584,null,16334,null,965,null,36338,null,883,null,36194,null,202,null,35278,null,148,null,89929,null,602,null,109254,null,415,null,88572,null,271,null,52640,null,769,null,40898,null,1785,null,18329,null,1896,null,0400000US23,Maine,23
3449411,null,12091,null,1693983,null,6947,null,103723,null,2105,null,100102,null,4134,null,110659,null,3898,null,70893,null,759,null,53255,null,2071,null,110079,null,2562,null,107418,null,1913,null,96554,null,1552,null,239024,null,2312,null,276657,null,1497,null,211985,null,936,null,120756,null,606,null,68131,null,1619,null,24747,null,1621,null,1755428,null,6318,null,95379,null,2067,null,94321,null,3332,null,104573,null,3566,null,66288,null,850,null,45954,null,1105,null,108521,null,1798,null,105137,null,1668,null,95890,null,1143,null,242832,null,1583,null,284675,null,1197,null,223030,null,1167,null,138465,null,807,null,100782,null,2905,null,49581,null,2681,null,0400000US24,Maryland,24
5363392,null,14558,null,2598511,null,7442,null,143734,null,1757,null,148685,null,4885,null,163977,null,4850,null,105265,null,1383,null,79197,null,1501,null,183215,null,2047,null,164225,null,1752,null,153179,null,2022,null,381298,null,2362,null,424196,null,1988,null,323971,null,1211,null,177621,null,1060,null,110434,null,2518,null,39514,null,2493,null,2764881,null,8241,null,135732,null,1962,null,142608,null,4321,null,152829,null,4328,null,99862,null,1399,null,81371,null,5548,null,182046,null,5405,null,161581,null,1434,null,154945,null,1476,null,389155,null,2222,null,442578,null,2391,null,346209,null,1181,null,211864,null,967,null,169384,null,4006,null,94717,null,4125,null,0400000US25,Massachusetts,25
7964843,null,8719,null,3935134,null,5360,null,230844,null,1723,null,247395,null,5039,null,258352,null,5353,null,168988,null,1072,null,121657,null,3566,null,263410,null,3569,null,248891,null,1727,null,227921,null,1453,null,550072,null,2211,null,638504,null,1511,null,489720,null,1010,null,277579,null,602,null,163012,null,2804,null,48789,null,2757,null,4029709,null,4992,null,222835,null,1588,null,232012,null,4675,null,246490,null,4859,null,159523,null,992,null,114345,null,2672,null,258312,null,3189,null,240300,null,1407,null,217398,null,1476,null,541435,null,1725,null,638612,null,1424,null,501922,null,988,null,314451,null,826,null,229427,null,4156,null,112647,null,4192,null,0400000US26,Michigan,26
4601081,null,5961,null,2281317,null,3850,null,145330,null,1168,null,139178,null,4000,null,146448,null,3885,null,94102,null,709,null,63084,null,1250,null,158378,null,1671,null,160730,null,1343,null,140041,null,1339,null,317976,null,1709,null,377609,null,927,null,270935,null,664,null,148944,null,443,null,87395,null,1665,null,31167,null,1643,null,2319764,null,3410,null,139767,null,1263,null,131316,null,3651,null,139787,null,3590,null,89848,null,796,null,63820,null,1828,null,154708,null,1681,null,147095,null,1322,null,136088,null,900,null,311391,null,1325,null,372036,null,1015,null,275147,null,717,null,165599,null,747,null,124202,null,2289,null,68960,null,2359,null,0400000US27,Minnesota,27
1755352,null,4798,null,865059,null,4029,null,58343,null,1473,null,58238,null,3333,null,54095,null,3208,null,35068,null,1711,null,26596,null,2705,null,58721,null,2154,null,59261,null,1838,null,49746,null,1851,null,118540,null,1997,null,126168,null,1494,null,106417,null,686,null,68059,null,982,null,38926,null,1291,null,6881,null,1135,null,890293,null,4021,null,54823,null,1993,null,50038,null,2950,null,53481,null,3011,null,32877,null,1693,null,25098,null,3234,null,55565,null,3354,null,53845,null,2109,null,50080,null,1909,null,116352,null,2083,null,126797,null,1309,null,111833,null,307,null,77628,null,757,null,56662,null,2071,null,25214,null,2035,null,0400000US28,Mississippi,28
4975446,null,6991,null,2439391,null,4207,null,160255,null,1758,null,154715,null,3424,null,160323,null,3303,null,102545,null,1234,null,68825,null,1774,null,169820,null,2266,null,169253,null,1562,null,148182,null,1572,null,330407,null,1365,null,378762,null,1242,null,288399,null,696,null,173446,null,448,null,101494,null,2164,null,32965,null,2093,null,2536055,null,4107,null,153115,null,1270,null,144530,null,4673,null,153856,null,4411,null,99325,null,1378,null,64209,null,1802,null,163089,null,2191,null,170229,null,1535,null,146712,null,1113,null,327477,null,1248,null,385408,null,891,null,306509,null,879,null,199698,null,587,null,149765,null,3595,null,72133,null,3620,null,0400000US29,Missouri,29
867054,null,1763,null,433617,null,1688,null,26261,null,934,null,26651,null,1525,null,24412,null,1481,null,17026,null,690,null,12397,null,1326,null,30870,null,1397,null,29991,null,1025,null,23948,null,646,null,53178,null,689,null,68941,null,469,null,60506,null,278,null,33439,null,265,null,19155,null,896,null,6842,null,883,null,433437,null,1628,null,24523,null,1008,null,25555,null,1740,null,23609,null,1903,null,17078,null,505,null,12476,null,1110,null,27286,null,1307,null,26588,null,764,null,23344,null,618,null,52177,null,453,null,71291,null,443,null,57882,null,232,null,34528,null,179,null,25720,null,1194,null,11380,null,1175,null,0400000US30,Montana,30
1585708,null,4981,null,784031,null,2977,null,54755,null,1263,null,50970,null,2713,null,52093,null,2515,null,33103,null,681,null,24831,null,1233,null,58729,null,1447,null,55924,null,1555,null,47326,null,1146,null,100820,null,1225,null,118342,null,832,null,90460,null,663,null,51550,null,458,null,33136,null,1110,null,11992,null,1073,null,801677,null,2723,null,52152,null,1027,null,47748,null,1973,null,49585,null,1953,null,30827,null,554,null,23100,null,1257,null,56244,null,1530,null,53189,null,1227,null,45075,null,1000,null,99255,null,1059,null,117982,null,648,null,92524,null,451,null,59584,null,649,null,48718,null,1999,null,25694,null,1845,null,0400000US31,Nebraska,31
2008916,null,11728,null,1032798,null,6379,null,75681,null,2145,null,68518,null,3332,null,69637,null,2937,null,39804,null,1385,null,22184,null,2304,null,63344,null,2926,null,78651,null,3218,null,74913,null,1540,null,154929,null,2576,null,146918,null,1687,null,119937,null,1055,null,70489,null,867,null,38343,null,1463,null,9450,null,1450,null,976118,null,7133,null,70508,null,1841,null,70191,null,3402,null,58811,null,3757,null,38404,null,1519,null,23350,null,1991,null,55135,null,2529,null,69769,null,1665,null,65065,null,1905,null,138455,null,2733,null,135572,null,1717,null,119739,null,867,null,71976,null,793,null,42569,null,1873,null,16574,null,1808,null,0400000US32,Nevada,32
1247710,null,2484,null,614146,null,1523,null,34767,null,636,null,34080,null,2335,null,42385,null,2362,null,26958,null,305,null,17353,null,513,null,39760,null,825,null,36203,null,607,null,33140,null,869,null,90640,null,1024,null,107766,null,778,null,79681,null,495,null,41103,null,150,null,24313,null,942,null,5997,null,942,null,633564,null,1642,null,33436,null,597,null,32740,null,2174,null,39325,null,2176,null,25985,null,427,null,18239,null,1212,null,37848,null,1281,null,35844,null,767,null,32797,null,701,null,93664,null,889,null,107496,null,566,null,81228,null,531,null,45068,null,901,null,32821,null,1564,null,17073,null,1720,null,0400000US33,New Hampshire,33
6144121,null,16851,null,3009487,null,10208,null,177673,null,2753,null,187711,null,5201,null,191398,null,4778,null,126450,null,1575,null,80324,null,1207,null,187138,null,2887,null,168298,null,2461,null,175202,null,2355,null,444393,null,3941,null,505192,null,2678,null,369078,null,1970,null,214485,null,1633,null,137559,null,2721,null,44586,null,2505,null,3134634,null,9461,null,169247,null,2993,null,177991,null,5233,null,182338,null,5233,null,118541,null,1510,null,73350,null,1504,null,177988,null,2347,null,159335,null,2190,null,165802,null,1987,null,443321,null,2860,null,510820,null,2619,null,393556,null,2254,null,255032,null,1810,null,204466,null,3930,null,102847,null,3727,null,0400000US34,New Jersey,34
1457480,null,12166,null,719519,null,6517,null,51444,null,2218,null,44589,null,3331,null,47829,null,2862,null,28941,null,1521,null,23199,null,2841,null,50464,null,3187,null,49038,null,2310,null,41926,null,1891,null,92429,null,2187,null,103566,null,2200,null,87619,null,1648,null,55478,null,1288,null,32776,null,1491,null,10221,null,1083,null,737961,null,7984,null,45450,null,2499,null,44836,null,2618,null,45151,null,2826,null,29221,null,1577,null,19738,null,2054,null,46846,null,2244,null,48695,null,2209,null,41317,null,1918,null,91358,null,2469,null,110256,null,2276,null,93507,null,1388,null,60532,null,1343,null,42229,null,1817,null,18825,null,1801,null,0400000US35,New Mexico,35
13092844,null,29135,null,6396378,null,17244,null,365536,null,4118,null,364561,null,7833,null,395692,null,7418,null,257729,null,2317,null,200063,null,2710,null,448974,null,4028,null,396992,null,4223,null,389886,null,4087,null,915831,null,5480,null,1016502,null,4652,null,789212,null,3006,null,462526,null,1843,null,294120,null,4268,null,98754,null,4119,null,6696466,null,15327,null,350338,null,3677,null,346676,null,6972,null,372883,null,6581,null,243585,null,2550,null,187579,null,2893,null,437417,null,4044,null,392576,null,3279,null,379645,null,3223,null,911414,null,4290,null,1026891,null,3410,null,844558,null,3300,null,547644,null,2111,null,432938,null,5490,null,222322,null,5369,null,0400000US36,New York,36
6492030,null,13975,null,3189803,null,9075,null,203879,null,3126,null,199132,null,7281,null,206182,null,6902,null,121102,null,2129,null,91424,null,3782,null,217666,null,4939,null,205124,null,4038,null,206571,null,3207,null,474487,null,4085,null,477724,null,2024,null,394122,null,1413,null,230785,null,870,null,129098,null,2184,null,32507,null,2027,null,3302227,null,7258,null,197304,null,2552,null,184546,null,6249,null,196629,null,6320,null,116041,null,2252,null,82823,null,3496,null,191407,null,4000,null,202874,null,3046,null,204917,null,2684,null,468301,null,3182,null,494486,null,2093,null,426288,null,1409,null,268917,null,811,null,191239,null,3539,null,76455,null,3551,null,0400000US37,North Carolina,37
583732,null,1428,null,292739,null,1274,null,18103,null,459,null,16641,null,1268,null,16108,null,1186,null,11214,null,691,null,9735,null,999,null,28107,null,1136,null,23389,null,735,null,16705,null,561,null,33658,null,564,null,44623,null,283,null,35443,null,321,null,19605,null,236,null,13879,null,731,null,5529,null,807,null,290993,null,1045,null,16638,null,444,null,15664,null,1189,null,15775,null,1238,null,10497,null,462,null,9659,null,1068,null,24374,null,1355,null,19276,null,727,null,15118,null,647,null,32976,null,490,null,44587,null,218,null,33920,null,264,null,22105,null,452,null,19361,null,891,null,11043,null,1019,null,0400000US38,North Dakota,38
9659753,null,7530,null,4725625,null,4751,null,298204,null,1567,null,302749,null,5723,null,308225,null,5072,null,200562,null,1184,null,134435,null,2009,null,315911,null,2418,null,316190,null,1104,null,284599,null,1307,null,654673,null,1446,null,749143,null,1301,null,573750,null,928,null,330218,null,829,null,192732,null,2985,null,64234,null,2950,null,4934128,null,4615,null,282756,null,1768,null,287031,null,5323,null,293692,null,5424,null,190947,null,1242,null,128768,null,3338,null,307576,null,3566,null,313738,null,1310,null,280874,null,1113,null,655510,null,1574,null,766281,null,1283,null,602417,null,811,null,389466,null,670,null,291319,null,4196,null,143753,null,4172,null,0400000US39,Ohio,39
2761321,null,8619,null,1360240,null,4938,null,90905,null,1858,null,86550,null,3654,null,85763,null,3436,null,54742,null,1441,null,40751,null,2124,null,102373,null,2863,null,97419,null,2334,null,81280,null,1219,null,175925,null,1832,null,201901,null,1468,null,162329,null,896,null,102323,null,646,null,59188,null,1776,null,18791,null,1769,null,1401081,null,4823,null,87199,null,1828,null,84077,null,3742,null,76932,null,3052,null,51332,null,1225,null,37688,null,2379,null,87838,null,2556,null,96664,null,1486,null,81584,null,1192,null,174736,null,1413,null,206085,null,897,null,173225,null,677,null,117565,null,1499,null,85024,null,2232,null,41132,null,2199,null,0400000US40,Oklahoma,40
