C22007_001E,C22007_001EA,C22007_001M,C22007_001MA,C22007_002E,C22007_002EA,C22007_002M,C22007_002MA,C22007_003E,C22007_003EA,C22007_003M,C22007_003MA,C22007_004E,C22007_004EA,C22007_004M,C22007_004MA,C22007_005E,C22007_005EA,C22007_005M,C22007_005MA,C22007_006E,C22007_006EA,C22007_006M,C22007_006MA,C22007_007E,C22007_007EA,C22007_007M,C22007_007MA,C22007_008E,C22007_008EA,C22007_008M,C22007_008MA,C22007_009E,C22007_009EA,C22007_009M,C22007_009MA,C22007_010E,C22007_010EA,C22007_010M,C22007_010MA,C22007_011E,C22007_011EA,C22007_011M,C22007_011MA,C22007_012E,C22007_012EA,C22007_012M,C22007_012MA,C22007_013E,C22007_013EA,C22007_013M,C22007_013MA,C22007_014E,C22007_014EA,C22007_014M,C22007_014MA,C22007_015E,C22007_015EA,C22007_015M,C22007_015MA,C22007_016E,C22007_016EA,C22007_016M,C22007_016MA,C22007_017E,C22007_017EA,C22007_017M,C22007_017MA,C22007_018E,C22007_018EA,C22007_018M,C22007_018MA,C22007_019E,C22007_019EA,C22007_019M,C22007_019MA,C22007_020E,C22007_020EA,C22007_020M,C22007_020MA,C22007_021E,C22007_021EA,C22007_021M,C22007_021MA,C22007_022E,C22007_022EA,C22007_022M,C22007_022MA,C22007_023E,C22007_023EA,C22007_023M,C22007_023MA,C22007_024E,C22007_024EA,C22007_024M,C22007_024MA,C22007_025E,C22007_025EA,C22007_025M,C22007_025MA,C22007_026E,C22007_026EA,C22007_026M,C22007_026MA,C22007_027E,C22007_027EA,C22007_027M,C22007_027MA,C22007_028E,C22007_028EA,C22007_028M,C22007_028MA,C22007_029E,C22007_029EA,C22007_029M,C22007_029MA,GEO_ID,NAME,state
1216612,null,11381,null,136401,null,6051,null,43137,null,3924,null,8988,null,1460,null,16230,null,2310,null,17919,null,2599,null,93264,null,4764,null,10633,null,1520,null,2573,null,845,null,6125,null,1192,null,1935,null,805,null,82631,null,4486,null,23723,null,2514,null,46565,null,3735,null,12343,null,1607,null,1080211,null,10552,null,843508,null,10278,null,121333,null,3537,null,217317,null,6072,null,504858,null,9414,null,236703,null,8140,null,61112,null,4453,null,7455,null,1495,null,31757,null,3222,null,21900,null,2349,null,175591,null,6646,null,24067,null,2145,null,98476,null,5174,null,53048,null,3686,null,0400000US01,Alabama,01
157273,null,3920,null,13644,null,1565,null,5032,null,828,null,581,null,401,null,995,null,360,null,3456,null,698,null,8612,null,1279,null,2656,null,718,null,513,null,353,null,1589,null,593,null,554,null,317,null,5956,null,1013,null,1056,null,357,null,3402,null,892,null,1498,null,558,null,143629,null,3783,null,111149,null,3682,null,6596,null,967,null,23601,null,2309,null,80952,null,3775,null,32480,null,2931,null,13357,null,1843,null,497,null,293,null,8197,null,1491,null,4663,null,999,null,19123,null,2193,null,1688,null,607,null,10499,null,1611,null,6936,null,1143,null,0400000US02,Alaska,02
1489192,null,13955,null,144255,null,6703,null,54829,null,4351,null,5938,null,1154,null,19020,null,2300,null,29871,null,3514,null,89426,null,5211,null,15389,null,2130,null,2213,null,879,null,9532,null,1935,null,3644,null,1178,null,74037,null,4513,null,16164,null,2238,null,43348,null,3363,null,14525,null,2125,null,1344937,null,13341,null,1052771,null,12643,null,193552,null,5371,null,265685,null,7737,null,593534,null,10153,null,292166,null,8314,null,101218,null,5378,null,5592,null,1120,null,54512,null,3673,null,41114,null,3904,null,190948,null,6575,null,17264,null,2297,null,110600,null,5238,null,63084,null,3804,null,0400000US04,Arizona,04
751956,null,8609,null,100752,null,4349,null,34148,null,2705,null,5661,null,1067,null,12220,null,1697,null,16267,null,2037,null,66604,null,3791,null,8039,null,1662,null,1326,null,570,null,5621,null,1399,null,1092,null,510,null,58565,null,3547,null,15206,null,1949,null,33916,null,2881,null,9443,null,1763,null,651204,null,8915,null,518940,null,9360,null,85259,null,3475,null,122501,null,4984,null,311180,null,7376,null,132264,null,4926,null,37477,null,3177,null,3355,null,828,null,19811,null,2245,null,14311,null,2070,null,94787,null,4353,null,12693,null,1723,null,50830,null,3329,null,31264,null,2968,null,0400000US05,Arkansas,05
8265877,null,24391,null,549787,null,12902,null,210142,null,7470,null,19625,null,2358,null,88269,null,5369,null,102248,null,4979,null,339645,null,9406,null,62457,null,4265,null,11096,null,1903,null,35225,null,3023,null,16136,null,2116,null,277188,null,8217,null,80386,null,5532,null,145454,null,5871,null,51348,null,3718,null,7716090,null,26682,null,5773403,null,25291,null,642232,null,9692,null,1468337,null,17740,null,3662834,null,23337,null,1942687,null,21332,null,640450,null,15391,null,40519,null,3111,null,319419,null,10055,null,280512,null,9036,null,1302237,null,16041,null,143935,null,6371,null,685517,null,12733,null,472785,null,10995,null,0400000US06,California,06
1208994,null,12292,null,65279,null,4717,null,25034,null,2675,null,2899,null,1042,null,7973,null,1629,null,14162,null,1868,null,40245,null,3752,null,6938,null,1606,null,1599,null,690,null,3855,null,1206,null,1484,null,686,null,33307,null,3070,null,5277,null,1239,null,21897,null,2794,null,6133,null,1363,null,1143715,null,11971,null,921625,null,10687,null,93206,null,3054,null,203300,null,7122,null,625119,null,10122,null,222090,null,6925,null,72363,null,3909,null,3684,null,876,null,37772,null,3334,null,30907,null,2535,null,149727,null,6053,null,11528,null,1867,null,85336,null,4140,null,52863,null,3812,null,0400000US08,Colorado,08
888825,null,8063,null,55152,null,4071,null,12385,null,1555,null,3313,null,964,null,3683,null,1008,null,5389,null,1048,null,42767,null,3631,null,5955,null,1482,null,934,null,472,null,4019,null,1394,null,1002,null,520,null,36812,null,3182,null,11918,null,1735,null,19548,null,2449,null,5346,null,1134,null,833673,null,7375,null,656499,null,7975,null,65534,null,2790,null,147338,null,4641,null,443627,null,7652,null,177174,null,7125,null,47676,null,3737,null,2247,null,699,null,25478,null,2550,null,19951,null,2150,null,129498,null,6392,null,10647,null,1833,null,66123,null,4569,null,52728,null,4124,null,0400000US09,Connecticut,09
222044,null,4500,null,17718,null,1968,null,5541,null,1213,null,605,null,328,null,2516,null,918,null,2420,null,709,null,12177,null,1801,null,1336,null,730,null,100,null,115,null,550,null,443,null,686,null,491,null,10841,null,1620,null,2114,null,848,null,6371,null,1385,null,2356,null,764,null,204326,null,4585,null,157287,null,3925,null,24278,null,1504,null,34817,null,2513,null,98192,null,3546,null,47039,null,3633,null,14058,null,1787,null,845,null,383,null,8164,null,1469,null,5049,null,1024,null,32981,null,3073,null,1661,null,625,null,19122,null,2492,null,12198,null,1643,null,0400000US10,Delaware,10
107365,null,3934,null,18416,null,2075,null,1594,null,643,null,522,null,458,null,365,null,270,null,707,null,362,null,16822,null,2090,null,1636,null,629,null,275,null,251,null,928,null,439,null,433,null,332,null,15186,null,2011,null,4807,null,1332,null,6614,null,1456,null,3765,null,979,null,88949,null,4092,null,52845,null,3168,null,5818,null,988,null,11561,null,1712,null,35466,null,2369,null,36104,null,2585,null,8307,null,1378,null,376,null,275,null,5091,null,1202,null,2840,null,836,null,27797,null,2548,null,3114,null,811,null,14782,null,2214,null,9901,null,1398,null,0400000US11,District of Columbia,11
4577227,null,27336,null,356301,null,11276,null,130923,null,5995,null,23158,null,2430,null,46648,null,3533,null,61117,null,4466,null,225378,null,8344,null,39617,null,3910,null,6787,null,1365,null,23168,null,3158,null,9662,null,1758,null,185761,null,8105,null,47237,null,4357,null,104624,null,6490,null,33900,null,2852,null,4220926,null,27087,null,3241245,null,24897,null,651694,null,10022,null,776201,null,14213,null,1813350,null,19968,null,979681,null,17176,null,289744,null,10556,null,24062,null,2441,null,151050,null,8011,null,114632,null,5940,null,689937,null,13404,null,71193,null,4364,null,390693,null,9212,null,228051,null,8335,null,0400000US12,Florida,12
