B19001H_001E,B19001H_001EA,B19001H_001M,B19001H_001MA,B19001H_002E,B19001H_002EA,B19001H_002M,B19001H_002MA,B19001H_003E,B19001H_003EA,B19001H_003M,B19001H_003MA,B19001H_004E,B19001H_004EA,B19001H_004M,B19001H_004MA,B19001H_005E,B19001H_005EA,B19001H_005M,B19001H_005MA,B19001H_006E,B19001H_006EA,B19001H_006M,B19001H_006MA,B19001H_007E,B19001H_007EA,B19001H_007M,B19001H_007MA,B19001H_008E,B19001H_008EA,B19001H_008M,B19001H_008MA,B19001H_009E,B19001H_009EA,B19001H_009M,B19001H_009MA,B19001H_010E,B19001H_010EA,B19001H_010M,B19001H_010MA,B19001H_011E,B19001H_011EA,B19001H_011M,B19001H_011MA,B19001H_012E,B19001H_012EA,B19001H_012M,B19001H_012MA,B19001H_013E,B19001H_013EA,B19001H_013M,B19001H_013MA,B19001H_014E,B19001H_014EA,B19001H_014M,B19001H_014MA,B19001H_015E,B19001H_015EA,B19001H_015M,B19001H_015MA,B19001H_016E,B19001H_016EA,B19001H_016M,B19001H_016MA,B19001H_017E,B19001H_017EA,B19001H_017M,B19001H_017MA,GEO_ID,NAME,state
1290295,null,7795,null,92876,null,4502,null,77045,null,4592,null,73956,null,4299,null,75473,null,4059,null,68167,null,3475,null,74733,null,4063,null,62527,null,3900,null,64269,null,4065,null,59380,null,3290,null,116659,null,4501,null,140299,null,5186,null,156879,null,5575,null,99227,null,4411,null,48307,null,2768,null,40932,null,2902,null,39566,null,2700,null,0400000US01,Alabama,01
173451,null,2646,null,4842,null,1086,null,3455,null,773,null,4123,null,857,null,5955,null,1197,null,6452,null,1233,null,8006,null,1409,null,6076,null,1307,null,7160,null,1267,null,7201,null,1275,null,12396,null,1756,null,18881,null,1557,null,29422,null,2512,null,23613,null,1870,null,14182,null,1934,null,11470,null,1574,null,10217,null,1213,null,0400000US02,Alaska,02
1570216,null,10044,null,87875,null,4759,null,67086,null,4046,null,74665,null,4672,null,77598,null,4447,null,71789,null,5143,null,83843,null,4102,null,80304,null,5006,null,83081,null,4340,null,70721,null,3930,null,133163,null,5456,null,180861,null,6483,null,211722,null,6775,null,137228,null,5333,null,76260,null,4278,null,66266,null,3402,null,67754,null,3704,null,0400000US04,Arizona,04
876771,null,6342,null,72986,null,4168,null,58037,null,3896,null,57823,null,3759,null,61091,null,3692,null,53923,null,3872,null,56107,null,3091,null,51437,null,2932,null,47904,null,3426,null,41848,null,3333,null,77031,null,3967,null,88547,null,3875,null,94211,null,4061,null,49749,null,3602,null,27046,null,2216,null,20021,null,1937,null,19010,null,1893,null,0400000US05,Arkansas,05
6445332,null,17483,null,290288,null,9817,null,288201,null,8688,null,251702,null,7791,null,268945,null,8726,null,234746,null,7653,null,243074,null,7734,null,236565,null,7178,null,246330,null,8144,null,228663,null,8788,null,453315,null,9826,null,642485,null,13057,null,861960,null,15514,null,674214,null,10467,null,424845,null,10015,null,514180,null,9815,null,585819,null,10667,null,0400000US06,California,06
1460793,null,7895,null,72045,null,3575,null,54313,null,3580,null,55111,null,3920,null,63809,null,3328,null,62096,null,4187,null,67246,null,3912,null,62672,null,3474,null,64557,null,4005,null,69645,null,4644,null,120758,null,4736,null,167635,null,6620,null,202501,null,6779,null,142861,null,5162,null,85908,null,3665,null,84347,null,3784,null,85289,null,4007,null,0400000US08,Colorado,08
1034975,null,5352,null,39452,null,2867,null,36684,null,2812,null,37596,null,2917,null,38114,null,2864,null,34845,null,2856,null,34863,null,2896,null,36078,null,3375,null,38423,null,3397,null,33490,null,3142,null,73694,null,3620,null,109460,null,4484,null,150684,null,5784,null,113196,null,4421,null,78623,null,4045,null,80877,null,4157,null,98896,null,4261,null,0400000US09,Connecticut,09
237694,null,2847,null,10058,null,1345,null,8899,null,1372,null,9293,null,1630,null,9101,null,1482,null,11457,null,1221,null,10825,null,1568,null,10408,null,1373,null,12473,null,1681,null,10261,null,1459,null,19922,null,2062,null,28667,null,2864,null,34453,null,2551,null,24059,null,2247,null,13001,null,1415,null,13834,null,1782,null,10983,null,1218,null,0400000US10,Delaware,10
92434,null,2456,null,3658,null,1028,null,1075,null,417,null,1757,null,669,null,1666,null,644,null,1711,null,708,null,1267,null,483,null,1265,null,560,null,2583,null,946,null,2197,null,688,null,5720,null,1076,null,7433,null,1375,null,12399,null,1531,null,9895,null,1266,null,7673,null,1253,null,12158,null,1266,null,19977,null,2100,null,0400000US11,District of Columbia,11
4728032,null,19024,null,275172,null,8367,null,242354,null,7235,null,242630,null,8161,null,265346,null,7763,null,250601,null,7541,null,264523,null,8211,null,243297,null,8378,null,251617,null,8092,null,215823,null,7677,null,424403,null,11216,null,504222,null,10973,null,580856,null,11925,null,359510,null,7440,null,197376,null,6563,null,196463,null,6987,null,213839,null,8338,null,0400000US12,Florida,12
