C21001H_001E,C21001H_001EA,C21001H_001M,C21001H_001MA,C21001H_002E,C21001H_002EA,C21001H_002M,C21001H_002MA,C21001H_003E,C21001H_003EA,C21001H_003M,C21001H_003MA,C21001H_004E,C21001H_004EA,C21001H_004M,C21001H_004MA,C21001H_005E,C21001H_005EA,C21001H_005M,C21001H_005MA,C21001H_006E,C21001H_006EA,C21001H_006M,C21001H_006MA,C21001H_007E,C21001H_007EA,C21001H_007M,C21001H_007MA,C21001H_008E,C21001H_008EA,C21001H_008M,C21001H_008MA,C21001H_009E,C21001H_009EA,C21001H_009M,C21001H_009MA,C21001H_010E,C21001H_010EA,C21001H_010M,C21001H_010MA,C21001H_011E,C21001H_011EA,C21001H_011M,C21001H_011MA,C21001H_012E,C21001H_012EA,C21001H_012M,C21001H_012MA,C21001H_013E,C21001H_013EA,C21001H_013M,C21001H_013MA,C21001H_014E,C21001H_014EA,C21001H_014M,C21001H_014MA,C21001H_015E,C21001H_015EA,C21001H_015M,C21001H_015MA,GEO_ID,NAME,state
2487935,null,2802,null,1193547,null,2817,null,977339,null,2878,null,159117,null,4916,null,818222,null,5615,null,216208,null,318,null,129907,null,3063,null,86301,null,3139,null,1294388,null,640,null,998672,null,659,null,14336,null,1644,null,984336,null,1793,null,295716,null,213,null,3224,null,802,null,292492,null,793,null,0400000US01,Alabama,01
336077,null,2360,null,173219,null,2351,null,155177,null,2432,null,37410,null,2885,null,117767,null,3215,null,18042,null,176,null,11900,null,889,null,6142,null,879,null,162858,null,519,null,144617,null,546,null,6342,null,1269,null,138275,null,1428,null,18241,null,113,null,577,null,420,null,17664,null,462,null,0400000US02,Alaska,02
3036743,null,3268,null,1478296,null,2615,null,1155153,null,2584,null,212714,null,6559,null,942439,null,6927,null,323143,null,379,null,206190,null,3941,null,116953,null,3968,null,1558447,null,1611,null,1167700,null,1641,null,25493,null,3060,null,1142207,null,3575,null,390747,null,416,null,8173,null,1408,null,382574,null,1451,null,0400000US04,Arizona,04
1683909,null,2063,null,810671,null,2078,null,656918,null,2175,null,110159,null,4104,null,546759,null,4670,null,153753,null,376,null,89478,null,2299,null,64275,null,2267,null,873238,null,1584,null,670131,null,1555,null,8875,null,1326,null,661256,null,2088,null,203107,null,172,null,1660,null,532,null,201447,null,556,null,0400000US05,Arkansas,05
12561364,null,7658,null,6147604,null,6110,null,5027150,null,6074,null,689812,null,12583,null,4337338,null,15079,null,1120454,null,757,null,658822,null,6374,null,461632,null,6558,null,6413760,null,4205,null,4937252,null,4103,null,54765,null,4215,null,4882487,null,5914,null,1476508,null,900,null,27247,null,2260,null,1449261,null,2382,null,0400000US06,California,06
2757450,null,2465,null,1357891,null,1823,null,1169464,null,1810,null,195049,null,6014,null,974415,null,5828,null,188427,null,119,null,114524,null,2462,null,73903,null,2454,null,1399559,null,1617,null,1156485,null,1537,null,23203,null,2190,null,1133282,null,2895,null,243074,null,285,null,5257,null,1071,null,237817,null,1097,null,0400000US08,Colorado,08
2046645,null,1594,null,978401,null,1025,null,804009,null,1048,null,97719,null,4398,null,706290,null,4502,null,174392,null,148,null,102787,null,2831,null,71605,null,2826,null,1068244,null,1066,null,822013,null,1067,null,8328,null,1640,null,813685,null,2083,null,246231,null,152,null,2134,null,650,null,244097,null,666,null,0400000US09,Connecticut,09
470761,null,1841,null,223540,null,1261,null,179253,null,1261,null,29239,null,2118,null,150014,null,2315,null,44287,null,263,null,27587,null,1544,null,16700,null,1544,null,247221,null,800,null,189699,null,800,null,2511,null,783,null,187188,null,1024,null,57522,null,263,null,1047,null,390,null,56475,null,390,null,0400000US10,Delaware,10
170825,null,759,null,84199,null,576,null,74406,null,562,null,5599,null,942,null,68807,null,1098,null,9793,null,128,null,4384,null,806,null,5409,null,799,null,86626,null,397,null,75325,null,373,null,700,null,311,null,74625,null,497,null,11301,null,137,null,256,null,350,null,11045,null,376,null,0400000US11,District of Columbia,11
9006995,null,5038,null,4340748,null,3634,null,3231163,null,3524,null,592187,null,10500,null,2638976,null,11310,null,1109585,null,791,null,714837,null,7457,null,394748,null,7525,null,4666247,null,2913,null,3288170,null,2758,null,58006,null,3569,null,3230164,null,4381,null,1378077,null,481,null,23249,null,2266,null,1354828,null,2284,null,0400000US12,Florida,12
