B12002I_001E,B12002I_001EA,B12002I_001M,B12002I_001MA,B12002I_002E,B12002I_002EA,B12002I_002M,B12002I_002MA,B12002I_003E,B12002I_003EA,B12002I_003M,B12002I_003MA,B12002I_004E,B12002I_004EA,B12002I_004M,B12002I_004MA,B12002I_005E,B12002I_005EA,B12002I_005M,B12002I_005MA,B12002I_006E,B12002I_006EA,B12002I_006M,B12002I_006MA,B12002I_007E,B12002I_007EA,B12002I_007M,B12002I_007MA,B12002I_008E,B12002I_008EA,B12002I_008M,B12002I_008MA,B12002I_009E,B12002I_009EA,B12002I_009M,B12002I_009MA,B12002I_010E,B12002I_010EA,B12002I_010M,B12002I_010MA,B12002I_011E,B12002I_011EA,B12002I_011M,B12002I_011MA,B12002I_012E,B12002I_012EA,B12002I_012M,B12002I_012MA,B12002I_013E,B12002I_013EA,B12002I_013M,B12002I_013MA,GEO_ID,NAME,state
62433,null,2080,null,36860,null,1892,null,14297,null,1836,null,18132,null,1328,null,1414,null,659,null,587,null,450,null,2430,null,816,null,25573,null,1761,null,7048,null,1224,null,13899,null,1509,null,1620,null,590,null,865,null,419,null,2141,null,683,null,0400000US21,Kentucky,21
108880,null,1694,null,56731,null,1797,null,22670,null,1844,null,27858,null,2102,null,884,null,341,null,814,null,372,null,4505,null,947,null,52149,null,1258,null,17265,null,1749,null,23325,null,1846,null,1588,null,709,null,4595,null,953,null,5376,null,1260,null,0400000US22,Louisiana,22
9556,null,781,null,3692,null,712,null,1662,null,591,null,1311,null,529,null,0,null,228,null,190,null,220,null,529,null,260,null,5864,null,847,null,2512,null,596,null,2051,null,788,null,0,null,228,null,311,null,317,null,990,null,575,null,0400000US23,Maine,23
263520,null,1394,null,140438,null,1559,null,59471,null,2733,null,68580,null,3038,null,3618,null,975,null,1144,null,543,null,7625,null,1622,null,123082,null,1265,null,41092,null,2416,null,58593,null,2819,null,4243,null,1131,null,5540,null,1045,null,13614,null,1891,null,0400000US24,Maryland,24
400045,null,495,null,199496,null,712,null,103764,null,3619,null,71727,null,3767,null,7234,null,1665,null,3327,null,955,null,13444,null,1900,null,200549,null,606,null,93153,null,3190,null,61576,null,3209,null,14621,null,1678,null,9883,null,1445,null,21316,null,2554,null,0400000US25,Massachusetts,25
281334,null,1296,null,148564,null,1599,null,64397,null,2997,null,68025,null,3501,null,3278,null,1170,null,2269,null,656,null,10595,null,1345,null,132770,null,1747,null,49454,null,2682,null,58403,null,2878,null,4053,null,1210,null,7664,null,1452,null,13196,null,1632,null,0400000US26,Michigan,26
140317,null,1274,null,75993,null,1465,null,32612,null,2712,null,36933,null,2348,null,1478,null,601,null,731,null,442,null,4239,null,1246,null,64324,null,1541,null,24817,null,1874,null,28289,null,2007,null,2800,null,838,null,3345,null,814,null,5073,null,1024,null,0400000US27,Minnesota,27
41343,null,3333,null,25141,null,2726,null,10094,null,1855,null,12120,null,1812,null,1246,null,663,null,252,null,137,null,1429,null,618,null,16202,null,1494,null,5610,null,1039,null,9034,null,1441,null,482,null,332,null,469,null,277,null,607,null,352,null,0400000US28,Mississippi,28
123819,null,1643,null,65192,null,1584,null,26319,null,2057,null,30647,null,2135,null,1462,null,491,null,824,null,450,null,5940,null,1336,null,58627,null,1525,null,20585,null,1981,null,28030,null,1991,null,2080,null,722,null,2795,null,730,null,5137,null,1043,null,0400000US29,Missouri,29
16185,null,1217,null,7897,null,1003,null,4303,null,988,null,2302,null,663,null,155,null,148,null,143,null,163,null,994,null,500,null,8288,null,939,null,2625,null,701,null,3352,null,886,null,22,null,41,null,1007,null,488,null,1282,null,557,null,0400000US30,Montana,30
89448,null,1112,null,49251,null,1188,null,20749,null,1743,null,23136,null,1750,null,593,null,400,null,505,null,352,null,4268,null,1100,null,40197,null,992,null,12783,null,1346,null,19944,null,1381,null,1339,null,650,null,1850,null,749,null,4281,null,972,null,0400000US31,Nebraska,31
452402,null,1113,null,241964,null,1395,null,94430,null,4631,null,119453,null,5238,null,5460,null,1411,null,2415,null,831,null,20206,null,2556,null,210438,null,1203,null,63718,null,3502,null,104072,null,4017,null,9542,null,1896,null,9360,null,1537,null,23746,null,2637,null,0400000US32,Nevada,32
23753,null,755,null,11675,null,885,null,5467,null,941,null,4913,null,1193,null,167,null,268,null,198,null,237,null,930,null,680,null,12078,null,877,null,4605,null,895,null,4909,null,884,null,399,null,415,null,952,null,497,null,1213,null,652,null,0400000US33,New Hampshire,33
1056186,null,608,null,537996,null,889,null,233998,null,5976,null,250326,null,6646,null,13589,null,2858,null,6508,null,1486,null,33575,null,2946,null,518190,null,1059,null,189375,null,5279,null,220973,null,6513,null,25350,null,2825,null,27678,null,2913,null,54814,null,4015,null,0400000US34,New Jersey,34
661299,null,421,null,327679,null,826,null,132175,null,4049,null,148209,null,4063,null,6068,null,1497,null,8555,null,1439,null,32672,null,2946,null,333620,null,924,null,111781,null,3767,null,142291,null,4051,null,8895,null,1651,null,26738,null,2025,null,43915,null,2947,null,0400000US35,New Mexico,35
2461196,null,1603,null,1206851,null,1981,null,578200,null,10028,null,490892,null,11325,null,38222,null,4107,null,18596,null,2480,null,80941,null,5355,null,1254345,null,1811,null,508003,null,8573,null,434804,null,8079,null,84514,null,6031,null,86192,null,4600,null,140832,null,6197,null,0400000US36,New York,36
439009,null,2626,null,254285,null,2815,null,104458,null,4783,null,129184,null,5096,null,8490,null,1897,null,1834,null,816,null,10319,null,2026,null,184724,null,2480,null,60037,null,3619,null,97383,null,4398,null,9207,null,1730,null,5876,null,1279,null,12221,null,2151,null,0400000US37,North Carolina,37
8762,null,780,null,4498,null,714,null,1988,null,622,null,2357,null,609,null,0,null,208,null,15,null,26,null,138,null,130,null,4264,null,591,null,1309,null,517,null,2630,null,588,null,15,null,28,null,17,null,38,null,293,null,244,null,0400000US38,North Dakota,38
200321,null,2202,null,103644,null,1848,null,43368,null,2405,null,48638,null,2606,null,1831,null,753,null,1250,null,565,null,8557,null,1404,null,96677,null,2172,null,35885,null,2343,null,40000,null,2836,null,3137,null,1052,null,5509,null,1069,null,12146,null,1977,null,0400000US39,Ohio,39
181987,null,1785,null,100090,null,1901,null,36277,null,2720,null,53870,null,2965,null,1943,null,848,null,1345,null,548,null,6655,null,1343,null,81897,null,1665,null,24196,null,2201,null,42854,null,2207,null,3629,null,974,null,2576,null,605,null,8642,null,1503,null,0400000US40,Oklahoma,40
273693,null,1358,null,152423,null,1467,null,63971,null,3532,null,71561,null,4001,null,4826,null,1656,null,2278,null,1025,null,9787,null,2425,null,121270,null,1406,null,41569,null,2588,null,59844,null,3079,null,5119,null,1327,null,4500,null,1088,null,10238,null,1624,null,0400000US41,Oregon,41
403494,null,1529,null,207683,null,1928,null,97155,null,3312,null,87122,null,3295,null,6110,null,1336,null,3412,null,899,null,13884,null,2063,null,195811,null,1698,null,83620,null,3555,null,70774,null,3299,null,10713,null,1713,null,9864,null,1322,null,20840,null,2285,null,0400000US42,Pennsylvania,42
84978,null,571,null,41842,null,703,null,19316,null,1559,null,17809,null,1867,null,1470,null,704,null,414,null,347,null,2833,null,968,null,43136,null,548,null,17996,null,1566,null,14494,null,1722,null,4142,null,1271,null,1603,null,590,null,4901,null,1042,null,0400000US44,Rhode Island,44
120697,null,1764,null,69858,null,2190,null,31804,null,2821,null,30228,null,2576,null,2698,null,925,null,633,null,422,null,4495,null,1349,null,50839,null,1337,null,18473,null,1817,null,24189,null,1881,null,2213,null,860,null,2235,null,798,null,3729,null,947,null,0400000US45,South Carolina,45
11802,null,1095,null,6160,null,899,null,2274,null,819,null,3258,null,623,null,125,null,177,null,24,null,40,null,479,null,353,null,5642,null,727,null,2030,null,730,null,2431,null,730,null,168,null,167,null,111,null,146,null,902,null,575,null,0400000US46,South Dakota,46
146449,null,2138,null,84916,null,2060,null,33628,null,2705,null,44769,null,2945,null,1690,null,865,null,165,null,181,null,4664,null,1220,null,61533,null,2050,null,19935,null,2452,null,31038,null,2163,null,2673,null,830,null,2367,null,829,null,5520,null,1192,null,0400000US47,Tennessee,47
6204167,null,2468,null,3189943,null,4310,null,1182667,null,13507,null,1639716,null,17556,null,90779,null,5181,null,52129,null,4441,null,224652,null,8917,null,3014224,null,3126,null,918555,null,11585,null,1475951,null,16427,null,147073,null,6796,null,188011,null,5726,null,284634,null,9464,null,0400000US48,Texas,48
211707,null,666,null,113641,null,1224,null,43228,null,2430,null,58683,null,2810,null,2457,null,1168,null,1284,null,566,null,7989,null,1581,null,98066,null,1072,null,31247,null,2379,null,50743,null,2710,null,3255,null,978,null,3765,null,901,null,9056,null,1866,null,0400000US49,Utah,49
5676,null,655,null,2812,null,724,null,812,null,434,null,1569,null,539,null,0,null,211,null,67,null,87,null,364,null,282,null,2864,null,730,null,1096,null,393,null,1305,null,490,null,53,null,70,null,81,null,77,null,329,null,216,null,0400000US50,Vermont,50
374198,null,3372,null,201670,null,2853,null,86855,null,4375,null,95687,null,4880,null,6379,null,1859,null,1678,null,639,null,11071,null,2071,null,172528,null,2982,null,58760,null,3285,null,83419,null,3698,null,7782,null,1630,null,6129,null,1121,null,16438,null,2164,null,0400000US51,Virginia,51
420674,null,1175,null,227273,null,1477,null,96242,null,4542,null,109015,null,4273,null,4398,null,1392,null,1963,null,768,null,15655,null,2171,null,193401,null,1536,null,67423,null,3013,null,91785,null,3534,null,6756,null,1337,null,7706,null,1263,null,19731,null,2015,null,0400000US53,Washington,53
14567,null,1451,null,7094,null,1001,null,3024,null,843,null,3483,null,738,null,140,null,135,null,239,null,204,null,208,null,179,null,7473,null,1093,null,2109,null,800,null,3853,null,748,null,590,null,641,null,493,null,332,null,428,null,362,null,0400000US54,West Virginia,54
188451,null,1173,null,102976,null,1187,null,44301,null,2532,null,48388,null,2579,null,2357,null,861,null,1212,null,377,null,6718,null,1372,null,85475,null,1161,null,30803,null,1950,null,39948,null,2148,null,3026,null,868,null,2815,null,703,null,8883,null,1330,null,0400000US55,Wisconsin,55
28336,null,1021,null,14623,null,1148,null,5888,null,1082,null,6522,null,967,null,467,null,378,null,208,null,217,null,1538,null,526,null,13713,null,811,null,4082,null,855,null,7442,null,961,null,337,null,261,null,597,null,464,null,1255,null,598,null,0400000US56,Wyoming,56
3114961,null,3747,null,1465142,null,3120,null,626308,null,11328,null,595371,null,10460,null,43728,null,3876,null,43206,null,2813,null,156529,null,7040,null,1649819,null,2215,null,571330,null,10402,null,593311,null,8921,null,63135,null,3972,null,179635,null,4011,null,242408,null,7380,null,0400000US72,Puerto Rico,72
