C05010_001E,C05010_001EA,C05010_001M,C05010_001MA,C05010_002E,C05010_002EA,C05010_002M,C05010_002MA,C05010_003E,C05010_003EA,C05010_003M,C05010_003MA,C05010_004E,C05010_004EA,C05010_004M,C05010_004MA,C05010_005E,C05010_005EA,C05010_005M,C05010_005MA,C05010_006E,C05010_006EA,C05010_006M,C05010_006MA,C05010_007E,C05010_007EA,C05010_007M,C05010_007MA,GEO_ID,NAME,state
1046466,null,5430,null,450832,null,11734,null,416857,null,11988,null,33975,null,3740,null,595634,null,11262,null,566709,null,10465,null,28925,null,4154,null,0400000US01,Alabama,01
169141,null,2066,null,49279,null,4101,null,44324,null,3974,null,4955,null,1469,null,119862,null,4536,null,107180,null,4379,null,12682,null,1851,null,0400000US02,Alaska,02
1606915,null,7658,null,709320,null,15088,null,400521,null,12557,null,308799,null,11843,null,897595,null,16408,null,710952,null,14229,null,186643,null,10522,null,0400000US04,Arizona,04
653695,null,4644,null,336761,null,9852,null,294742,null,8845,null,42019,null,4472,null,316934,null,9143,null,295563,null,8453,null,21371,null,3346,null,0400000US05,Arkansas,05
8849842,null,13754,null,3580213,null,39899,null,1355489,null,30923,null,2224724,null,30044,null,5269629,null,39564,null,3101120,null,35449,null,2168509,null,29058,null,0400000US06,California,06
1150539,null,5702,null,390751,null,12726,null,245377,null,10579,null,145374,null,8683,null,759788,null,12813,null,653381,null,13574,null,106407,null,6885,null,0400000US08,Colorado,08
777009,null,3502,null,190243,null,10441,null,140570,null,9079,null,49673,null,6011,null,586766,null,10732,null,469925,null,10504,null,116841,null,7167,null,0400000US09,Connecticut,09
195255,null,1979,null,62929,null,5293,null,49328,null,4931,null,13601,null,2685,null,132326,null,5241,null,112539,null,4362,null,19787,null,3453,null,0400000US10,Delaware,10
102808,null,2319,null,46674,null,4454,null,39447,null,4038,null,7227,null,2003,null,56134,null,3810,null,40813,null,3815,null,15321,null,3058,null,0400000US11,District of Columbia,11
3765030,null,12270,null,1533329,null,23472,null,1003436,null,21142,null,529893,null,15682,null,2231701,null,25019,null,1623074,null,22642,null,608627,null,16501,null,0400000US12,Florida,12
2365186,null,10147,null,992086,null,24777,null,773880,null,21257,null,218206,null,11877,null,1373100,null,21892,null,1172859,null,19926,null,200241,null,10005,null,0400000US13,Georgia,13
266323,null,3332,null,69569,null,5867,null,49360,null,4743,null,20209,null,3674,null,196754,null,5911,null,139614,null,6968,null,57140,null,5220,null,0400000US15,Hawaii,15
393804,null,2907,null,176245,null,6817,null,143750,null,6520,null,32495,null,4172,null,217559,null,6386,null,196618,null,6600,null,20941,null,3691,null,0400000US16,Idaho,16
3040263,null,7547,null,1080947,null,18788,null,730349,null,16743,null,350598,null,14103,null,1959316,null,18043,null,1548456,null,19668,null,410860,null,14631,null,0400000US17,Illinois,17
1496059,null,6154,null,582907,null,16546,null,515176,null,15278,null,67731,null,4943,null,913152,null,17494,null,861070,null,16680,null,52082,null,4515,null,0400000US18,Indiana,18
677818,null,4141,null,231826,null,8478,null,204880,null,7631,null,26946,null,3571,null,445992,null,8191,null,417979,null,7922,null,28013,null,2937,null,0400000US19,Iowa,19
665737,null,4818,null,248763,null,8226,null,203762,null,8640,null,45001,null,4216,null,416974,null,8213,null,378262,null,9310,null,38712,null,4796,null,0400000US20,Kansas,20
939841,null,6392,null,417193,null,11589,null,394588,null,11343,null,22605,null,2732,null,522648,null,11045,null,497815,null,10441,null,24833,null,3061,null,0400000US21,Kentucky,21
1031091,null,6132,null,477479,null,11411,null,449555,null,11230,null,27924,null,3173,null,553612,null,11080,null,528494,null,10947,null,25118,null,3103,null,0400000US22,Louisiana,22
260199,null,2388,null,96245,null,5595,null,89521,null,5508,null,6724,null,1548,null,163954,null,5828,null,154275,null,5965,null,9679,null,1823,null,0400000US23,Maine,23
1269771,null,5167,null,314448,null,13008,null,236496,null,11573,null,77952,null,6905,null,955323,null,13256,null,759230,null,12602,null,196093,null,8889,null,0400000US24,Maryland,24
1376979,null,4814,null,351942,null,11831,null,239329,null,11480,null,112613,null,8075,null,1025037,null,12185,null,804612,null,12345,null,220425,null,9916,null,0400000US25,Massachusetts,25
2273246,null,7165,null,892485,null,18528,null,787383,null,16475,null,105102,null,8325,null,1380761,null,15904,null,1249087,null,16220,null,131674,null,6671,null,0400000US26,Michigan,26
1203102,null,3755,null,339752,null,10676,null,254038,null,10514,null,85714,null,6701,null,863350,null,10443,null,782044,null,10860,null,81306,null,5772,null,0400000US27,Minnesota,27
705593,null,5015,null,380045,null,10578,null,367918,null,11095,null,12127,null,2258,null,325548,null,9969,null,314757,null,10202,null,10791,null,2315,null,0400000US28,Mississippi,28
1340430,null,6160,null,532517,null,14029,null,487033,null,14878,null,45484,null,5155,null,807913,null,12879,null,760466,null,13192,null,47447,null,3979,null,0400000US29,Missouri,29
209675,null,2761,null,85823,null,5648,null,81008,null,5310,null,4815,null,1853,null,123852,null,5755,null,118752,null,5703,null,5100,null,1750,null,0400000US30,Montana,30
422673,null,3515,null,142305,null,5584,null,112103,null,5414,null,30202,null,3590,null,280368,null,5829,null,261014,null,5994,null,19354,null,2400,null,0400000US31,Nebraska,31
636971,null,3703,null,243781,null,8532,null,123851,null,9136,null,119930,null,8686,null,393190,null,9035,null,277165,null,8032,null,116025,null,7610,null,0400000US32,Nevada,32
283346,null,2017,null,64978,null,5156,null,60101,null,5171,null,4877,null,1350,null,218368,null,5230,null,198384,null,5548,null,19984,null,2873,null,0400000US33,New Hampshire,33
1961617,null,7323,null,506405,null,14682,null,299557,null,12101,null,206848,null,11920,null,1455212,null,14432,null,1028759,null,12529,null,426453,null,10698,null,0400000US34,New Jersey,34
472078,null,3628,null,235604,null,8021,null,172490,null,8551,null,63114,null,5385,null,236474,null,7356,null,201792,null,7592,null,34682,null,3960,null,0400000US35,New Mexico,35
4199394,null,9639,null,1579752,null,23574,null,918003,null,22853,null,661749,null,21179,null,2619642,null,22821,null,1851391,null,20780,null,768251,null,17419,null,0400000US36,New York,36
2108014,null,8573,null,883273,null,20729,null,685081,null,19095,null,198192,null,9271,null,1224741,null,19542,null,1094580,null,18953,null,130161,null,8920,null,0400000US37,North Carolina,37
135274,null,1422,null,45639,null,3489,null,43981,null,3607,null,1658,null,755,null,89635,null,3330,null,86208,null,3488,null,3427,null,1077,null,0400000US38,North Dakota,38
2596765,null,6717,null,988663,null,17151,null,928977,null,16615,null,59686,null,5996,null,1608102,null,16395,null,1505318,null,15613,null,102784,null,6315,null,0400000US39,Ohio,39
839330,null,6395,null,389361,null,10990,null,330863,null,10583,null,58498,null,5644,null,449969,null,10179,null,416082,null,9735,null,33887,null,4052,null,0400000US40,Oklahoma,40
824702,null,3877,null,327584,null,12033,null,228496,null,10688,null,99088,null,7933,null,497118,null,11363,null,419576,null,11085,null,77542,null,5814,null,0400000US41,Oregon,41
