C08513_001E,C08513_001EA,C08513_001M,C08513_001MA,C08513_002E,C08513_002EA,C08513_002M,C08513_002MA,C08513_003E,C08513_003EA,C08513_003M,C08513_003MA,C08513_004E,C08513_004EA,C08513_004M,C08513_004MA,C08513_005E,C08513_005EA,C08513_005M,C08513_005MA,C08513_006E,C08513_006EA,C08513_006M,C08513_006MA,C08513_007E,C08513_007EA,C08513_007M,C08513_007MA,C08513_008E,C08513_008EA,C08513_008M,C08513_008MA,C08513_009E,C08513_009EA,C08513_009M,C08513_009MA,C08513_010E,C08513_010EA,C08513_010M,C08513_010MA,C08513_011E,C08513_011EA,C08513_011M,C08513_011MA,C08513_012E,C08513_012EA,C08513_012M,C08513_012MA,C08513_013E,C08513_013EA,C08513_013M,C08513_013MA,C08513_014E,C08513_014EA,C08513_014M,C08513_014MA,C08513_015E,C08513_015EA,C08513_015M,C08513_015MA,C08513_016E,C08513_016EA,C08513_016M,C08513_016MA,C08513_017E,C08513_017EA,C08513_017M,C08513_017MA,C08513_018E,C08513_018EA,C08513_018M,C08513_018MA,C08513_019E,C08513_019EA,C08513_019M,C08513_019MA,C08513_020E,C08513_020EA,C08513_020M,C08513_020MA,C08513_021E,C08513_021EA,C08513_021M,C08513_021MA,C08513_022E,C08513_022EA,C08513_022M,C08513_022MA,C08513_023E,C08513_023EA,C08513_023M,C08513_023MA,C08513_024E,C08513_024EA,C08513_024M,C08513_024MA,C08513_025E,C08513_025EA,C08513_025M,C08513_025MA,C08513_026E,C08513_026EA,C08513_026M,C08513_026MA,C08513_027E,C08513_027EA,C08513_027M,C08513_027MA,C08513_028E,C08513_028EA,C08513_028M,C08513_028MA,C08513_029E,C08513_029EA,C08513_029M,C08513_029MA,C08513_030E,C08513_030EA,C08513_030M,C08513_030MA,GEO_ID,NAME,state
2018956,null,15858,null,1924091,null,16670,null,94865,null,4791,null,48886,null,3891,null,45979,null,3818,null,1677420,null,17355,null,1612131,null,17527,null,65289,null,4102,null,39567,null,3647,null,25722,null,2684,null,236895,null,9426,null,212766,null,8994,null,24129,null,2735,null,6940,null,1438,null,17189,null,2460,null,10200,null,1839,null,9865,null,1783,null,335,null,331,null,165,null,218,null,170,null,245,null,47342,null,4261,null,43844,null,3933,null,3498,null,957,null,1495,null,571,null,2003,null,764,null,47099,null,3439,null,45485,null,3368,null,1614,null,805,null,719,null,405,null,895,null,693,null,0400000US01,Alabama,01
346972,null,5192,null,296123,null,5659,null,50849,null,3113,null,33656,null,2801,null,17193,null,1689,null,226782,null,5878,null,200851,null,5696,null,25931,null,2660,null,19684,null,2415,null,6247,null,1189,null,49545,null,3950,null,42056,null,3584,null,7489,null,1585,null,4200,null,1313,null,3289,null,817,null,5959,null,1351,null,4816,null,1288,null,1143,null,663,null,545,null,392,null,598,null,471,null,44488,null,2750,null,33305,null,2665,null,11183,null,1495,null,7166,null,1159,null,4017,null,835,null,20198,null,3521,null,15095,null,2956,null,5103,null,1124,null,2061,null,765,null,3042,null,990,null,0400000US02,Alaska,02
2873827,null,16529,null,2088876,null,17043,null,784951,null,13115,null,431577,null,12471,null,353374,null,12554,null,2165002,null,20637,null,1627555,null,16873,null,537447,null,13240,null,323549,null,11430,null,213898,null,9821,null,377077,null,13363,null,222436,null,9869,null,154641,null,8661,null,62015,null,4907,null,92626,null,7544,null,66779,null,5663,null,39365,null,3671,null,27414,null,4193,null,10850,null,2137,null,16564,null,3574,null,123947,null,7401,null,87731,null,6112,null,36216,null,4518,null,16708,null,2327,null,19508,null,3853,null,141022,null,6203,null,111789,null,4890,null,29233,null,3353,null,18455,null,2783,null,10778,null,2097,null,0400000US04,Arizona,04
1258196,null,11855,null,1174778,null,11075,null,83418,null,4567,null,38908,null,3052,null,44510,null,3435,null,1007134,null,12588,null,949893,null,12027,null,57241,null,3950,null,30810,null,2856,null,26431,null,2680,null,160012,null,7223,null,143023,null,7138,null,16989,null,2241,null,4755,null,1081,null,12234,null,1914,null,5539,null,1494,null,4535,null,1336,null,1004,null,696,null,407,null,341,null,597,null,557,null,44283,null,3512,null,38382,null,3468,null,5901,null,1723,null,1661,null,573,null,4240,null,1654,null,41228,null,3842,null,38945,null,3731,null,2283,null,715,null,1275,null,590,null,1008,null,414,null,0400000US05,Arkansas,05
16811097,null,46380,null,9688001,null,48813,null,7123096,null,40589,null,3661236,null,31303,null,3461860,null,32885,null,12228747,null,47546,null,7363754,null,40121,null,4864993,null,34886,null,2741313,null,28521,null,2123680,null,27510,null,2009386,null,26836,null,876027,null,16072,null,1133359,null,20894,null,461517,null,12563,null,671842,null,18209,null,884770,null,18628,null,388822,null,10326,null,495948,null,16193,null,180132,null,9028,null,315816,null,13536,null,882937,null,19062,null,499624,null,14569,null,383313,null,13360,null,146596,null,6225,null,236717,null,11425,null,805257,null,18388,null,559774,null,15744,null,245483,null,7172,null,131678,null,5754,null,113805,null,6107,null,0400000US06,California,06
2540846,null,14808,null,2137351,null,17195,null,403495,null,11183,null,219213,null,8437,null,184282,null,9057,null,1874591,null,14975,null,1605321,null,16738,null,269270,null,10462,null,152530,null,7448,null,116740,null,7440,null,285782,null,11489,null,210532,null,8353,null,75250,null,5790,null,33153,null,3427,null,42097,null,4792,null,87436,null,5960,null,63929,null,4262,null,23507,null,3666,null,10040,null,2322,null,13467,null,2712,null,131466,null,6170,null,110913,null,5670,null,20553,null,3278,null,13642,null,2477,null,6911,null,2063,null,161571,null,5613,null,146656,null,5964,null,14915,null,2001,null,9848,null,1715,null,5067,null,1327,null,0400000US08,Colorado,08
1735519,null,14783,null,1386477,null,15435,null,349042,null,8302,null,213414,null,7254,null,135628,null,6867,null,1381582,null,13655,null,1138462,null,13872,null,243120,null,8175,null,160707,null,6663,null,82413,null,5201,null,154966,null,7185,null,104482,null,5399,null,50484,null,4514,null,23189,null,2797,null,27295,null,3461,null,56238,null,4431,null,37336,null,3822,null,18902,null,2712,null,8154,null,1510,null,10748,null,2232,null,71832,null,4916,null,47465,null,3548,null,24367,null,2580,null,13334,null,2070,null,11033,null,2173,null,70901,null,4363,null,58732,null,3751,null,12169,null,2291,null,8030,null,1499,null,4139,null,1643,null,0400000US09,Connecticut,09
425838,null,7387,null,380974,null,7225,null,44864,null,2853,null,29858,null,2572,null,15006,null,1668,null,338563,null,7670,null,306289,null,7660,null,32274,null,2608,null,22234,null,2092,null,10040,null,1558,null,44360,null,3589,null,36795,null,3190,null,7565,null,1589,null,4156,null,1329,null,3409,null,1023,null,13946,null,2352,null,12622,null,2105,null,1324,null,840,null,945,null,648,null,379,null,388,null,16452,null,2123,null,13665,null,1725,null,2787,null,1122,null,1918,null,974,null,869,null,500,null,12517,null,1613,null,11603,null,1532,null,914,null,501,null,605,null,382,null,309,null,349,null,0400000US10,Delaware,10
756816,null,11962,null,590840,null,11007,null,165976,null,6624,null,111382,null,5551,null,54594,null,4424,null,339323,null,9050,null,269747,null,8237,null,69576,null,4454,null,48384,null,3590,null,21192,null,2709,null,79993,null,5083,null,56676,null,3689,null,23317,null,3014,null,14268,null,2022,null,9049,null,1910,null,268924,null,8956,null,211168,null,8395,null,57756,null,4409,null,37594,null,3290,null,20162,null,3021,null,54492,null,3858,null,42166,null,3265,null,12326,null,2315,null,8572,null,1949,null,3754,null,1207,null,14084,null,1723,null,11083,null,1630,null,3001,null,898,null,2564,null,803,null,437,null,315,null,0400000US11,District of Columbia,11
8222779,null,29739,null,5925520,null,28437,null,2297259,null,26641,null,1246536,null,21864,null,1050723,null,23817,null,6540791,null,33870,null,4822087,null,29002,null,1718704,null,25298,null,1002470,null,19000,null,716234,null,18916,null,847880,null,17144,null,530468,null,12994,null,317412,null,12941,null,128096,null,7916,null,189316,null,10144,null,160373,null,11929,null,76642,null,5454,null,83731,null,12227,null,25716,null,2972,null,58015,null,12306,null,303190,null,12347,null,211716,null,9136,null,91474,null,6863,null,37433,null,3527,null,54041,null,6024,null,370545,null,10598,null,284607,null,8678,null,85938,null,5713,null,52821,null,4644,null,33117,null,3883,null,0400000US12,Florida,12
