C01001F_001E,C01001F_001EA,C01001F_001M,C01001F_001MA,C01001F_002E,C01001F_002EA,C01001F_002M,C01001F_002MA,C01001F_003E,C01001F_003EA,C01001F_003M,C01001F_003MA,C01001F_004E,C01001F_004EA,C01001F_004M,C01001F_004MA,C01001F_005E,C01001F_005EA,C01001F_005M,C01001F_005MA,C01001F_006E,C01001F_006EA,C01001F_006M,C01001F_006MA,C01001F_007E,C01001F_007EA,C01001F_007M,C01001F_007MA,C01001F_008E,C01001F_008EA,C01001F_008M,C01001F_008MA,C01001F_009E,C01001F_009EA,C01001F_009M,C01001F_009MA,GEO_ID,NAME,state
33459,null,4931,null,19647,null,3327,null,7742,null,2013,null,11905,null,2036,null,0,null,271,null,13812,null,2518,null,5899,null,1612,null,7733,null,1378,null,180,null,190,null,0400000US01,Alabama,01
8553,null,2195,null,4905,null,1566,null,1392,null,643,null,3404,null,1253,null,109,null,131,null,3648,null,992,null,1163,null,556,null,2321,null,686,null,164,null,196,null,0400000US02,Alaska,02
442577,null,23553,null,229925,null,13362,null,77166,null,6565,null,143328,null,8594,null,9431,null,1679,null,212652,null,12623,null,77114,null,6733,null,126615,null,7078,null,8923,null,1503,null,0400000US04,Arizona,04
62280,null,5645,null,32037,null,3203,null,11023,null,2061,null,20681,null,2128,null,333,null,293,null,30243,null,3547,null,13997,null,2323,null,15802,null,1782,null,444,null,275,null,0400000US05,Arkansas,05
5228278,null,64372,null,2710922,null,35767,null,881650,null,15380,null,1739612,null,24923,null,89660,null,4348,null,2517356,null,35786,null,847233,null,18583,null,1539841,null,21356,null,130282,null,5641,null,0400000US06,California,06
234656,null,13697,null,123653,null,7533,null,38006,null,3364,null,81136,null,5910,null,4511,null,899,null,111003,null,8065,null,39817,null,4979,null,66367,null,4064,null,4819,null,1022,null,0400000US08,Colorado,08
159822,null,10325,null,82569,null,5851,null,27058,null,3195,null,53279,null,4230,null,2232,null,764,null,77253,null,5380,null,22095,null,2657,null,52110,null,3655,null,3048,null,632,null,0400000US09,Connecticut,09
15589,null,3408,null,7594,null,1797,null,2274,null,814,null,5320,null,1177,null,0,null,263,null,7995,null,1939,null,3440,null,1156,null,4285,null,1046,null,270,null,264,null,0400000US10,Delaware,10
18958,null,3748,null,9950,null,2106,null,2581,null,879,null,7240,null,1597,null,129,null,141,null,9008,null,2009,null,2742,null,1021,null,5755,null,1369,null,511,null,347,null,0400000US11,District of Columbia,11
480978,null,23831,null,252675,null,13148,null,73326,null,6325,null,168959,null,9307,null,10390,null,1842,null,228303,null,13095,null,68967,null,6953,null,145485,null,8337,null,13851,null,2112,null,0400000US12,Florida,12
345171,null,18299,null,197983,null,11236,null,71217,null,5086,null,125524,null,7918,null,1242,null,664,null,147188,null,8833,null,62592,null,5336,null,81389,null,5101,null,3207,null,1017,null,0400000US13,Georgia,13
18358,null,3575,null,11378,null,2360,null,2864,null,1175,null,8253,null,1726,null,261,null,215,null,6980,null,1950,null,1961,null,984,null,4568,null,1371,null,451,null,212,null,0400000US15,Hawaii,15
27714,null,4102,null,16646,null,2728,null,5476,null,1236,null,10352,null,1949,null,818,null,352,null,11068,null,1960,null,3852,null,1078,null,6702,null,1116,null,514,null,317,null,0400000US16,Idaho,16
839621,null,29224,null,448302,null,16048,null,146836,null,8021,null,288780,null,10043,null,12686,null,1873,null,391319,null,15095,null,137523,null,8185,null,237948,null,8204,null,15848,null,1927,null,0400000US17,Illinois,17
135989,null,8562,null,75252,null,5323,null,27068,null,2494,null,46807,null,3719,null,1377,null,561,null,60737,null,4440,null,23258,null,2509,null,34268,null,2619,null,3211,null,1467,null,0400000US18,Indiana,18
39669,null,4877,null,23174,null,2672,null,8122,null,1421,null,14946,null,1832,null,106,null,122,null,16495,null,2758,null,6236,null,1372,null,9754,null,1632,null,505,null,334,null,0400000US19,Iowa,19
69533,null,7123,null,36239,null,4220,null,11328,null,1704,null,24260,null,3002,null,651,null,313,null,33294,null,3859,null,12581,null,2261,null,18957,null,2278,null,1756,null,647,null,0400000US20,Kansas,20
34446,null,4036,null,19796,null,2370,null,7605,null,1532,null,11927,null,1604,null,264,null,274,null,14650,null,2443,null,6673,null,1403,null,7573,null,1474,null,404,null,245,null,0400000US21,Kentucky,21
37065,null,5474,null,21181,null,3295,null,6581,null,1565,null,13614,null,2334,null,986,null,389,null,15884,null,2810,null,5062,null,1526,null,9808,null,1722,null,1014,null,489,null,0400000US22,Louisiana,22
3509,null,1373,null,1612,null,694,null,561,null,462,null,891,null,515,null,160,null,165,null,1897,null,954,null,739,null,505,null,1048,null,612,null,110,null,128,null,0400000US23,Maine,23
135287,null,10828,null,71298,null,5771,null,21555,null,2266,null,48547,null,4470,null,1196,null,570,null,63989,null,6123,null,23667,null,3878,null,38452,null,3085,null,1870,null,723,null,0400000US24,Maryland,24
256616,null,15152,null,122812,null,8162,null,42495,null,3696,null,75532,null,5818,null,4785,null,1027,null,133804,null,8178,null,44739,null,3847,null,83432,null,5183,null,5633,null,1045,null,0400000US25,Massachusetts,25
144094,null,9956,null,75673,null,5575,null,24265,null,2787,null,49758,null,3694,null,1650,null,562,null,68421,null,5441,null,24349,null,2777,null,41729,null,3652,null,2343,null,687,null,0400000US26,Michigan,26
55598,null,6025,null,30186,null,3539,null,9461,null,1846,null,20130,null,2450,null,595,null,330,null,25412,null,3266,null,10013,null,1992,null,14613,null,1944,null,786,null,403,null,0400000US27,Minnesota,27
20699,null,4251,null,12076,null,2925,null,3103,null,1221,null,8815,null,2350,null,158,null,268,null,8623,null,2008,null,2532,null,1108,null,6056,null,1302,null,35,null,62,null,0400000US28,Mississippi,28
50712,null,6147,null,25932,null,3194,null,9179,null,2056,null,16035,null,2066,null,718,null,394,null,24780,null,3576,null,9655,null,2202,null,14284,null,1868,null,841,null,306,null,0400000US29,Missouri,29
6184,null,1820,null,2637,null,1004,null,843,null,487,null,1738,null,699,null,56,null,66,null,3547,null,1278,null,1119,null,671,null,2348,null,899,null,80,null,90,null,0400000US30,Montana,30
46526,null,4938,null,23757,null,2913,null,8267,null,1891,null,14770,null,2014,null,720,null,411,null,22769,null,2610,null,9725,null,1784,null,12249,null,1344,null,795,null,590,null,0400000US31,Nebraska,31
112916,null,10586,null,60486,null,6220,null,19823,null,3262,null,38744,null,3911,null,1919,null,815,null,52430,null,5758,null,17991,null,2850,null,32821,null,3648,null,1618,null,593,null,0400000US32,Nevada,32
8184,null,2523,null,3914,null,1275,null,1168,null,640,null,2746,null,947,null,0,null,253,null,4270,null,1431,null,1403,null,773,null,2671,null,838,null,196,null,237,null,0400000US33,New Hampshire,33
507267,null,16654,null,260540,null,10621,null,81566,null,4334,null,169996,null,7793,null,8978,null,1699,null,246727,null,8509,null,76615,null,4547,null,157434,null,6340,null,12678,null,1847,null,0400000US34,New Jersey,34
207897,null,11458,null,105440,null,6111,null,31691,null,3134,null,66766,null,4013,null,6983,null,1163,null,102457,null,7132,null,27509,null,2841,null,65976,null,4511,null,8972,null,1493,null,0400000US35,New Mexico,35
1466868,null,34658,null,718356,null,19354,null,211163,null,8394,null,471543,null,13325,null,35650,null,2767,null,748512,null,18056,null,208624,null,8158,null,487776,null,11289,null,52112,null,2723,null,0400000US36,New York,36
344792,null,14526,null,193941,null,8386,null,67070,null,4494,null,125437,null,5500,null,1434,null,639,null,150851,null,8153,null,65340,null,4969,null,83757,null,4477,null,1754,null,819,null,0400000US37,North Carolina,37
3599,null,1243,null,1796,null,707,null,529,null,377,null,1252,null,501,null,15,null,26,null,1803,null,729,null,559,null,491,null,1227,null,396,null,17,null,38,null,0400000US38,North Dakota,38
72887,null,6662,null,37850,null,3865,null,12526,null,2184,null,24313,null,2690,null,1011,null,387,null,35037,null,3679,null,13160,null,2095,null,20319,null,2199,null,1558,null,504,null,0400000US39,Ohio,39
