C24010G_001E,C24010G_001EA,C24010G_001M,C24010G_001MA,C24010G_002E,C24010G_002EA,C24010G_002M,C24010G_002MA,C24010G_003E,C24010G_003EA,C24010G_003M,C24010G_003MA,C24010G_004E,C24010G_004EA,C24010G_004M,C24010G_004MA,C24010G_005E,C24010G_005EA,C24010G_005M,C24010G_005MA,C24010G_006E,C24010G_006EA,C24010G_006M,C24010G_006MA,C24010G_007E,C24010G_007EA,C24010G_007M,C24010G_007MA,C24010G_008E,C24010G_008EA,C24010G_008M,C24010G_008MA,C24010G_009E,C24010G_009EA,C24010G_009M,C24010G_009MA,C24010G_010E,C24010G_010EA,C24010G_010M,C24010G_010MA,C24010G_011E,C24010G_011EA,C24010G_011M,C24010G_011MA,C24010G_012E,C24010G_012EA,C24010G_012M,C24010G_012MA,C24010G_013E,C24010G_013EA,C24010G_013M,C24010G_013MA,C24010G_014E,C24010G_014EA,C24010G_014M,C24010G_014MA,C24010G_015E,C24010G_015EA,C24010G_015M,C24010G_015MA,GEO_ID,NAME,state
44762,null,4021,null,21538,null,2532,null,6370,null,1381,null,2935,null,1067,null,3759,null,1016,null,0,null,298,null,4857,null,1451,null,3617,null,1050,null,23224,null,3014,null,8738,null,1669,null,4521,null,1077,null,8937,null,1940,null,8,null,16,null,55,null,93,null,965,null,563,null,0400000US13,Georgia,13
117119,null,6320,null,59657,null,3835,null,13453,null,1771,null,13572,null,2264,null,10420,null,1510,null,581,null,438,null,14049,null,2069,null,7582,null,1177,null,57462,null,3897,null,17536,null,1632,null,13569,null,2024,null,23428,null,2689,null,91,null,123,null,798,null,552,null,2040,null,781,null,0400000US15,Hawaii,15
11856,null,1905,null,6803,null,1370,null,1488,null,460,null,1093,null,383,null,1362,null,614,null,557,null,374,null,1323,null,607,null,980,null,470,null,5053,null,976,null,1356,null,433,null,1379,null,463,null,2028,null,727,null,50,null,54,null,0,null,259,null,240,null,223,null,0400000US16,Idaho,16
64302,null,4565,null,32060,null,2955,null,8906,null,1757,null,5295,null,1228,null,6489,null,1235,null,146,null,182,null,4833,null,1152,null,6391,null,1319,null,32242,null,3225,null,12062,null,1843,null,8134,null,1277,null,9434,null,1736,null,59,null,97,null,0,null,267,null,2553,null,833,null,0400000US17,Illinois,17
34955,null,3036,null,17177,null,2112,null,5273,null,1345,null,3059,null,858,null,2225,null,778,null,241,null,270,null,2110,null,696,null,4269,null,1058,null,17778,null,2025,null,5315,null,1227,null,4857,null,1044,null,5521,null,998,null,174,null,227,null,78,null,108,null,1833,null,700,null,0400000US18,Indiana,18
13889,null,1914,null,8062,null,1316,null,2410,null,860,null,1562,null,625,null,964,null,427,null,56,null,92,null,945,null,392,null,2125,null,702,null,5827,null,1286,null,2184,null,777,null,1707,null,497,null,982,null,476,null,0,null,226,null,0,null,226,null,954,null,511,null,0400000US19,Iowa,19
26839,null,2631,null,13535,null,1953,null,3211,null,952,null,1643,null,675,null,3372,null,1106,null,147,null,155,null,2052,null,701,null,3110,null,814,null,13304,null,1899,null,3306,null,996,null,3781,null,1030,null,4871,null,1181,null,42,null,88,null,157,null,119,null,1147,null,501,null,0400000US20,Kansas,20
13965,null,2138,null,6170,null,1458,null,1063,null,476,null,1046,null,591,null,1030,null,518,null,74,null,149,null,866,null,486,null,2091,null,770,null,7795,null,1402,null,2140,null,648,null,1991,null,670,null,2724,null,891,null,0,null,271,null,17,null,39,null,923,null,514,null,0400000US21,Kentucky,21
15521,null,2385,null,7335,null,1544,null,1133,null,520,null,987,null,490,null,1547,null,749,null,118,null,148,null,2023,null,777,null,1527,null,577,null,8186,null,1634,null,2849,null,864,null,1567,null,543,null,3419,null,1100,null,0,null,277,null,90,null,97,null,261,null,234,null,0400000US22,Louisiana,22
6666,null,1109,null,3116,null,701,null,351,null,250,null,535,null,308,null,533,null,445,null,20,null,34,null,642,null,301,null,1035,null,403,null,3550,null,778,null,775,null,345,null,1224,null,460,null,1172,null,468,null,0,null,228,null,52,null,89,null,327,null,247,null,0400000US23,Maine,23
42379,null,3524,null,21446,null,2628,null,7121,null,1329,null,3366,null,1206,null,4223,null,1205,null,0,null,281,null,4424,null,1216,null,2312,null,785,null,20933,null,2076,null,9122,null,1122,null,4752,null,1139,null,6444,null,1327,null,0,null,281,null,116,null,147,null,499,null,365,null,0400000US24,Maryland,24
55105,null,5065,null,28612,null,3516,null,7180,null,1619,null,8137,null,2059,null,3897,null,1046,null,243,null,397,null,3301,null,1141,null,5854,null,1713,null,26493,null,2739,null,8279,null,1382,null,8966,null,1670,null,6934,null,1403,null,68,null,112,null,15,null,28,null,2231,null,925,null,0400000US25,Massachusetts,25
62000,null,3909,null,31256,null,2418,null,8310,null,1474,null,7239,null,1340,null,4708,null,1002,null,130,null,154,null,2923,null,731,null,7946,null,1540,null,30744,null,2746,null,9111,null,1577,null,8127,null,1339,null,11154,null,1749,null,91,null,154,null,268,null,232,null,1993,null,513,null,0400000US26,Michigan,26
29727,null,2489,null,15465,null,1899,null,4249,null,1005,null,2087,null,678,null,4125,null,1009,null,203,null,166,null,2267,null,857,null,2534,null,818,null,14262,null,1550,null,5014,null,815,null,3718,null,894,null,4449,null,895,null,100,null,153,null,86,null,108,null,895,null,392,null,0400000US27,Minnesota,27
7891,null,1783,null,5029,null,1245,null,826,null,444,null,515,null,348,null,1619,null,787,null,0,null,287,null,1030,null,628,null,1039,null,662,null,2862,null,930,null,779,null,450,null,1164,null,623,null,879,null,557,null,0,null,287,null,0,null,287,null,40,null,69,null,0400000US28,Mississippi,28
36387,null,3187,null,17961,null,2080,null,4367,null,935,null,2983,null,852,null,2799,null,842,null,103,null,124,null,3577,null,1056,null,4132,null,1232,null,18426,null,2177,null,6049,null,1259,null,4730,null,1111,null,5950,null,1182,null,163,null,225,null,43,null,61,null,1491,null,469,null,0400000US29,Missouri,29
7814,null,1719,null,4061,null,1026,null,1324,null,567,null,929,null,585,null,694,null,489,null,88,null,143,null,653,null,463,null,373,null,257,null,3753,null,1114,null,1522,null,552,null,1174,null,587,null,848,null,411,null,42,null,95,null,84,null,141,null,83,null,88,null,0400000US30,Montana,30
11779,null,1879,null,5103,null,1247,null,1338,null,614,null,827,null,394,null,1281,null,537,null,44,null,68,null,929,null,504,null,684,null,437,null,6676,null,1253,null,1935,null,723,null,2050,null,758,null,1900,null,704,null,9,null,18,null,97,null,153,null,685,null,476,null,0400000US31,Nebraska,31
28265,null,3068,null,14283,null,2023,null,4478,null,1084,null,2340,null,696,null,3743,null,1301,null,0,null,300,null,1729,null,751,null,1993,null,622,null,13982,null,1957,null,4229,null,1173,null,3458,null,927,null,5960,null,1450,null,0,null,300,null,0,null,300,null,335,null,274,null,0400000US32,Nevada,32
7185,null,1250,null,3521,null,947,null,988,null,512,null,809,null,533,null,714,null,380,null,0,null,253,null,465,null,275,null,545,null,327,null,3664,null,918,null,1380,null,532,null,730,null,571,null,1280,null,575,null,0,null,253,null,0,null,253,null,274,null,237,null,0400000US33,New Hampshire,33
60795,null,5347,null,31545,null,3403,null,8422,null,1613,null,6932,null,1458,null,5063,null,1277,null,0,null,277,null,5398,null,1749,null,5730,null,1245,null,29250,null,2795,null,10564,null,1559,null,6526,null,1280,null,10333,null,1531,null,0,null,277,null,193,null,310,null,1634,null,574,null,0400000US34,New Jersey,34
22142,null,3115,null,10876,null,2265,null,2807,null,1025,null,2314,null,998,null,1671,null,639,null,213,null,205,null,2104,null,992,null,1767,null,661,null,11266,null,1767,null,3933,null,988,null,2113,null,738,null,5051,null,1186,null,27,null,57,null,51,null,102,null,91,null,115,null,0400000US35,New Mexico,35
143819,null,7644,null,69569,null,5193,null,20780,null,2667,null,15327,null,2552,null,14114,null,2105,null,317,null,208,null,7516,null,1360,null,11515,null,1932,null,74250,null,4166,null,26051,null,2504,null,19627,null,2375,null,26193,null,2493,null,50,null,81,null,88,null,104,null,2241,null,654,null,0400000US36,New York,36
42856,null,3877,null,20764,null,2546,null,5387,null,1249,null,3673,null,1058,null,4273,null,1093,null,190,null,231,null,4188,null,1156,null,3053,null,1036,null,22092,null,2555,null,7867,null,1801,null,5078,null,1230,null,8063,null,1517,null,0,null,289,null,375,null,361,null,709,null,419,null,0400000US37,North Carolina,37
2798,null,910,null,1435,null,697,null,375,null,403,null,342,null,300,null,207,null,243,null,0,null,208,null,182,null,165,null,329,null,294,null,1363,null,608,null,396,null,279,null,219,null,197,null,748,null,426,null,0,null,208,null,0,null,208,null,0,null,208,null,0400000US38,North Dakota,38
59966,null,3800,null,31102,null,2758,null,7505,null,1235,null,7907,null,1786,null,4152,null,1023,null,228,null,218,null,4585,null,1106,null,6725,null,1372,null,28864,null,2529,null,8698,null,1445,null,8184,null,1703,null,10180,null,1417,null,0,null,265,null,13,null,25,null,1789,null,752,null,0400000US39,Ohio,39
85522,null,4786,null,44484,null,3216,null,9937,null,1408,null,7530,null,1532,null,6239,null,1368,null,885,null,495,null,9939,null,1342,null,9954,null,1532,null,41038,null,2800,null,12223,null,1448,null,9662,null,1510,null,16166,null,2155,null,172,null,220,null,438,null,329,null,2377,null,630,null,0400000US40,Oklahoma,40
43308,null,3249,null,22597,null,2294,null,5718,null,1336,null,4761,null,1071,null,4683,null,1237,null,205,null,169,null,3718,null,1170,null,3512,null,1056,null,20711,null,1841,null,6446,null,1217,null,4406,null,863,null,8532,null,1521,null,89,null,107,null,0,null,275,null,1238,null,592,null,0400000US41,Oregon,41
52890,null,3811,null,27204,null,2497,null,6334,null,1278,null,5555,null,1297,null,5101,null,1080,null,243,null,252,null,4019,null,1266,null,5952,null,1055,null,25686,null,2228,null,8168,null,1266,null,6720,null,1276,null,8355,null,1544,null,54,null,54,null,176,null,162,null,2213,null,757,null,0400000US42,Pennsylvania,42
6434,null,1478,null,3071,null,910,null,720,null,551,null,545,null,378,null,662,null,552,null,39,null,64,null,433,null,333,null,672,null,405,null,3363,null,980,null,1141,null,614,null,655,null,479,null,1280,null,650,null,0,null,287,null,173,null,241,null,114,null,140,null,0400000US44,Rhode Island,44
18918,null,2388,null,9601,null,1700,null,1793,null,761,null,1554,null,982,null,1555,null,577,null,253,null,425,null,1883,null,723,null,2563,null,856,null,9317,null,1672,null,3198,null,860,null,2641,null,955,null,2981,null,837,null,0,null,287,null,135,null,101,null,362,null,216,null,0400000US45,South Carolina,45
4827,null,1240,null,1292,null,502,null,452,null,286,null,120,null,124,null,165,null,232,null,76,null,70,null,202,null,211,null,277,null,229,null,3535,null,1147,null,1005,null,490,null,769,null,423,null,1198,null,760,null,19,null,33,null,0,null,223,null,544,null,492,null,0400000US46,South Dakota,46
28591,null,3206,null,15039,null,2431,null,3940,null,1076,null,2328,null,861,null,2326,null,970,null,357,null,362,null,3400,null,1208,null,2688,null,659,null,13552,null,1927,null,4607,null,991,null,3271,null,936,null,4349,null,1144,null,76,null,103,null,13,null,27,null,1236,null,589,null,0400000US47,Tennessee,47
165359,null,7276,null,86278,null,5369,null,23316,null,2684,null,14598,null,2143,null,15535,null,2039,null,445,null,416,null,16083,null,2613,null,16301,null,2285,null,79081,null,4983,null,26135,null,2601,null,16614,null,2484,null,31296,null,2800,null,0,null,291,null,669,null,462,null,4367,null,1024,null,0400000US48,Texas,48
18828,null,2490,null,9452,null,1592,null,2441,null,792,null,1316,null,551,null,2879,null,850,null,39,null,64,null,1272,null,632,null,1505,null,642,null,9376,null,1577,null,3390,null,1099,null,1333,null,580,null,4159,null,1095,null,0,null,263,null,0,null,263,null,494,null,328,null,0400000US49,Utah,49
3954,null,919,null,1697,null,499,null,597,null,340,null,230,null,209,null,311,null,267,null,0,null,211,null,111,null,129,null,448,null,244,null,2257,null,681,null,651,null,371,null,864,null,499,null,429,null,287,null,26,null,44,null,150,null,258,null,137,null,118,null,0400000US50,Vermont,50
54710,null,4401,null,29183,null,3373,null,9836,null,1700,null,4834,null,1303,null,5021,null,1212,null,179,null,238,null,5723,null,1484,null,3590,null,1245,null,25527,null,2478,null,11711,null,1818,null,4492,null,1267,null,8636,null,1335,null,0,null,285,null,0,null,285,null,688,null,340,null,0400000US51,Virginia,51
88356,null,5221,null,43137,null,3569,null,10809,null,1603,null,6969,null,1485,null,9303,null,1737,null,558,null,372,null,7208,null,1415,null,8290,null,1659,null,45219,null,3979,null,13606,null,2076,null,11877,null,2195,null,16431,null,2536,null,171,null,161,null,549,null,355,null,2585,null,850,null,0400000US53,Washington,53
6215,null,1159,null,3118,null,913,null,1002,null,536,null,580,null,376,null,194,null,171,null,0,null,265,null,460,null,312,null,882,null,540,null,3097,null,843,null,1274,null,568,null,867,null,390,null,889,null,511,null,0,null,265,null,0,null,265,null,67,null,106,null,0400000US54,West Virginia,54
25200,null,2746,null,12183,null,1791,null,2730,null,739,null,2040,null,925,null,2340,null,814,null,70,null,86,null,1008,null,452,null,3995,null,1110,null,13017,null,1801,null,4038,null,880,null,3849,null,763,null,4220,null,1118,null,0,null,216,null,0,null,216,null,910,null,534,null,0400000US55,Wisconsin,55
4899,null,1043,null,2340,null,748,null,244,null,144,null,204,null,176,null,154,null,178,null,42,null,76,null,809,null,376,null,887,null,582,null,2559,null,656,null,864,null,418,null,824,null,470,null,641,null,357,null,0,null,261,null,0,null,261,null,230,null,317,null,0400000US56,Wyoming,56
102396,null,5725,null,58746,null,3835,null,11649,null,1742,null,12068,null,1532,null,8829,null,1506,null,594,null,414,null,14731,null,2068,null,10875,null,1608,null,43650,null,3706,null,13513,null,1863,null,11639,null,1926,null,15804,null,2122,null,0,null,289,null,93,null,111,null,2601,null,979,null,0400000US72,Puerto Rico,72
