B24082_001E,B24082_001EA,B24082_001M,B24082_001MA,B24082_002E,B24082_002EA,B24082_002M,B24082_002MA,B24082_003E,B24082_003EA,B24082_003M,B24082_003MA,B24082_004E,B24082_004EA,B24082_004M,B24082_004MA,B24082_005E,B24082_005EA,B24082_005M,B24082_005MA,B24082_006E,B24082_006EA,B24082_006M,B24082_006MA,B24082_007E,B24082_007EA,B24082_007M,B24082_007MA,B24082_008E,B24082_008EA,B24082_008M,B24082_008MA,B24082_009E,B24082_009EA,B24082_009M,B24082_009MA,B24082_010E,B24082_010EA,B24082_010M,B24082_010MA,B24082_011E,B24082_011EA,B24082_011M,B24082_011MA,B24082_012E,B24082_012EA,B24082_012M,B24082_012MA,B24082_013E,B24082_013EA,B24082_013M,B24082_013MA,B24082_014E,B24082_014EA,B24082_014M,B24082_014MA,B24082_015E,B24082_015EA,B24082_015M,B24082_015MA,B24082_016E,B24082_016EA,B24082_016M,B24082_016MA,B24082_017E,B24082_017EA,B24082_017M,B24082_017MA,B24082_018E,B24082_018EA,B24082_018M,B24082_018MA,GEO_ID,NAME,state
35593,null,473,null,35094,null,605,null,33871,null,846,null,52359,null,3552,null,36251,null,2422,null,35879,null,1823,null,40703,null,2720,null,55724,null,4340,null,27510,null,3855,null,23085,null,484,null,21522,null,336,null,21412,null,339,null,30439,null,4683,null,23548,null,1558,null,32230,null,1636,null,34495,null,2539,null,46321,null,1861,null,15234,null,1788,null,0400000US01,Alabama,01
42323,null,1595,null,39831,null,2526,null,38741,null,2893,null,67063,null,14258,null,41146,null,8581,null,42218,null,3708,null,52085,null,5152,null,58758,null,8852,null,35928,null,6783,null,30252,null,997,null,26197,null,1520,null,25861,null,1565,null,31290,null,3436,null,31898,null,1657,null,33153,null,3783,null,37054,null,3147,null,42663,null,5154,null,15350,null,7338,null,0400000US02,Alaska,02
35699,null,323,null,34863,null,729,null,33341,null,889,null,57341,null,4508,null,35830,null,2010,null,42015,null,1192,null,41197,null,1434,null,52163,null,1922,null,30094,null,2288,null,26959,null,371,null,25526,null,383,null,25261,null,400,null,32002,null,2488,null,31750,null,866,null,32081,null,971,null,33738,null,1527,null,45230,null,3802,null,16770,null,1827,null,0400000US04,Arizona,04
31555,null,457,null,31410,null,535,null,30993,null,557,null,47709,null,6734,null,29572,null,2541,null,33370,null,1330,null,35415,null,2835,null,49009,null,2930,null,25387,null,1973,null,21673,null,381,null,20678,null,433,null,20536,null,444,null,24400,null,1848,null,23680,null,1320,null,28771,null,2436,null,30121,null,1886,null,37101,null,4690,null,12090,null,1047,null,0400000US05,Arkansas,05
39941,null,361,null,36895,null,202,null,35997,null,200,null,71788,null,1553,null,40530,null,869,null,56904,null,885,null,56853,null,1816,null,56114,null,1112,null,32664,null,1587,null,29414,null,316,null,26675,null,205,null,26403,null,208,null,40430,null,1548,null,35456,null,459,null,39295,null,1051,null,40349,null,879,null,49503,null,1342,null,18401,null,885,null,0400000US06,California,06
40282,null,341,null,39619,null,888,null,37525,null,771,null,53646,null,4747,null,40381,null,1976,null,46005,null,2126,null,45669,null,2738,null,62435,null,3663,null,30876,null,1485,null,28078,null,625,null,26641,null,525,null,26433,null,542,null,31960,null,1789,null,30880,null,858,null,33729,null,2073,null,37238,null,2714,null,49531,null,3720,null,16796,null,1893,null,0400000US08,Colorado,08
50255,null,460,null,50076,null,796,null,48499,null,1240,null,73956,null,8572,null,41271,null,2702,null,55365,null,3966,null,60864,null,1906,null,57450,null,4644,null,40811,null,1879,null,32616,null,700,null,31430,null,419,null,31284,null,424,null,39976,null,5882,null,37182,null,1384,null,41573,null,2109,null,47835,null,2975,null,48030,null,5098,null,21035,null,1369,null,0400000US09,Connecticut,09
40524,null,809,null,40068,null,1396,null,38746,null,1787,null,65117,null,8936,null,36532,null,2492,null,44898,null,4154,null,45886,null,2120,null,49973,null,10748,null,36847,null,10221,null,30124,null,898,null,28628,null,1446,null,28660,null,1430,null,26541,null,11864,null,31576,null,2597,null,40371,null,4638,null,33665,null,2781,null,39288,null,13376,null,17463,null,4614,null,0400000US10,Delaware,10
50207,null,2155,null,41632,null,1578,null,40537,null,1903,null,84929,null,16229,null,51910,null,6093,null,43589,null,7012,null,51297,null,10884,null,84952,null,7718,null,61716,null,27416,null,41322,null,1138,null,35208,null,2096,null,34897,null,2070,null,67331,null,44144,null,42007,null,4041,null,40867,null,3426,null,39320,null,11208,null,57073,null,4681,null,31398,null,6281,null,0400000US11,District of Columbia,11
34342,null,357,null,33121,null,409,null,31981,null,191,null,47552,null,2517,null,33722,null,2045,null,42978,null,1076,null,39607,null,1597,null,51918,null,657,null,23658,null,1486,null,26241,null,215,null,25019,null,265,null,24670,null,315,null,31929,null,757,null,30248,null,675,null,35740,null,464,null,33191,null,1015,null,45236,null,2741,null,15446,null,652,null,0400000US12,Florida,12
