B24082_001E,B24082_001EA,B24082_001M,B24082_001MA,B24082_002E,B24082_002EA,B24082_002M,B24082_002MA,B24082_003E,B24082_003EA,B24082_003M,B24082_003MA,B24082_004E,B24082_004EA,B24082_004M,B24082_004MA,B24082_005E,B24082_005EA,B24082_005M,B24082_005MA,B24082_006E,B24082_006EA,B24082_006M,B24082_006MA,B24082_007E,B24082_007EA,B24082_007M,B24082_007MA,B24082_008E,B24082_008EA,B24082_008M,B24082_008MA,B24082_009E,B24082_009EA,B24082_009M,B24082_009MA,B24082_010E,B24082_010EA,B24082_010M,B24082_010MA,B24082_011E,B24082_011EA,B24082_011M,B24082_011MA,B24082_012E,B24082_012EA,B24082_012M,B24082_012MA,B24082_013E,B24082_013EA,B24082_013M,B24082_013MA,B24082_014E,B24082_014EA,B24082_014M,B24082_014MA,B24082_015E,B24082_015EA,B24082_015M,B24082_015MA,B24082_016E,B24082_016EA,B24082_016M,B24082_016MA,B24082_017E,B24082_017EA,B24082_017M,B24082_017MA,B24082_018E,B24082_018EA,B24082_018M,B24082_018MA,GEO_ID,NAME,state
36629,null,325,null,36170,null,361,null,35315,null,369,null,52647,null,5753,null,39085,null,2795,null,40127,null,1060,null,37412,null,2544,null,56833,null,3404,null,30586,null,677,null,27046,null,280,null,25664,null,374,null,25379,null,390,null,35549,null,2203,null,30331,null,768,null,32303,null,1121,null,31560,null,900,null,45443,null,1565,null,16378,null,1180,null,0400000US13,Georgia,13
39019,null,1866,null,36218,null,995,null,35501,null,1127,null,50937,null,10398,null,37036,null,7571,null,50115,null,4541,null,42036,null,1882,null,60268,null,3168,null,32484,null,6254,null,30231,null,575,null,26421,null,810,null,26306,null,805,null,39082,null,17785,null,34573,null,2448,null,37079,null,4043,null,37187,null,2659,null,44784,null,4793,null,20732,null,3661,null,0400000US15,Hawaii,15
34845,null,873,null,33783,null,963,null,32825,null,919,null,49782,null,4157,null,29475,null,3957,null,41293,null,1293,null,39205,null,3021,null,52907,null,4556,null,26706,null,3160,null,21017,null,543,null,19537,null,823,null,19435,null,830,null,22474,null,5367,null,25111,null,1501,null,28650,null,3784,null,31557,null,2441,null,41441,null,3797,null,12002,null,1023,null,0400000US16,Idaho,16
41246,null,218,null,40736,null,231,null,40141,null,271,null,60154,null,3997,null,40858,null,1140,null,51078,null,970,null,48484,null,1844,null,56139,null,1632,null,31494,null,763,null,27535,null,339,null,25961,null,289,null,25775,null,302,null,32478,null,3497,null,31654,null,518,null,36161,null,819,null,37029,null,1142,null,48898,null,2633,null,16164,null,982,null,0400000US17,Illinois,17
37901,null,651,null,38402,null,693,null,37494,null,616,null,53368,null,4784,null,34519,null,2420,null,40538,null,904,null,36301,null,1531,null,54129,null,2427,null,30207,null,1460,null,24568,null,262,null,23385,null,361,null,23384,null,382,null,23446,null,2797,null,26787,null,793,null,29054,null,1090,null,30420,null,947,null,41724,null,2441,null,13093,null,1401,null,0400000US18,Indiana,18
35666,null,426,null,35243,null,458,null,34746,null,647,null,46526,null,3360,null,31470,null,1735,null,40909,null,886,null,44284,null,2361,null,51547,null,1618,null,28729,null,2061,null,23802,null,419,null,22642,null,475,null,22632,null,488,null,23009,null,2471,null,26020,null,956,null,28162,null,1559,null,34560,null,1636,null,44800,null,3514,null,12242,null,756,null,0400000US19,Iowa,19
36996,null,500,null,37163,null,595,null,36782,null,561,null,51979,null,3644,null,34259,null,3636,null,40573,null,1245,null,35915,null,2093,null,54994,null,2775,null,28899,null,3814,null,24301,null,436,null,23034,null,672,null,22788,null,656,null,29545,null,3000,null,26309,null,1156,null,28298,null,1549,null,29517,null,1765,null,39923,null,2291,null,14875,null,1461,null,0400000US20,Kansas,20
34620,null,632,null,34521,null,747,null,33789,null,770,null,51176,null,2240,null,34500,null,3824,null,35499,null,1353,null,38480,null,2430,null,51727,null,1539,null,24827,null,2219,null,23478,null,392,null,21873,null,349,null,21759,null,359,null,26505,null,2622,null,28023,null,1373,null,27535,null,1858,null,31724,null,1062,null,39935,null,3006,null,11831,null,695,null,0400000US21,Kentucky,21
37530,null,909,null,39037,null,1301,null,37724,null,1179,null,51026,null,1311,null,33233,null,3890,null,35699,null,1963,null,39356,null,2941,null,50478,null,2579,null,30821,null,1469,null,22427,null,397,null,21041,null,356,null,20906,null,371,null,25149,null,3379,null,24945,null,1455,null,30812,null,1204,null,32075,null,1446,null,39685,null,2788,null,15813,null,1585,null,0400000US22,Louisiana,22
35260,null,560,null,34971,null,1008,null,34168,null,1409,null,41884,null,3026,null,37442,null,4820,null,40218,null,2823,null,37993,null,2757,null,54927,null,5368,null,28093,null,3260,null,23607,null,646,null,21809,null,574,null,21654,null,582,null,26868,null,2626,null,27081,null,1008,null,30267,null,2613,null,31979,null,2557,null,40839,null,4713,null,15028,null,2649,null,0400000US23,Maine,23
46430,null,495,null,42234,null,467,null,41520,null,442,null,61160,null,2249,null,47009,null,1699,null,49979,null,1591,null,50384,null,1570,null,81339,null,2172,null,32355,null,3107,null,35419,null,400,null,30567,null,348,null,30437,null,356,null,35317,null,2998,null,37914,null,1187,null,42353,null,1169,null,40245,null,1411,null,67846,null,2495,null,18177,null,2567,null,0400000US24,Maryland,24
47201,null,482,null,46585,null,580,null,45667,null,574,null,61668,null,1470,null,47092,null,1944,null,52433,null,1452,null,55409,null,2583,null,56502,null,2327,null,37167,null,2831,null,32079,null,299,null,30503,null,375,null,30377,null,382,null,37293,null,4046,null,37602,null,1384,null,38505,null,2103,null,42521,null,2155,null,47393,null,2879,null,20670,null,1141,null,0400000US25,Massachusetts,25
39561,null,625,null,39151,null,739,null,37954,null,730,null,51319,null,901,null,39580,null,1996,null,46585,null,1324,null,51577,null,1166,null,57302,null,3637,null,25474,null,1156,null,24391,null,257,null,22211,null,204,null,22114,null,205,null,27443,null,2757,null,30312,null,524,null,33472,null,1253,null,38729,null,2177,null,50136,null,1192,null,12088,null,480,null,0400000US26,Michigan,26
41289,null,225,null,41110,null,270,null,40667,null,273,null,52004,null,952,null,40381,null,1976,null,47654,null,1388,null,47404,null,2279,null,51595,null,970,null,31159,null,782,null,28090,null,399,null,26739,null,325,null,26674,null,325,null,30613,null,2269,null,31172,null,619,null,34067,null,1580,null,36648,null,1001,null,42676,null,3922,null,15762,null,1011,null,0400000US27,Minnesota,27
32259,null,457,null,32287,null,582,null,31803,null,481,null,50334,null,3843,null,26803,null,4093,null,32519,null,1985,null,34182,null,2604,null,52491,null,2185,null,29471,null,4774,null,21748,null,387,null,20577,null,444,null,20484,null,458,null,26265,null,6671,null,22455,null,2094,null,27202,null,2409,null,28709,null,1390,null,36543,null,3719,null,12121,null,1587,null,0400000US28,Mississippi,28
35762,null,363,null,36180,null,404,null,35549,null,433,null,51634,null,1979,null,35392,null,1530,null,37597,null,1650,null,34439,null,2160,null,54898,null,2246,null,24359,null,1709,null,24800,null,343,null,23121,null,385,null,22983,null,396,null,29402,null,3456,null,29246,null,1319,null,31163,null,817,null,29879,null,947,null,41699,null,2113,null,12388,null,1163,null,0400000US29,Missouri,29
31763,null,635,null,31365,null,731,null,30897,null,766,null,39887,null,4863,null,23747,null,2675,null,36132,null,2645,null,40295,null,4005,null,51289,null,2551,null,25311,null,1860,null,21679,null,575,null,19582,null,969,null,19338,null,1025,null,22259,null,2958,null,25356,null,1650,null,28160,null,1857,null,29671,null,2805,null,40452,null,6054,null,13846,null,2655,null,0400000US30,Montana,30
35046,null,598,null,34684,null,783,null,33880,null,758,null,45059,null,4312,null,32685,null,4180,null,40765,null,1426,null,38428,null,4151,null,54119,null,10235,null,29254,null,2524,null,23366,null,412,null,22429,null,412,null,22430,null,422,null,22384,null,3409,null,26296,null,1361,null,28339,null,2019,null,30066,null,1670,null,40000,null,5232,null,12036,null,1066,null,0400000US31,Nebraska,31
38742,null,1236,null,36805,null,599,null,36079,null,604,null,61396,null,3872,null,33392,null,3506,null,55794,null,4876,null,55803,null,2978,null,56629,null,5326,null,31080,null,2650,null,29001,null,735,null,27404,null,593,null,27172,null,524,null,37158,null,3192,null,27321,null,1814,null,40140,null,1512,null,39955,null,2094,null,42671,null,6616,null,17442,null,4885,null,0400000US32,Nevada,32
43609,null,1921,null,43931,null,2202,null,42261,null,1043,null,59382,null,5551,null,40181,null,4718,null,51337,null,1795,null,46853,null,6981,null,57112,null,4311,null,36787,null,2117,null,28237,null,831,null,26682,null,744,null,26507,null,762,null,31684,null,6977,null,31526,null,1034,null,33917,null,3629,null,31403,null,2345,null,51654,null,4066,null,18747,null,4536,null,0400000US33,New Hampshire,33
49293,null,772,null,47544,null,779,null,46498,null,439,null,67119,null,4672,null,46403,null,2524,null,55193,null,2151,null,61270,null,1804,null,57376,null,2595,null,39729,null,2369,null,33705,null,660,null,31437,null,282,null,31285,null,294,null,40796,null,2260,null,36486,null,957,null,44979,null,1229,null,47152,null,1507,null,51751,null,1176,null,18015,null,2100,null,0400000US34,New Jersey,34
31976,null,534,null,30840,null,549,null,30388,null,586,null,48511,null,7666,null,34012,null,3067,null,35306,null,2009,null,37844,null,6071,null,54672,null,4035,null,26233,null,2013,null,22150,null,466,null,19756,null,532,null,19391,null,534,null,33413,null,5109,null,25586,null,1588,null,26871,null,2445,null,29814,null,2344,null,42201,null,2865,null,14453,null,2985,null,0400000US35,New Mexico,35
40920,null,187,null,39034,null,527,null,37322,null,280,null,60364,null,1579,null,40665,null,900,null,52525,null,1000,null,55206,null,1378,null,52059,null,595,null,30273,null,754,null,30921,null,195,null,27958,null,349,null,27598,null,340,null,39499,null,3479,null,33764,null,758,null,39850,null,988,null,40689,null,979,null,49166,null,1560,null,17154,null,831,null,0400000US36,New York,36
34446,null,571,null,34011,null,723,null,32760,null,682,null,50542,null,964,null,35391,null,2006,null,37869,null,1288,null,38460,null,2095,null,51780,null,1579,null,27966,null,1685,null,25516,null,303,null,23280,null,390,null,23076,null,391,null,31491,null,1448,null,30225,null,900,null,32087,null,617,null,33136,null,885,null,41974,null,3037,null,15213,null,904,null,0400000US37,North Carolina,37
35834,null,814,null,35155,null,1243,null,34199,null,1737,null,52482,null,10433,null,31439,null,4679,null,35761,null,3037,null,37448,null,5140,null,51026,null,2330,null,36765,null,3338,null,22099,null,654,null,20367,null,913,null,20186,null,1017,null,25325,null,6239,null,24730,null,1423,null,27595,null,2370,null,30394,null,3172,null,31308,null,4753,null,12322,null,2795,null,0400000US38,North Dakota,38
37625,null,449,null,37152,null,310,null,36642,null,311,null,51938,null,1311,null,39389,null,2286,null,45041,null,983,null,43457,null,2091,null,58547,null,2582,null,26525,null,970,null,24880,null,260,null,22770,null,300,null,22692,null,303,null,26542,null,1253,null,30015,null,684,null,32218,null,478,null,36166,null,1043,null,46758,null,2034,null,13192,null,1445,null,0400000US39,Ohio,39
32481,null,604,null,32198,null,377,null,31503,null,379,null,53636,null,5995,null,32662,null,3593,null,33797,null,2958,null,39875,null,1824,null,52090,null,1550,null,24769,null,1910,null,22447,null,362,null,20974,null,313,null,20861,null,322,null,24736,null,3875,null,25273,null,1711,null,28849,null,2388,null,30835,null,930,null,42334,null,3004,null,13270,null,1831,null,0400000US40,Oklahoma,40
36504,null,466,null,35550,null,533,null,34842,null,817,null,50446,null,2160,null,34454,null,3144,null,50315,null,1579,null,45435,null,2427,null,56335,null,2531,null,30310,null,1591,null,24945,null,461,null,23163,null,620,null,22976,null,632,null,29744,null,3708,null,29830,null,1531,null,34423,null,1585,null,33611,null,2069,null,44695,null,5434,null,15670,null,1453,null,0400000US41,Oregon,41
40337,null,190,null,39945,null,408,null,38760,null,491,null,59895,null,3190,null,40108,null,923,null,45164,null,1219,null,43154,null,1596,null,54720,null,1520,null,30818,null,609,null,26172,null,201,null,24474,null,290,null,24384,null,300,null,29903,null,4228,null,30502,null,469,null,34087,null,1557,null,35886,null,1418,null,48210,null,1669,null,13603,null,975,null,0400000US42,Pennsylvania,42
41449,null,775,null,40327,null,1231,null,39166,null,2094,null,61280,null,4037,null,36383,null,2029,null,60243,null,7277,null,60506,null,3965,null,63112,null,11893,null,37997,null,4736,null,28907,null,1200,null,25777,null,1019,null,25645,null,1018,null,32373,null,6369,null,32600,null,2047,null,45405,null,6188,null,39897,null,5195,null,44775,null,9086,null,18075,null,3653,null,0400000US44,Rhode Island,44
35188,null,425,null,34320,null,795,null,33016,null,834,null,51636,null,2099,null,38238,null,4008,null,36910,null,1240,null,40271,null,2114,null,53380,null,3118,null,28009,null,2762,null,24420,null,493,null,22581,null,515,null,22389,null,408,null,30412,null,2093,null,24955,null,986,null,31354,null,1444,null,30864,null,1147,null,40700,null,3111,null,15859,null,1472,null,0400000US45,South Carolina,45
33622,null,1204,null,33000,null,1512,null,32169,null,888,null,50315,null,2930,null,31624,null,3134,null,35200,null,2470,null,40527,null,5063,null,50170,null,6204,null,31514,null,944,null,22517,null,631,null,20773,null,695,null,20741,null,711,null,21687,null,5575,null,26542,null,2201,null,27201,null,1911,null,25222,null,1635,null,36553,null,3432,null,15966,null,1226,null,0400000US46,South Dakota,46
33918,null,590,null,33101,null,732,null,32309,null,366,null,61527,null,3938,null,36215,null,1850,null,36922,null,958,null,35872,null,1833,null,56519,null,2141,null,27453,null,2236,null,24519,null,331,null,22810,null,413,null,22706,null,407,null,29468,null,3664,null,26806,null,1079,null,31851,null,669,null,30736,null,852,null,43086,null,3254,null,14306,null,1683,null,0400000US47,Tennessee,47
35494,null,178,null,35092,null,202,null,33997,null,371,null,60408,null,1862,null,34953,null,1329,null,40907,null,566,null,39240,null,1435,null,53736,null,1662,null,27433,null,1135,null,25058,null,192,null,23273,null,254,null,23072,null,260,null,31545,null,1550,null,27291,null,719,null,34486,null,1010,null,32488,null,764,null,43776,null,2127,null,14767,null,831,null,0400000US48,Texas,48
36936,null,455,null,35894,null,505,null,34883,null,927,null,56042,null,8650,null,31390,null,5541,null,41536,null,1801,null,43297,null,3290,null,53482,null,2992,null,33323,null,3503,null,21337,null,370,null,20392,null,402,null,20274,null,400,null,25256,null,4039,null,25490,null,1319,null,27176,null,2176,null,30224,null,1368,null,42642,null,3525,null,10112,null,1289,null,0400000US49,Utah,49
35598,null,824,null,35494,null,1048,null,34896,null,1168,null,44889,null,7184,null,32671,null,4416,null,41476,null,2462,null,42124,null,5199,null,51460,null,5038,null,26136,null,1675,null,24981,null,848,null,23019,null,1110,null,23099,null,1017,null,20301,null,8299,null,31153,null,1750,null,30087,null,4089,null,36354,null,5704,null,39988,null,4293,null,15129,null,2716,null,0400000US50,Vermont,50
42273,null,255,null,40686,null,322,null,39875,null,584,null,61171,null,1498,null,44451,null,2454,null,41759,null,849,null,45226,null,1714,null,84358,null,2246,null,31590,null,895,null,30146,null,288,null,26258,null,380,null,26036,null,391,null,35122,null,2059,null,34209,null,2047,null,35250,null,822,null,33045,null,1428,null,68629,null,3523,null,16546,null,1115,null,0400000US51,Virginia,51
43473,null,803,null,42028,null,406,null,41352,null,415,null,60725,null,2340,null,41425,null,1042,null,54514,null,1765,null,48012,null,2283,null,59977,null,1913,null,33394,null,2867,null,28264,null,493,null,25795,null,406,null,25670,null,412,null,30239,null,3423,null,33040,null,1446,null,35409,null,1280,null,38148,null,1825,null,47511,null,2803,null,18326,null,2140,null,0400000US53,Washington,53
33473,null,1408,null,33268,null,1660,null,32676,null,1454,null,45216,null,10319,null,30176,null,2902,null,33959,null,2427,null,33032,null,2608,null,55208,null,4444,null,27306,null,5686,null,21655,null,492,null,19256,null,995,null,19111,null,991,null,23975,null,4284,null,26262,null,1385,null,26729,null,2269,null,27835,null,2340,null,42109,null,3058,null,10763,null,1511,null,0400000US54,West Virginia,54
38462,null,551,null,37923,null,588,null,37345,null,388,null,50379,null,1518,null,35218,null,1610,null,47368,null,1211,null,47752,null,1933,null,54720,null,2519,null,26357,null,990,null,25560,null,278,null,24131,null,312,null,24054,null,315,null,27731,null,3444,null,29490,null,1044,null,33811,null,1092,null,36544,null,1372,null,45288,null,2928,null,11920,null,600,null,0400000US55,Wisconsin,55
42624,null,2070,null,42637,null,2262,null,41860,null,1332,null,54694,null,13520,null,33518,null,6144,null,45748,null,1828,null,48473,null,4530,null,47666,null,4269,null,29284,null,4467,null,22496,null,1081,null,20935,null,765,null,20680,null,771,null,36394,null,13494,null,23067,null,2425,null,29204,null,2836,null,35452,null,2855,null,43033,null,9638,null,15546,null,4234,null,0400000US56,Wyoming,56
15664,null,312,null,14257,null,191,null,14088,null,209,null,18867,null,2531,null,20820,null,2203,null,14196,null,600,null,25047,null,822,null,35384,null,3467,null,12311,null,1187,null,15990,null,326,null,13789,null,360,null,13685,null,360,null,18435,null,1666,null,17047,null,1325,null,14946,null,846,null,23594,null,603,null,27125,null,7320,null,10444,null,980,null,0400000US72,Puerto Rico,72
