C14006_001E,C14006_001EA,C14006_001M,C14006_001MA,C14006_002E,C14006_002EA,C14006_002M,C14006_002MA,C14006_003E,C14006_003EA,C14006_003M,C14006_003MA,C14006_004E,C14006_004EA,C14006_004M,C14006_004MA,C14006_005E,C14006_005EA,C14006_005M,C14006_005MA,C14006_006E,C14006_006EA,C14006_006M,C14006_006MA,C14006_007E,C14006_007EA,C14006_007M,C14006_007MA,C14006_008E,C14006_008EA,C14006_008M,C14006_008MA,C14006_009E,C14006_009EA,C14006_009M,C14006_009MA,C14006_010E,C14006_010EA,C14006_010M,C14006_010MA,C14006_011E,C14006_011EA,C14006_011M,C14006_011MA,C14006_012E,C14006_012EA,C14006_012M,C14006_012MA,C14006_013E,C14006_013EA,C14006_013M,C14006_013MA,C14006_014E,C14006_014EA,C14006_014M,C14006_014MA,C14006_015E,C14006_015EA,C14006_015M,C14006_015MA,C14006_016E,C14006_016EA,C14006_016M,C14006_016MA,C14006_017E,C14006_017EA,C14006_017M,C14006_017MA,GEO_ID,NAME,state
4360949,null,5731,null,663590,null,20541,null,225104,null,10312,null,27095,null,2655,null,52191,null,4105,null,49560,null,4507,null,40754,null,3869,null,55504,null,4507,null,438486,null,14129,null,3697359,null,21036,null,898859,null,13717,null,102535,null,5103,null,193904,null,6768,null,203354,null,7072,null,205917,null,5663,null,193149,null,6565,null,2798500,null,14464,null,0400000US01,Alabama,01
637508,null,1804,null,51383,null,5001,null,17637,null,2564,null,2021,null,530,null,4503,null,918,null,3469,null,858,null,3516,null,1068,null,4128,null,1177,null,33746,null,3600,null,586125,null,5238,null,170196,null,4700,null,16282,null,1801,null,35040,null,2065,null,34344,null,2781,null,40134,null,2517,null,44396,null,3271,null,415929,null,4499,null,0400000US02,Alaska,02
6068525,null,6848,null,864760,null,25526,null,307938,null,12482,null,33073,null,3794,null,73077,null,5084,null,66760,null,5660,null,68420,null,4874,null,66608,null,5283,null,556822,null,17396,null,5203765,null,26012,null,1327437,null,19182,null,137270,null,7063,null,286453,null,8982,null,291395,null,7823,null,290150,null,6740,null,322169,null,10695,null,3876328,null,18919,null,0400000US04,Arizona,04
2659547,null,4436,null,446138,null,17455,null,159682,null,9296,null,24104,null,2762,null,36771,null,3258,null,36261,null,2864,null,28420,null,3025,null,34126,null,4097,null,286456,null,10569,null,2213409,null,17741,null,525306,null,12153,null,65758,null,5064,null,118914,null,4277,null,110729,null,4564,null,122490,null,4180,null,107415,null,6057,null,1688103,null,11427,null,0400000US05,Arkansas,05
34377487,null,13992,null,4449434,null,70690,null,1755533,null,34454,null,188654,null,7298,null,360359,null,11485,null,355223,null,12218,null,385360,null,13181,null,465937,null,15667,null,2693901,null,44008,null,29928053,null,71486,null,8342268,null,45402,null,893155,null,14192,null,1579999,null,14664,null,1679912,null,17598,null,1863525,null,20476,null,2325677,null,26629,null,21585785,null,52539,null,0400000US06,California,06
4625445,null,5566,null,513997,null,21314,null,185035,null,11880,null,21449,null,3730,null,34621,null,4074,null,31956,null,3385,null,33461,null,3541,null,63548,null,5275,null,328962,null,13598,null,4111448,null,21991,null,1052079,null,13568,null,131934,null,6088,null,223681,null,6287,null,217001,null,7056,null,227330,null,4833,null,252133,null,8111,null,3059369,null,15697,null,0400000US08,Colorado,08
3266939,null,4382,null,295152,null,13746,null,103224,null,8594,null,9326,null,1654,null,23345,null,3084,null,18352,null,2677,null,23846,null,2947,null,28355,null,4406,null,191928,null,7796,null,2971787,null,14034,null,771350,null,11260,null,92261,null,4563,null,148413,null,5203,null,164751,null,5545,null,180100,null,4752,null,185825,null,6626,null,2200437,null,10422,null,0400000US09,Connecticut,09
815083,null,2149,null,80392,null,6622,null,30484,null,3799,null,3575,null,1218,null,6202,null,1464,null,5587,null,1803,null,5655,null,1755,null,9465,null,1806,null,49908,null,4045,null,734691,null,7030,null,184252,null,4916,null,22343,null,2189,null,36717,null,2681,null,39633,null,2802,null,39730,null,2255,null,45829,null,3150,null,550439,null,6016,null,0400000US10,Delaware,10
540807,null,1759,null,91998,null,7011,null,35179,null,4050,null,4452,null,1285,null,6503,null,1497,null,5523,null,1646,null,6453,null,1548,null,12248,null,1940,null,56819,null,4680,null,448809,null,7489,null,97916,null,5999,null,12721,null,2005,null,17267,null,2198,null,15184,null,2002,null,20458,null,2299,null,32286,null,3441,null,350893,null,5452,null,0400000US11,District of Columbia,11
17251174,null,10924,null,2224294,null,38834,null,713010,null,18850,null,89242,null,6436,null,164131,null,7629,null,140573,null,8267,null,133405,null,7402,null,185659,null,8882,null,1511284,null,28475,null,15026880,null,39462,null,3470435,null,28027,null,407072,null,11991,null,690246,null,13258,null,729283,null,14392,null,768208,null,12226,null,875626,null,19252,null,11556445,null,34079,null,0400000US12,Florida,12
8996256,null,8663,null,1275226,null,29040,null,470638,null,15613,null,64742,null,5427,null,105709,null,6159,null,100597,null,6755,null,89928,null,5320,null,109662,null,7155,null,804588,null,20331,null,7721030,null,30702,null,2065152,null,22590,null,272144,null,8317,null,441104,null,10306,null,445786,null,10373,null,460337,null,10070,null,445781,null,11618,null,5655878,null,22706,null,0400000US13,Georgia,13
1211114,null,3234,null,108779,null,8509,null,37000,null,4540,null,3693,null,974,null,4743,null,1414,null,5117,null,1293,null,6521,null,1575,null,16926,null,3479,null,71779,null,5848,null,1102335,null,8426,null,263920,null,6640,null,32011,null,2986,null,52521,null,2957,null,54444,null,3282,null,59628,null,2947,null,65316,null,4275,null,838415,null,6506,null,0400000US15,Hawaii,15
1415722,null,2571,null,172089,null,11852,null,63408,null,6057,null,6154,null,1276,null,12625,null,2090,null,10739,null,1770,null,11469,null,1921,null,22421,null,2940,null,108681,null,7792,null,1243633,null,12258,null,333893,null,7360,null,41435,null,2876,null,71714,null,3773,null,73053,null,3845,null,77916,null,3223,null,69775,null,4483,null,909740,null,9441,null,0400000US16,Idaho,16
12042266,null,8718,null,1419361,null,24082,null,553677,null,15131,null,74265,null,4819,null,115023,null,5656,null,108550,null,5997,null,101318,null,5838,null,154521,null,7961,null,865684,null,17029,null,10622905,null,25150,null,2811705,null,19437,null,352067,null,8814,null,561587,null,9799,null,576277,null,10803,null,639773,null,9087,null,682001,null,11527,null,7811200,null,24112,null,0400000US17,Illinois,17
5919257,null,5447,null,745952,null,19138,null,274773,null,11056,null,34320,null,3071,null,62051,null,4639,null,55892,null,4982,null,43597,null,3264,null,78913,null,4926,null,471179,null,14177,null,5173305,null,20095,null,1292196,null,14225,null,150987,null,5678,null,273519,null,6715,null,294645,null,7218,null,302973,null,5412,null,270072,null,8433,null,3881109,null,16443,null,0400000US18,Indiana,18
2780436,null,3385,null,311986,null,12008,null,131275,null,6734,null,13644,null,2007,null,24601,null,2720,null,16203,null,2044,null,20169,null,2353,null,56658,null,3406,null,180711,null,7583,null,2468450,null,13126,null,602052,null,8626,null,77231,null,3846,null,126096,null,4206,null,132838,null,3910,null,147437,null,4018,null,118450,null,4688,null,1866398,null,9633,null,0400000US19,Iowa,19
2595491,null,4473,null,283956,null,11491,null,116209,null,7382,null,13320,null,1739,null,20663,null,2559,null,18785,null,2382,null,17487,null,2251,null,45954,null,4071,null,167747,null,6712,null,2311535,null,12237,null,610267,null,9203,null,74104,null,3435,null,131329,null,3832,null,128278,null,4566,null,139774,null,4541,null,136782,null,6184,null,1701268,null,11395,null,0400000US20,Kansas,20
3990839,null,5205,null,672836,null,19975,null,213737,null,9581,null,27562,null,2438,null,51364,null,3986,null,45600,null,3960,null,40084,null,3846,null,49127,null,3889,null,459099,null,14621,null,3318003,null,19659,null,788318,null,11044,null,93462,null,5282,null,168088,null,5619,null,170816,null,5692,null,180827,null,5059,null,175125,null,6568,null,2529685,null,14498,null,0400000US21,Kentucky,21
4110033,null,5785,null,689535,null,22671,null,256616,null,12820,null,39200,null,3689,null,64836,null,4529,null,52335,null,4411,null,43813,null,4363,null,56432,null,5344,null,432919,null,14619,null,3420498,null,22939,null,868587,null,14286,null,110177,null,5884,null,181925,null,6030,null,195994,null,5990,null,194494,null,5511,null,185997,null,8591,null,2551911,null,17574,null,0400000US22,Louisiana,22
1236954,null,2078,null,149508,null,7669,null,45264,null,4288,null,4743,null,1001,null,8829,null,1163,null,8428,null,1597,null,9102,null,1376,null,14162,null,2126,null,104244,null,4947,null,1087446,null,7747,null,233393,null,5605,null,23148,null,1991,null,45888,null,2755,null,53768,null,3066,null,57876,null,2555,null,52713,null,2924,null,854053,null,6510,null,0400000US23,Maine,23
5279002,null,4997,null,415627,null,14247,null,143697,null,8494,null,16703,null,2592,null,29104,null,3734,null,25198,null,3604,null,29026,null,3543,null,43666,null,4108,null,271930,null,8648,null,4863375,null,14131,null,1305294,null,14634,null,154214,null,5166,null,235746,null,7045,null,268877,null,7090,null,290756,null,6122,null,355701,null,10482,null,3558081,null,14617,null,0400000US24,Maryland,24
6046027,null,4451,null,595328,null,19277,null,207740,null,10145,null,23013,null,2679,null,37457,null,3155,null,36008,null,4043,null,38224,null,3790,null,73038,null,7248,null,387588,null,12869,null,5450699,null,19201,null,1371697,null,12315,null,177148,null,5359,null,264331,null,7430,null,281146,null,6607,null,301922,null,6570,null,347150,null,9665,null,4079002,null,17231,null,0400000US25,Massachusetts,25
9402741,null,5990,null,1325664,null,22436,null,516374,null,12588,null,55237,null,4331,null,100814,null,4934,null,97410,null,4747,null,101570,null,5466,null,161343,null,7412,null,809290,null,16259,null,8077077,null,23427,null,2117413,null,15538,null,224788,null,6656,null,409105,null,8067,null,435654,null,8580,null,498846,null,6789,null,549020,null,10171,null,5959664,null,19313,null,0400000US26,Michigan,26
4882738,null,4257,null,459977,null,13404,null,171872,null,7611,null,17101,null,2505,null,27669,null,2608,null,25987,null,2552,null,33580,null,2968,null,67535,null,5375,null,288105,null,9029,null,4422761,null,13920,null,1115931,null,11832,null,136073,null,4289,null,230885,null,6419,null,239428,null,6006,null,262629,null,4415,null,246916,null,7319,null,3306830,null,12883,null,0400000US27,Minnesota,27
2709230,null,4048,null,560420,null,22086,null,221170,null,11029,null,33533,null,3988,null,53619,null,4596,null,47760,null,4210,null,41009,null,3494,null,45249,null,4490,null,339250,null,14699,null,2148810,null,22109,null,554910,null,12956,null,67116,null,4398,null,110465,null,5199,null,119237,null,5398,null,129890,null,5478,null,128202,null,6147,null,1593900,null,16095,null,0400000US28,Mississippi,28
5506751,null,6100,null,710962,null,17305,null,258461,null,10356,null,31066,null,2811,null,56176,null,4772,null,44822,null,3511,null,52530,null,3705,null,73867,null,4607,null,452501,null,12524,null,4795789,null,19161,null,1180949,null,13086,null,138080,null,5868,null,242870,null,6581,null,258306,null,5964,null,272962,null,5227,null,268731,null,8089,null,3614840,null,16215,null,0400000US29,Missouri,29
907111,null,2478,null,129237,null,8005,null,46932,null,4471,null,4994,null,1359,null,10491,null,1726,null,6840,null,1522,null,8765,null,1402,null,15842,null,2648,null,82305,null,5588,null,777874,null,8516,null,174072,null,5048,null,19981,null,2427,null,36558,null,2614,null,36813,null,2774,null,44147,null,2076,null,36573,null,2714,null,603802,null,7155,null,0400000US30,Montana,30
1649186,null,2985,null,172516,null,8875,null,66327,null,5689,null,7278,null,1273,null,12089,null,1760,null,10960,null,1950,null,9966,null,1492,null,26034,null,3494,null,106189,null,5814,null,1476670,null,9486,null,388085,null,7437,null,47480,null,2825,null,77634,null,3057,null,82849,null,3292,null,90690,null,3146,null,89432,null,4277,null,1088585,null,7274,null,0400000US31,Nebraska,31
2447347,null,3781,null,268820,null,14511,null,82753,null,6741,null,8341,null,1716,null,21183,null,3197,null,16974,null,2599,null,19702,null,2630,null,16553,null,2560,null,186067,null,10602,null,2178527,null,14986,null,537242,null,9632,null,54193,null,4112,null,123342,null,4857,null,118380,null,5384,null,122837,null,4825,null,118490,null,5518,null,1641285,null,11698,null,0400000US32,Nevada,32
1234781,null,2131,null,92108,null,7426,null,30053,null,3838,null,2626,null,900,null,5307,null,1404,null,5338,null,1195,null,5817,null,1461,null,10965,null,2310,null,62055,null,5352,null,1142673,null,7454,null,272629,null,4831,null,33847,null,2475,null,49798,null,2690,null,65639,null,3091,null,67827,null,2433,null,55518,null,3456,null,870044,null,6854,null,0400000US33,New Hampshire,33
8176006,null,6186,null,690145,null,21282,null,250732,null,12186,null,32697,null,3758,null,56674,null,4537,null,48891,null,3996,null,57056,null,5215,null,55414,null,5269,null,439413,null,14309,null,7485861,null,21568,null,1942648,null,15791,null,261899,null,8710,null,387284,null,7976,null,390814,null,9028,null,433096,null,8223,null,469555,null,10948,null,5543213,null,18658,null,0400000US34,New Jersey,34
1852944,null,3875,null,305413,null,12893,null,108666,null,7900,null,13394,null,2126,null,27425,null,3277,null,22052,null,2541,null,19505,null,2571,null,26290,null,4010,null,196747,null,8096,null,1547531,null,13570,null,406014,null,9909,null,41718,null,3486,null,79871,null,4563,null,83779,null,3886,null,94616,null,3774,null,106030,null,5376,null,1141517,null,9651,null,0400000US35,New Mexico,35
18256929,null,9524,null,2433950,null,37447,null,888342,null,20324,null,93606,null,5842,null,186190,null,7992,null,180940,null,8023,null,199748,null,8481,null,227858,null,10407,null,1545608,null,23514,null,15822979,null,36364,null,3960649,null,28158,null,450874,null,10546,null,735133,null,11107,null,797221,null,13156,null,910362,null,11354,null,1067059,null,17551,null,11862330,null,26952,null,0400000US36,New York,36
8568179,null,7344,null,1216255,null,31580,null,435785,null,16600,null,55141,null,4020,null,101933,null,6728,null,84246,null,5986,null,81240,null,5202,null,113225,null,7566,null,780470,null,20524,null,7351924,null,31830,null,1822059,null,19284,null,222393,null,7055,null,381684,null,9601,null,400653,null,10472,null,411717,null,8510,null,405612,null,10778,null,5529865,null,24591,null,0400000US37,North Carolina,37
591262,null,1611,null,68590,null,5400,null,26392,null,3342,null,2669,null,739,null,4718,null,1109,null,3372,null,983,null,3007,null,843,null,12626,null,1956,null,42198,null,3314,null,522672,null,5287,null,122967,null,4143,null,13994,null,1662,null,25240,null,1653,null,24028,null,1912,null,29292,null,1646,null,30413,null,2520,null,399705,null,4619,null,0400000US38,North Dakota,38
10732465,null,7925,null,1383428,null,26486,null,505526,null,15015,null,61776,null,4089,null,109735,null,6022,null,95455,null,5697,null,92252,null,5055,null,146308,null,7759,null,877902,null,17533,null,9349037,null,27641,null,2342410,null,18360,null,272741,null,6185,null,479294,null,8530,null,499941,null,8745,null,545652,null,7756,null,544782,null,10947,null,7006627,null,22422,null,0400000US39,Ohio,39
3370899,null,4681,null,522099,null,17103,null,195672,null,10377,null,27902,null,3434,null,49917,null,4363,null,33186,null,2699,null,33965,null,3119,null,50702,null,4934,null,326427,null,10263,null,2848800,null,16810,null,712262,null,12055,null,88488,null,4134,null,147858,null,5143,null,153476,null,5165,null,166194,null,5094,null,156246,null,6609,null,2136538,null,11124,null,0400000US40,Oklahoma,40
3571640,null,4775,null,474899,null,16343,null,162911,null,9129,null,16237,null,2402,null,33376,null,3711,null,29247,null,3937,null,28514,null,3161,null,55537,null,4517,null,311988,null,11500,null,3096741,null,17015,null,714630,null,12309,null,81096,null,4255,null,146931,null,4932,null,155660,null,5946,null,169099,null,5092,null,161844,null,7675,null,2382111,null,13883,null,0400000US41,Oregon,41
11572028,null,7248,null,1367631,null,24480,null,482541,null,15365,null,51406,null,3902,null,94965,null,5592,null,93107,null,5365,null,93539,null,5543,null,149524,null,9831,null,885090,null,16671,null,10204397,null,25212,null,2376408,null,16335,null,280179,null,7154,null,476905,null,8996,null,510912,null,8552,null,571190,null,6602,null,537222,null,10887,null,7827989,null,19720,null,0400000US42,Pennsylvania,42
978300,null,2238,null,111191,null,7944,null,40065,null,4371,null,3325,null,1131,null,7510,null,1632,null,6810,null,1244,null,8463,null,1798,null,13957,null,3029,null,71126,null,5848,null,867109,null,7981,null,218287,null,6463,null,25991,null,2767,null,37810,null,2401,null,44500,null,2532,null,48496,null,2773,null,61490,null,4714,null,648822,null,7205,null,0400000US44,Rhode Island,44
4162446,null,5566,null,628163,null,20238,null,209586,null,9046,null,25911,null,3047,null,53347,null,4919,null,42595,null,3804,null,38872,null,3151,null,48861,null,4653,null,418577,null,15223,null,3534283,null,20624,null,857063,null,12506,null,107459,null,5665,null,169991,null,6071,null,188620,null,6307,null,206088,null,5391,null,184905,null,7694,null,2677220,null,16786,null,0400000US45,South Carolina,45
742320,null,1934,null,89694,null,6520,null,34509,null,3898,null,5706,null,1509,null,6812,null,1344,null,5582,null,1234,null,5558,null,1514,null,10851,null,1925,null,55185,null,4020,null,652626,null,6591,null,156121,null,5399,null,19028,null,1946,null,31541,null,2370,null,34900,null,2264,null,39338,null,2457,null,31314,null,3110,null,496505,null,4920,null,0400000US46,South Dakota,46
5808231,null,6256,null,869243,null,24669,null,291140,null,13055,null,36597,null,3717,null,70227,null,5641,null,60280,null,4539,null,59155,null,4519,null,64881,null,5401,null,578103,null,16413,null,4938988,null,25152,null,1169381,null,15320,null,135971,null,5168,null,250795,null,7005,null,256604,null,7072,null,273847,null,6836,null,252164,null,9307,null,3769607,null,18871,null,0400000US47,Tennessee,47
22534120,null,11565,null,3439072,null,49374,null,1343054,null,25964,null,185936,null,8092,null,340086,null,11238,null,283247,null,9035,null,254188,null,9740,null,279597,null,11854,null,2096018,null,31301,null,19095048,null,49590,null,5186098,null,36664,null,637765,null,11067,null,1130529,null,16822,null,1136406,null,16407,null,1148435,null,11086,null,1132963,null,20598,null,13908950,null,30869,null,0400000US48,Texas,48
2534017,null,4413,null,238154,null,12209,null,110813,null,9138,null,9273,null,1646,null,19985,null,3056,null,16458,null,2146,null,15089,null,2571,null,50008,null,5786,null,127341,null,7071,null,2295863,null,12426,null,736183,null,9465,null,96092,null,4761,null,163709,null,5046,null,150619,null,4535,null,150179,null,4221,null,175584,null,5112,null,1559680,null,10049,null,0400000US49,Utah,49
580362,null,1360,null,60158,null,4802,null,21296,null,2948,null,1391,null,588,null,3208,null,847,null,2893,null,839,null,4436,null,1093,null,9368,null,2044,null,38862,null,3361,null,520204,null,4852,null,113983,null,3389,null,13795,null,1656,null,23423,null,1663,null,24250,null,1715,null,30413,null,1496,null,22102,null,1944,null,406221,null,3690,null,0400000US50,Vermont,50
7214128,null,6654,null,719695,null,23949,null,266499,null,12970,null,30961,null,3204,null,55750,null,4971,null,47389,null,4555,null,46872,null,4262,null,85527,null,5838,null,453196,null,16329,null,6494433,null,25205,null,1649901,null,19195,null,193961,null,6712,null,326011,null,8107,null,353662,null,8506,null,363871,null,7315,null,412396,null,10724,null,4844532,null,18620,null,0400000US51,Virginia,51
6159732,null,5502,null,681878,null,19623,null,246013,null,10890,null,21561,null,2579,null,43434,null,4271,null,44682,null,4331,null,48808,null,3886,null,87528,null,5459,null,435865,null,12650,null,5477854,null,20614,null,1325352,null,14098,null,148532,null,5264,null,277028,null,6854,null,297861,null,7804,null,314471,null,6437,null,287460,null,8876,null,4152502,null,16019,null,0400000US53,Washington,53
1707371,null,2767,null,282235,null,12100,null,85388,null,6007,null,11555,null,1636,null,17275,null,2386,null,15086,null,2235,null,15369,null,2282,null,26103,null,2824,null,196847,null,8825,null,1425136,null,12466,null,299926,null,7752,null,29824,null,2672,null,63701,null,3594,null,70647,null,3522,null,72766,null,3363,null,62988,null,4099,null,1125210,null,8502,null,0400000US54,West Virginia,54
5262249,null,4807,null,533421,null,16830,null,203687,null,10408,null,22418,null,2407,null,33637,null,3185,null,31947,null,3082,null,34270,null,3416,null,81415,null,5502,null,329734,null,10056,null,4728828,null,16839,null,1163141,null,12575,null,139872,null,4928,null,237135,null,5891,null,251402,null,6289,null,278950,null,5527,null,255782,null,6457,null,3565687,null,12815,null,0400000US55,Wisconsin,55
496384,null,1698,null,44782,null,4061,null,16235,null,2385,null,1310,null,594,null,2975,null,977,null,2306,null,867,null,3412,null,877,null,6232,null,1191,null,28547,null,2589,null,451602,null,4547,null,107328,null,3933,null,13948,null,1804,null,24426,null,2029,null,22007,null,2056,null,26501,null,1638,null,20446,null,2361,null,344274,null,4046,null,0400000US56,Wyoming,56
