C25073_001E,C25073_001EA,C25073_001M,C25073_001MA,C25073_002E,C25073_002EA,C25073_002M,C25073_002MA,C25073_003E,C25073_003EA,C25073_003M,C25073_003MA,C25073_004E,C25073_004EA,C25073_004M,C25073_004MA,C25073_005E,C25073_005EA,C25073_005M,C25073_005MA,C25073_006E,C25073_006EA,C25073_006M,C25073_006MA,C25073_007E,C25073_007EA,C25073_007M,C25073_007MA,C25073_008E,C25073_008EA,C25073_008M,C25073_008MA,C25073_009E,C25073_009EA,C25073_009M,C25073_009MA,C25073_010E,C25073_010EA,C25073_010M,C25073_010MA,C25073_011E,C25073_011EA,C25073_011M,C25073_011MA,C25073_012E,C25073_012EA,C25073_012M,C25073_012MA,C25073_013E,C25073_013EA,C25073_013M,C25073_013MA,C25073_014E,C25073_014EA,C25073_014M,C25073_014MA,C25073_015E,C25073_015EA,C25073_015M,C25073_015MA,C25073_016E,C25073_016EA,C25073_016M,C25073_016MA,C25073_017E,C25073_017EA,C25073_017M,C25073_017MA,C25073_018E,C25073_018EA,C25073_018M,C25073_018MA,C25073_019E,C25073_019EA,C25073_019M,C25073_019MA,C25073_020E,C25073_020EA,C25073_020M,C25073_020MA,C25073_021E,C25073_021EA,C25073_021M,C25073_021MA,GEO_ID,NAME,state
526710,null,11922,null,216459,null,8720,null,89319,null,5157,null,81283,null,5033,null,45857,null,3356,null,83700,null,5744,null,34535,null,3418,null,42711,null,3904,null,6454,null,1638,null,115090,null,5971,null,58864,null,4364,null,50013,null,4999,null,6213,null,1398,null,43790,null,3089,null,22313,null,2543,null,19994,null,2224,null,1483,null,585,null,67671,null,4105,null,29608,null,3204,null,23508,null,2662,null,14555,null,2405,null,0400000US01,Alabama,01
83273,null,3590,null,30196,null,2015,null,15472,null,1874,null,8844,null,1432,null,5880,null,964,null,24767,null,2754,null,13358,null,2187,null,9627,null,1596,null,1782,null,749,null,15823,null,1841,null,8175,null,1463,null,6964,null,1173,null,684,null,434,null,10832,null,1700,null,5027,null,1197,null,5049,null,1043,null,756,null,411,null,1655,null,630,null,347,null,218,null,1121,null,548,null,187,null,128,null,0400000US02,Alaska,02
724952,null,12371,null,293481,null,8640,null,132109,null,6221,null,130519,null,6128,null,30853,null,3167,null,89460,null,5890,null,40996,null,3501,null,42990,null,4091,null,5474,null,1228,null,172160,null,7772,null,82845,null,5351,null,83716,null,5295,null,5599,null,1261,null,122486,null,5439,null,56277,null,4322,null,61423,null,3968,null,4786,null,1162,null,47365,null,3806,null,22284,null,3171,null,17895,null,2544,null,7186,null,1363,null,0400000US04,Arizona,04
363402,null,7994,null,166507,null,6615,null,70067,null,4103,null,66325,null,4083,null,30115,null,2724,null,66820,null,3988,null,33746,null,3350,null,30721,null,2642,null,2353,null,856,null,66727,null,4961,null,32596,null,3982,null,31471,null,3016,null,2660,null,1095,null,24796,null,2248,null,11888,null,1653,null,12250,null,1824,null,658,null,354,null,38552,null,3563,null,16860,null,2250,null,13005,null,1966,null,8687,null,1468,null,0400000US05,Arkansas,05
5230328,null,29953,null,1833445,null,19737,null,751771,null,11354,null,941794,null,15377,null,139880,null,6055,null,867253,null,16862,null,392402,null,11601,null,455931,null,11742,null,18920,null,2628,null,1226404,null,16101,null,561892,null,12332,null,633924,null,11854,null,30588,null,3048,null,1191401,null,13653,null,509639,null,12130,null,643022,null,10633,null,38740,null,3630,null,111825,null,5314,null,43955,null,3880,null,52466,null,3991,null,15404,null,2305,null,0400000US06,California,06
617021,null,9872,null,223359,null,7570,null,104417,null,4849,null,99689,null,4773,null,19253,null,2228,null,74535,null,4640,null,36531,null,3290,null,35271,null,3069,null,2733,null,921,null,158149,null,5970,null,74650,null,4096,null,77777,null,5002,null,5722,null,1495,null,137217,null,5583,null,64566,null,3667,null,68239,null,4179,null,4412,null,1207,null,23761,null,2555,null,10411,null,1819,null,10600,null,1842,null,2750,null,865,null,0400000US08,Colorado,08
412243,null,8075,null,72552,null,4197,null,29079,null,2876,null,30665,null,2697,null,12808,null,1811,null,160189,null,5734,null,71797,null,4164,null,82645,null,4710,null,5747,null,1179,null,86686,null,4563,null,41252,null,3359,null,42088,null,3803,null,3346,null,1091,null,90492,null,4495,null,46107,null,3396,null,42267,null,3571,null,2118,null,771,null,2324,null,778,null,1076,null,568,null,1142,null,578,null,106,null,122,null,0400000US09,Connecticut,09
87110,null,4274,null,33575,null,2874,null,12751,null,1771,null,16510,null,2302,null,4314,null,1028,null,10762,null,1683,null,4670,null,1013,null,5625,null,1220,null,467,null,288,null,25903,null,2575,null,13032,null,2140,null,12215,null,1830,null,656,null,418,null,11032,null,1362,null,5982,null,1240,null,4804,null,1002,null,246,null,167,null,5838,null,1213,null,2677,null,931,null,2181,null,727,null,980,null,549,null,0400000US10,Delaware,10
141425,null,4835,null,21431,null,2513,null,10062,null,1567,null,9760,null,1767,null,1609,null,583,null,21932,null,2822,null,10809,null,2076,null,10513,null,2077,null,610,null,346,null,36727,null,2896,null,17106,null,2009,null,17540,null,2162,null,2081,null,761,null,61252,null,3297,null,33158,null,2578,null,26390,null,2550,null,1704,null,717,null,83,null,138,null,0,null,296,null,83,null,138,null,0,null,296,null,0400000US11,District of Columbia,11
2140788,null,22439,null,750533,null,14341,null,293194,null,9276,null,383185,null,9982,null,74154,null,5121,null,315129,null,9247,null,124966,null,6690,null,179802,null,6539,null,10361,null,1555,null,513349,null,12331,null,211029,null,8607,null,284829,null,10137,null,17491,null,2584,null,413315,null,11385,null,160042,null,7857,null,232622,null,8212,null,20651,null,2533,null,148462,null,7140,null,61619,null,4956,null,69347,null,4792,null,17496,null,2436,null,0400000US12,Florida,12
1129540,null,15678,null,412127,null,10749,null,178313,null,8091,null,177178,null,7591,null,56636,null,4022,null,162937,null,6498,null,73699,null,3959,null,83007,null,4875,null,6231,null,1358,null,297139,null,8164,null,151419,null,7558,null,135584,null,6070,null,10136,null,1858,null,141540,null,6222,null,70371,null,4571,null,66172,null,4765,null,4997,null,1547,null,115797,null,5211,null,49151,null,4081,null,49354,null,3415,null,17292,null,2358,null,0400000US13,Georgia,13
178740,null,5515,null,75685,null,4660,null,29617,null,3053,null,35335,null,3218,null,10733,null,1899,null,24209,null,2632,null,10143,null,1723,null,12752,null,2257,null,1314,null,532,null,31912,null,2932,null,13843,null,1891,null,16507,null,2078,null,1562,null,890,null,46499,null,3358,null,18481,null,2242,null,25224,null,2643,null,2794,null,977,null,435,null,376,null,247,null,284,null,188,null,244,null,0,null,275,null,0400000US15,Hawaii,15
164906,null,5976,null,73770,null,4204,null,38137,null,2862,null,27049,null,2943,null,8584,null,1300,null,37400,null,2647,null,21079,null,2345,null,15546,null,1904,null,775,null,337,null,25729,null,2718,null,11962,null,2091,null,12141,null,1926,null,1626,null,924,null,12711,null,1548,null,5432,null,980,null,6867,null,1192,null,412,null,293,null,15296,null,2181,null,6894,null,1337,null,6526,null,1328,null,1876,null,616,null,0400000US16,Idaho,16
