C17015_001E,C17015_001EA,C17015_001M,C17015_001MA,C17015_002E,C17015_002EA,C17015_002M,C17015_002MA,C17015_003E,C17015_003EA,C17015_003M,C17015_003MA,C17015_004E,C17015_004EA,C17015_004M,C17015_004MA,C17015_005E,C17015_005EA,C17015_005M,C17015_005MA,C17015_006E,C17015_006EA,C17015_006M,C17015_006MA,C17015_007E,C17015_007EA,C17015_007M,C17015_007MA,C17015_008E,C17015_008EA,C17015_008M,C17015_008MA,C17015_009E,C17015_009EA,C17015_009M,C17015_009MA,C17015_010E,C17015_010EA,C17015_010M,C17015_010MA,C17015_011E,C17015_011EA,C17015_011M,C17015_011MA,C17015_012E,C17015_012EA,C17015_012M,C17015_012MA,C17015_013E,C17015_013EA,C17015_013M,C17015_013MA,C17015_014E,C17015_014EA,C17015_014M,C17015_014MA,C17015_015E,C17015_015EA,C17015_015M,C17015_015MA,GEO_ID,NAME,state
1216612,null,11381,null,146323,null,5371,null,31505,null,3054,null,5688,null,1119,null,25817,null,2802,null,114818,null,4524,null,16502,null,2383,null,98316,null,3992,null,1070289,null,11368,null,317579,null,6080,null,22181,null,2246,null,295398,null,5709,null,752710,null,10187,null,21881,null,2246,null,730829,null,10236,null,0400000US01,Alabama,01
157273,null,3920,null,8981,null,1336,null,824,null,334,null,264,null,177,null,560,null,302,null,8157,null,1288,null,2599,null,735,null,5558,null,1004,null,148292,null,3868,null,25544,null,1893,null,4566,null,895,null,20978,null,1641,null,122748,null,3866,null,4204,null,880,null,118544,null,3981,null,0400000US02,Alaska,02
1489192,null,13955,null,153967,null,7266,null,24550,null,2652,null,3942,null,1047,null,20608,null,2396,null,129417,null,7044,null,17614,null,2325,null,111803,null,6576,null,1335225,null,13296,null,371761,null,6078,null,19593,null,2159,null,352168,null,5899,null,963464,null,11638,null,29700,null,2792,null,933764,null,11628,null,0400000US04,Arizona,04
751956,null,8609,null,97661,null,5087,null,21252,null,2106,null,5085,null,1044,null,16167,null,1843,null,76409,null,4886,null,10709,null,1851,null,65700,null,4583,null,654295,null,9443,null,200308,null,4765,null,17676,null,2016,null,182632,null,4526,null,453987,null,8408,null,16850,null,2105,null,437137,null,8393,null,0400000US05,Arkansas,05
8265877,null,24391,null,824961,null,17051,null,97173,null,4775,null,24108,null,2143,null,73065,null,4475,null,727788,null,16469,null,168597,null,7266,null,559191,null,13728,null,7440916,null,26807,null,1648675,null,15142,null,165730,null,5354,null,1482945,null,14383,null,5792241,null,25349,null,270544,null,8497,null,5521697,null,25798,null,0400000US06,California,06
1208994,null,12292,null,94833,null,5799,null,11294,null,1783,null,2420,null,804,null,8874,null,1586,null,83539,null,5759,null,9878,null,1909,null,73661,null,5383,null,1114161,null,12813,null,221224,null,4942,null,10873,null,1166,null,210351,null,4911,null,892937,null,12239,null,20666,null,2392,null,872271,null,12351,null,0400000US08,Colorado,08
888825,null,8063,null,59375,null,4122,null,10451,null,1666,null,3715,null,953,null,6736,null,1301,null,48924,null,3657,null,10762,null,1733,null,38162,null,3322,null,829450,null,7641,null,207285,null,4907,null,9525,null,1542,null,197760,null,4726,null,622165,null,7868,null,16408,null,2222,null,605757,null,7603,null,0400000US09,Connecticut,09
222044,null,4500,null,15264,null,2028,null,2282,null,747,null,724,null,452,null,1558,null,609,null,12982,null,1895,null,2131,null,728,null,10851,null,1615,null,206780,null,4632,null,57066,null,2361,null,3474,null,1020,null,53592,null,2283,null,149714,null,4242,null,5515,null,1315,null,144199,null,4458,null,0400000US10,Delaware,10
107365,null,3934,null,14675,null,1923,null,1970,null,701,null,700,null,390,null,1270,null,629,null,12705,null,1848,null,6156,null,1281,null,6549,null,1298,null,92690,null,3608,null,20637,null,1879,null,2553,null,725,null,18084,null,1815,null,72053,null,3703,null,2689,null,661,null,69364,null,3808,null,0400000US11,District of Columbia,11
4577227,null,27336,null,433289,null,12273,null,88635,null,5624,null,12089,null,1602,null,76546,null,5295,null,344654,null,11031,null,41290,null,4016,null,303364,null,9934,null,4143938,null,25186,null,1313554,null,12336,null,66471,null,3971,null,1247083,null,12092,null,2830384,null,18943,null,78849,null,4422,null,2751535,null,18434,null,0400000US12,Florida,12
2364041,null,20337,null,262999,null,7965,null,48766,null,3794,null,8197,null,1497,null,40569,null,3462,null,214233,null,7344,null,24785,null,2827,null,189448,null,6949,null,2101042,null,18593,null,468518,null,8373,null,35938,null,2939,null,432580,null,7808,null,1632524,null,17190,null,34080,null,3095,null,1598444,null,16629,null,0400000US13,Georgia,13
