B22005C_001E,B22005C_001EA,B22005C_001M,B22005C_001MA,B22005C_002E,B22005C_002EA,B22005C_002M,B22005C_002MA,B22005C_003E,B22005C_003EA,B22005C_003M,B22005C_003MA,GEO_ID,NAME,state
9438,null,1202,null,1120,null,380,null,8318,null,1136,null,0400000US01,Alabama,01
25666,null,1421,null,6974,null,1012,null,18692,null,1409,null,0400000US02,Alaska,02
73580,null,3152,null,18573,null,2128,null,55007,null,2840,null,0400000US04,Arizona,04
4715,null,968,null,1247,null,627,null,3468,null,796,null,0400000US05,Arkansas,05
103299,null,4576,null,9811,null,1475,null,93488,null,4520,null,0400000US06,California,06
18400,null,2588,null,2334,null,742,null,16066,null,2435,null,0400000US08,Colorado,08
3255,null,1005,null,735,null,416,null,2520,null,866,null,0400000US09,Connecticut,09
939,null,397,null,120,null,172,null,819,null,378,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
19217,null,2275,null,2379,null,757,null,16838,null,2094,null,0400000US12,Florida,12
8044,null,1333,null,1028,null,572,null,7016,null,1249,null,0400000US13,Georgia,13
1465,null,472,null,220,null,184,null,1245,null,501,null,0400000US15,Hawaii,15
5216,null,986,null,1035,null,494,null,4181,null,865,null,0400000US16,Idaho,16
8563,null,1460,null,1296,null,461,null,7267,null,1341,null,0400000US17,Illinois,17
5666,null,1026,null,1333,null,504,null,4333,null,1019,null,0400000US18,Indiana,18
3586,null,947,null,983,null,447,null,2603,null,856,null,0400000US19,Iowa,19
7540,null,1389,null,695,null,397,null,6845,null,1281,null,0400000US20,Kansas,20
3645,null,927,null,477,null,369,null,3168,null,809,null,0400000US21,Kentucky,21
8874,null,1176,null,1839,null,695,null,7035,null,1137,null,0400000US22,Louisiana,22
3001,null,716,null,1676,null,635,null,1325,null,467,null,0400000US23,Maine,23
5302,null,1025,null,516,null,288,null,4786,null,984,null,0400000US24,Maryland,24
5254,null,1151,null,730,null,440,null,4524,null,1021,null,0400000US25,Massachusetts,25
19916,null,1827,null,4312,null,891,null,15604,null,1842,null,0400000US26,Michigan,26
18725,null,1519,null,6403,null,997,null,12322,null,1333,null,0400000US27,Minnesota,27
3870,null,949,null,917,null,459,null,2953,null,785,null,0400000US28,Mississippi,28
9514,null,1132,null,1729,null,453,null,7785,null,1073,null,0400000US29,Missouri,29
17219,null,1422,null,5749,null,1098,null,11470,null,1328,null,0400000US30,Montana,30
3881,null,768,null,1322,null,412,null,2559,null,693,null,0400000US31,Nebraska,31
12688,null,1405,null,848,null,432,null,11840,null,1397,null,0400000US32,Nevada,32
1098,null,516,null,221,null,177,null,877,null,485,null,0400000US33,New Hampshire,33
7418,null,1266,null,987,null,479,null,6431,null,1208,null,0400000US34,New Jersey,34
48333,null,2216,null,6462,null,1159,null,41871,null,2247,null,0400000US35,New Mexico,35
25358,null,2149,null,4758,null,1035,null,20600,null,2055,null,0400000US36,New York,36
33279,null,2141,null,5254,null,1135,null,28025,null,2205,null,0400000US37,North Carolina,37
10457,null,1074,null,3101,null,743,null,7356,null,1045,null,0400000US38,North Dakota,38
8978,null,1499,null,2682,null,834,null,6296,null,1247,null,0400000US39,Ohio,39
80047,null,3080,null,14080,null,1498,null,65967,null,2985,null,0400000US40,Oklahoma,40
20180,null,2302,null,4015,null,914,null,16165,null,2282,null,0400000US41,Oregon,41
7070,null,1144,null,1367,null,523,null,5703,null,1114,null,0400000US42,Pennsylvania,42
2087,null,524,null,627,null,344,null,1460,null,644,null,0400000US44,Rhode Island,44
4871,null,872,null,890,null,367,null,3981,null,875,null,0400000US45,South Carolina,45
17089,null,1640,null,6778,null,1101,null,10311,null,1207,null,0400000US46,South Dakota,46
6567,null,1244,null,1339,null,505,null,5228,null,1174,null,0400000US47,Tennessee,47
42527,null,2894,null,4517,null,1170,null,38010,null,2915,null,0400000US48,Texas,48
7413,null,1290,null,1336,null,570,null,6077,null,1230,null,0400000US49,Utah,49
649,null,391,null,297,null,333,null,352,null,237,null,0400000US50,Vermont,50
8266,null,1708,null,1220,null,698,null,7046,null,1532,null,0400000US51,Virginia,51
30338,null,2327,null,5954,null,1121,null,24384,null,2091,null,0400000US53,Washington,53
1674,null,605,null,351,null,234,null,1323,null,586,null,0400000US54,West Virginia,54
17730,null,1700,null,3480,null,948,null,14250,null,1482,null,0400000US55,Wisconsin,55
2862,null,634,null,524,null,307,null,2338,null,684,null,0400000US56,Wyoming,56
2543,null,635,null,809,null,313,null,1734,null,603,null,0400000US72,Puerto Rico,72
