B99163_001E,B99163_001EA,B99163_002E,B99163_002EA,B99163_003E,B99163_003EA,B99163_004E,B99163_004EA,B99163_005E,B99163_005EA,GEO_ID,NAME,state
4354717,null,4176823,null,177894,null,11185,null,166709,null,0400000US01,Alabama,01
634669,null,541009,null,93660,null,3471,null,90189,null,0400000US02,Alaska,02
5984859,null,4338205,null,1646654,null,66272,null,1580382,null,0400000US04,Arizona,04
2656308,null,2493178,null,163130,null,6448,null,156682,null,0400000US05,Arkansas,05
34063760,null,19646489,null,14417271,null,511406,null,13905865,null,0400000US06,California,06
4583067,null,3806079,null,776988,null,40410,null,736578,null,0400000US08,Colorado,08
3290599,null,2637649,null,652950,null,28315,null,624635,null,0400000US09,Connecticut,09
813290,null,727269,null,86021,null,4317,null,81704,null,0400000US10,Delaware,10
555473,null,475269,null,80204,null,5615,null,74589,null,0400000US11,District of Columbia,11
17188403,null,12740955,null,4447448,null,148090,null,4299358,null,0400000US12,Florida,12
8954056,null,7839086,null,1114970,null,54196,null,1060774,null,0400000US13,Georgia,13
1202441,null,896850,null,305591,null,15088,null,290503,null,0400000US15,Hawaii,15
1402689,null,1260634,null,142055,null,6068,null,135987,null,0400000US16,Idaho,16
12007133,null,9382810,null,2624323,null,88851,null,2535472,null,0400000US17,Illinois,17
5933181,null,5506038,null,427143,null,22720,null,404423,null,0400000US18,Indiana,18
2803768,null,2623269,null,180499,null,10126,null,170373,null,0400000US19,Iowa,19
2599846,null,2343074,null,256772,null,11806,null,244966,null,0400000US20,Kansas,20
3986609,null,3817918,null,168691,null,10632,null,158059,null,0400000US21,Kentucky,21
4102457,null,3769415,null,333042,null,15099,null,317943,null,0400000US22,Louisiana,22
1245193,null,1156293,null,88900,null,3650,null,85250,null,0400000US23,Maine,23
5261641,null,4467209,null,794432,null,34662,null,759770,null,0400000US24,Maryland,24
6116518,null,4832030,null,1284488,null,61500,null,1222988,null,0400000US25,Massachusetts,25
9379127,null,8551326,null,827801,null,40833,null,786968,null,0400000US26,Michigan,26
4865059,null,4395275,null,469784,null,29454,null,440330,null,0400000US27,Minnesota,27
2722890,null,2625467,null,97423,null,5235,null,92188,null,0400000US28,Mississippi,28
5512995,null,5206590,null,306405,null,17000,null,289405,null,0400000US29,Missouri,29
905840,null,863602,null,42238,null,2447,null,39791,null,0400000US30,Montana,30
1652677,null,1501708,null,150969,null,7240,null,143729,null,0400000US31,Nebraska,31
2401766,null,1730625,null,671141,null,20769,null,650372,null,0400000US32,Nevada,32
1241116,null,1143040,null,98076,null,4528,null,93548,null,0400000US33,New Hampshire,33
8125179,null,5856883,null,2268296,null,82896,null,2185400,null,0400000US34,New Jersey,34
1837092,null,1187200,null,649892,null,24055,null,625837,null,0400000US35,New Mexico,35
18285349,null,12977510,null,5307839,null,223984,null,5083855,null,0400000US36,New York,36
8575899,null,7737330,null,838569,null,37801,null,800768,null,0400000US37,North Carolina,37
600752,null,567863,null,32889,null,1918,null,30971,null,0400000US38,North Dakota,38
10739072,null,10095739,null,643333,null,37587,null,605746,null,0400000US39,Ohio,39
3379963,null,3095261,null,284702,null,13357,null,271345,null,0400000US40,Oklahoma,40
3548439,null,3050815,null,497624,null,21386,null,476238,null,0400000US41,Oregon,41
11709565,null,10607233,null,1102332,null,71818,null,1030514,null,0400000US42,Pennsylvania,42
990203,null,791852,null,198351,null,6823,null,191528,null,0400000US44,Rhode Island,44
4179822,null,3926883,null,252939,null,13673,null,239266,null,0400000US45,South Carolina,45
746145,null,701520,null,44625,null,3331,null,41294,null,0400000US46,South Dakota,46
5800458,null,5467647,null,332811,null,16101,null,316710,null,0400000US47,Tennessee,47
22314134,null,14767091,null,7547043,null,203743,null,7343300,null,0400000US48,Texas,48
2468046,null,2122107,null,345939,null,13837,null,332102,null,0400000US49,Utah,49
588192,null,557229,null,30963,null,2235,null,28728,null,0400000US50,Vermont,50
7251279,null,6284202,null,967077,null,51225,null,915852,null,0400000US51,Virginia,51
6115594,null,5095655,null,1019939,null,38343,null,981596,null,0400000US53,Washington,53
1710685,null,1673917,null,36768,null,2485,null,34283,null,0400000US54,West Virginia,54
5266534,null,4840622,null,425912,null,24995,null,400917,null,0400000US55,Wisconsin,55
494958,null,465766,null,29192,null,861,null,28331,null,0400000US56,Wyoming,56
3718494,null,179666,null,3538828,null,63148,null,3475680,null,0400000US72,Puerto Rico,72
