B13002_001E,B13002_001EA,B13002_001M,B13002_001MA,B13002_002E,B13002_002EA,B13002_002M,B13002_002MA,B13002_003E,B13002_003EA,B13002_003M,B13002_003MA,B13002_004E,B13002_004EA,B13002_004M,B13002_004MA,B13002_005E,B13002_005EA,B13002_005M,B13002_005MA,B13002_006E,B13002_006EA,B13002_006M,B13002_006MA,B13002_007E,B13002_007EA,B13002_007M,B13002_007MA,B13002_008E,B13002_008EA,B13002_008M,B13002_008MA,B13002_009E,B13002_009EA,B13002_009M,B13002_009MA,B13002_010E,B13002_010EA,B13002_010M,B13002_010MA,B13002_011E,B13002_011EA,B13002_011M,B13002_011MA,B13002_012E,B13002_012EA,B13002_012M,B13002_012MA,B13002_013E,B13002_013EA,B13002_013M,B13002_013MA,B13002_014E,B13002_014EA,B13002_014M,B13002_014MA,B13002_015E,B13002_015EA,B13002_015M,B13002_015MA,B13002_016E,B13002_016EA,B13002_016M,B13002_016MA,B13002_017E,B13002_017EA,B13002_017M,B13002_017MA,B13002_018E,B13002_018EA,B13002_018M,B13002_018MA,B13002_019E,B13002_019EA,B13002_019M,B13002_019MA,GEO_ID,NAME,state
1155351,null,4102,null,67289,null,4706,null,39227,null,3444,null,940,null,473,null,31470,null,3093,null,6817,null,1235,null,28062,null,2720,null,4501,null,1090,null,21111,null,2806,null,2450,null,788,null,1088062,null,6269,null,529849,null,8135,null,2804,null,902,null,179546,null,5042,null,347499,null,6702,null,558213,null,10175,null,155619,null,3880,null,227301,null,6177,null,175293,null,6269,null,0400000US01,Alabama,01
173966,null,1599,null,12233,null,1674,null,7737,null,1476,null,71,null,76,null,5554,null,1157,null,2112,null,890,null,4496,null,939,null,481,null,277,null,3626,null,715,null,389,null,348,null,161733,null,2244,null,74180,null,3300,null,597,null,355,null,23782,null,1993,null,49801,null,2640,null,87553,null,3549,null,24056,null,1292,null,38171,null,2507,null,25326,null,2708,null,0400000US02,Alaska,02
1548377,null,3562,null,92263,null,5158,null,58803,null,4072,null,1783,null,1002,null,45556,null,3484,null,11464,null,1580,null,33460,null,3626,null,6460,null,1286,null,23865,null,3001,null,3135,null,948,null,1456114,null,5956,null,650369,null,10707,null,3832,null,1301,null,217431,null,6787,null,429106,null,7670,null,805745,null,11498,null,204137,null,2879,null,354037,null,7979,null,247571,null,7791,null,0400000US04,Arizona,04
690561,null,3398,null,39910,null,3177,null,24610,null,2494,null,941,null,503,null,20484,null,2481,null,3185,null,806,null,15300,null,2202,null,2234,null,816,null,12147,null,1949,null,919,null,475,null,650651,null,4554,null,325204,null,6746,null,2391,null,725,null,115263,null,4367,null,207550,null,5470,null,325447,null,7251,null,94323,null,3051,null,130794,null,5272,null,100330,null,4917,null,0400000US05,Arkansas,05
9399440,null,8013,null,562297,null,13476,null,381197,null,9485,null,8066,null,1837,null,257277,null,8560,null,115854,null,4841,null,181100,null,8467,null,32103,null,3314,null,126377,null,6628,null,22620,null,2524,null,8837143,null,16406,null,3996299,null,23143,null,21229,null,2688,null,1259314,null,14622,null,2715756,null,18423,null,4840844,null,22625,null,1300082,null,7591,null,2147974,null,14363,null,1392788,null,17152,null,0400000US06,California,06
1253964,null,3941,null,73670,null,4424,null,54807,null,4268,null,1707,null,689,null,40321,null,3470,null,12779,null,1908,null,18863,null,2428,null,3950,null,1253,null,13130,null,2063,null,1783,null,782,null,1180294,null,5584,null,591224,null,8519,null,2835,null,822,null,197073,null,5843,null,391316,null,6067,null,589070,null,9970,null,153707,null,3427,null,258771,null,6918,null,176592,null,6183,null,0400000US08,Colorado,08
869841,null,2491,null,42687,null,3393,null,29656,null,2647,null,271,null,303,null,18740,null,2057,null,10645,null,1416,null,13031,null,2187,null,2504,null,901,null,9066,null,1957,null,1461,null,545,null,827154,null,4224,null,378350,null,7130,null,905,null,418,null,89607,null,4084,null,287838,null,5744,null,448804,null,6761,null,119704,null,1749,null,189834,null,4069,null,139266,null,5430,null,0400000US09,Connecticut,09
218161,null,1386,null,11059,null,1537,null,6526,null,1084,null,0,null,263,null,5065,null,1026,null,1461,null,436,null,4533,null,1137,null,349,null,262,null,3720,null,996,null,464,null,431,null,207102,null,2086,null,90996,null,3066,null,335,null,287,null,26950,null,2029,null,63711,null,2233,null,116106,null,3494,null,30358,null,1159,null,48512,null,2317,null,37236,null,2294,null,0400000US10,Delaware,10
174240,null,1478,null,6915,null,1376,null,3088,null,841,null,55,null,93,null,1502,null,643,null,1531,null,562,null,3827,null,1150,null,836,null,576,null,2759,null,940,null,232,null,215,null,167325,null,2151,null,37161,null,2750,null,0,null,296,null,13520,null,1677,null,23641,null,2290,null,130164,null,3147,null,22680,null,1485,null,65547,null,2501,null,41937,null,2474,null,0400000US11,District of Columbia,11
4301117,null,6951,null,236097,null,8916,null,150493,null,7091,null,3908,null,1079,null,107024,null,6294,null,39561,null,3400,null,85604,null,5501,null,11386,null,1961,null,64145,null,4817,null,10073,null,2013,null,4065020,null,11006,null,1874158,null,16307,null,7969,null,1677,null,558685,null,11394,null,1307504,null,12168,null,2190862,null,16222,null,545989,null,5013,null,928125,null,11368,null,716748,null,11536,null,0400000US12,Florida,12
