C16001_001E,C16001_001EA,C16001_001M,C16001_001MA,C16001_002E,C16001_002EA,C16001_002M,C16001_002MA,C16001_003E,C16001_003EA,C16001_003M,C16001_003MA,C16001_004E,C16001_004EA,C16001_004M,C16001_004MA,C16001_005E,C16001_005EA,C16001_005M,C16001_005MA,C16001_006E,C16001_006EA,C16001_006M,C16001_006MA,C16001_007E,C16001_007EA,C16001_007M,C16001_007MA,C16001_008E,C16001_008EA,C16001_008M,C16001_008MA,C16001_009E,C16001_009EA,C16001_009M,C16001_009MA,C16001_010E,C16001_010EA,C16001_010M,C16001_010MA,C16001_011E,C16001_011EA,C16001_011M,C16001_011MA,C16001_012E,C16001_012EA,C16001_012M,C16001_012MA,C16001_013E,C16001_013EA,C16001_013M,C16001_013MA,GEO_ID,NAME,state
4354717,null,2804,null,4176823,null,8205,null,107896,null,4618,null,6042,null,1544,null,10186,null,1791,null,3126,null,1219,null,15579,null,3450,null,3276,null,989,null,7271,null,1948,null,5304,null,2044,null,2907,null,1369,null,9401,null,2595,null,6906,null,1912,null,0400000US01,Alabama,01
634669,null,976,null,541009,null,4439,null,22705,null,2734,null,2200,null,947,null,4082,null,1266,null,3625,null,1163,null,2474,null,1369,null,4106,null,1302,null,981,null,552,null,521,null,452,null,13423,null,2192,null,9505,null,2306,null,30038,null,2402,null,0400000US02,Alaska,02
5984859,null,1678,null,4338205,null,20085,null,1283911,null,16735,null,16170,null,2311,null,26154,null,2716,null,24650,null,4320,null,59783,null,6989,null,10094,null,2535,null,19592,null,3597,null,15128,null,3895,null,14365,null,2391,null,29818,null,4688,null,146989,null,7763,null,0400000US04,Arizona,04
2656308,null,2395,null,2493178,null,6914,null,119673,null,4962,null,3920,null,1023,null,7491,null,1889,null,943,null,554,null,7622,null,1714,null,1575,null,897,null,1255,null,583,null,4710,null,1798,null,2238,null,1092,null,8182,null,2433,null,5521,null,2538,null,0400000US05,Arkansas,05
34063760,null,2634,null,19646489,null,57660,null,9570398,null,44701,null,135096,null,7457,null,141574,null,7118,null,228282,null,12815,null,978012,null,26216,null,346962,null,15876,null,925129,null,23035,null,473573,null,20254,null,742260,null,22199,null,574779,null,23614,null,301206,null,17451,null,0400000US06,California,06
4583067,null,1635,null,3806079,null,15902,null,549321,null,13215,null,14474,null,2671,null,34690,null,4095,null,29256,null,6195,null,33323,null,4331,null,16170,null,3015,null,15584,null,3062,null,15740,null,2847,null,8708,null,2033,null,28108,null,4280,null,31614,null,4545,null,0400000US08,Colorado,08
3290599,null,1400,null,2637649,null,13211,null,317673,null,5815,null,46115,null,5032,null,14823,null,2442,null,55720,null,5844,null,131838,null,9212,null,4917,null,1692,null,24007,null,3528,null,7767,null,1820,null,6188,null,1836,null,24296,null,3770,null,19606,null,3652,null,0400000US09,Connecticut,09
813290,null,526,null,727269,null,4517,null,44813,null,3130,null,4614,null,1638,null,4149,null,1130,null,2541,null,981,null,10290,null,2182,null,1201,null,715,null,4489,null,1389,null,2143,null,1408,null,2733,null,1376,null,3922,null,1155,null,5126,null,2286,null,0400000US10,Delaware,10
555473,null,193,null,475269,null,5654,null,38088,null,3488,null,9833,null,2280,null,3372,null,1191,null,3395,null,1484,null,5493,null,1410,null,1031,null,494,null,3011,null,909,null,1143,null,784,null,1376,null,814,null,2962,null,1079,null,10500,null,2432,null,0400000US11,District of Columbia,11
17188403,null,2806,null,12740955,null,30026,null,3250323,null,18118,null,410101,null,18294,null,83739,null,6115,null,91315,null,7108,null,272123,null,15503,null,17864,null,3483,null,46611,null,5205,null,55330,null,5800,null,54572,null,4710,null,64586,null,5871,null,100884,null,8055,null,0400000US12,Florida,12
8954056,null,3918,null,7839086,null,16463,null,641811,null,10316,null,55023,null,5779,null,31263,null,3705,null,36535,null,7416,null,110064,null,10334,null,48676,null,5713,null,32372,null,4655,null,36367,null,4722,null,9540,null,2010,null,43605,null,5771,null,69714,null,7238,null,0400000US13,Georgia,13
1202441,null,2211,null,896850,null,12830,null,31434,null,3963,null,4612,null,1351,null,5929,null,1650,null,1615,null,804,null,7070,null,1945,null,16241,null,3735,null,28855,null,3994,null,5723,null,1737,null,49983,null,5098,null,151719,null,9966,null,2410,null,1178,null,0400000US15,Hawaii,15
1402689,null,1725,null,1260634,null,6998,null,103785,null,5138,null,3094,null,1069,null,6149,null,1375,null,5484,null,2458,null,7450,null,2542,null,1146,null,865,null,1886,null,933,null,1131,null,674,null,1070,null,561,null,6870,null,2317,null,3990,null,1137,null,0400000US16,Idaho,16
12007133,null,2073,null,9382810,null,28787,null,1531998,null,16627,null,44443,null,6027,null,56589,null,4608,null,309748,null,16262,null,285217,null,12639,null,50673,null,6114,null,76972,null,6399,null,18797,null,3959,null,68908,null,6878,null,78329,null,5739,null,102649,null,9938,null,0400000US17,Illinois,17
5933181,null,2147,null,5506038,null,9002,null,238508,null,6486,null,12867,null,1813,null,63478,null,6211,null,20131,null,3142,null,27977,null,3601,null,7958,null,1819,null,14013,null,2911,null,5412,null,1990,null,6800,null,1648,null,17000,null,2517,null,12999,null,2230,null,0400000US18,Indiana,18
2803768,null,1898,null,2623269,null,6553,null,96793,null,4564,null,4317,null,1108,null,18209,null,2967,null,13224,null,3072,null,10736,null,2591,null,2171,null,899,null,5842,null,1402,null,8867,null,2038,null,2031,null,742,null,9354,null,1977,null,8955,null,2319,null,0400000US19,Iowa,19
2599846,null,1983,null,2343074,null,8906,null,170662,null,6381,null,7178,null,1744,null,14031,null,1729,null,4292,null,1286,null,14650,null,2811,null,2817,null,802,null,6634,null,1703,null,9180,null,2198,null,2332,null,987,null,14524,null,2481,null,10472,null,3401,null,0400000US20,Kansas,20
3986609,null,2455,null,3817918,null,8098,null,85993,null,5105,null,7585,null,1359,null,15319,null,3124,null,12337,null,2925,null,10414,null,2097,null,3331,null,1064,null,5293,null,1322,null,3803,null,1596,null,4683,null,2608,null,12690,null,2862,null,7243,null,1924,null,0400000US21,Kentucky,21
