B992522_001E,B992522_001EA,B992522_002E,B992522_002EA,B992522_003E,B992522_003EA,B992522_004E,B992522_004EA,B992522_005E,B992522_005EA,B992522_006E,B992522_006EA,B992522_007E,B992522_007EA,GEO_ID,NAME,state
1289155,null,790154,null,322331,null,467823,null,499001,null,176577,null,322424,null,0400000US01,Alabama,01
154334,null,108729,null,33349,null,75380,null,45605,null,12813,null,32792,null,0400000US02,Alaska,02
1548890,null,1099783,null,381744,null,718039,null,449107,null,145416,null,303691,null,0400000US04,Arizona,04
750639,null,442960,null,159451,null,283509,null,307679,null,100975,null,206704,null,0400000US05,Arkansas,05
6946432,null,5290276,null,2012155,null,3278121,null,1656156,null,537203,null,1118953,null,0400000US06,California,06
1280814,null,978201,null,329400,null,648801,null,302613,null,91503,null,211110,null,0400000US08,Colorado,08
917062,null,665816,null,253816,null,412000,null,251246,null,80228,null,171018,null,0400000US09,Connecticut,09
241544,null,166894,null,64941,null,101953,null,74650,null,23983,null,50667,null,0400000US10,Delaware,10
108571,null,84286,null,32651,null,51635,null,24285,null,7896,null,16389,null,0400000US11,District of Columbia,11
4916497,null,3202449,null,1283390,null,1919059,null,1714048,null,584771,null,1129277,null,0400000US12,Florida,12
2340305,null,1702307,null,631318,null,1070989,null,637998,null,219563,null,418435,null,0400000US13,Georgia,13
258365,null,176603,null,62353,null,114250,null,81762,null,22044,null,59718,null,0400000US15,Hawaii,15
401098,null,281266,null,92857,null,188409,null,119832,null,34512,null,85320,null,0400000US16,Idaho,16
3301796,null,2322217,null,854638,null,1467579,null,979579,null,310474,null,669105,null,0400000US17,Illinois,17
1781719,null,1263339,null,436023,null,827316,null,518380,null,157549,null,360831,null,0400000US18,Indiana,18
885884,null,565396,null,207243,null,358153,null,320488,null,102108,null,218380,null,0400000US19,Iowa,19
771197,null,511339,null,180131,null,331208,null,259858,null,84210,null,175648,null,0400000US20,Kansas,20
1172529,null,733454,null,268957,null,464497,null,439075,null,142700,null,296375,null,0400000US21,Kentucky,21
1113926,null,640261,null,245762,null,394499,null,473665,null,138420,null,335245,null,0400000US22,Louisiana,22
391262,null,258300,null,90185,null,168115,null,132962,null,35358,null,97604,null,0400000US23,Maine,23
1453733,null,1124667,null,385919,null,738748,null,329066,null,101227,null,227839,null,0400000US24,Maryland,24
1592324,null,1157318,null,464116,null,693202,null,435006,null,138847,null,296159,null,0400000US25,Massachusetts,25
2819355,null,1939644,null,712355,null,1227289,null,879711,null,270552,null,609159,null,0400000US26,Michigan,26
1559939,null,1120095,null,391853,null,728242,null,439844,null,134491,null,305353,null,0400000US27,Minnesota,27
766976,null,433469,null,175351,null,258118,null,333507,null,108270,null,225237,null,0400000US28,Mississippi,28
1633448,null,1098358,null,404193,null,694165,null,535090,null,180104,null,354986,null,0400000US29,Missouri,29
257354,null,146203,null,51325,null,94878,null,111151,null,31137,null,80014,null,0400000US30,Montana,30
487991,null,318688,null,118930,null,199758,null,169303,null,58768,null,110535,null,0400000US31,Nebraska,31
568425,null,441669,null,142618,null,299051,null,126756,null,40273,null,86483,null,0400000US32,Nevada,32
365450,null,264064,null,97711,null,166353,null,101386,null,31183,null,70203,null,0400000US33,New Hampshire,33
2113974,null,1519326,null,578626,null,940700,null,594648,null,191747,null,402901,null,0400000US34,New Jersey,34
512854,null,314542,null,105978,null,208564,null,198312,null,60817,null,137495,null,0400000US35,New Mexico,35
3946375,null,2582904,null,1076213,null,1506691,null,1363471,null,421808,null,941663,null,0400000US36,New York,36
2451157,null,1685967,null,631404,null,1054563,null,765190,null,251519,null,513671,null,0400000US37,North Carolina,37
182992,null,102265,null,38396,null,63869,null,80727,null,23523,null,57204,null,0400000US38,North Dakota,38
3113343,null,2156314,null,795292,null,1361022,null,957029,null,297781,null,659248,null,0400000US39,Ohio,39
946699,null,577859,null,202548,null,375311,null,368840,null,115660,null,253180,null,0400000US40,Oklahoma,40
948798,null,673175,null,234819,null,438356,null,275623,null,89406,null,186217,null,0400000US41,Oregon,41
3474817,null,2216155,null,849158,null,1366997,null,1258662,null,378850,null,879812,null,0400000US42,Pennsylvania,42
249139,null,180369,null,68854,null,111515,null,68770,null,21763,null,47007,null,0400000US44,Rhode Island,44
1201508,null,761654,null,311343,null,450311,null,439854,null,150667,null,289187,null,0400000US45,South Carolina,45
221395,null,132590,null,47587,null,85003,null,88805,null,28684,null,60121,null,0400000US46,South Dakota,46
1700137,null,1084909,null,402113,null,682796,null,615228,null,206728,null,408500,null,0400000US47,Tennessee,47
5465854,null,3508174,null,1239705,null,2268469,null,1957680,null,549184,null,1408496,null,0400000US48,Texas,48
612671,null,451889,null,154668,null,297221,null,160782,null,51553,null,109229,null,0400000US49,Utah,49
180387,null,122388,null,46826,null,75562,null,57999,null,17731,null,40268,null,0400000US50,Vermont,50
2034269,null,1481789,null,519773,null,962016,null,552480,null,176100,null,376380,null,0400000US51,Virginia,51
1663174,null,1223446,null,425026,null,798420,null,439728,null,144361,null,295367,null,0400000US53,Washington,53
552651,null,289450,null,119833,null,169617,null,263201,null,75567,null,187634,null,0400000US54,West Virginia,54
1577623,null,1089377,null,398971,null,690406,null,488246,null,148368,null,339878,null,0400000US55,Wisconsin,55
146222,null,92629,null,29967,null,62662,null,53593,null,14192,null,39401,null,0400000US56,Wyoming,56
859531,null,334271,null,155279,null,178992,null,525260,null,60371,null,464889,null,0400000US72,Puerto Rico,72
