C25093_001E,C25093_001EA,C25093_001M,C25093_001MA,C25093_002E,C25093_002EA,C25093_002M,C25093_002MA,C25093_003E,C25093_003EA,C25093_003M,C25093_003MA,C25093_004E,C25093_004EA,C25093_004M,C25093_004MA,C25093_005E,C25093_005EA,C25093_005M,C25093_005MA,C25093_006E,C25093_006EA,C25093_006M,C25093_006MA,C25093_007E,C25093_007EA,C25093_007M,C25093_007MA,C25093_008E,C25093_008EA,C25093_008M,C25093_008MA,C25093_009E,C25093_009EA,C25093_009M,C25093_009MA,C25093_010E,C25093_010EA,C25093_010M,C25093_010MA,C25093_011E,C25093_011EA,C25093_011M,C25093_011MA,C25093_012E,C25093_012EA,C25093_012M,C25093_012MA,C25093_013E,C25093_013EA,C25093_013M,C25093_013MA,C25093_014E,C25093_014EA,C25093_014M,C25093_014MA,C25093_015E,C25093_015EA,C25093_015M,C25093_015MA,C25093_016E,C25093_016EA,C25093_016M,C25093_016MA,C25093_017E,C25093_017EA,C25093_017M,C25093_017MA,GEO_ID,NAME,state
1289155,null,10987,null,19683,null,2113,null,11801,null,1801,null,7137,null,1225,null,745,null,375,null,137974,null,5402,null,104587,null,4754,null,32755,null,3349,null,632,null,463,null,784025,null,7711,null,603325,null,8830,null,174228,null,5665,null,6472,null,1214,null,347473,null,4851,null,265289,null,4899,null,80168,null,3429,null,2016,null,628,null,0400000US01,Alabama,01
154334,null,3685,null,2663,null,799,null,1647,null,622,null,923,null,511,null,93,null,153,null,17284,null,1918,null,11884,null,1609,null,5344,null,1084,null,56,null,102,null,110879,null,2901,null,81257,null,3115,null,29438,null,2387,null,184,null,185,null,23508,null,1129,null,18334,null,1213,null,5174,null,933,null,0,null,240,null,0400000US02,Alaska,02
1548890,null,13720,null,17963,null,2188,null,7704,null,1392,null,9750,null,1755,null,509,null,296,null,175315,null,6882,null,100470,null,4994,null,74120,null,4855,null,725,null,417,null,919100,null,11830,null,600677,null,10919,null,310130,null,8829,null,8293,null,1419,null,436512,null,5656,null,317632,null,6014,null,115830,null,4481,null,3050,null,837,null,0400000US04,Arizona,04
750639,null,9276,null,13046,null,2201,null,9578,null,1774,null,3182,null,1072,null,286,null,303,null,85176,null,4033,null,66256,null,3573,null,18608,null,1969,null,312,null,247,null,441712,null,6625,null,345753,null,6845,null,93194,null,4485,null,2765,null,743,null,210705,null,4084,null,167672,null,3652,null,42213,null,2400,null,820,null,353,null,0400000US05,Arkansas,05
6946432,null,26955,null,48934,null,3912,null,17028,null,2242,null,30811,null,3226,null,1095,null,509,null,594437,null,11114,null,228590,null,6181,null,362731,null,9597,null,3116,null,958,null,4566396,null,24362,null,2441200,null,20498,null,2094012,null,18951,null,31184,null,3123,null,1736665,null,13530,null,1151856,null,12075,null,575691,null,10939,null,9118,null,1376,null,0400000US06,California,06
1280814,null,11274,null,16245,null,1797,null,9157,null,1418,null,7013,null,1409,null,75,null,96,null,158550,null,5821,null,100471,null,5177,null,57107,null,4145,null,972,null,538,null,856219,null,9228,null,586252,null,9297,null,265481,null,7288,null,4486,null,1286,null,249800,null,3930,null,181747,null,3840,null,65345,null,3318,null,2708,null,1025,null,0400000US08,Colorado,08
917062,null,7342,null,5126,null,1096,null,1976,null,662,null,3097,null,939,null,53,null,91,null,84006,null,3676,null,43882,null,2861,null,40096,null,3158,null,28,null,57,null,609248,null,6810,null,400336,null,6468,null,206615,null,5850,null,2297,null,690,null,218682,null,3803,null,134875,null,3919,null,82490,null,3853,null,1317,null,428,null,0400000US09,Connecticut,09
241544,null,5028,null,3292,null,830,null,2097,null,774,null,1195,null,537,null,0,null,263,null,23759,null,2253,null,13791,null,1800,null,9968,null,1467,null,0,null,263,null,153582,null,3696,null,108350,null,3102,null,44940,null,3068,null,292,null,209,null,60911,null,2132,null,44731,null,1974,null,15973,null,1654,null,207,null,161,null,0400000US10,Delaware,10
108571,null,4051,null,448,null,251,null,47,null,82,null,349,null,223,null,52,null,91,null,12123,null,1711,null,7322,null,1236,null,4801,null,924,null,0,null,296,null,67860,null,3579,null,45251,null,2870,null,22609,null,2165,null,0,null,296,null,28140,null,1636,null,20434,null,1822,null,7546,null,1187,null,160,null,200,null,0400000US11,District of Columbia,11
4916497,null,22392,null,44954,null,3973,null,17759,null,2263,null,25820,null,3126,null,1375,null,510,null,414337,null,10361,null,207324,null,7382,null,204153,null,9002,null,2860,null,1017,null,2841418,null,18797,null,1678848,null,15129,null,1133692,null,15479,null,28878,null,3096,null,1615788,null,11101,null,1073673,null,11689,null,526342,null,9328,null,15773,null,2086,null,0400000US12,Florida,12
