B19080_001E,B19080_001EA,B19080_001M,B19080_001MA,B19080_002E,B19080_002EA,B19080_002M,B19080_002MA,B19080_003E,B19080_003EA,B19080_003M,B19080_003MA,B19080_004E,B19080_004EA,B19080_004M,B19080_004MA,B19080_005E,B19080_005EA,B19080_005M,B19080_005MA,GEO_ID,NAME,state
17176,null,312,null,32873,null,618,null,53504,null,708,null,85771,null,961,null,149193,null,2438,null,0400000US01,Alabama,01
32750,null,1176,null,54958,null,1816,null,82005,null,2217,null,118363,null,3845,null,194754,null,11328,null,0400000US02,Alaska,02
22646,null,418,null,40700,null,534,null,62685,null,674,null,97345,null,1084,null,169073,null,2184,null,0400000US04,Arizona,04
16502,null,479,null,30709,null,537,null,48187,null,731,null,77353,null,926,null,136011,null,3025,null,0400000US05,Arkansas,05
24923,null,190,null,47997,null,301,null,76275,null,351,null,121045,null,619,null,221098,null,1576,null,0400000US06,California,06
24835,null,428,null,45690,null,453,null,70067,null,696,null,108902,null,1199,null,196626,null,4189,null,0400000US08,Colorado,08
27847,null,812,null,54308,null,930,null,84408,null,1096,null,130767,null,1044,null,254243,null,5584,null,0400000US09,Connecticut,09
25999,null,839,null,45953,null,1272,null,70274,null,1496,null,106746,null,2133,null,182159,null,5395,null,0400000US10,Delaware,10
20159,null,1537,null,43543,null,2416,null,76275,null,3026,null,133047,null,4845,null,271129,null,17199,null,0400000US11,District of Columbia,11
20819,null,295,null,38065,null,229,null,58997,null,350,null,93045,null,518,null,174763,null,2103,null,0400000US12,Florida,12
20768,null,383,null,40157,null,280,null,62768,null,721,null,98747,null,928,null,182224,null,2864,null,0400000US13,Georgia,13
29397,null,1466,null,54719,null,1770,null,81974,null,1419,null,120470,null,2308,null,205996,null,4028,null,0400000US15,Hawaii,15
22175,null,736,null,38776,null,741,null,56978,null,781,null,84110,null,1724,null,142380,null,3723,null,0400000US16,Idaho,16
